taxon_id,rank,parent_taxon_id,simple_name,alien_type,is_in_taiwan,protected,redlist,iucn,sensitive,groupID,reason,check_column,TC_URL
t0085427,Subspecies,t0097608,Ceryle rudis insignis,native,TRUE,"",NT,"","",t0097608,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085427
t0097608,Species,t0011625,Ceryle rudis,native,TRUE,"",NT,LC,"",t0097608,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097608
t0085428,Subspecies,t0097610,Ceyx erithaca erithaca,native,TRUE,"","","","",t0097610,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085428
t0097610,Species,t0011636,Ceyx erithaca,native,TRUE,"","",LC,"",t0097610,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097610
t0085429,Subspecies,t0097611,Ceyx rufidorsa motleyi,native,TRUE,"","","","",t0097611,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085429
t0097611,Species,t0011636,Ceyx rufidorsa,native,TRUE,"","",LC,"",t0097611,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097611
t0030328,Subspecies,t0097625,Chalcophaps indica indica,native,TRUE,"",LC,"","",t0097625,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0030328
t0097625,Species,t0011670,Chalcophaps indica,native,TRUE,"",LC,LC,"",t0097625,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097625
t0085434,Subspecies,t0097634,Charadrius alexandrinus alexandrinus,native,TRUE,"",LC,"","",t0097634,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085434
t0085435,Subspecies,t0097634,Charadrius alexandrinus nihonensis,native,TRUE,"",LC,"","",t0097634,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085435
t0097634,Species,t0011694,Charadrius alexandrinus,native,TRUE,"",LC,LC,"",t0097634,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097634
t0085436,Subspecies,t0097635,Charadrius dubius curonicus,native,TRUE,"",LC,"","",t0097635,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085436
t0097635,Species,t0011694,Charadrius dubius,native,TRUE,"",LC,LC,"",t0097635,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097635
t0085437,Subspecies,t0097636,Charadrius hiaticula tundrae,native,TRUE,"","","","",t0097636,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085437
t0097636,Species,t0011694,Charadrius hiaticula,native,TRUE,"","",LC,"",t0097636,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097636
t0085438,Subspecies,t0097637,Charadrius leschenaultii leschenaultii,native,TRUE,"",LC,"","",t0097637,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085438
t0097637,Species,t0011694,Charadrius leschenaultii,native,TRUE,"",LC,LC,"",t0097637,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097637
t0030372,Subspecies,t0097646,Cheilopogon pinnatibarbatus pinnatibarbatus,native,TRUE,"","","","",t0097646,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0030372
t0097646,Species,t0011728,Cheilopogon pinnatibarbatus,native,TRUE,"","",LC,"",t0097646,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097646
t0084729,Subspecies,t0097658,Chilades pandava peripatria,native,TRUE,"",LC,"","",t0097658,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0084729
t0085058,Subspecies,t0097658,Chilades pandava pandava,native,TRUE,"","","","",t0097658,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0085058
t0097658,Species,t0011777,Chilades pandava,native,TRUE,"",LC,"","",t0097658,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0097658
t0085448,Subspecies,t0097673,Chlidonias hybrida hybrida,native,TRUE,"",LC,"","",t0097673,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085448
t0097673,Species,t0011814,Chlidonias hybrida,native,TRUE,"",LC,LC,"",t0097673,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097673
t0085449,Subspecies,t0097674,Chlidonias niger niger,native,TRUE,"","","","",t0097674,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085449
t0097674,Species,t0011814,Chlidonias niger,native,TRUE,"","",LC,"",t0097674,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097674
t0030459,Subspecies,t0097682,Chroicocephalus novaehollandiae forsteri,native,TRUE,"","","","",t0097682,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0030459
t0097682,Species,t0011872,Chroicocephalus novaehollandiae,native,TRUE,"","",LC,"",t0097682,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097682
t0085458,Subspecies,t0097708,Cinclus pallasii pallasii,native,TRUE,"",LC,"","",t0097708,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085458
t0097708,Species,t0011939,Cinclus pallasii,native,TRUE,"",LC,LC,"",t0097708,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097708
t0085459,Subspecies,t0097709,Cinnyris jugularis rhizophorae,native,TRUE,"","","","",t0097709,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085459
t0097709,Species,t0011943,Cinnyris jugularis,native,TRUE,"","",LC,"",t0097709,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097709
t0030541,Subspecies,t0097713,Circus cyaneus cyaneus,native,TRUE,II,"","","",t0097713,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0030541
t0097713,Species,t0011948,Circus cyaneus,native,TRUE,II,"",LC,"",t0097713,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097713
t0030559,Subspecies,t0097714,Cisticola exilis volitans,native,TRUE,"",LC,"","",t0097714,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0030559
t0097714,Species,t0011968,Cisticola exilis,native,TRUE,"",LC,LC,"",t0097714,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097714
t0085462,Subspecies,t0097715,Cisticola juncidis tinnabulans,native,TRUE,"",LC,"","",t0097715,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085462
t0097715,Species,t0011968,Cisticola juncidis,native,TRUE,"",LC,LC,"",t0097715,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097715
t0085463,Subspecies,t0097718,Clamator jacobinus pica,native,TRUE,"","","","",t0097718,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085463
t0097718,Species,t0011983,Clamator jacobinus,native,TRUE,"","",LC,"",t0097718,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097718
t0030601,Subspecies,t0097738,Coccothraustes coccothraustes japonicus,native,TRUE,"","","","",t0097738,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0030601
t0097738,Species,t0012089,Coccothraustes coccothraustes,native,TRUE,"","",LC,"",t0097738,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097738
t0085470,Subspecies,t0097745,Coeliccia flavicauda flavicauda,native,TRUE,"","","","",t0097745,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085470
t0097745,Species,t0012104,Coeliccia flavicauda,native,TRUE,"","",LC,"",t0097745,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097745
t0085472,Subspecies,t0097748,Coelops frithii formosanus,native,TRUE,II,VU,"","",t0097748,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085472
t0097748,Species,t0012115,Coelops frithii,native,TRUE,II,VU,NT,縣市,t0097748,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097748
t0084739,Subspecies,t0097756,Colias erate formosana,native,TRUE,"",NT,"","",t0097756,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0084739
t0084740,Subspecies,t0097756,Colias erate sinensis,native,TRUE,"","","","",t0097756,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0084740
t0097756,Species,t0012148,Colias erate,native,TRUE,"",NT,"","",t0097756,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0097756
t0085476,Subspecies,t0097759,Columba janthina janthina,native,TRUE,"","","","",t0097759,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085476
t0097759,Species,t0012179,Columba janthina,native,TRUE,"","",LC,"",t0097759,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097759
t0085485,Subspecies,t0097778,Conus milneedwardsi clytospira,native,TRUE,"","","","",t0097778,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085485
t0097778,Species,t0012255,Conus milneedwardsi,native,TRUE,"","",LC,"",t0097778,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097778
t0085486,Subspecies,t0097779,Conus musicus ceylanensis,native,TRUE,"","","","",t0097779,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085486
t0085487,Subspecies,t0097779,Conus musicus musicus,native,TRUE,"","","","",t0097779,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085487
t0097779,Species,t0012255,Conus musicus,native,TRUE,"","",LC,"",t0097779,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097779
t0085488,Subspecies,t0097780,Conus pennaceus episcopus,native,TRUE,"","","","",t0097780,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085488
t0085489,Subspecies,t0097780,Conus pennaceus pennaceus,native,TRUE,"","","","",t0097780,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085489
t0097780,Species,t0012255,Conus pennaceus,native,TRUE,"","",LC,"",t0097780,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097780
t0085490,Subspecies,t0097781,Conus sponsalis nanus,native,TRUE,"","","","",t0097781,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085490
t0085491,Subspecies,t0097781,Conus sponsalis sponsalis,native,TRUE,"","","","",t0097781,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085491
t0097781,Species,t0012255,Conus sponsalis,native,TRUE,"","",LC,"",t0097781,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097781
t0085493,Subspecies,t0097785,Copsychus saularis saularis,native,TRUE,"",LC,"","",t0097785,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085493
t0097785,Species,t0012267,Copsychus saularis,native,TRUE,"",LC,LC,"",t0097785,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097785
t0085494,Subspecies,t0097786,Coracina macei rexpineti,native,TRUE,II,VU,"","",t0097786,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085494
t0097786,Species,t0012279,Coracina macei,native,TRUE,II,VU,LC,"",t0097786,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097786
t0085497,Subspecies,t0097794,Corvus corone orientalis,native,TRUE,"","","","",t0097794,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085497
t0097794,Species,t0012314,Corvus corone,native,TRUE,"","",LC,"",t0097794,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097794
t0085498,Subspecies,t0097795,Corvus frugilegus pastinator,native,TRUE,"","","","",t0097795,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085498
t0097795,Species,t0012314,Corvus frugilegus,native,TRUE,"","",LC,"",t0097795,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097795
t0085499,Subspecies,t0097796,Corvus macrorhynchos colonorum,native,TRUE,"",LC,"","",t0097796,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085499
t0097796,Species,t0012314,Corvus macrorhynchos,native,TRUE,"",LC,LC,"",t0097796,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097796
t0085500,Subspecies,t0097798,Corvus splendens insolens,native,TRUE,"","","","",t0097798,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085500
t0097798,Species,t0012314,Corvus splendens,native,TRUE,"","",LC,"",t0097798,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097798
t0085502,Subspecies,t0097816,Cratilla lineata assidua,native,TRUE,"","","","",t0097816,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085502
t0097816,Species,t0012376,Cratilla lineata,native,TRUE,"","",LC,"",t0097816,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097816
t0085513,Subspecies,t0097828,Crocothemis servilia servilia,native,TRUE,"","","","",t0097828,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085513
t0097828,Species,t0012411,Crocothemis servilia,native,TRUE,"","",LC,"",t0097828,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097828
t0085522,Subspecies,t0097841,Cuculus canorus canorus,native,TRUE,"","","","",t0097841,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085522
t0097841,Species,t0012507,Cuculus canorus,native,TRUE,"","",LC,"",t0097841,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097841
t0085523,Subspecies,t0097842,Cuculus micropterus micropterus,native,TRUE,"",LC,"","",t0097842,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085523
t0097842,Species,t0012507,Cuculus micropterus,native,TRUE,"",LC,LC,"",t0097842,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097842
t0085525,Subspecies,t0097858,Culicicapa ceylonensis calochrysea,native,TRUE,"","","","",t0097858,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085525
t0097858,Species,t0012512,Culicicapa ceylonensis,native,TRUE,"","",LC,"",t0097858,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097858
t0030810,Subspecies,t0097878,Cyanoderma ruficeps praecognitum,native,TRUE,"",LC,"","",t0097878,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0030810
t0097878,Species,t0012539,Cyanoderma ruficeps,native,TRUE,"",LC,LC,"",t0097878,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097878
t0085527,Subspecies,t0097879,Cyanoptila cyanomelana cyanomelana,native,TRUE,"",LC,"","",t0097879,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085527
t0097879,Species,t0012543,Cyanoptila cyanomelana,native,TRUE,"",LC,LC,"",t0097879,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097879
t0085533,Subspecies,t0097891,Cygnus columbianus bewickii,native,TRUE,"","","","",t0097891,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085533
t0097891,Species,t0012592,Cygnus columbianus,native,TRUE,"","",LC,"",t0097891,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097891
t0030862,Subspecies,t0097909,Cyprinus carpio carpio,native,TRUE,"",LC,"","",t0097909,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0030862
t0097909,Species,t0012643,Cyprinus carpio,native,TRUE,"",LC,LC,"",t0097909,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097909
t0084748,Subspecies,t0097910,Cyrestis thyodamas formosana,native,TRUE,"",LC,"","",t0097910,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0084748
t0097910,Species,t0012648,Cyrestis thyodamas,native,TRUE,"",LC,"","",t0097910,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0097910
t0101107,Subspecies,t0097910,Cyrestis thyodamas chinensis,native,TRUE,"","","","",t0097910,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0101107
t0030920,Subspecies,t0097926,Delias acalis acalis,native,TRUE,"","","","",t0097926,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0030920
t0097926,Species,t0018476,Delias acalis,native,TRUE,"","",LC,"",t0097926,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097926
t0030922,Subspecies,t0097931,Delias pasithoe pasithoe,native,TRUE,"","","","",t0097931,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0030922
t0084752,Subspecies,t0097931,Delias pasithoe curasena,native,TRUE,"",LC,"","",t0097931,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0084752
t0097931,Species,t0018476,Delias pasithoe,native,TRUE,"",LC,"","",t0097931,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0097931
t0085555,Subspecies,t0097933,Delichon dasypus dasypus,native,TRUE,"",LC,"","",t0097933,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085555
t0085556,Subspecies,t0097933,Delichon dasypus nigrimentale,native,TRUE,"",LC,"","",t0097933,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085556
t0097933,Species,t0018477,Delichon dasypus,native,TRUE,"",LC,LC,"",t0097933,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097933
t0085557,Subspecies,t0097934,Delichon urbicum lagopodum,native,TRUE,"","","","",t0097934,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085557
t0097934,Species,t0018477,Delichon urbicum,native,TRUE,"","",LC,"",t0097934,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097934
t0085559,Subspecies,t0097937,Dendrocitta formosae formosae,native,TRUE,"",LC,"","",t0097937,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085559
t0085560,Subspecies,t0097937,Dendrocitta formosae sinica,native,TRUE,"",LC,"","",t0097937,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085560
t0097937,Species,t0018499,Dendrocitta formosae,native,TRUE,"",LC,LC,"",t0097937,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097937
t0030933,Subspecies,t0097938,Dendrocopos leucotos insularis,native,TRUE,II,NT,"","",t0097938,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0030933
t0097938,Species,t0018500,Dendrocopos leucotos,native,TRUE,II,NT,LC,輕度,t0097938,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097938
t0085565,Subspecies,t0097965,Dicaeum ignipectus formosum,native,TRUE,"",LC,"","",t0097965,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085565
t0097965,Species,t0018627,Dicaeum ignipectus,native,TRUE,"",LC,LC,"",t0097965,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097965
t0085566,Subspecies,t0097966,Dicaeum minullum uchidai,native,TRUE,"",LC,"","",t0097966,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085566
t0097966,Species,t0018627,Dicaeum minullum,native,TRUE,"",LC,LC,"",t0097966,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097966
t0085571,Subspecies,t0097986,Dicrurus aeneus braunianus,native,TRUE,"",LC,"","",t0097986,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085571
t0097986,Species,t0018657,Dicrurus aeneus,native,TRUE,"",LC,LC,"",t0097986,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097986
t0085572,Subspecies,t0097989,Dicrurus hottentottus brevirostris,native,TRUE,"","","","",t0097989,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085572
t0097989,Species,t0018657,Dicrurus hottentottus,native,TRUE,"","",LC,"",t0097989,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097989
t0085573,Subspecies,t0097990,Dicrurus leucophaeus leucogenis,native,TRUE,"","","","",t0097990,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085573
t0097990,Species,t0018657,Dicrurus leucophaeus,native,TRUE,"","",LC,"",t0097990,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097990
t0085574,Subspecies,t0097991,Dicrurus macrocercus cathoecus,native,TRUE,"",LC,"","",t0097991,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085574
t0085575,Subspecies,t0097991,Dicrurus macrocercus harterti,native,TRUE,"",LC,"","",t0097991,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085575
t0097991,Species,t0018657,Dicrurus macrocercus,native,TRUE,"",LC,LC,"",t0097991,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097991
t0084885,Subspecies,t0098028,Neptis hylas luculenta,native,TRUE,"",LC,"","",t0098028,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0084885
t0098028,Species,t0013038,Neptis hylas,native,TRUE,"",LC,"","",t0098028,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0098028
t0098029,Subspecies,t0098028,Neptis hylas hylas,native,TRUE,"","","","",t0098028,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0098029
t0084893,Subspecies,t0098041,Neptis soma tayalina,native,TRUE,"",LC,"","",t0098041,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0084893
t0098041,Species,t0013038,Neptis soma,native,TRUE,"",LC,"","",t0098041,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0098041
t0101040,Subspecies,t0098041,Neptis soma ominicola,native,TRUE,"","","","",t0098041,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0101040
t0098051,Species,t0013076,Nettapus coromandelianus,native,TRUE,"","",LC,"",t0098051,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098051
t0105412,Subspecies,t0098051,Nettapus coromandelianus coromandelianus,native,TRUE,"","","","",t0098051,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0105412
t0031132,Subspecies,t0098052,Neurobasis chinensis chinensis,native,TRUE,"","","","",t0098052,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0031132
t0098052,Species,t0013083,Neurobasis chinensis,native,TRUE,"","",LC,"",t0098052,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098052
t0085968,Subspecies,t0098053,Neurothemis tullia tullia,native,TRUE,"","","","",t0098053,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085968
t0098053,Species,t0013087,Neurothemis tullia,native,TRUE,"","",LC,"",t0098053,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098053
t0085969,Subspecies,t0098056,Niltava sundara denotata,native,TRUE,"","","","",t0098056,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085969
t0098056,Species,t0013113,Niltava sundara,native,TRUE,"","",LC,"",t0098056,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098056
t0085970,Subspecies,t0098059,Ninox japonica japonica,native,TRUE,II,LC,"","",t0098059,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085970
t0098059,Species,t0013115,Ninox japonica,native,TRUE,II,LC,LC,"",t0098059,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098059
t0085974,Subspecies,t0098063,Nisaetus nipalensis nipalensis,native,TRUE,I,VU,"","",t0098063,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085974
t0098063,Species,t0013154,Nisaetus nipalensis,native,TRUE,I,VU,NT,重度,t0098063,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098063
t0084899,Subspecies,t0098079,Notocrypta feisthamelii alinkara,native,TRUE,"","","","",t0098079,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0084899
t0084900,Subspecies,t0098079,Notocrypta feisthamelii arisana,native,TRUE,"",NT,"","",t0098079,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0084900
t0098079,Species,t0013215,Notocrypta feisthamelii,native,TRUE,"",NT,"","",t0098079,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0098079
t0085982,Subspecies,t0098084,Nucifraga caryocatactes owstoni,native,TRUE,"",LC,"","",t0098084,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085982
t0098084,Species,t0013245,Nucifraga caryocatactes,native,TRUE,"",LC,LC,"",t0098084,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098084
t0031205,Subspecies,t0098089,Numenius arquata orientalis,native,TRUE,III,VU,"","",t0098089,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0031205
t0098089,Species,t0013254,Numenius arquata,native,TRUE,III,VU,NT,輕度,t0098089,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098089
t0031207,Subspecies,t0098090,Numenius phaeopus variegatus,native,TRUE,"",LC,"","",t0098090,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0031207
t0098090,Species,t0013254,Numenius phaeopus,native,TRUE,"",LC,LC,"",t0098090,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098090
t0101044,Subspecies,t0098090,Numenius phaeopus hudsonicus,native,TRUE,"",LC,"","",t0098090,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0101044
t0031215,Subspecies,t0098098,Nycticorax caledonicus manillensis,native,TRUE,"","","","",t0098098,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0031215
t0098098,Species,t0013268,Nycticorax caledonicus,native,TRUE,"","",LC,"",t0098098,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098098
t0085989,Subspecies,t0098099,Nycticorax nycticorax nycticorax,native,TRUE,"",LC,"","",t0098099,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085989
t0098099,Species,t0013268,Nycticorax nycticorax,native,TRUE,"",LC,LC,"",t0098099,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098099
t0086008,Subspecies,t0098147,Oncomelania hupensis chiui,native,TRUE,"","","","",t0098147,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086008
t0086009,Subspecies,t0098147,Oncomelania hupensis formosana,native,TRUE,"","","","",t0098147,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086009
t0098147,Species,t0013442,Oncomelania hupensis,native,TRUE,"","",LC,"",t0098147,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098147
t0031284,Subspecies,t0098149,Oncorhynchus masou formosanus,native,TRUE,I,NT,CR,"",t0098149,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0031284
t0098149,Species,t0013445,Oncorhynchus masou,native,TRUE,I,NT,LC,"",t0098149,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0098149
t0031296,Subspecies,t0098159,Onychoprion anaethetus anaethetus,native,TRUE,II,LC,"","",t0098159,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0031296
