taxon_id,rank,parent_taxon_id,simple_name,alien_type,is_in_taiwan,protected,redlist,iucn,sensitive,groupID,reason,check_column,TC_URL
t0096455,Species,t0022997,Motacilla cinerea,native,TRUE,"",LC,LC,"",t0096455,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096455
t0085940,Subspecies,t0096456,Motacilla citreola citreola,native,TRUE,"","","","",t0096456,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085940
t0096456,Species,t0022997,Motacilla citreola,native,TRUE,"","",LC,"",t0096456,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096456
t0028111,Subspecies,t0096457,Motacilla flava thunbergi,native,TRUE,"","","","",t0096457,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0028111
t0085941,Subspecies,t0096457,Motacilla flava lutea,native,TRUE,"","","","",t0096457,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085941
t0096457,Species,t0022997,Motacilla flava,native,TRUE,"","",LC,"",t0096457,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096457
t0085127,Subspecies,t0096458,Motacilla tschutschensis tschutschensis,native,TRUE,"",LC,"","",t0096458,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085127
t0085942,Subspecies,t0096458,Motacilla tschutschensis macronyx,native,TRUE,"",LC,"","",t0096458,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085942
t0085943,Subspecies,t0096458,Motacilla tschutschensis taivana,native,TRUE,"",LC,"","",t0096458,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085943
t0096458,Species,t0022997,Motacilla tschutschensis,native,TRUE,"",LC,LC,"",t0096458,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096458
t0085944,Subspecies,t0096460,Muntiacus reevesi micrurus,native,TRUE,"",LC,"","",t0096460,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085944
t0096460,Species,t0023018,Muntiacus reevesi,native,TRUE,"",LC,LC,"",t0096460,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096460
t0085947,Subspecies,t0096469,Muscicapa dauurica dauurica,native,TRUE,"",LC,"","",t0096469,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085947
t0096469,Species,t0023029,Muscicapa dauurica,native,TRUE,"",LC,LC,"",t0096469,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096469
t0085948,Subspecies,t0096470,Muscicapa sibirica sibirica,native,TRUE,"","","","",t0096470,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085948
t0096470,Species,t0023029,Muscicapa sibirica,native,TRUE,"","",LC,"",t0096470,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096470
t0085949,Subspecies,t0096471,Mustela nivalis formosana,native,TRUE,III,VU,"","",t0096471,保育等級不同,protected,https://taicol.tw/zh-hant/taxon/t0085949
t0096471,Species,t0023034,Mustela nivalis,native,TRUE,"",VU,LC,輕度,t0096471,保育等級不同,protected,https://taicol.tw/zh-hant/taxon/t0096471
t0085949,Subspecies,t0096471,Mustela nivalis formosana,native,TRUE,III,VU,"","",t0096471,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085949
t0096471,Species,t0023034,Mustela nivalis,native,TRUE,"",VU,LC,輕度,t0096471,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096471
t0085950,Subspecies,t0096472,Mustela sibirica taivana,native,TRUE,"",LC,"","",t0096472,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085950
t0096472,Species,t0023034,Mustela sibirica,native,TRUE,"",LC,LC,"",t0096472,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096472
t0085957,Subspecies,t0096487,Myiomela leucura montium,native,TRUE,III,LC,"","",t0096487,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085957
t0096487,Species,t0023054,Myiomela leucura,native,TRUE,III,LC,LC,"",t0096487,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096487
t0028153,Subspecies,t0096489,Myotis fimbriatus taiwanensis,native,TRUE,"",LC,"","",t0096489,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0028153
t0096489,Species,t0023070,Myotis fimbriatus,native,TRUE,"",LC,LC,"",t0096489,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096489
t0085958,Subspecies,t0096490,Myotis formosus flavus,native,TRUE,"",VU,NT,"",t0096490,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085958
t0096490,Species,t0023070,Myotis formosus,native,TRUE,"",VU,DD,"",t0096490,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096490
t0084879,Subspecies,t0096509,Nacaduba kurava therasia,native,TRUE,"",LC,"","",t0096509,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0084879
t0096509,Species,t0012718,Nacaduba kurava,native,TRUE,"",LC,"","",t0096509,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0096509
t0101035,Subspecies,t0096509,Nacaduba kurava euplea,native,TRUE,"","","","",t0096509,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0101035
t0085962,Subspecies,t0096534,Neofelis nebulosa brachyura,native,TRUE,I,RE,"","",t0096534,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085962
t0096534,Species,t0012897,Neofelis nebulosa,native,TRUE,I,RE,VU,輕度,t0096534,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096534
t0028353,Subspecies,t0096559,Tringa totanus ussuriensis,native,TRUE,"",LC,"","",t0096559,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0028353
t0086383,Subspecies,t0096559,Tringa totanus terrignotae,native,TRUE,"",LC,"","",t0096559,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086383
t0096559,Species,t0017766,Tringa totanus,native,TRUE,"",LC,LC,"",t0096559,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096559
t0086390,Subspecies,t0096576,Troglodytes troglodytes taivanus,native,TRUE,"",LC,"","",t0096576,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086390
t0096576,Species,t0017818,Troglodytes troglodytes,native,TRUE,"",LC,LC,"",t0096576,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096576
t0084572,Subspecies,t0096580,Troides aeacus kaguya,native,TRUE,III,LC,"","",t0096580,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0084572
t0096580,Species,t0017820,Troides aeacus,native,TRUE,III,LC,LC,輕度,t0096580,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096580
t0085037,Subspecies,t0096581,Troides magellanus sonani,native,TRUE,I,VU,"","",t0096581,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085037
t0096581,Species,t0017820,Troides magellanus,native,TRUE,I,VU,LC,輕度,t0096581,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096581
t0086400,Subspecies,t0096596,Turdus chrysolaus chrysolaus,native,TRUE,"",LC,"","",t0096596,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086400
t0096596,Species,t0017880,Turdus chrysolaus,native,TRUE,"",LC,LC,"",t0096596,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096596
t0028405,Subspecies,t0096597,Turdus mandarinus mandarinus,native,TRUE,"",LC,"","",t0096597,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0028405
t0096597,Species,t0017880,Turdus mandarinus,native,TRUE,"",LC,LC,"",t0096597,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096597
t0028406,Subspecies,t0096598,Turnix suscitator rostratus,native,TRUE,"",LC,"","",t0096598,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0028406
t0096598,Species,t0017882,Turnix suscitator,native,TRUE,"",LC,LC,"",t0096598,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096598
t0028407,Subspecies,t0096600,Turnix tanki blanfordii,native,TRUE,"","","","",t0096600,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0028407
t0096600,Species,t0017882,Turnix tanki,native,TRUE,"","",LC,"",t0096600,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096600
t0028422,Subspecies,t0096605,Tylosurus acus melanotus,native,TRUE,"","","","",t0096605,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0028422
t0096605,Species,t0017901,Tylosurus acus,native,TRUE,"","",LC,"",t0096605,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096605
t0028423,Subspecies,t0096606,Tylosurus crocodilus crocodilus,native,TRUE,"","","","",t0096606,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0028423
t0096606,Species,t0017901,Tylosurus crocodilus,native,TRUE,"","",LC,"",t0096606,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096606
t0086407,Subspecies,t0096610,Tyto longimembris pithecops,native,TRUE,I,EN,"","",t0096610,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086407
t0096610,Species,t0017920,Tyto longimembris,native,TRUE,I,EN,LC,重度,t0096610,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096610
t0085112,Subspecies,t0096620,Upupa epops saturata,native,TRUE,"",LC,"","",t0096620,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085112
t0096620,Species,t0017962,Upupa epops,native,TRUE,"",LC,LC,"",t0096620,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096620
t0086411,Subspecies,t0096626,Uria aalge inornata,native,TRUE,"","","","",t0096626,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086411
t0096626,Species,t0017972,Uria aalge,native,TRUE,"","",LC,"",t0096626,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096626
t0085113,Subspecies,t0096627,Urile pelagicus pelagicus,native,TRUE,"","","","",t0096627,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085113
t0096627,Species,t0092082,Urile pelagicus,native,TRUE,"","",LC,"",t0096627,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096627
t0086412,Subspecies,t0096630,Urothemis signata yiei,native,TRUE,"","","","",t0096630,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086412
t0096630,Species,t0017997,Urothemis signata,native,TRUE,"","",LC,"",t0096630,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096630
t0086413,Subspecies,t0096631,Ursus thibetanus formosanus,native,TRUE,I,EN,"","",t0096631,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086413
t0096631,Species,t0017999,Ursus thibetanus,native,TRUE,I,EN,VU,輕度,t0096631,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096631
t0086418,Subspecies,t0096644,Viverricula indica pallida,native,TRUE,II,NT,"","",t0096644,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086418
t0096644,Species,t0018098,Viverricula indica,native,TRUE,II,NT,LC,輕度,t0096644,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096644
t0085049,Subspecies,t0096705,Ypthima norma posticalis,native,TRUE,"",DD,"","",t0096705,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0085049
t0096705,Species,t0018292,Ypthima norma,native,TRUE,"",DD,"","",t0096705,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0096705
t0101005,Subspecies,t0096705,Ypthima norma norma,native,TRUE,"","","","",t0096705,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0101005
t0086447,Subspecies,t0096713,Zapornia pusilla pusilla,native,TRUE,"","","","",t0096713,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086447
t0096713,Species,t0018317,Zapornia pusilla,native,TRUE,"","",LC,"",t0096713,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096713
t0085052,Subspecies,t0096727,Zizeeria maha okinawana,native,TRUE,"",LC,"","",t0096727,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0085052
t0096727,Species,t0018366,Zizeeria maha,native,TRUE,"",LC,"","",t0096727,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0096727
t0105403,Subspecies,t0096727,Zizeeria maha maha,native,TRUE,"","","","",t0096727,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0105403
t0028617,Subspecies,t0096729,Zizina otis otis,native,TRUE,"","","","",t0096729,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0028617
t0084575,Subspecies,t0096729,Zizina otis riukuensis,native,TRUE,"",LC,"","",t0096729,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0084575
t0096729,Species,t0018367,Zizina otis,native,TRUE,"",LC,LC,"",t0096729,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0096729
t0028617,Subspecies,t0096729,Zizina otis otis,native,TRUE,"","","","",t0096729,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0028617
t0084575,Subspecies,t0096729,Zizina otis riukuensis,native,TRUE,"",LC,"","",t0096729,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0084575
t0096729,Species,t0018367,Zizina otis,native,TRUE,"",LC,LC,"",t0096729,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096729
t0085115,Subspecies,t0096730,Zoothera aurea toratugumi,native,TRUE,"",LC,"","",t0096730,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085115
t0086449,Subspecies,t0096730,Zoothera aurea aurea,native,TRUE,"",LC,"","",t0096730,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086449
t0096730,Species,t0018376,Zoothera aurea,native,TRUE,"",LC,LC,"",t0096730,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096730
t0086450,Subspecies,t0096731,Zoothera dauma dauma,native,TRUE,"",LC,"","",t0096731,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086450
t0096731,Species,t0018376,Zoothera dauma,native,TRUE,"",LC,LC,"",t0096731,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096731
t0086452,Subspecies,t0096735,Zosterops meyeni batanis,native,TRUE,"",LC,"","",t0096735,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0086452
t0096735,Species,t0018384,Zosterops meyeni,native,TRUE,"",LC,LC,"",t0096735,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096735
t0096736,Species,t0018384,Zosterops simplex,native,TRUE,"",LC,LC,"",t0096736,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096736
t0103182,Subspecies,t0096736,Zosterops simplex simplex,native,TRUE,"",LC,"","",t0096736,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0103182
t0085581,Subspecies,t0096746,Diploderma polygonatum xanthostomum,native,TRUE,"",LC,"","",t0096746,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085581
t0096746,Species,t0018753,Diploderma polygonatum,native,TRUE,"",LC,NT,"",t0096746,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096746
t0085590,Subspecies,t0096785,Dremomys pernyi owstoni,native,TRUE,"",LC,"","",t0096785,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085590
t0096785,Species,t0018919,Dremomys pernyi,native,TRUE,"",LC,LC,"",t0096785,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096785
t0028816,Subspecies,t0096829,Egretta garzetta garzetta,native,TRUE,"",LC,"","",t0096829,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0028816
t0096829,Species,t0019088,Egretta garzetta,native,TRUE,"",LC,LC,"",t0096829,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096829
t0085605,Subspecies,t0096830,Egretta novaehollandiae novaehollandiae,native,TRUE,"","","","",t0096830,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085605
t0096830,Species,t0019088,Egretta novaehollandiae,native,TRUE,"","",LC,"",t0096830,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096830
t0085606,Subspecies,t0096831,Egretta sacra sacra,native,TRUE,"",LC,"","",t0096831,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085606
t0096831,Species,t0019088,Egretta sacra,native,TRUE,"",LC,LC,"",t0096831,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096831
t0085607,Subspecies,t0096835,Elanus caeruleus vociferus,native,TRUE,II,LC,"","",t0096835,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085607
t0096835,Species,t0019102,Elanus caeruleus,native,TRUE,II,LC,LC,"",t0096835,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096835
t0085611,Subspecies,t0096856,Emberiza aureola ornata,native,TRUE,II,EN,"","",t0096856,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085611
t0096856,Species,t0019151,Emberiza aureola,native,TRUE,II,EN,CR,"",t0096856,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096856
t0028847,Subspecies,t0096857,Emberiza cioides castaneiceps,native,TRUE,"","","","",t0096857,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0028847
t0096857,Species,t0019151,Emberiza cioides,native,TRUE,"","",LC,"",t0096857,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096857
t0085612,Subspecies,t0096858,Emberiza elegans elegans,native,TRUE,"",LC,"","",t0096858,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085612
t0096858,Species,t0019151,Emberiza elegans,native,TRUE,"",LC,LC,"",t0096858,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096858
t0085613,Subspecies,t0096859,Emberiza fucata fucata,native,TRUE,"","","","",t0096859,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085613
t0085614,Subspecies,t0096859,Emberiza fucata kuatunensis,native,TRUE,"","","","",t0096859,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085614
t0096859,Species,t0019151,Emberiza fucata,native,TRUE,"","",LC,"",t0096859,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096859
t0085615,Subspecies,t0096861,Emberiza leucocephalos leucocephalos,native,TRUE,"","","","",t0096861,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085615
t0096861,Species,t0019151,Emberiza leucocephalos,native,TRUE,"","",LC,"",t0096861,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096861
t0085616,Subspecies,t0096862,Emberiza pallasi polaris,native,TRUE,"","","","",t0096862,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085616
t0096862,Species,t0019151,Emberiza pallasi,native,TRUE,"","",LC,"",t0096862,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096862
t0085617,Subspecies,t0096863,Emberiza schoeniclus pallidior,native,TRUE,"","","","",t0096863,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085617
t0096863,Species,t0019151,Emberiza schoeniclus,native,TRUE,"","",LC,"",t0096863,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096863
t0101070,Subspecies,t0096863,Emberiza schoeniclus pyrrhulina,native,TRUE,"","","","",t0096863,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0101070
t0028848,Subspecies,t0096864,Emberiza spodocephala spodocephala,native,TRUE,"",LC,"","",t0096864,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0028848
t0085619,Subspecies,t0096864,Emberiza spodocephala sordida,native,TRUE,"",LC,"","",t0096864,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085619
t0096864,Species,t0019151,Emberiza spodocephala,native,TRUE,"",LC,LC,"",t0096864,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096864
t0085620,Subspecies,t0096865,Emberiza yessoensis continentalis,native,TRUE,"","","","",t0096865,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085620
t0096865,Species,t0019151,Emberiza yessoensis,native,TRUE,"","",NT,"",t0096865,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096865
t0085625,Subspecies,t0096875,Enicurus scouleri fortis,native,TRUE,II,VU,"","",t0096875,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085625
t0096875,Species,t0019207,Enicurus scouleri,native,TRUE,II,VU,LC,"",t0096875,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096875
t0085631,Subspecies,t0096882,Eophona migratoria migratoria,native,TRUE,"",LC,"","",t0096882,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085631
t0096882,Species,t0019247,Eophona migratoria,native,TRUE,"",LC,LC,"",t0096882,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096882
t0028921,Subspecies,t0096883,Eophona personata personata,native,TRUE,"","","","",t0096883,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0028921
t0085632,Subspecies,t0096883,Eophona personata magnirostris,native,TRUE,"","","","",t0096883,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085632
t0096883,Species,t0019247,Eophona personata,native,TRUE,"","",LC,"",t0096883,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096883
t0085642,Subspecies,t0096916,Cnephaeus pachyomus horikawai,native,TRUE,"",LC,"","",t0096916,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085642
t0096916,Species,t0122513,Cnephaeus pachyomus,native,TRUE,"",LC,LC,輕度,t0096916,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096916
t0085643,Subspecies,t0096932,Erpornis zantholeuca griseiloris,native,TRUE,"",LC,"","",t0096932,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085643
t0096932,Species,t0019418,Erpornis zantholeuca,native,TRUE,"",LC,LC,"",t0096932,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096932
t0029029,Subspecies,t0096937,Estrilda melpoda melpoda,invasive,TRUE,"","","","",t0096937,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0029029
t0096937,Species,t0019439,Estrilda melpoda,invasive,TRUE,"","",LC,"",t0096937,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096937
t0029079,Subspecies,t0096974,Eumyias thalassinus thalassinus,native,TRUE,"","","","",t0096974,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0029079
t0096974,Species,t0019571,Eumyias thalassinus,native,TRUE,"","",LC,"",t0096974,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096974
t0029093,Subspecies,t0096985,Euploea core amymone,native,TRUE,"","","","",t0096985,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0029093
t0096985,Species,t0019610,Euploea core,native,TRUE,"","",LC,"",t0096985,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096985
t0084783,Subspecies,t0096986,Euploea eunice botelianus,native,TRUE,"","","","",t0096986,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0084783
t0084784,Subspecies,t0096986,Euploea eunice hobsoni,native,TRUE,"",LC,"","",t0096986,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0084784
t0084785,Subspecies,t0096986,Euploea eunice kadu,native,TRUE,"","","","",t0096986,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0084785
t0096986,Species,t0019610,Euploea eunice,native,TRUE,"",LC,"","",t0096986,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0096986
t0029096,Subspecies,t0096990,Euploea sylvester swinhoei,native,TRUE,"",LC,"","",t0096990,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0029096
t0084788,Subspecies,t0096990,Euploea sylvester laetifica,native,TRUE,"","","","",t0096990,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0084788
t0096990,Species,t0019610,Euploea sylvester,native,TRUE,"",LC,"","",t0096990,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0096990
t0029097,Subspecies,t0096991,Euploea tulliolus pollita,native,TRUE,"","","","",t0096991,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0029097
t0084789,Subspecies,t0096991,Euploea tulliolus koxinga,native,TRUE,"",LC,"","",t0096991,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0084789
t0096991,Species,t0019610,Euploea tulliolus,native,TRUE,"",LC,"","",t0096991,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0096991
t0029103,Subspecies,t0096996,Eurema alitha esakii,native,TRUE,"",LC,"","",t0096996,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0029103
t0096996,Species,t0019625,Eurema alitha,native,TRUE,"",LC,LC,"",t0096996,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096996
t0084792,Subspecies,t0096997,Eurema andersoni godana,native,TRUE,"",LC,"","",t0096997,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0084792
t0096997,Species,t0019625,Eurema andersoni,native,TRUE,"",LC,LC,"",t0096997,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0096997
t0085657,Subspecies,t0097002,Eurystomus orientalis cyanocollis,native,TRUE,"","","","",t0097002,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085657
t0097002,Species,t0019657,Eurystomus orientalis,native,TRUE,"","",LC,"",t0097002,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0097002
t0084570,Subspecies,t0097025,Tongeia filicaudis mushanus,native,TRUE,"",NT,"","",t0097025,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0084570
t0097025,Species,t0017572,Tongeia filicaudis,native,TRUE,"",NT,"","",t0097025,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0097025
t0105417,Subspecies,t0097025,Tongeia filicaudis filicaudis,native,TRUE,"","","","",t0097025,國內紅皮書不同,redlist,https://taicol.tw/zh-hant/taxon/t0105417
t0085664,Subspecies,t0097036,Falco columbarius insignis,native,TRUE,II,"","","",t0097036,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085664
t0085665,Subspecies,t0097036,Falco columbarius pacificus,native,TRUE,II,"","","",t0097036,IUCN紅皮書不同,iucn,https://taicol.tw/zh-hant/taxon/t0085665
