taxonUUID,taxonRank,kingdom,simplifiedScientificName,scientificName,authorshipCheck,is_dup_global,is_dup_kingdom,is_dup_kingdom_author,is_dup_kingdom_author_rank,reason,number_of_occurrence,TT_URL
9711a88c-f488-4997-9572-cc49e81de6e6,infraspecies,Plantae,Zeuxine strateumatica rupicola,<i>Zeuxine strateumatica</i> f. <i>rupicola</i> (Fukuy.) T.Hashim.,(L.) Schltr.-(Fukuy.) T.Hashim.,TRUE,TRUE,FALSE,FALSE,相同Kingdom學名重複,0,https://taxatree.tbn.org.tw/taxa/9711a88c-f488-4997-9572-cc49e81de6e6
0da0a81d-19df-43e7-8255-26576d93b2e6,species,Plantae,Begonia ×albopicta,<i>Begonia</i> <i>×albopicta</i> W.Bull,W.Bull,TRUE,TRUE,FALSE,FALSE,相同Kingdom學名重複,3,https://taxatree.tbn.org.tw/taxa/0da0a81d-19df-43e7-8255-26576d93b2e6
83aad3ea-02c0-4055-b8a8-601606d6173b,species,Plantae,Cololejeunea haskarliana,<i>Cololejeunea</i> <i>haskarliana</i> (Lehm.) Schiffn.,(Lehm.) Schiffn.,TRUE,TRUE,FALSE,FALSE,相同Kingdom學名重複,6,https://taxatree.tbn.org.tw/taxa/83aad3ea-02c0-4055-b8a8-601606d6173b
5b48ad7a-b5e4-48c1-90cd-32e31090c314,species,Plantae,Goodyera hachijoensis,<i>Goodyera</i> <i>hachijoensis</i> Yatabe,Yatabe,TRUE,TRUE,TRUE,TRUE,相同Kingdom學名重複,15,https://taxatree.tbn.org.tw/taxa/5b48ad7a-b5e4-48c1-90cd-32e31090c314
81a49d92-4b03-4ed6-a57f-621a66f3a519,species,Plantae,Begonia ×albopicta,<i>Begonia</i> <i>×albopicta</i> Regel ex Regel,Regel ex Regel,TRUE,TRUE,FALSE,FALSE,相同Kingdom學名重複,0,https://taxatree.tbn.org.tw/taxa/81a49d92-4b03-4ed6-a57f-621a66f3a519
a4f86047-62d7-4ab2-af20-79d1cfb4dba0,species,Plantae,Tectaria multicaudata,<i>Tectaria</i> <i>multicaudata</i> (C.B.Clarke) Ching,(C.B.Clarke) Ching,TRUE,TRUE,FALSE,FALSE,相同Kingdom學名重複,63,https://taxatree.tbn.org.tw/taxa/a4f86047-62d7-4ab2-af20-79d1cfb4dba0
6f795206-cd88-4cd3-bb85-fc9b780cdf37,species,Plantae,Cololejeunea haskarliana,<i>Cololejeunea</i> <i>haskarliana</i> (Lehm.) Steph.,(Lehm.) Steph.,TRUE,TRUE,FALSE,FALSE,相同Kingdom學名重複,6,https://taxatree.tbn.org.tw/taxa/6f795206-cd88-4cd3-bb85-fc9b780cdf37
2892f3ca-35f9-4b07-b812-87241d263efb,genus,Plantae,Anisophyllum,<i>Anisophyllum</i>,"",TRUE,TRUE,FALSE,FALSE,相同Kingdom學名重複,2,https://taxatree.tbn.org.tw/taxa/2892f3ca-35f9-4b07-b812-87241d263efb
aeadab76-407e-478b-906d-a012472b1f0f,genus,Plantae,Anisophyllum,<i>Anisophyllum</i>,G.Don ex Benth.,TRUE,TRUE,FALSE,FALSE,相同Kingdom學名重複,2,https://taxatree.tbn.org.tw/taxa/aeadab76-407e-478b-906d-a012472b1f0f
79f0dfa9-4c0d-4556-ace4-f7c7e38a8fb3,order,Animalia,Plecoptera,Plecoptera,"",TRUE,TRUE,TRUE,FALSE,相同Kingdom學名加命名者重複,784,https://taxatree.tbn.org.tw/taxa/79f0dfa9-4c0d-4556-ace4-f7c7e38a8fb3
6b7e851e-9a41-407a-861c-233a3b658c82,genus,Animalia,Plecoptera,<i>Plecoptera</i>,"",TRUE,TRUE,TRUE,FALSE,相同Kingdom學名加命名者重複,420,https://taxatree.tbn.org.tw/taxa/6b7e851e-9a41-407a-861c-233a3b658c82
5f38f3ad-eef3-40db-9593-09b5d352ae41,genus,Plantae,Erigeron,<i>Erigeron</i>,L.,TRUE,TRUE,TRUE,TRUE,相同Kingdom學名加命名者重複,8344,https://taxatree.tbn.org.tw/taxa/5f38f3ad-eef3-40db-9593-09b5d352ae41
9dc0a16d-31c7-4caf-ad8e-75fca448494a,genus,Plantae,Erigeron,<i>Erigeron</i>,L.,TRUE,TRUE,TRUE,TRUE,相同Kingdom學名加命名者重複,1665,https://taxatree.tbn.org.tw/taxa/9dc0a16d-31c7-4caf-ad8e-75fca448494a
37f0c327-4e6e-4dea-ba9f-61e3ea1da59e,species,Animalia,Ovophis makazayazaya,<i>Ovophis makazayazaya</i>,"(Takahashi, 1922)",TRUE,TRUE,TRUE,TRUE,相同Kingdom學名加命名者重複,18,https://taxatree.tbn.org.tw/taxa/37f0c327-4e6e-4dea-ba9f-61e3ea1da59e
6dbbc84d-3a32-46c5-9d72-b1d7663a76d2,species,Animalia,Ovophis makazayazaya,<i>Ovophis makazayazaya</i>,"(Takahashi, 1922)",TRUE,TRUE,TRUE,TRUE,相同Kingdom學名加命名者重複,170,https://taxatree.tbn.org.tw/taxa/6dbbc84d-3a32-46c5-9d72-b1d7663a76d2
78f3e5e2-89c2-403f-9565-209912eabc19,species,Plantae,Goodyera hachijoensis,<i>Goodyera</i> <i>hachijoensis</i> Yatabe,Yatabe,TRUE,TRUE,TRUE,TRUE,相同Kingdom學名加命名者重複,70,https://taxatree.tbn.org.tw/taxa/78f3e5e2-89c2-403f-9565-209912eabc19
6923c747-dc10-4fc3-ac51-a7d8bb442db3,species,Plantae,Lysimachia remota,<i>Lysimachia</i> <i>remota</i> Petitm.,Petitm.,TRUE,TRUE,TRUE,FALSE,相同Kingdom學名加命名者重複,207,https://taxatree.tbn.org.tw/taxa/6923c747-dc10-4fc3-ac51-a7d8bb442db3
35b6cb36-b0eb-4f2b-b488-1e96ec0dd975,infraspecies,Plantae,Lysimachia remota,<i>Lysimachia</i> var. <i>remota</i>,Petitm.,TRUE,TRUE,TRUE,FALSE,相同Kingdom學名加命名者重複,40,https://taxatree.tbn.org.tw/taxa/35b6cb36-b0eb-4f2b-b488-1e96ec0dd975
5b48ad7a-b5e4-48c1-90cd-32e31090c314,species,Plantae,Goodyera hachijoensis,<i>Goodyera</i> <i>hachijoensis</i> Yatabe,Yatabe,TRUE,TRUE,TRUE,TRUE,相同Kingdom學名加命名者重複,15,https://taxatree.tbn.org.tw/taxa/5b48ad7a-b5e4-48c1-90cd-32e31090c314
5f38f3ad-eef3-40db-9593-09b5d352ae41,genus,Plantae,Erigeron,<i>Erigeron</i>,L.,TRUE,TRUE,TRUE,TRUE,相同Kingdom學名加命名者階層重複,8344,https://taxatree.tbn.org.tw/taxa/5f38f3ad-eef3-40db-9593-09b5d352ae41
9dc0a16d-31c7-4caf-ad8e-75fca448494a,genus,Plantae,Erigeron,<i>Erigeron</i>,L.,TRUE,TRUE,TRUE,TRUE,相同Kingdom學名加命名者階層重複,1665,https://taxatree.tbn.org.tw/taxa/9dc0a16d-31c7-4caf-ad8e-75fca448494a
37f0c327-4e6e-4dea-ba9f-61e3ea1da59e,species,Animalia,Ovophis makazayazaya,<i>Ovophis makazayazaya</i>,"(Takahashi, 1922)",TRUE,TRUE,TRUE,TRUE,相同Kingdom學名加命名者階層重複,18,https://taxatree.tbn.org.tw/taxa/37f0c327-4e6e-4dea-ba9f-61e3ea1da59e
6dbbc84d-3a32-46c5-9d72-b1d7663a76d2,species,Animalia,Ovophis makazayazaya,<i>Ovophis makazayazaya</i>,"(Takahashi, 1922)",TRUE,TRUE,TRUE,TRUE,相同Kingdom學名加命名者階層重複,170,https://taxatree.tbn.org.tw/taxa/6dbbc84d-3a32-46c5-9d72-b1d7663a76d2
78f3e5e2-89c2-403f-9565-209912eabc19,species,Plantae,Goodyera hachijoensis,<i>Goodyera</i> <i>hachijoensis</i> Yatabe,Yatabe,TRUE,TRUE,TRUE,TRUE,相同Kingdom學名加命名者階層重複,70,https://taxatree.tbn.org.tw/taxa/78f3e5e2-89c2-403f-9565-209912eabc19
5b48ad7a-b5e4-48c1-90cd-32e31090c314,species,Plantae,Goodyera hachijoensis,<i>Goodyera</i> <i>hachijoensis</i> Yatabe,Yatabe,TRUE,TRUE,TRUE,TRUE,相同Kingdom學名加命名者階層重複,15,https://taxatree.tbn.org.tw/taxa/5b48ad7a-b5e4-48c1-90cd-32e31090c314
