taxonUUID,taxonRank,parentUUID,simplifiedScientificName,kingdom,class,number_of_occurrence,TT_URL
f2f9c643-a583-4918-b0ff-5a2bc348b314,genus,c880e26a-a785-4ad5-bfb6-e0d220ab36ea,Perisesarma,Animalia,Malacostraca,0,https://taxatree.tbn.org.tw/taxa/f2f9c643-a583-4918-b0ff-5a2bc348b314
afecca1d-ae84-43d2-a4e9-373bb71f05f2,genus,1f823286-3e82-49de-b9f8-8f921e0cd26d,Zalasius,Animalia,Malacostraca,3,https://taxatree.tbn.org.tw/taxa/afecca1d-ae84-43d2-a4e9-373bb71f05f2
e7f82783-f8c2-461c-b09b-a7f02fdb58e6,genus,00b67187-8f87-4f21-8b77-069b1e89d20a,Paraponotocaris,Animalia,Malacostraca,0,https://taxatree.tbn.org.tw/taxa/e7f82783-f8c2-461c-b09b-a7f02fdb58e6
e2e2afb5-ab1f-4d69-bf9f-25e0f3aad469,genus,740666cc-11cc-4af9-bbce-d64c382e6cc3,Aristemorpha,Animalia,Malacostraca,0,https://taxatree.tbn.org.tw/taxa/e2e2afb5-ab1f-4d69-bf9f-25e0f3aad469
f194eecd-8d8f-40f6-b764-38e579e67ca2,genus,d2b29300-1073-43dc-bb9c-d9bd088fecf3,Asthenognathus,Animalia,Malacostraca,0,https://taxatree.tbn.org.tw/taxa/f194eecd-8d8f-40f6-b764-38e579e67ca2
58d96355-7f02-4682-8cc5-b99ccf6bbf46,genus,468e1e54-0fa1-4962-a45d-e1d0290fe250,Peuaeus,Animalia,Malacostraca,0,https://taxatree.tbn.org.tw/taxa/58d96355-7f02-4682-8cc5-b99ccf6bbf46
be0ea4d2-16e0-446f-866a-16a115d37765,genus,9d5cec03-8339-478b-8d95-e621d122fb36,Plesioniak,Animalia,Malacostraca,0,https://taxatree.tbn.org.tw/taxa/be0ea4d2-16e0-446f-866a-16a115d37765
854a93cb-1ea7-4d33-a4ca-602c7e12321e,genus,901ef27e-bade-442a-b7ca-f40ef0b3e4fd,Lepidophthalmus,Animalia,Malacostraca,0,https://taxatree.tbn.org.tw/taxa/854a93cb-1ea7-4d33-a4ca-602c7e12321e
954ca36a-a948-492b-9576-ebdf1df10bc6,subgenus,42b3e664-ca7a-483d-a590-d0ceab8d65fb,Pylocheles (Bathycheles),Animalia,Malacostraca,0,https://taxatree.tbn.org.tw/taxa/954ca36a-a948-492b-9576-ebdf1df10bc6
065d5ca5-18c4-4662-8a18-6c6acb7cc50c,subgenus,42b3e664-ca7a-483d-a590-d0ceab8d65fb,Pylocheles (Pylocheles),Animalia,Malacostraca,0,https://taxatree.tbn.org.tw/taxa/065d5ca5-18c4-4662-8a18-6c6acb7cc50c
9bf0b2bb-99d3-4a8b-9616-0036dd76fcde,subgenus,42b3e664-ca7a-483d-a590-d0ceab8d65fb,Pylocheles (Xylocheles),Animalia,Malacostraca,0,https://taxatree.tbn.org.tw/taxa/9bf0b2bb-99d3-4a8b-9616-0036dd76fcde
432cb083-48a5-4666-9b11-b734c1b418c0,genus,cd3053b1-48cf-44fb-aa67-f382cccdf270,Exopalaemon,Animalia,Malacostraca,2,https://taxatree.tbn.org.tw/taxa/432cb083-48a5-4666-9b11-b734c1b418c0
237f4d65-7b21-430c-a1a7-c7cb9da67948,genus,cd3053b1-48cf-44fb-aa67-f382cccdf270,Pericilimenes,Animalia,Malacostraca,0,https://taxatree.tbn.org.tw/taxa/237f4d65-7b21-430c-a1a7-c7cb9da67948
5dd79a54-e0c3-427b-bb1a-bd985e84999a,genus,601aac65-872d-4c20-9ebe-8d9b98b37c78,Ranilia,Animalia,Malacostraca,0,https://taxatree.tbn.org.tw/taxa/5dd79a54-e0c3-427b-bb1a-bd985e84999a
b9d93dc6-8922-4cb2-96ef-2848a43f54e8,genus,0d9bc7c6-aab3-4ffd-9bbd-5a693713c575,Lystmata,Animalia,Malacostraca,0,https://taxatree.tbn.org.tw/taxa/b9d93dc6-8922-4cb2-96ef-2848a43f54e8
72133631-34bb-481d-b913-df47d7c30e74,subgenus,ef86c767-20d4-4722-944f-09eae061eae8,Pachos (Pachysoma),Animalia,Maxillopoda,0,https://taxatree.tbn.org.tw/taxa/72133631-34bb-481d-b913-df47d7c30e74
0bb60733-187a-4d80-b94f-bb72546aec33,subgenus,fb21811e-061c-4716-8b8a-47a26b6e0f0a,Corycaeus (Agetus),Animalia,Maxillopoda,0,https://taxatree.tbn.org.tw/taxa/0bb60733-187a-4d80-b94f-bb72546aec33
88f1c18f-14a8-48f6-a38d-35d5526ae285,subgenus,fb21811e-061c-4716-8b8a-47a26b6e0f0a,Corycaeus (Corycaeus),Animalia,Maxillopoda,0,https://taxatree.tbn.org.tw/taxa/88f1c18f-14a8-48f6-a38d-35d5526ae285
f81fb069-f447-48a8-9721-434c6e3afa55,subgenus,fb21811e-061c-4716-8b8a-47a26b6e0f0a,Corycaeus (Ditrichocorycaeus),Animalia,Maxillopoda,0,https://taxatree.tbn.org.tw/taxa/f81fb069-f447-48a8-9721-434c6e3afa55
dbd79467-ba3f-4176-8157-71ef328fdf49,subgenus,fb21811e-061c-4716-8b8a-47a26b6e0f0a,Corycaeus (Monocorycaeus),Animalia,Maxillopoda,0,https://taxatree.tbn.org.tw/taxa/dbd79467-ba3f-4176-8157-71ef328fdf49
e87e91e2-e405-475a-9dca-ff3410b39ed3,subgenus,fb21811e-061c-4716-8b8a-47a26b6e0f0a,Corycaeus (Onychocorycaeus),Animalia,Maxillopoda,0,https://taxatree.tbn.org.tw/taxa/e87e91e2-e405-475a-9dca-ff3410b39ed3
aeac4d65-63b0-40d1-826c-5dce81c9f7fd,subgenus,fb21811e-061c-4716-8b8a-47a26b6e0f0a,Corycaeus (Urocorycaeus),Animalia,Maxillopoda,0,https://taxatree.tbn.org.tw/taxa/aeac4d65-63b0-40d1-826c-5dce81c9f7fd
e527adc8-3158-4901-97e4-9feb046dde8f,subgenus,51c59223-c8f0-4725-bd92-bb068c2959e1,Acartia (Acanthacartia),Animalia,Maxillopoda,0,https://taxatree.tbn.org.tw/taxa/e527adc8-3158-4901-97e4-9feb046dde8f
116753ed-7d16-470f-b8c2-a2dc9d1ce79c,subgenus,51c59223-c8f0-4725-bd92-bb068c2959e1,Acartia (Acartiura),Animalia,Maxillopoda,0,https://taxatree.tbn.org.tw/taxa/116753ed-7d16-470f-b8c2-a2dc9d1ce79c
13f635d5-5e3c-4848-a025-47dd00b68b2e,subgenus,51c59223-c8f0-4725-bd92-bb068c2959e1,Acartia (Odontacartia),Animalia,Maxillopoda,0,https://taxatree.tbn.org.tw/taxa/13f635d5-5e3c-4848-a025-47dd00b68b2e
306b4334-3520-4fc7-ab75-76e804119c54,subgenus,51c59223-c8f0-4725-bd92-bb068c2959e1,Acartia (Plantacartia),Animalia,Maxillopoda,0,https://taxatree.tbn.org.tw/taxa/306b4334-3520-4fc7-ab75-76e804119c54
ecea740f-b032-4e6b-83cf-1fabe680306d,subgenus,0bafb2fa-7326-43b3-9fb5-21e217755690,Farrania (Drepanopsis),Animalia,Maxillopoda,0,https://taxatree.tbn.org.tw/taxa/ecea740f-b032-4e6b-83cf-1fabe680306d
596fae84-dfd2-445c-94ea-a96bb5df9ab9,subgenus,4d4dd13d-57ee-459d-81bd-407ba9f0928d,Totanus (Atortus),Animalia,Maxillopoda,0,https://taxatree.tbn.org.tw/taxa/596fae84-dfd2-445c-94ea-a96bb5df9ab9
ec55ed92-e103-42ff-a966-3829bf04f09c,subgenus,4d4dd13d-57ee-459d-81bd-407ba9f0928d,Totanus (Eutortanus),Animalia,Maxillopoda,0,https://taxatree.tbn.org.tw/taxa/ec55ed92-e103-42ff-a966-3829bf04f09c
4c355394-6770-4554-a61b-cb015ba0c678,subgenus,4d4dd13d-57ee-459d-81bd-407ba9f0928d,Totanus (Totanus),Animalia,Maxillopoda,0,https://taxatree.tbn.org.tw/taxa/4c355394-6770-4554-a61b-cb015ba0c678
27e71576-cb79-4c45-bfae-ba08323b22ed,subgenus,d5b9a7fc-6fac-4cfb-829c-3ff6403be794,Amphibalanus (Balanus),Animalia,Maxillopoda,0,https://taxatree.tbn.org.tw/taxa/27e71576-cb79-4c45-bfae-ba08323b22ed
5f6a779d-2674-4966-acb6-3fdfbce501b9,genus,17c5e2ce-6cb9-43e9-b91b-f200b204efef,Acanthurella,Animalia,Collembola,0,https://taxatree.tbn.org.tw/taxa/5f6a779d-2674-4966-acb6-3fdfbce501b9
e8843603-1489-4e8e-957f-7a77506676ad,genus,17c5e2ce-6cb9-43e9-b91b-f200b204efef,Aphysa,Animalia,Collembola,0,https://taxatree.tbn.org.tw/taxa/e8843603-1489-4e8e-957f-7a77506676ad
66f6335b-4326-446a-920f-d7bf2d72a84c,genus,17c5e2ce-6cb9-43e9-b91b-f200b204efef,Paronella,Animalia,Collembola,0,https://taxatree.tbn.org.tw/taxa/66f6335b-4326-446a-920f-d7bf2d72a84c
259b4a7e-4059-4664-85b6-b829d2863784,genus,17c5e2ce-6cb9-43e9-b91b-f200b204efef,Seira,Animalia,Collembola,0,https://taxatree.tbn.org.tw/taxa/259b4a7e-4059-4664-85b6-b829d2863784
86d95b57-5f49-4890-adb3-441ce7fa1f31,genus,1518690f-9170-4f11-a701-33bfdcc6aa37,Dicyrtoma,Animalia,Collembola,0,https://taxatree.tbn.org.tw/taxa/86d95b57-5f49-4890-adb3-441ce7fa1f31
c01171cf-11d6-46ab-8413-66be02f4ae21,genus,1518690f-9170-4f11-a701-33bfdcc6aa37,Ptenothrix,Animalia,Collembola,0,https://taxatree.tbn.org.tw/taxa/c01171cf-11d6-46ab-8413-66be02f4ae21
94c5cfa6-718f-458a-81ef-7794e02c5be7,genus,1518690f-9170-4f11-a701-33bfdcc6aa37,Sphyrotheca,Animalia,Collembola,0,https://taxatree.tbn.org.tw/taxa/94c5cfa6-718f-458a-81ef-7794e02c5be7
19205e7a-619c-409a-9319-c15e14ad13dc,genus,287b9847-bff7-46a0-b500-34ef34d96692,Hypogastrura,Animalia,Collembola,0,https://taxatree.tbn.org.tw/taxa/19205e7a-619c-409a-9319-c15e14ad13dc
c9e456c8-c2c0-421b-b80d-37e6d8c10b72,genus,297315e6-b2da-4f41-8ce3-05704c8fbb90,Imparitubercula,Animalia,Collembola,0,https://taxatree.tbn.org.tw/taxa/c9e456c8-c2c0-421b-b80d-37e6d8c10b72
928f9c9e-9b71-4d67-8500-ad9c6734bee3,genus,297315e6-b2da-4f41-8ce3-05704c8fbb90,Neanura,Animalia,Collembola,0,https://taxatree.tbn.org.tw/taxa/928f9c9e-9b71-4d67-8500-ad9c6734bee3
32984ad8-3f50-4808-b048-35971edd5024,genus,297315e6-b2da-4f41-8ce3-05704c8fbb90,Paranura,Animalia,Collembola,0,https://taxatree.tbn.org.tw/taxa/32984ad8-3f50-4808-b048-35971edd5024
c37f40cf-c37a-43ca-acf2-1d1f88ee77b5,genus,8d371d82-4c69-4f8f-bf6b-31e878e0dce2,Paronychiurus,Animalia,Collembola,0,https://taxatree.tbn.org.tw/taxa/c37f40cf-c37a-43ca-acf2-1d1f88ee77b5
cca986b8-22c3-41ca-bccb-a0e33315fc1d,genus,5ced13f2-ccd9-47c3-abda-1e92f6cd173a,Asiomorpha,Animalia,Diplopoda,0,https://taxatree.tbn.org.tw/taxa/cca986b8-22c3-41ca-bccb-a0e33315fc1d
12e7a748-d3b3-47bd-87e1-03a92559071f,genus,ebcdbf4d-2fb2-4246-805d-52a45d8b9bae,Triso,Animalia,Actinopterygii,0,https://taxatree.tbn.org.tw/taxa/12e7a748-d3b3-47bd-87e1-03a92559071f
32a6851f-5448-4b91-990c-c3a3455b005b,genus,6fd4567a-d9bc-4fa5-86e4-aa8273230919,Guttigadus,Animalia,Actinopterygii,0,https://taxatree.tbn.org.tw/taxa/32a6851f-5448-4b91-990c-c3a3455b005b
4eeb1d83-39f4-4f27-a614-a618924a575a,genus,caf07222-b4c2-4084-bf86-e6c48613bc84,Melophus,Animalia,Aves,0,https://taxatree.tbn.org.tw/taxa/4eeb1d83-39f4-4f27-a614-a618924a575a
bbdbe369-019a-472d-b2f7-d7af869e49f9,genus,613a79a8-1e32-4194-a487-6a46ddf72a3d,Seicercus,Animalia,Aves,8,https://taxatree.tbn.org.tw/taxa/bbdbe369-019a-472d-b2f7-d7af869e49f9
346bcdcc-cb6a-4cb4-93e3-6a42c2851b35,genus,62e4b69b-0c48-45f5-be60-e5d583109910,Mesophoyx,Animalia,Aves,69,https://taxatree.tbn.org.tw/taxa/346bcdcc-cb6a-4cb4-93e3-6a42c2851b35
6ff49ad3-d3f1-4588-a790-1d152c6125de,genus,2578c6fe-baf3-4d08-a010-d0f72d5bd930,Zaocys,Animalia,Reptilia,7,https://taxatree.tbn.org.tw/taxa/6ff49ad3-d3f1-4588-a790-1d152c6125de
d7f255c4-e0b0-47ed-92d1-bdd324b75a83,genus,2578c6fe-baf3-4d08-a010-d0f72d5bd930,Orthriophis,Animalia,Reptilia,4,https://taxatree.tbn.org.tw/taxa/d7f255c4-e0b0-47ed-92d1-bdd324b75a83
c1fba892-9465-4b5c-8f4d-19b7ff406a91,genus,21f8924e-c0b9-4610-be49-26dcb6c74c63,Ramphotyphlops,Animalia,Reptilia,0,https://taxatree.tbn.org.tw/taxa/c1fba892-9465-4b5c-8f4d-19b7ff406a91
063dafa6-71b8-49c3-89ac-7358fd695595,genus,ee964dcc-2f2f-40a5-9255-3ea96968d1f9,Manta,Animalia,Chondrichthyes,0,https://taxatree.tbn.org.tw/taxa/063dafa6-71b8-49c3-89ac-7358fd695595
7737e46b-856a-48dc-8124-76b935f46e85,genus,e7d2f286-e7f1-49f7-a1b2-99f7c40a3a45,Pseudoamolops,Animalia,Amphibia,260,https://taxatree.tbn.org.tw/taxa/7737e46b-856a-48dc-8124-76b935f46e85
ee16f6ad-7bf2-4219-86fa-7ff9192e5f69,genus,5a8d02db-34a8-40af-a80e-160034ef846d,Potiarca,Animalia,Bivalvia,0,https://taxatree.tbn.org.tw/taxa/ee16f6ad-7bf2-4219-86fa-7ff9192e5f69
3ac19897-9006-427b-ad2c-84d561dc8096,genus,fb49f8f8-e8d9-4128-a038-a3143f414c8c,Pandorella,Animalia,Bivalvia,0,https://taxatree.tbn.org.tw/taxa/3ac19897-9006-427b-ad2c-84d561dc8096
3845574f-b586-42ac-9748-b0deffee7eaa,genus,705dc984-8241-4f2b-bd0e-fbf942569436,Vignadula,Animalia,Bivalvia,6,https://taxatree.tbn.org.tw/taxa/3845574f-b586-42ac-9748-b0deffee7eaa
ad9e72c9-f658-460e-b868-4cc2a1754d63,subgenus,899f2702-defd-478c-8f46-12abea00aad9,Loliolus (Nipponololigo),Animalia,Cephalopoda,0,https://taxatree.tbn.org.tw/taxa/ad9e72c9-f658-460e-b868-4cc2a1754d63
d0860722-58d6-4944-a903-e6fe099b631f,subgenus,3139eb62-a8ec-48c9-9637-e2842cdd0ce5,Uroteuthis (Photololigo),Animalia,Cephalopoda,0,https://taxatree.tbn.org.tw/taxa/d0860722-58d6-4944-a903-e6fe099b631f
c9019a8b-b1c3-4fe9-a36d-3dba54259a14,subgenus,75df01ed-740a-465e-aff3-b97adee0c44f,Heteroteuthis (Stephanoteuthis),Animalia,Cephalopoda,0,https://taxatree.tbn.org.tw/taxa/c9019a8b-b1c3-4fe9-a36d-3dba54259a14
0c67dd15-00c9-4631-aae6-a676ec1f0d8a,genus,d38a60ff-de2b-4514-a345-a907247cf68d,Plicarcularia,Animalia,Gastropoda,0,https://taxatree.tbn.org.tw/taxa/0c67dd15-00c9-4631-aae6-a676ec1f0d8a
fb257fb1-59ca-42bb-9e24-b4eea2d9da42,subgenus,a9cb9816-7cff-4155-a684-598fba7e50d3,Cymatosyrinx (Splendrillia),Animalia,Gastropoda,0,https://taxatree.tbn.org.tw/taxa/fb257fb1-59ca-42bb-9e24-b4eea2d9da42
cdfbae82-c783-46be-ba19-4a91744e9247,subgenus,e853f46f-2e41-4d5d-9c4b-c6dbff6220a1,Elaeocyma (Splendrillia),Animalia,Gastropoda,0,https://taxatree.tbn.org.tw/taxa/cdfbae82-c783-46be-ba19-4a91744e9247
7dc97449-88a6-41ec-b7ad-d5825c21383b,subgenus,3db3b20c-85e2-462b-9780-7f240a4d34af,Lophiotoma (Lophioturris),Animalia,Gastropoda,0,https://taxatree.tbn.org.tw/taxa/7dc97449-88a6-41ec-b7ad-d5825c21383b
15e2efe6-a205-4afb-b4e6-c4e41217f937,genus,e508efe4-448a-4d5f-8142-7cb0ac3a15eb,Micantapex,Animalia,Gastropoda,0,https://taxatree.tbn.org.tw/taxa/15e2efe6-a205-4afb-b4e6-c4e41217f937
dd8f69dc-3f16-43c8-8a25-dd45def3bfd1,genus,945f8620-b759-4b1d-97fa-29e8e9380fe9,Pusiostoma,Animalia,Gastropoda,4,https://taxatree.tbn.org.tw/taxa/dd8f69dc-3f16-43c8-8a25-dd45def3bfd1
e4c6bf92-ad11-4dd6-bf13-c4f26c5fe347,genus,89e557c5-bdbe-47e4-b094-2f0f1bf6bd1d,Marchia,Animalia,Gastropoda,0,https://taxatree.tbn.org.tw/taxa/e4c6bf92-ad11-4dd6-bf13-c4f26c5fe347
57eb8dcf-28a8-4a45-99d4-027366c87502,genus,025b910b-ede9-491f-816f-a4f27ce506c4,Bonellitia,Animalia,Gastropoda,0,https://taxatree.tbn.org.tw/taxa/57eb8dcf-28a8-4a45-99d4-027366c87502
c91fdf8b-2b3c-4317-ad4b-5f5c70e1c107,genus,52196cab-28e6-41f2-aa25-05cd3975f8f5,Quoyula,Animalia,Gastropoda,0,https://taxatree.tbn.org.tw/taxa/c91fdf8b-2b3c-4317-ad4b-5f5c70e1c107
4836d214-09c3-4e5f-9ad5-2c732581edda,genus,ff61b7f6-4d16-4a9b-9d22-5f919a29971d,Latirulus,Animalia,Gastropoda,4,https://taxatree.tbn.org.tw/taxa/4836d214-09c3-4e5f-9ad5-2c732581edda
8558034a-71c2-4873-99de-12ceffcb20fd,subgenus,5abb7ef3-9190-4f41-bb57-304493e3f00a,Terebra (Oxymeris),Animalia,Gastropoda,0,https://taxatree.tbn.org.tw/taxa/8558034a-71c2-4873-99de-12ceffcb20fd
0b103b55-b941-437a-94fd-70f40b5d3f53,subgenus,c7bbd2ec-1704-4d9a-9c30-f288015d153d,Aegista (Plectotropis),Animalia,Gastropoda,0,https://taxatree.tbn.org.tw/taxa/0b103b55-b941-437a-94fd-70f40b5d3f53
8035a350-feac-4d01-b976-486e3fe6ed8d,genus,507b46e4-12c2-4032-a94a-46e1a362f849,Elegantiscala,Animalia,Gastropoda,0,https://taxatree.tbn.org.tw/taxa/8035a350-feac-4d01-b976-486e3fe6ed8d
a080a9e9-c17b-4d57-8fc7-d419e0fd6de9,genus,3c587331-c530-4440-8529-e8fdea503c42,Kurosioia,Animalia,Gastropoda,0,https://taxatree.tbn.org.tw/taxa/a080a9e9-c17b-4d57-8fc7-d419e0fd6de9
149ccc24-97d7-4b84-9694-1ffc055a14de,genus,8642349f-1d07-4257-a5ba-a7d4c82400c8,Liotina,Animalia,Gastropoda,1,https://taxatree.tbn.org.tw/taxa/149ccc24-97d7-4b84-9694-1ffc055a14de
25656649-7b06-4bc7-a630-a2d183eb85db,subgenus,cf935371-a6e2-4874-b632-140dd1a0d96e,Hippeutis (Helicorbis),Animalia,Gastropoda,0,https://taxatree.tbn.org.tw/taxa/25656649-7b06-4bc7-a630-a2d183eb85db
2b88e440-497b-4bbe-9fd6-a3cf139a4ccc,genus,bc222a7e-0a4b-4474-bce3-48ffe15fb301,Acanthochiton,Animalia,Polyplacophora,0,https://taxatree.tbn.org.tw/taxa/2b88e440-497b-4bbe-9fd6-a3cf139a4ccc
547c8ddb-efc2-4621-ad5f-3f4259822305,genus,46397751-1043-47ed-b195-c69cf61dbcea,Australomussa,Animalia,Hexacorallia,0,https://taxatree.tbn.org.tw/taxa/547c8ddb-efc2-4621-ad5f-3f4259822305
f7babfd0-fa79-4d92-941f-ad1d598ac828,genus,46397751-1043-47ed-b195-c69cf61dbcea,Scolymia,Animalia,Hexacorallia,0,https://taxatree.tbn.org.tw/taxa/f7babfd0-fa79-4d92-941f-ad1d598ac828
aa4db525-a5f4-4988-8515-1aaa73abd4d6,genus,46397751-1043-47ed-b195-c69cf61dbcea,Symphyllia,Animalia,Hexacorallia,0,https://taxatree.tbn.org.tw/taxa/aa4db525-a5f4-4988-8515-1aaa73abd4d6
82542dd8-f9a6-4705-8a95-3710c6fa37ad,genus,9e136f9a-4948-4d37-b12b-36ac4bd2a77d,Acrhelia,Animalia,Hexacorallia,0,https://taxatree.tbn.org.tw/taxa/82542dd8-f9a6-4705-8a95-3710c6fa37ad
7bc8ba74-0564-4ef7-b8cd-5f846e658d3a,subgenus,2330f7d2-2622-41ba-bb4f-a6dae4a6137b,Caryophyllia (Acanthocyathus),Animalia,Hexacorallia,0,https://taxatree.tbn.org.tw/taxa/7bc8ba74-0564-4ef7-b8cd-5f846e658d3a
165631b0-ad43-4a0e-ad15-4ce3c42040e5,subgenus,2330f7d2-2622-41ba-bb4f-a6dae4a6137b,Caryophyllia (Caryophyllia),Animalia,Hexacorallia,0,https://taxatree.tbn.org.tw/taxa/165631b0-ad43-4a0e-ad15-4ce3c42040e5
82857ebe-fe98-4e40-8eb5-2630afa728cd,subgenus,0e8dab74-f2ab-4f5e-abe5-59cb592f2620,Stephanocyathus (Acinocyathus),Animalia,Hexacorallia,0,https://taxatree.tbn.org.tw/taxa/82857ebe-fe98-4e40-8eb5-2630afa728cd
ed3cd0ba-b6a4-4d43-9bfe-23df700e7f4d,subgenus,0e8dab74-f2ab-4f5e-abe5-59cb592f2620,Stephanocyathus (Odontocyathus),Animalia,Hexacorallia,0,https://taxatree.tbn.org.tw/taxa/ed3cd0ba-b6a4-4d43-9bfe-23df700e7f4d
10aea81d-a967-49f7-9a26-48f1a50b0930,subgenus,0e8dab74-f2ab-4f5e-abe5-59cb592f2620,Stephanocyathus (Stephanocyathus),Animalia,Hexacorallia,0,https://taxatree.tbn.org.tw/taxa/10aea81d-a967-49f7-9a26-48f1a50b0930
28fa7b29-43cc-455c-80a6-903a1f5aeefe,subgenus,427b9163-003b-4925-8638-9d7bd009ee3e,Trochocyathus (Trochocyathus),Animalia,Hexacorallia,0,https://taxatree.tbn.org.tw/taxa/28fa7b29-43cc-455c-80a6-903a1f5aeefe
b086bf40-25f7-4e92-bf31-b7473a136248,subgenus,ca71fed1-2c34-48b8-aa6c-eaf23a6a7416,Balanophyllia (Balanophyllia),Animalia,Hexacorallia,0,https://taxatree.tbn.org.tw/taxa/b086bf40-25f7-4e92-bf31-b7473a136248
11c5ebfc-c491-4743-9157-78015fc1d5fd,genus,b6fddb91-e510-4307-979a-3cbc73d6a880,Barabattoia,Animalia,Hexacorallia,22,https://taxatree.tbn.org.tw/taxa/11c5ebfc-c491-4743-9157-78015fc1d5fd
b82514b7-c546-4bb9-9355-6311fd668c99,genus,b6fddb91-e510-4307-979a-3cbc73d6a880,Leptoeris,Animalia,Hexacorallia,0,https://taxatree.tbn.org.tw/taxa/b82514b7-c546-4bb9-9355-6311fd668c99
b743a405-1ace-4c8f-bcbb-9289887bcd3e,genus,b6fddb91-e510-4307-979a-3cbc73d6a880,Montastrea,Animalia,Hexacorallia,22,https://taxatree.tbn.org.tw/taxa/b743a405-1ace-4c8f-bcbb-9289887bcd3e
d81dcb6e-1dab-4e50-b4e2-2aed6fc6f4ba,subgenus,ee7432e1-c9d7-4f82-bb20-a9fa4f0cac67,Fungia (Danafungia),Animalia,Hexacorallia,0,https://taxatree.tbn.org.tw/taxa/d81dcb6e-1dab-4e50-b4e2-2aed6fc6f4ba
89328f0a-83ff-4e52-8461-9cfa745e0ecf,subgenus,ee7432e1-c9d7-4f82-bb20-a9fa4f0cac67,Fungia (Lobactis),Animalia,Hexacorallia,0,https://taxatree.tbn.org.tw/taxa/89328f0a-83ff-4e52-8461-9cfa745e0ecf
3cd56f6e-e955-4e87-8a41-5fa3896c501b,subgenus,ee7432e1-c9d7-4f82-bb20-a9fa4f0cac67,Fungia (Pleuractis),Animalia,Hexacorallia,0,https://taxatree.tbn.org.tw/taxa/3cd56f6e-e955-4e87-8a41-5fa3896c501b
b6badbd4-f998-4c25-9b96-70484c77b7de,subgenus,ee7432e1-c9d7-4f82-bb20-a9fa4f0cac67,Fungia (Verrillofungia),Animalia,Hexacorallia,0,https://taxatree.tbn.org.tw/taxa/b6badbd4-f998-4c25-9b96-70484c77b7de
c590bff6-0829-42b3-90ab-87d70dd8ce2a,subgenus,ee7432e1-c9d7-4f82-bb20-a9fa4f0cac67,Fungia (Wellsofungia),Animalia,Hexacorallia,0,https://taxatree.tbn.org.tw/taxa/c590bff6-0829-42b3-90ab-87d70dd8ce2a
4f3ffa69-097b-4b0a-a688-ee6c4bd44e17,subgenus,017a632e-78b2-449f-9ec5-b41937fefb95,Flabellum (Flabellum),Animalia,Hexacorallia,1,https://taxatree.tbn.org.tw/taxa/4f3ffa69-097b-4b0a-a688-ee6c4bd44e17
4494d30a-420b-4ca5-ba54-5f43448da024,subgenus,017a632e-78b2-449f-9ec5-b41937fefb95,Flabellum (Ulocyathus),Animalia,Hexacorallia,1,https://taxatree.tbn.org.tw/taxa/4494d30a-420b-4ca5-ba54-5f43448da024
a55019c8-e45f-4635-8022-12c208bea7a1,subgenus,8727553f-6af5-4194-92d4-8f2f23e3ad6c,Fungiacyathus (Bathyactis),Animalia,Hexacorallia,1,https://taxatree.tbn.org.tw/taxa/a55019c8-e45f-4635-8022-12c208bea7a1
584a7cd6-6116-4227-a6d7-ea0e879f564c,subgenus,8727553f-6af5-4194-92d4-8f2f23e3ad6c,Fungiacyathus (Fungiacyathus),Animalia,Hexacorallia,0,https://taxatree.tbn.org.tw/taxa/584a7cd6-6116-4227-a6d7-ea0e879f564c
1f298ccc-c52b-442d-8a6f-936b47b096b0,genus,be88ba59-a8c6-44d8-8397-29f45185e24e,Berbyce,Animalia,Octocorallia,0,https://taxatree.tbn.org.tw/taxa/1f298ccc-c52b-442d-8a6f-936b47b096b0
ca178e30-5786-4a07-aa6d-265cd577907a,genus,e3cd69ac-e803-4286-8ee8-1c6eb5b5fde2,Alcyonium,Animalia,Octocorallia,0,https://taxatree.tbn.org.tw/taxa/ca178e30-5786-4a07-aa6d-265cd577907a
87944f9b-2911-45fb-874e-5cec688bfe6f,genus,edacd0d9-0353-482c-8a4e-c4982730de6f,Cavernularia,Animalia,Octocorallia,8,https://taxatree.tbn.org.tw/taxa/87944f9b-2911-45fb-874e-5cec688bfe6f
7eaa5e41-5106-490e-8d62-5fad910ce717,genus,1c76b285-b25f-48d0-85ed-7590bdb1fdef,Anthocidaris,Animalia,Echinoidea,6,https://taxatree.tbn.org.tw/taxa/7eaa5e41-5106-490e-8d62-5fad910ce717
e3d56a5e-b10d-4b08-937a-ea5cc9597673,genus,fa8e9218-f3ba-4ee5-b329-3d049de14d64,Vampirolrpis,Animalia,Cestoda,0,https://taxatree.tbn.org.tw/taxa/e3d56a5e-b10d-4b08-937a-ea5cc9597673
beedb598-055a-4580-85fb-4a3a605b4ca4,genus,372f10cf-3ad6-474c-883a-3b9303051488,Paeoniella,Animalia,Cestoda,0,https://taxatree.tbn.org.tw/taxa/beedb598-055a-4580-85fb-4a3a605b4ca4
c5c33ee2-ef40-406c-9f21-31bbab3626c7,subgenus,5d1484f4-37eb-4709-bdd5-f2bd4586d8ce,Phascolosoma (Phascolosoma),Animalia,Phascolosomatidea,0,https://taxatree.tbn.org.tw/taxa/c5c33ee2-ef40-406c-9f21-31bbab3626c7
