TT_taxonUUID,TT_taxonRank,TT_kingdom,TT_taiCOLNameCode,TT_simplifiedScientificName,TC_rank,TC_kingdom,TC_taxon_status,TC_is_in_taiwan
97fddd99-1758-4529-969d-44df19c0f225,genus,Animalia,t0015531,Psychoda,genus,Animalia,accepted,TRUE
319ed028-d057-43d9-8975-4abc80cb8f09,genus,Animalia,t0016328,Sergentomyia,genus,Animalia,accepted,TRUE
1dd0505a-6581-4d86-afb9-05bde1f322a2,genus,Animalia,t0017266,Telmatoscopus,genus,Animalia,accepted,TRUE
b254bfe3-b5c3-4d0c-b5a9-3f4f21cf6773,genus,Animalia,t0017454,Thornburghiella,genus,Animalia,accepted,TRUE
296b5c66-69a0-4f31-8187-293db38f6968,genus,Animalia,t0017517,Tineria,genus,Animalia,accepted,TRUE
698fd1e4-11ed-4298-bb5a-8b689c9430b4,genus,Animalia,t0017709,Trichopsychoda,genus,Animalia,accepted,TRUE
45939e25-460b-4a50-b98f-3e19b2338c29,genus,Animalia,t0011311,Campichoeta,genus,Animalia,accepted,TRUE
7d23f942-2afe-48a5-a51b-9f1bd577b608,genus,Animalia,t0011510,Celyphus,genus,Animalia,accepted,TRUE
daaff9c4-8853-49f7-8d4d-dcf09dfaf8c3,genus,Animalia,t0016590,Spaniocelyphus,genus,Animalia,accepted,TRUE
08f717ba-5318-4d40-9702-a362d7a6c5f3,genus,Animalia,t0011629,Cestrotus,genus,Animalia,accepted,TRUE
43170428-262c-47aa-bc89-f0dc1200247b,genus,Animalia,t0011652,Chaetolauxania,genus,Animalia,accepted,TRUE
56121249-1b1a-4aee-b4a2-b371ae2bf0ed,genus,Animalia,t0018726,Dioides,genus,Animalia,accepted,TRUE
39ba3342-5ef2-4488-adcd-3fc7d4ab9a67,genus,Animalia,t0018751,Diplochasma,genus,Animalia,accepted,TRUE
f93dcad2-3839-4385-a78a-6357c3f6c7e7,genus,Animalia,t0018923,Drepanephora,genus,Animalia,accepted,TRUE
3ce7c043-3716-4f38-8b84-4c3d3223a467,genus,Animalia,t0020819,Homoneura,genus,Animalia,accepted,TRUE
434b70c6-43ee-4a6d-96e3-719012f0b3a5,genus,Animalia,t0021582,Lauxaniella,genus,Animalia,accepted,TRUE
4e00f83d-7ac1-4171-9337-5b0a758a8359,genus,Animalia,t0022495,Melinomyia,genus,Animalia,accepted,TRUE
af72d880-7ef3-449b-b08d-3b09daaaa16d,genus,Animalia,t0022843,Minettia,genus,Animalia,accepted,TRUE
c06f1e43-e98e-4461-9bcd-0114e52b9fdd,genus,Animalia,t0022933,Monocera,genus,Animalia,accepted,TRUE
bda394b6-4c36-4a66-b5ec-88c317897c7f,genus,Animalia,t0013742,Pachycerina,genus,Animalia,accepted,TRUE
54ec00ab-b44e-44f6-8cd4-1835446c0888,genus,Animalia,t0013862,Panurgopsis,genus,Animalia,accepted,TRUE
0fd5133f-2bfd-44e0-9b81-e7940a591166,genus,Animalia,t0013994,Paralauxania,genus,Animalia,accepted,TRUE
696830e3-52af-4704-81e5-54576e913993,genus,Animalia,t0014065,Parapachycerina,genus,Animalia,accepted,TRUE
99c69ec0-9a2a-4951-8c12-c1b4db16310a,genus,Animalia,t0016061,Sapromyza,genus,Animalia,accepted,TRUE
c70d7d0b-cf3f-494b-9a38-97edd2ddefea,genus,Animalia,t0016197,Sciasmomyia,genus,Animalia,accepted,TRUE
49504dbf-e416-42b9-974e-e12771c48e78,genus,Animalia,t0016734,Steganopsis,genus,Animalia,accepted,TRUE
b479b840-573e-42cb-bd40-be7f8a4f530f,genus,Animalia,t0017746,Trigonometopus,genus,Animalia,accepted,TRUE
95eafc14-f0b7-4414-a4b1-c0ccd24e090c,genus,Animalia,t0009182,Chaetocanace,genus,Animalia,accepted,TRUE
e3ab952d-1091-470c-82a0-0bd2d1e7c8f7,genus,Animalia,t0008941,Nocticanace,genus,Animalia,accepted,TRUE
3dcead55-ebc5-4650-9e30-4b48331b4200,genus,Animalia,t0008966,Procanace,genus,Animalia,accepted,TRUE
0006902f-5e93-485c-8903-1a4eb26c0122,genus,Animalia,t0008790,Xanthocanace,genus,Animalia,accepted,TRUE
36a032c7-4284-4cfc-b301-ee8cb3ba33d2,genus,Animalia,t0011655,Chaetonerius,genus,Animalia,accepted,TRUE
788f2179-152a-416d-a1c7-0f14b5e13636,genus,Animalia,t0016929,Stypocladius,genus,Animalia,accepted,TRUE
6491bf71-72d8-47c6-87c2-4ebc30393fb5,genus,Animalia,t0017271,Telostylus,genus,Animalia,accepted,TRUE
46f6ab12-33fb-43ca-b986-ca9e40a0a1e8,genus,Animalia,t0020314,Gymnonerius,genus,Animalia,accepted,TRUE
1a356d28-2bb1-4a14-8830-97fb87713440,genus,Animalia,t0011657,Chaetopleurophora,genus,Animalia,accepted,TRUE
fcf0fdc1-ffec-4cd2-bf42-1b636c0e59dd,genus,Animalia,t0012043,Clitelloxenia,genus,Animalia,accepted,TRUE
d884e0da-a4df-4d9d-9b33-a964012a48aa,genus,Animalia,t0018758,Diplonerva,genus,Animalia,accepted,TRUE
250656d8-3a4d-4120-8452-dd267772eb24,genus,Animalia,t0018843,Dohrniphora,genus,Animalia,accepted,TRUE
e9e19921-7ebd-491c-944a-7accbbdc2672,genus,Animalia,t0020985,Hypocera,genus,Animalia,accepted,TRUE
5700c8b5-29e0-48e9-b902-bb00442f2286,genus,Animalia,t0022434,Megaselia,genus,Animalia,accepted,TRUE
b73dab3a-3df3-4b3f-b8c6-413e335f6608,genus,Animalia,t0014478,Phalacrotophora,genus,Animalia,accepted,TRUE
e4d25ff1-2836-4cfa-9580-3c66062e51bc,genus,Animalia,t0014579,Phora,genus,Animalia,accepted,TRUE
306fd27a-eddc-4f9e-b3c2-39781be0a209,genus,Animalia,t0015488,Pseudotermitoxenia,genus,Animalia,accepted,TRUE
3e1ed347-5f90-4db0-a67c-b0b4c3ee5505,genus,Animalia,t0016837,Stichillus,genus,Animalia,accepted,TRUE
cc8a264d-5358-4ca2-823f-b572c68b635a,genus,Animalia,t0018147,Woodiphora,genus,Animalia,accepted,TRUE
b4f24eff-007c-456c-90e7-a16339540e46,genus,Animalia,t0011658,Chaetopodella,genus,Animalia,accepted,TRUE
ca8d3b7a-63d2-4482-ba7f-77f75a67fc6a,genus,Animalia,t0012265,Coproica,genus,Animalia,accepted,TRUE
de242e0d-a612-413c-9217-907082d8530b,genus,Animalia,t0021676,Leptocera,genus,Animalia,accepted,TRUE
16a62dde-6a86-4b06-84db-13d9fc9f792d,genus,Animalia,t0021832,Limosina,genus,Animalia,accepted,TRUE
0476a307-911b-4ad9-b3f5-cc1cca687af6,genus,Animalia,t0022022,Lotobia,genus,Animalia,accepted,TRUE
7e39cd2e-5058-4752-bf56-1b09f8e2a3bf,genus,Animalia,t0014948,Poecilisomella,genus,Animalia,accepted,TRUE
c13e7e3d-2b0d-4263-b806-ed98f7699a69,genus,Animalia,t0014957,Poecilosomella,genus,Animalia,accepted,TRUE
92f59266-7af1-4bae-9ff8-0abd3d87ebac,genus,Animalia,t0017630,Trachyopella,genus,Animalia,accepted,TRUE
95d14d16-01eb-429f-b628-9ecc6c59b036,genus,Animalia,t0011666,Chalarus,genus,Animalia,accepted,TRUE
b91eee97-be7f-462b-9837-30fa407e7127,genus,Animalia,t0018899,Dorylas,genus,Animalia,accepted,TRUE
02bb1a2e-97a2-4ba7-87f7-440879ef839f,genus,Animalia,t0018900,Dorylomorpha,genus,Animalia,accepted,TRUE
7b48556e-dbe2-4ac3-af13-1a0c1c6adc72,genus,Animalia,t0014741,Pipunculus,genus,Animalia,accepted,TRUE
23f452f3-b6b4-4396-bf08-3ba111394a03,genus,Animalia,t0017569,Tomosvaryella,genus,Animalia,accepted,TRUE
3d085df4-5641-47f3-a394-5414ff53b026,genus,Animalia,t0011771,Chiasmoneura,genus,Animalia,accepted,TRUE
0d7dae6c-6e76-4cfe-b3af-f1c586fa266d,genus,Animalia,t0011901,Chrysopilus,genus,Animalia,accepted,TRUE
c0779f08-564b-4ca9-b7d3-d407918a4cff,genus,Animalia,t0018598,Dialysis,genus,Animalia,accepted,TRUE
f1342122-5363-4529-9d90-97d682be8d14,genus,Animalia,t0015598,Ptiolina,genus,Animalia,accepted,TRUE
23051567-5c81-4454-a3fe-1bc3dfbae602,genus,Animalia,t0015804,Rhagio,genus,Animalia,accepted,TRUE
d95e0aa0-cf2a-4466-a45e-2de2b3507622,genus,Animalia,t0011921,Chyliza,genus,Animalia,accepted,TRUE
078d8e11-f54f-4e1f-8dc2-26828af1cdf0,genus,Animalia,t0022030,Loxocera,genus,Animalia,accepted,TRUE
7b424087-300a-4048-afbd-4840962d33ea,genus,Animalia,t0012246,Conops,genus,Animalia,accepted,TRUE
6a2b934f-248e-4eb3-95e7-b96a6b42d0ed,genus,Animalia,t0012851,Neobrachyceraea,genus,Animalia,accepted,TRUE
e9189832-6a6a-41c6-bd5b-e5164a68b6fd,genus,Animalia,t0014670,Physocephala,genus,Animalia,accepted,TRUE
b3662b09-934e-4963-8fde-48851a8053fe,genus,Animalia,t0017412,Thecophora,genus,Animalia,accepted,TRUE
2643931a-83d9-44e9-b9a4-aa0c041fbcf4,genus,Animalia,t0012353,Cothornobata,genus,Animalia,accepted,TRUE
202fdc26-6eb7-44fa-875f-95e61921449e,genus,Animalia,t0020266,Grammicomyia,genus,Animalia,accepted,TRUE
6a0c7ccc-7496-40d7-97ee-78f9aed76509,genus,Animalia,t0015720,Rainieria,genus,Animalia,accepted,TRUE
98dfeb82-c977-467b-b2e2-b674ed8b2982,genus,Animalia,t0022820,Mimegralla,genus,Animalia,accepted,TRUE
b035fafe-3f3e-4321-9262-494f277e9487,genus,Animalia,t0012373,Crataerina,genus,Animalia,accepted,TRUE
ecd9f9af-f7bb-4b03-ae52-3ad892154618,genus,Animalia,t0021063,Icosta,genus,Animalia,accepted,TRUE
5c3bf1b4-f91b-41e9-97a4-9fdd84c0c4bd,genus,Animalia,t0021880,Lipoptena,genus,Animalia,accepted,TRUE
d6f5f354-979a-44f7-9064-c90795c04e31,genus,Animalia,t0013579,Ornithoctona,genus,Animalia,accepted,TRUE
93d9bf8e-297b-4be0-9325-0f2a32e64532,genus,Animalia,t0013581,Ornithoica,genus,Animalia,accepted,TRUE
178c8073-75b6-4d97-93a8-f328faf09fa2,genus,Animalia,t0013582,Ornithomyia,genus,Animalia,accepted,TRUE
b6f85025-b192-4ed3-a828-0e83b67ad2df,genus,Animalia,t0013584,Ornithophila,genus,Animalia,accepted,TRUE
8e9c5e62-8360-460d-a093-d928a95e006c,genus,Animalia,t0015429,Pseudolynchus,genus,Animalia,accepted,TRUE
90be7eb5-d5f1-4e70-add0-1f5a3f33e2ad,genus,Animalia,t0012440,Cryptochetum,genus,Animalia,accepted,TRUE
3cb729fb-2474-4c34-aae5-180fdca89430,genus,Animalia,t0012604,Cylindrotoma,genus,Animalia,accepted,TRUE
66dc0547-4a06-4e2d-9605-c63517a023ba,genus,Animalia,t0012661,Cyselosoma,genus,Animalia,accepted,TRUE
56cbda63-ce09-4d8e-b424-fbe42ad24c2b,genus,Animalia,t0019870,Formicosepsis,genus,Animalia,accepted,TRUE
12440ab5-f0e1-44ff-a2f0-3bbe9c99581e,genus,Animalia,t0018432,Dasiops,genus,Animalia,accepted,TRUE
8dd43abd-a65d-4b24-ba64-05f54a2580de,genus,Animalia,t0021494,Lamprolonchaea,genus,Animalia,accepted,TRUE
3cd2eaf8-1239-4970-9eaa-00fc62e88abf,genus,Animalia,t0021971,Lonchaea,genus,Animalia,accepted,TRUE
4899d813-13d7-4dc9-8c44-b1fb3901896a,genus,Animalia,t0016409,Silba,genus,Animalia,accepted,TRUE
0090a0cb-b9cd-4f7f-bd6c-87123630b091,genus,Animalia,t0018445,Dasyrhicnoessa,genus,Animalia,accepted,TRUE
218b5666-db7c-4d00-94c6-c872e7bcb56e,genus,Animalia,t0015470,Pseudorhicnoessa,genus,Animalia,accepted,TRUE
830def81-a898-4df1-8ace-6494a81bfb50,genus,Animalia,t0017336,Tethina,genus,Animalia,accepted,TRUE
2b168236-0ff2-4e56-a0d0-574faf7c44aa,genus,Animalia,t0018588,Diadocidia,genus,Animalia,accepted,TRUE
124f4fce-9d73-42bd-9187-8655adb9322f,genus,Animalia,t0018651,Dicranota,genus,Animalia,accepted,TRUE
eab46829-d0fb-4394-b052-a6c13bceb2a2,genus,Animalia,t0014286,Pedicia,genus,Animalia,accepted,TRUE
4dfac37f-67e1-4787-82f4-4472296bc028,genus,Animalia,t0018837,Dixa,genus,Animalia,accepted,TRUE
d714acb8-bdcd-460a-9b1e-6a334a137130,genus,Animalia,t0018838,Dixella,genus,Animalia,accepted,TRUE
8639d88e-7c36-433c-809c-982eca83bc3b,genus,Animalia,t0018951,Dryomyza,genus,Animalia,accepted,TRUE
c01b8e16-6e54-4c39-9e6b-94d1b71417be,genus,Animalia,t0019118,Elassogaster,genus,Animalia,accepted,TRUE
9c454799-16a2-4a0b-8f5a-a624d6da84b9,genus,Animalia,t0019636,Eurprosopia,genus,Animalia,accepted,TRUE
d72e2383-8c06-4dad-8ea1-67d1e95912bd,genus,Animalia,t0019704,Euthyplatystoma,genus,Animalia,accepted,TRUE
e309fe20-8ba9-4685-9d86-28d8759daacb,genus,Animalia,t0022039,Loxoneura,genus,Animalia,accepted,TRUE
d906ffcf-c63e-4153-91fe-4f73a5ca9ffe,genus,Animalia,t0012781,Naupoda,genus,Animalia,accepted,TRUE
f8c87792-b20e-442c-8920-f9a058070e84,genus,Animalia,t0014713,Pilagiostenopterina,genus,Animalia,accepted,TRUE
f6c74b9f-7f20-40c2-bd38-91b4aa717eb2,genus,Animalia,t0015234,Prosthiochaeta,genus,Animalia,accepted,TRUE
39d9f7cf-ce7f-4ba4-bdad-e4af50d9b7cb,genus,Animalia,t0015558,Pterogeina,genus,Animalia,accepted,TRUE
4d73d743-96b0-4b23-a4e1-e83798d0b642,genus,Animalia,t0015919,Rhytidortalis,genus,Animalia,accepted,TRUE
2567d30e-3bc2-4098-b83d-c98c7e889c25,genus,Animalia,t0015944,Rivellia,genus,Animalia,accepted,TRUE
aff3aa10-5192-40f3-92b1-f632c85b1ff8,genus,Animalia,t0017751,Trigonosoma,genus,Animalia,accepted,TRUE
a84bb15b-d680-497d-b984-6c7595444d02,genus,Animalia,t0018174,Xenaspis,genus,Animalia,accepted,TRUE
6520a9d3-04aa-4fe1-afb2-b5744b11cd45,genus,Animalia,t0019647,Euryomma,genus,Animalia,accepted,TRUE
bd719daa-974c-4697-a615-ad6642413983,genus,Animalia,t0019780,Fannia,genus,Animalia,accepted,TRUE
39f287c5-1274-440c-a250-5379fa6c7978,genus,Animalia,t0008893,Gobrya,genus,Animalia,accepted,TRUE
6376eceb-9ec4-4828-a193-c86c279f08c5,genus,Animalia,t0017378,Texara,genus,Animalia,accepted,TRUE
d21ab79f-db2f-4ba4-97a0-a6a659320df1,genus,Animalia,t0020350,Hadrogaster,genus,Animalia,accepted,TRUE
67a2cf15-131e-4174-a39a-698ee9b090ba,genus,Animalia,t0013133,Nipponcyrtus,genus,Animalia,accepted,TRUE
174ac65f-ff4a-4dd8-9e01-c5dbd342be65,genus,Animalia,t0013367,Ogcodes,genus,Animalia,accepted,TRUE
1222709b-e617-4f53-9bd3-119835e7cf92,genus,Animalia,t0013400,Oligoneura,genus,Animalia,accepted,TRUE
09b80c59-d839-49cc-be4e-493cf582eb90,genus,Animalia,t0008915,Leptomydas,genus,Animalia,accepted,TRUE
e09fdb62-f29d-41e2-b0d4-d3483727c59a,genus,Animalia,t0021766,Leucopis,genus,Animalia,accepted,TRUE
850e53d3-889a-4c12-8de1-93758e799197,genus,Animalia,t0021973,Lonchoptera,genus,Animalia,accepted,TRUE
ca0a9491-88d9-406f-8d6b-4ac334fac708,genus,Animalia,t0022104,Lygistorrhina,genus,Animalia,accepted,TRUE
c4ee142b-a2a9-41c5-8ac8-451683f78af7,genus,Animalia,t0022345,Matileola,genus,Animalia,accepted,TRUE
218de425-aa1c-47aa-bd44-3ec066e1100d,genus,Animalia,t0022145,Macalpinella,genus,Animalia,accepted,TRUE
17a6223b-1d86-4be5-8b60-998f2f0ffeda,genus,Animalia,t0022426,Megaphthalma,genus,Animalia,accepted,TRUE
803fec8b-169a-4d72-9790-4ba9a6b38013,genus,Animalia,t0016143,Scathophaga,genus,Animalia,accepted,TRUE
6d028405-f7b9-491f-84f7-645dca94fc31,genus,Animalia,t0022568,Mesochria,genus,Animalia,accepted,TRUE
7f89842a-85e2-487d-944b-c71691c26bf2,genus,Animalia,t0023045,Mycetobia,genus,Animalia,accepted,TRUE
3b1ba282-6731-4f16-9f3b-b39af89a1a41,genus,Animalia,t0013019,Nepaliseta,genus,Animalia,accepted,TRUE
bbe40d06-7392-4470-9005-6d4e8f497fba,genus,Animalia,t0013266,Nycteribia,genus,Animalia,accepted,TRUE
1f6ef303-14fb-48cd-aed5-3397229c86d2,genus,Animalia,t0014336,Penicillidia,genus,Animalia,accepted,TRUE
f31ebad9-9826-4dd6-84ff-f6ed25e73da7,genus,Animalia,t0013366,Oestrus,genus,Animalia,accepted,TRUE
a687a06a-259b-439b-86d9-dbd818d3b82d,genus,Animalia,t0013388,Olbiogaster,genus,Animalia,accepted,TRUE
a449c8d1-5d95-43d9-8231-58bfc447a138,genus,Animalia,t0016987,Sylvicola,genus,Animalia,accepted,TRUE
fc64bec1-a049-4b12-a56a-5ef8a62b1e8d,genus,Animalia,t0013756,Pachyneura,genus,Animalia,accepted,TRUE
f1cf87de-74ff-46f6-adea-40f969f5ced3,genus,Animalia,t0013916,Paracladura,genus,Animalia,accepted,TRUE
4062fd2a-7c39-4df5-99b4-dc6c1fe45020,genus,Animalia,t0017684,Trichocera,genus,Animalia,accepted,TRUE
2f4163f3-e7ed-4a23-a33a-d368f0b80c40,genus,Animalia,t0008955,Pherbellia,genus,Animalia,accepted,TRUE
167a8046-8f29-4daf-b7c7-f86162936ebe,genus,Animalia,t0009123,Pteromicra,genus,Animalia,accepted,TRUE
3037f3b8-b4a0-4c34-a73e-39b941e16008,genus,Animalia,t0009131,Sepedon,genus,Animalia,accepted,TRUE
0b0c99dc-5444-46dc-b996-a4ff88de6316,genus,Animalia,t0014622,Phycus,genus,Animalia,accepted,TRUE
9331fffd-98c5-49fe-8e94-a48dd13dbb33,genus,Animalia,t0015511,Psilocephala,genus,Animalia,accepted,TRUE
b68afa1f-f6c7-413c-8e7d-9b2ae7b18007,genus,Animalia,t0014738,Piophila,genus,Animalia,accepted,TRUE
6e4eed2b-2089-4d5f-ad2a-615c4a384619,genus,Animalia,t0015241,Protaxymyia,genus,Animalia,accepted,TRUE
9807c25f-5407-4a01-8456-71edb33c4a70,genus,Animalia,t0015390,Pseudodiopsis,genus,Animalia,accepted,TRUE
063b76d8-90c0-4011-b437-c86dad9f535a,genus,Animalia,t0017255,Teleopsis,genus,Animalia,accepted,FALSE
0e4905ab-3c6b-49ae-881f-cb0b187a3cf1,genus,Animalia,t0015710,Rachicerus,genus,Animalia,accepted,TRUE
df0edf68-28e5-4cac-a052-fbbd3b37c7b3,genus,Animalia,t0015820,Rhegmoclema,genus,Animalia,accepted,TRUE
97015c96-f1bd-4a81-8c4d-834527f78acc,genus,Animalia,t0016146,Scatopsini,genus,Animalia,accepted,TRUE
656b5dec-fa28-44e3-a709-5bbb73d11c82,genus,Animalia,t0016154,Scenopinus,genus,Animalia,accepted,TRUE
0dfd27c0-76da-4426-9d5f-d40be28ef98e,genus,Animalia,t0016196,Sciarokeroplatus,genus,Animalia,accepted,TRUE
a37d3da6-5709-4ffb-b42c-9d649463538a,genus,Animalia,t0018189,Xenokeroplatus,genus,Animalia,accepted,TRUE
eb31334d-35f7-484c-8d43-3332aa9cd867,genus,Animalia,t0016436,Simulium,genus,Animalia,accepted,TRUE
d23dad80-6a55-4a0a-9dec-c839035d79b8,genus,Animalia,t0016564,Solva,genus,Animalia,accepted,TRUE
cc812dbb-16b1-42fb-b430-596c9be2d857,genus,Animalia,t0016860,Stilpon,genus,Animalia,accepted,TRUE
7388c99a-47b3-40c3-836c-86278c3e0138,genus,Animalia,t0016952,Suillia,genus,Animalia,accepted,TRUE
b90ddd91-4d98-4324-9a22-c9d4a933a199,genus,Animalia,t0016990,Symmerus,genus,Animalia,accepted,TRUE
eb112f3a-f00d-4809-bcc7-8bf27e726569,genus,Animalia,t0018175,Xenasteia,genus,Animalia,accepted,TRUE
7bef7956-4234-4904-a8a2-a09109d969b1,genus,Animalia,t0009311,Acetrella,genus,Animalia,accepted,TRUE
e24d78dc-af24-452b-8133-69432ce5c03f,genus,Animalia,t0009609,Alainites,genus,Animalia,accepted,TRUE
67dc2f6d-1640-4fa6-ae61-7546d758059a,genus,Animalia,t0010666,Baetiella,genus,Animalia,accepted,TRUE
4b59370c-c8ec-4565-8519-df2f2c404435,genus,Animalia,t0010667,Baetis,genus,Animalia,accepted,TRUE
2d44d1c1-36bc-4b54-96a0-f2aeecd54147,genus,Animalia,t0012049,Cloeon,genus,Animalia,accepted,TRUE
397750f0-2ef5-4b8c-9aa1-447a36cf97b2,genus,Animalia,t0021424,Labiobaetis,genus,Animalia,accepted,TRUE
5761f3c6-d49a-4d4a-847f-0c2b929f3458,genus,Animalia,t0013104,Nigrobaetis,genus,Animalia,accepted,TRUE
399e8d22-0e1b-4f55-837c-fdd456b93f3f,genus,Animalia,t0015172,Procloeon,genus,Animalia,accepted,TRUE
8b285db6-4d99-468d-a464-fb82748767da,genus,Animalia,t0017300,Tenuibaetis,genus,Animalia,accepted,TRUE
ce5760c2-68a9-42b9-8cd0-af7cdb0d3a6a,genus,Animalia,t0009524,Afronurus,genus,Animalia,accepted,TRUE
1c961121-cacc-47b7-8ed0-9d767143a909,genus,Animalia,t0019012,Ecdyonurus,genus,Animalia,accepted,TRUE
16b58ca4-f110-4437-af39-4ad1aacb06af,genus,Animalia,t0019122,Electrogena,genus,Animalia,accepted,TRUE
2d8f66a8-1e60-451b-a88d-508e5bcebb6a,genus,Animalia,t0019268,Epeorus,genus,Animalia,accepted,TRUE
8e1e5ca4-c576-4b28-bb0a-f8fb9e8863a8,genus,Animalia,t0015852,Rhithrogena,genus,Animalia,accepted,TRUE
934400ce-3373-46b0-897d-f76db896ccc2,genus,Animalia,t0009794,Ameletus,genus,Animalia,accepted,TRUE
30ef0e4f-ae4c-432f-9e71-283740ae7c9e,genus,Animalia,t0011166,Caenis,genus,Animalia,accepted,TRUE
2104b536-715e-49d1-9177-4ddf84e90f30,genus,Animalia,t0011859,Choroterpes,genus,Animalia,accepted,TRUE
5dd8d48f-794b-4099-aebf-0edc2e90474c,genus,Animalia,t0011860,Choroterpides,genus,Animalia,accepted,TRUE
71822a9b-3b29-4e4d-a4ef-edfc797992db,genus,Animalia,t0020344,Habrophlebia,genus,Animalia,accepted,TRUE
98f0dcb6-1e38-480f-8fbf-10cb3a0c0a7f,genus,Animalia,t0014001,Paraleptophlebia,genus,Animalia,accepted,TRUE
e9dec6f9-1fbc-405c-9729-777d475cf267,genus,Animalia,t0017458,Thraulus,genus,Animalia,accepted,TRUE
bf2a987a-35be-4029-9e96-00ac5b7d1866,genus,Animalia,t0011940,Cincticostella,genus,Animalia,accepted,TRUE
fb9c2d02-dce1-4ff8-ae44-45aab3d76cb1,genus,Animalia,t0019272,Ephacerella,genus,Animalia,accepted,TRUE
e63c7c2d-6e36-46e5-84f3-17b4cd1cfc95,genus,Animalia,t0021319,Kangella,genus,Animalia,accepted,TRUE
22c357d8-e778-4ef6-b274-50e9a757ef2b,genus,Animalia,t0017580,Torleya,genus,Animalia,accepted,TRUE
9a709a88-22cb-48a9-8367-ad4f1697fbef,genus,Animalia,t0017963,Uracanthella,genus,Animalia,accepted,TRUE
776ddfdc-23f0-4603-80a4-e02e1658e17c,genus,Animalia,t0019274,Ephemera,genus,Animalia,accepted,TRUE
007a1583-5aae-4963-80e5-9e4c96e27876,genus,Animalia,t0021213,Isonychia,genus,Animalia,accepted,TRUE
9388d696-3b61-4f4c-b406-e243a23717c4,genus,Animalia,t0015079,Potamanthus,genus,Animalia,accepted,TRUE
ba1ee36e-286f-49aa-8dcc-c12c1f4cf09f,genus,Animalia,t0009321,Acheron,genus,Animalia,accepted,TRUE
8127a549-127d-49ae-a949-1d6ad316b6a2,genus,Animalia,t0010398,Ascalaphus,genus,Animalia,accepted,TRUE
9585b50a-666c-4a38-a2cc-c67171bbf6e7,genus,Animalia,t0010399,Ascalohybris,genus,Animalia,accepted,TRUE
fae61f05-9b94-4bb1-91b6-380338eebf49,genus,Animalia,t0022235,Maezous,genus,Animalia,accepted,TRUE
e2f2d0b3-fa96-40b5-aec6-2f11b7b6d752,genus,Animalia,t0015249,Protidricerus,genus,Animalia,accepted,TRUE
d49633d8-c619-4702-817e-722dea02fea7,genus,Animalia,t0016969,Suphalomitus,genus,Animalia,accepted,TRUE
6ff03d85-69d5-4170-9c4c-481823a42d93,genus,Animalia,t0010008,Ankylopteryx,genus,Animalia,accepted,TRUE
d851b2d7-a0f0-44ea-a0c8-55b85678ad66,genus,Animalia,t0011884,Chrysocerca,genus,Animalia,accepted,TRUE
b0e51a0e-8df5-4bbf-99c2-3fd88b3684ae,genus,Animalia,t0011897,Chrysopa,genus,Animalia,accepted,TRUE
e55655b6-59a0-4254-862b-fa89eae23358,genus,Animalia,t0011898,Chrysoperla,genus,Animalia,accepted,TRUE
e6483336-a783-4439-a19a-5e3962981f51,genus,Animalia,t0021234,Italochrysa,genus,Animalia,accepted,TRUE
2a4e91fa-ef3b-44a2-aa82-2fadecf9c698,genus,Animalia,t0022267,Mallada,genus,Animalia,accepted,TRUE
72f98116-1730-4f6f-8dab-e597a8868b6c,genus,Animalia,t0012720,Nacaura,genus,Animalia,accepted,TRUE
1b661bb0-00e6-4620-b693-36603cc76c85,genus,Animalia,t0015782,Retipenna,genus,Animalia,accepted,TRUE
8a6d7895-ca38-42a6-b03b-6b767f123c63,genus,Animalia,t0016292,Semachrysa,genus,Animalia,accepted,TRUE
396cf3bc-2afd-4364-b54e-2d48b20b9545,genus,Animalia,t0016406,Signochrysa,genus,Animalia,accepted,TRUE
f6257f44-4259-4a72-8a57-1ddc85b096b9,genus,Animalia,t0017874,Tumeochrysa,genus,Animalia,accepted,TRUE
bac1ae76-462e-476e-b07f-e15974cb8a37,genus,Animalia,t0010597,Austroclimaciella,genus,Animalia,accepted,TRUE
ebf0c12e-68a5-417b-9951-53414864ef75,genus,Animalia,t0019492,Euclimacia,genus,Animalia,accepted,TRUE
3a9b1dc7-0dcd-4072-9c61-cc8c29595b1a,genus,Animalia,t0019559,Eumantispa,genus,Animalia,accepted,TRUE
4f9ddef9-9368-43e5-9cf3-12ca004ce3ad,genus,Animalia,t0012811,Necyla,genus,Animalia,accepted,TRUE
8d6d8102-f5ed-4b61-baf6-d8f528193516,genus,Animalia,t0010683,Baliga,genus,Animalia,accepted,TRUE
7b7b6395-2b67-432c-a599-d060355a3196,genus,Animalia,t0011525,Centroclisis,genus,Animalia,accepted,TRUE
6a15f60f-d825-4452-afbe-c3ef9f6fe3e4,genus,Animalia,t0012508,Cueta,genus,Animalia,accepted,TRUE
a26b1ed8-3684-4d5f-9eed-7955faf295b8,genus,Animalia,t0018505,Dendroleon,genus,Animalia,accepted,TRUE
0196f3ff-b1e5-47c9-af24-083edde5133e,genus,Animalia,t0018829,Distoleon,genus,Animalia,accepted,TRUE
845d406e-56ef-4ff2-95e3-33078caa5899,genus,Animalia,t0020036,Gatzara,genus,Animalia,accepted,TRUE
f80e4bc3-c4f0-46f9-897b-5d7f2c62f8a6,genus,Animalia,t0021584,Layahima,genus,Animalia,accepted,TRUE
