TT_taxonUUID,TT_taxonRank,TT_kingdom,TT_taiCOLNameCode,TT_simplifiedScientificName,TC_taxon_status
e49c0bb1-f9b9-424f-a07d-dc79ed75786c,species,Animalia,t0083191,Paralbunea dayriti,accepted
bab4d4ae-2fde-4cdb-bdc0-ffeae5e3960d,species,Animalia,t0070849,Aliaporcellana kikuchii,accepted
cf850ff0-f50f-4589-a1c9-8a4b49aa300a,species,Animalia,t0057615,Aliaporcellana suluensis,accepted
6c9300c5-ff3a-418d-8ca9-6d36190a0dc6,species,Animalia,t0070850,Aliaporcellana pygmaea,accepted
7f42ed1a-e62a-4f2c-a59c-b58814d12583,species,Animalia,t0028907,Enosteoides ornatus,accepted
d2792a46-274f-42af-a49f-e2142474c575,species,Animalia,t0027514,Lissoporcellana quadrilobata,accepted
8c82b421-79de-4657-9ca0-49b614bf5d55,species,Animalia,t0027515,Lissoporcellana spinuligera,accepted
e8132cf8-0cf5-46dd-a1d3-2b0aac3fbd69,species,Animalia,t0067683,Lissoporcellana streptochiroides,accepted
3e73a0c5-1078-4056-9b0c-cafc09f7dad8,species,Animalia,t0031068,Neopetrolisthes maculatus,accepted
b8430127-6659-43e3-aebf-10080e242554,species,Animalia,t0081326,Neopetrolisthes spinatus,accepted
ee0c424a-5884-4c90-a1a3-9d5b5cd27fe5,species,Animalia,t0081848,Novorostrum indicum,accepted
9386fe2e-b540-4608-91df-defae4ed026e,species,Animalia,t0081849,Novorostrum securiger,accepted
f84f72dd-c238-4656-9b1a-c2733d293abe,species,Animalia,t0031429,Pachycheles garciaensis,accepted
ccd3613d-1313-4d19-aa0b-5521e7c17667,species,Animalia,t0082700,Pachycheles pectinicarpus,accepted
68893e75-9f54-4dc8-b4ad-97ccb5257520,species,Animalia,t0082701,Pachycheles pisoides,accepted
2d0be707-0bfa-431e-9547-6e34b54c1873,species,Animalia,t0082702,Pachycheles sculptus,accepted
0ef36302-d543-430b-960d-9c85f99b669a,species,Animalia,t0031766,Petrolisthes asiaticus,accepted
c1802b57-e4c9-40eb-b0b8-771c9e773044,species,Animalia,t0083880,Petrolisthes borradailei,accepted
26894755-7ae3-48b1-870f-ea827c875832,species,Animalia,t0083881,Petrolisthes carinipes,accepted
994fb12f-419c-49b7-a5cf-9b749331b25a,species,Animalia,t0031767,Petrolisthes coccineus,accepted
51eb1990-8959-41b3-8fc4-437ea2758fdb,species,Animalia,t0083883,Petrolisthes extremus,accepted
e22a6cd0-206a-4be7-8357-9fd7e3355637,species,Animalia,t0083884,Petrolisthes hastatus,accepted
74dd7067-ddeb-482c-83a2-7a75719ae9dd,species,Animalia,t0083885,Petrolisthes haswelli,accepted
5b8f8a8a-22bd-4705-8075-067fdf2c7ac8,species,Animalia,t0083887,Petrolisthes japonicus,accepted
efc3e4f7-de50-44de-b277-57f6de68db8e,species,Animalia,t0031768,Petrolisthes lamarckii,accepted
cd8008da-3665-45fe-bbd5-d537142bceab,species,Animalia,t0031769,Petrolisthes militaris,accepted
3baf4892-8e78-453a-88dc-1c7f173fa0a0,species,Animalia,t0083888,Petrolisthes miyakei,accepted
1b46332c-c25b-4434-95ae-43c4b0aa173a,species,Animalia,t0083889,Petrolisthes moluccensis,accepted
f5cfc36b-2a36-4080-8cf8-69516bd8923f,species,Animalia,t0083891,Petrolisthes pubescens,accepted
bd32a751-9bbf-4b05-8437-d6b7a776be6c,species,Animalia,t0083892,Petrolisthes scabriculus,accepted
b8e96f55-f89e-466d-90ce-0742070f0dad,species,Animalia,t0083893,Petrolisthes tomentosus,accepted
b8b70bec-ba42-4d9f-bbcd-f0f4ac05a79d,species,Animalia,t0083894,Petrolisthes unilobatus,accepted
8197801b-c109-4ff0-959a-c9fbc4ff8716,species,Animalia,t0083882,Petrolisthes decacanthus,accepted
34a77dd9-e706-4b6c-8cf3-4808b2a812d4,species,Animalia,t0083886,Petrolisthes heterochrous,accepted
6b58da31-9dff-40b6-9789-8b9c8cd38498,species,Animalia,t0083890,Petrolisthes obtusifrons,accepted
3ab5709f-976a-4888-a1d2-06a2eaa5f350,species,Animalia,t0031934,Pisidia dispar,accepted
f4e1e3f8-8dba-400a-9fac-5ee9a8437522,species,Animalia,t0031935,Pisidia serratifrons,accepted
01555eb9-82a9-4319-aa3c-aa6b94cb9355,species,Animalia,t0036418,Polyonyx sinensis,accepted
c85c95da-400f-40bf-877f-6ea78a3512ca,species,Animalia,t0032059,Polyonyx obesulus,accepted
fd15d604-c5bd-4a9a-838c-e666f11f7588,species,Animalia,t0032088,Porcellanella triloba,accepted
fc312b53-d377-46ed-860e-db615cfa3279,species,Animalia,t0037636,Raphidopus ciliatus,accepted
859d917c-44e2-4ef0-9a93-24d380e268e1,species,Animalia,t0070888,Alloeopagurodes spiniacicula,accepted
edc62e92-17ed-4b7b-9790-a49db88cfb82,species,Animalia,t0057902,Bathypaguropsis kuroshioensis,accepted
075e0bd1-2a7c-43b1-9d8d-52bfd7532801,species,Animalia,t0077601,Catapaguroides microps,accepted
4d7aaeb2-1850-4ab9-891c-87082b617df0,species,Animalia,t0030192,Catapagurus misakiensis,accepted
0a22f223-c72a-4779-bd4a-da59c2ae9338,species,Animalia,t0077909,Cestopagurus puniceus,accepted
dafb0638-066d-45b9-93b2-e7d1d6e4da40,species,Animalia,t0077975,Chanopagurus atopos,accepted
a05dd33c-c939-4e3c-b58e-e5df61e2c5c7,species,Animalia,t0061329,Dentalopagurus rutilocinctus,accepted
3106e2b1-7cf0-4552-b801-e3f09c5b170c,species,Animalia,t0030954,Diacanthurus ophthalmicus,accepted
c68017ba-a3ee-4a1f-8b1b-f83fbbe00473,species,Animalia,t0066152,Icelopagurus crosnieri,accepted
528c77d9-25f0-4a7d-a3cd-0bcc5450202a,species,Animalia,t0069216,Michelopagurus limatulus,accepted
b03f9f46-63bc-45ed-9310-378995d41ed4,species,Animalia,t0081088,Nematopagurus lepidochirus,accepted
ac37b706-27c1-4160-87f3-96e07d2a3351,species,Animalia,t0081091,Nematopagurus spinulosensoris,accepted
9a387808-0652-48e5-9906-5bca38f11193,species,Animalia,t0028263,Nematopagurus tricarinatus,accepted
ea24b69e-b303-4517-94c6-b8be54f1ac44,species,Animalia,t0081092,Nematopagurus spongioparticeps,accepted
e7ab1753-2506-4737-9999-f7a73a6a17bf,species,Animalia,t0081087,Nematopagurus kosiensis,accepted
8568e5b4-ff72-4447-90ee-126da8da5c91,species,Animalia,t0081086,Nematopagurus australis,accepted
d3f1a912-6847-4592-a823-f379eeee51bb,species,Animalia,t0081089,Nematopagurus meiringae,accepted
95b9712f-4091-43fb-bc09-51311b4df8df,species,Animalia,t0081090,Nematopagurus ostlingochirus,accepted
e527192a-68ff-429b-8f59-bb9ce77f65ab,species,Animalia,t0082798,Pagurixus ruber,accepted
8313ca29-086a-4faa-980f-16be8bd291fa,species,Animalia,t0082799,Pagurodofleinia doederleini,accepted
c225bf96-d045-4e9a-99da-f087af999a82,species,Animalia,t0082800,Pagurus confusus,accepted
76400b1c-b086-439a-9929-0122cc5ef65b,species,Animalia,t0031441,Pagurus japonicus,accepted
9bb3675b-c83e-48c6-8a40-d3b2ee61cbf5,species,Animalia,t0082808,Pagurus similis,accepted
44123c1a-5176-4a95-a5ed-0575453c8c94,species,Animalia,t0031440,Pagurus conformis,accepted
254c9103-f7a6-4165-b78e-7ba608b5c333,species,Animalia,t0082807,Pagurus pitagsaleei,accepted
1ec91bd5-7244-4199-8ace-9b70d6262726,species,Animalia,t0082803,Pagurus kulkarnii,accepted
1ed34609-d0cb-4eb4-bf92-df926824b7b0,species,Animalia,t0082802,Pagurus imafukui,accepted
463247bf-b1ad-45f2-af14-2063e5cddec3,species,Animalia,t0031442,Pagurus nipponensis,accepted
660edbc2-b635-4852-a41f-9b126f9d6ed0,species,Animalia,t0082805,Pagurus minutus,accepted
1dd92ea9-7ce8-4b1b-ad96-467671fd4b11,species,Animalia,t0031439,Pagurus angustus,accepted
00ef824f-a625-4166-88be-c68884d97b48,species,Animalia,t0082806,Pagurus nigrivittatus,accepted
8efdc796-13cc-43ee-95a0-eb6914524fb9,species,Animalia,t0082804,Pagurus luticola,accepted
bd53f2e6-d42e-421b-a165-9d6047f77985,species,Animalia,t0032157,Propagurus miyakei,accepted
8bc9cd05-bf76-4f26-948a-8cde0af0e46d,species,Animalia,t0032158,Propagurus obtusiforns,accepted
5264de54-78ca-4cd2-8cbc-683212982de7,species,Animalia,t0037473,Pylopaguropsis pustulosa,accepted
54f79ba4-8bf2-4f81-96da-93d6911789fd,species,Animalia,t0037474,Pylopaguropsis zebra,accepted
32a3744d-0cb2-45d4-9a28-202218ea1549,species,Animalia,t0039484,Spiropagurus spiriger,accepted
c160cefa-bb4c-4a81-8f7b-4b58bbf00c53,species,Animalia,t0039483,Spiropagurus profundorum,accepted
27723964-6d82-494e-92a0-9500205595d3,species,Animalia,t0033427,Tomopaguroides valdividae,accepted
9f1b5690-9a28-4ec3-a5fc-320bf4787419,species,Animalia,t0070962,Alpheus canaliculatus,accepted
03560ead-8de9-4e6e-a436-51634068073c,species,Animalia,t0070973,Alpheus kagoshimanus,accepted
d1babe74-d52c-4486-9971-ebfc28f28b06,species,Animalia,t0070959,Alpheus bidens,accepted
2beda153-0df0-441a-b0cb-8f2b847a503c,species,Animalia,t0070960,Alpheus bisincisus,accepted
bb363b32-e0bc-4174-ab06-369ee7affd89,species,Animalia,t0070961,Alpheus brevicristatus,accepted
a1ccdf3f-e71b-4cb6-8bf8-5051d3f5ed43,species,Animalia,t0070963,Alpheus collumianus,accepted
f146eea8-360f-4ceb-8410-a2ee30c9a75b,species,Animalia,t0070964,Alpheus compressus,accepted
bcf33ad9-779f-4043-b725-16182a16b194,species,Animalia,t0070965,Alpheus diadema,accepted
45f55a72-3fe8-499a-b88b-a9ff7cffae35,species,Animalia,t0070966,Alpheus distinguendus,accepted
c540b6f4-50f0-4603-a7b1-20dd47950b14,species,Animalia,t0070967,Alpheus djiboutensis,accepted
774eea79-3075-4841-a567-a814a03d38b7,species,Animalia,t0070968,Alpheus edwardsii,accepted
1725107f-3ddb-4dc7-9b9d-60920305f849,species,Animalia,t0070969,Alpheus euphrosyne,accepted
62ac7266-c8a5-4630-ab7d-3c28f369dba8,species,Animalia,t0070970,Alpheus gracilis,accepted
cd4ecd6f-e1d7-4c12-a9b8-52dca4673e97,species,Animalia,t0070972,Alpheus inopinatus,accepted
2f9dff9f-1af3-479e-934f-a392fbed906c,species,Animalia,t0070974,Alpheus leviusculus,accepted
bd56b724-81c2-4667-b6f0-1032576da3df,species,Animalia,t0070975,Alpheus lobidens,accepted
614fc4cd-f8f5-4690-8779-ee1b273e55b8,species,Animalia,t0070976,Alpheus lottini,accepted
1a1d9dcd-c140-4e04-ac96-69823b3294ca,species,Animalia,t0070977,Alpheus macroskeles,accepted
235e3392-eb44-4d43-ab29-3df4453ca571,species,Animalia,t0070978,Alpheus mitis,accepted
c43de843-e4f1-41cb-a98b-d4da851b36ed,species,Animalia,t0070979,Alpheus obesomanus,accepted
a85ae74b-645a-4714-8859-a5f4ec5a72ff,species,Animalia,t0070980,Alpheus pacificus,accepted
95bdc843-b3da-4e29-9bf3-fa1a7c9fdcc1,species,Animalia,t0070981,Alpheus paracrinitus,accepted
196facc9-70d0-4502-8dde-e9c928d6ebf4,species,Animalia,t0070985,Alpheus rapax,accepted
cbf0bb9f-4b5c-44da-80ef-f1bbbde84f2c,species,Animalia,t0070986,Alpheus savuensis,accepted
3164fdd7-9d66-4b06-8c08-0e942bb4e96b,species,Animalia,t0070987,Alpheus spatulatus,accepted
741ba095-ba3e-4d34-944e-346073c42571,species,Animalia,t0070988,Alpheus splendidus,accepted
b89cd2e9-e982-485c-959d-74bec4a60300,species,Animalia,t0070989,Alpheus strenuus,accepted
102871dc-62e6-47f3-af92-4b5f33b0f2a2,species,Animalia,t0070990,Alpheus sulcatus,accepted
2d833182-d17a-45cb-b37c-a67d5854533f,species,Animalia,t0070983,Alpheus randalli,accepted
1453032f-e9a6-4720-bb0e-d86584b65580,species,Animalia,t0072742,Automate dolichognatha,accepted
a5d8ec5f-9add-4f50-943b-f330ad9b0c37,species,Animalia,t0076456,Betaeus granulimanus,accepted
6e0440af-1834-45ab-81b2-6e18aff48102,species,Animalia,t0069102,Metalpheus paragracilis,accepted
c6cd1475-c048-4da6-b0cd-1e8ecfb4d2bd,species,Animalia,t0033044,Stenalpheops crangonus,accepted
f677fc9c-efa8-4f04-bc62-276d9c54d177,species,Animalia,t0046462,Synalpheus charon,accepted
b24265ed-d419-4c75-9288-42d43cee4132,species,Animalia,t0071017,Alvinocaridinides formosa,accepted
9a33fafa-c3ec-4a51-bd56-3daf7810046b,species,Animalia,t0071018,Alvinocaris chelys,accepted
21a1a956-1cb9-41fe-9cb1-f2a4d615111b,species,Animalia,t0071095,Ambiaxius foveolatus,accepted
563d344b-7d47-4da9-b4df-4a46f8694e86,species,Animalia,t0071096,Ambiaxius franklinae,accepted
1f961c75-2ee4-438d-8e5c-cc17e0b5c1ec,species,Animalia,t0071097,Ambiaxius propinquus,accepted
67fdfafa-acab-404e-b15a-c665a2e6076f,species,Animalia,t0077034,Calastacus crosnieri,accepted
8beb0db6-dee5-483c-a4e6-c8c1a1831c72,species,Animalia,t0077036,Calastacus laevis,accepted
6a1fa958-4692-4676-a1e7-38353bb11325,species,Animalia,t0077035,Calastacus formosus,accepted
241f60fc-e1f1-401e-8ca1-49dbeec30dc6,species,Animalia,t0077037,Calaxiopsis manuingi,accepted
660b447f-b7ca-4efc-8679-4233aefdf7d8,species,Animalia,t0077038,Calaxiopsis serrata,accepted
a0952d66-bc28-4a4a-b393-5d995d96927c,species,Animalia,t0071525,Aniculus maximus,accepted
b288ecf7-f063-47d1-84e3-b9f6f6117228,species,Animalia,t0071526,Aniculus miyakei,accepted
64c9d5a5-b1a3-4b87-91c1-79161588507e,species,Animalia,t0071527,Aniculus retipes,accepted
d0051d2a-2914-480f-b233-6402b3e88990,species,Animalia,t0071528,Aniculus ursus,accepted
054f3274-521f-4af9-8c9b-f49c385ef08e,species,Animalia,t0077042,Calcinus elegans,accepted
5c9b7349-d55f-4781-85e3-ffcec374cb6a,species,Animalia,t0077043,Calcinus gaimardii,accepted
15044829-f785-4320-a833-082500755da9,species,Animalia,t0077044,Calcinus guamensis,accepted
c706bddf-28a5-4298-935e-a1acd57c21b4,species,Animalia,t0077045,Calcinus laevimanus,accepted
3637a89c-d6fc-4b37-9a51-c90e2d5f0b83,species,Animalia,t0030023,Calcinus latens,accepted
9de20f4c-6739-4353-9ea7-a50cf3e604aa,species,Animalia,t0077046,Calcinus lineapropodus,accepted
3f75ce3b-7e9d-4507-8afe-f6383760e2ca,species,Animalia,t0077047,Calcinus minutus,accepted
83ca4baf-733a-4a25-bc9b-80b55a061acd,species,Animalia,t0077049,Calcinus pulcher,accepted
0fc99e7f-8ccb-42fa-afd3-585090bcf0d1,species,Animalia,t0077050,Calcinus seurati,accepted
e434207c-0817-41da-8374-6fb133dc8c05,species,Animalia,t0077051,Calcinus vachoni,accepted
a4a4c269-1aa6-4ccd-b8b2-1ebdb37c3bb2,species,Animalia,t0077048,Calcinus morgani,accepted
9982073f-dd62-4b59-92ad-402511dbcf04,species,Animalia,t0078465,Ciliopagurus strigatus,accepted
d15859ca-843a-45c6-94e5-5830141eaab6,species,Animalia,t0078463,Ciliopagurus babai,accepted
2f004b98-8aa2-430a-a863-eff67def0b85,species,Animalia,t0078464,Ciliopagurus krempfi,accepted
a92b3754-680c-4aeb-b8a3-96ee9fa37dad,species,Animalia,t0078717,Clibanarius arethusa,accepted
f6237dad-0bab-49d6-b156-e9574531e7f9,species,Animalia,t0078718,Clibanarius corallinus,accepted
915b9e48-8774-46ba-91f1-b77793b6d8f0,species,Animalia,t0078719,Clibanarius englaucus,accepted
71e7f8c9-6200-42c2-8a68-64eab1232192,species,Animalia,t0078720,Clibanarius eurysternus,accepted
8ca45e63-8a8a-4ef7-aafd-a62b394537ec,species,Animalia,t0078721,Clibanarius humilis,accepted
e9162cce-4ed0-4a7c-965a-57a315982ac4,species,Animalia,t0078722,Clibanarius infraspinatus,accepted
032492b2-0df0-4de8-922c-b9aa731689e7,species,Animalia,t0078723,Clibanarius longitarsus,accepted
2cd714a9-a130-4b45-b013-bc057a52b9f4,species,Animalia,t0078727,Clibanarius striolatus,accepted
a719678d-bdf3-47e3-80ef-dd4016e50791,species,Animalia,t0078728,Clibanarius virescens,accepted
e72586d4-5220-4c7d-afae-6827aaed5f5c,species,Animalia,t0078726,Clibanarius snelliusi,accepted
9e7bc84f-1d5f-4e47-b00d-7f4a97e5ae16,species,Animalia,t0078725,Clibanarius ransoni,accepted
40009f75-dc03-4408-8638-438f315d4445,species,Animalia,t0078724,Clibanarius merguiensis,accepted
25edaa52-2ee2-453c-bc05-b5df77ec1442,species,Animalia,t0061138,Dardanus arrosor,accepted
89791e35-f827-43d0-b10d-487d9c57b79a,species,Animalia,t0030894,Dardanus aspersus,accepted
9e44e3c7-99d2-4bf8-8956-53065de87c5e,species,Animalia,t0030895,Dardanus crassimanus,accepted
5e683ba0-328e-4187-b328-240cc7718ae6,species,Animalia,t0030896,Dardanus deformis,accepted
da34f8d4-e94e-4faa-9795-c5d39b9bb957,species,Animalia,t0061139,Dardanus gemmatus,accepted
365d42ff-784d-4706-8e13-a46713c52e8a,species,Animalia,t0061140,Dardanus guttatus,accepted
bfb5207c-7d51-4cc2-b1ad-375864ede42f,species,Animalia,t0061141,Dardanus hessii,accepted
72f081a4-d312-4a35-8ca5-011d5f3a001d,species,Animalia,t0061142,Dardanus impressus,accepted
82f70647-ceb7-428e-886d-9434085ca036,species,Animalia,t0030897,Dardanus lagopodes,accepted
0f2d95ac-63ba-42d9-a806-64466e7711bb,species,Animalia,t0061143,Dardanus megistos,accepted
07299430-c402-4f88-b9f9-0ea013188936,species,Animalia,t0030898,Dardanus pedunculatus,accepted
41ab8612-38f7-47ae-bbde-d5417f452ce3,species,Animalia,t0061144,Dardanus setifer,accepted
aec6db18-fe68-4e15-875e-027e21414b5c,species,Animalia,t0061654,Diogenes edwardsii,accepted
5e42d6c6-ebfa-493c-8c95-a65efe1c1f7e,species,Animalia,t0061657,Diogenes penicillatus,accepted
31c707e6-411d-406d-b1ef-5ab22cd3a0a1,species,Animalia,t0061659,Diogenes spinifrons,accepted
eec05e96-6f12-4e06-a342-162c4b7179de,species,Animalia,t0061655,Diogenes jubatus,accepted
4d73a9a7-2bff-4f85-9c98-57f19ad300d1,species,Animalia,t0061660,Diogenes tumidus,accepted
7c757e60-a3af-4cca-8178-81c5ec0ad351,species,Animalia,t0061653,Diogenes avarus,accepted
241a98fb-22f0-44f5-9060-96054412a66d,species,Animalia,t0061656,Diogenes nitidimanus,accepted
f768db9b-d75c-429e-bb79-aad8e8917d66,species,Animalia,t0061658,Diogenes rectimanus,accepted
433ee18b-26c3-4343-a59f-c7790f7611aa,species,Animalia,t0082789,Paguristes acanthomerus,accepted
0501e24c-21e2-4632-a9c6-2dba2194fee2,species,Animalia,t0082790,Paguristes albimaculatus,accepted
42f28e77-507c-4c29-9be7-657b980e9161,species,Animalia,t0082795,Paguristes palythophilus,accepted
f15e82ed-f1a1-47c3-99f1-0116f3116201,species,Animalia,t0082796,Paguristes seminudus,accepted
d0ea239b-5acd-4022-87d7-f4ca3876a92c,species,Animalia,t0082797,Paguristes versus,accepted
082a49ba-b538-46da-a315-250e0e96f2db,species,Animalia,t0082792,Paguristes arostratus,accepted
dad5b1ce-2203-47ac-9233-ceff1bddcab3,species,Animalia,t0082793,Paguristes calvus,accepted
06e12c0d-f900-491d-95bd-1b030566241b,species,Animalia,t0082794,Paguristes doederleini,accepted
5a20ad20-f5c9-43b1-9c32-b77b246399e3,species,Animalia,t0082791,Paguristes antennarius,accepted
542cea0a-aec9-4f54-bea8-16ea40f01ca1,species,Animalia,t0031438,Paguristes puniceus,accepted
0b2a3c40-710b-46d7-b5b1-53ad70b8c577,species,Animalia,t0046258,Paguristes miyakei,accepted
6fca24c9-85ee-45fc-8083-9ff73c4fa26e,species,Animalia,t0033092,Strigopagurus boreonotus,accepted
ab7fbf1f-bf88-4eba-b79c-9f123580a431,species,Animalia,t0072130,Arcania elongata,accepted
4fd4a2e2-3e4c-4df9-9f6e-60a6cda766d6,species,Animalia,t0072131,Arcania heptacantha,accepted
40b4394a-1f13-4b9c-84b5-66f5ff5f44aa,species,Animalia,t0057737,Arcania gracilis,accepted
483844da-11f8-4883-8d7c-08afc0f9b982,species,Animalia,t0057738,Arcania septemspinosa,accepted
b28c7f42-7356-4132-8d06-221f95163da5,species,Animalia,t0072135,Arcania undecimspinosa,accepted
e1af5fa2-28c8-468a-9284-5d0bb939442a,species,Animalia,t0072133,Arcania sagamiensis,accepted
d31bc9f6-ae82-400a-8166-d417856dab06,species,Animalia,t0079340,Coralliocryptus caementa,accepted
2581bf10-9868-4cce-8de9-3130c60a1f5a,species,Animalia,t0065521,Heteronucia laminata,accepted
d24e79d5-17e3-4efa-851d-32f2d3752a48,species,Animalia,t0065603,Hiplyra platycheir,accepted
955dee5c-e8b6-4267-83c0-199f04f1f06f,species,Animalia,t0066311,Iphiculus spongiosus,accepted
98708976-fff9-4d60-8ec4-b470e6925514,species,Animalia,t0066415,Ixa cylindrus,accepted
236283f4-21f6-4c3b-b4d0-8ff27e9b6075,species,Animalia,t0066416,Ixa edwardsii,accepted
0a11fa93-652c-4e23-93be-5f200aaa3762,species,Animalia,t0066417,Ixa inermis,accepted
e4940f3d-7739-4491-94c2-254d24b156be,species,Animalia,t0066426,Ixoides cornutus,accepted
9d54a83d-74e6-41d9-b911-7d55680c2aa8,species,Animalia,t0027441,Leucosia anatum,accepted
0fb8345b-cc8d-4ba9-b6fb-e3f0c441b40e,species,Animalia,t0027442,Leucosia craniolaris,accepted
ff9aeb23-9bd8-433d-92b2-513d1ba771e8,species,Animalia,t0067347,Leucosia formosensis,accepted
42f19031-4797-44d7-bf4f-019f0eb6074b,species,Animalia,t0028446,Urnalana haematosticta,accepted
6b75d73f-980c-482d-aafd-5e9c60602b65,species,Animalia,t0038852,Seulocia rhomboidalis,accepted
eb6638f5-db30-4b15-928c-93aa63dd92c5,species,Animalia,t0063252,Euclosiana unidentata,accepted
f3982a0e-dfdf-4061-bb9e-ff10e9945e63,species,Animalia,t0032816,Seulocia latirostrata,accepted
6bf81568-391a-43c1-b405-639eae9622f9,species,Animalia,t0080800,Myra affinis,accepted
0e1d0fe9-36a4-4a24-aa18-14cab15571b2,species,Animalia,t0080801,Myra biconica,accepted
7fa588a9-6da2-476c-9f37-446101fe0e27,species,Animalia,t0028154,Myra fugax,accepted
f86c5490-faba-4522-9bfd-f987d0bf4a0e,species,Animalia,t0081881,Nursia plicata,accepted
34ef8744-a716-423b-acb6-76f559820115,species,Animalia,t0082396,Oreotlos latus,accepted
f6df1b71-664b-4b3f-802b-d5dd50d88995,species,Animalia,t0083489,Parilia major,accepted
62d5a6a8-7943-46d1-9888-688b8ec2ff01,species,Animalia,t0031616,Pariphiculus mariannae,accepted
317a7e81-d874-4e6c-bb09-552b37b2947c,species,Animalia,t0068165,Lyphira heterograna,accepted
3089b19a-64da-4101-9c11-102a1820e50f,species,Animalia,t0037489,Pyrhila pisum,accepted
6cdff51a-fde8-4f06-8a45-26df220b3145,species,Animalia,t0084141,Philyra tuberculosa,accepted
99290c34-f02a-4702-9cce-fe8e039890ec,species,Animalia,t0033422,Tokoyo eburnea,accepted
7ab23229-8f7b-4b0a-bbac-edb0299e2710,species,Animalia,t0048413,Urashima pustuloides,accepted
8f403d86-d00e-4e69-b4b7-aff6bf771946,species,Animalia,t0046757,Tanaoa pustulosa,accepted
51e9e537-437f-4ea0-b91a-f38522fcf20a,species,Animalia,t0032432,Raylilia uenoi,accepted
99dfb7ea-3a68-4719-9939-b101de73d1dd,species,Animalia,t0048414,Urnalana erythema,accepted
43e48380-1b57-44a8-a6ea-74f6f6795bd2,species,Animalia,t0048415,Urnalana hirsuta,accepted
43095702-1848-4672-bec5-e08fd8a4dde4,species,Animalia,t0048417,Urnalana purarensis,accepted
8dbf1148-bf79-4d6d-ae37-263cdf7faf40,species,Animalia,t0057758,Aristaeomorpha foliacea,accepted
aebcac44-2d4f-45ca-8434-6406ce86b7c3,species,Animalia,t0057759,Aristaeopsis edwardsiana,accepted
366eb95a-3051-4bae-bee9-f58d80da08b7,species,Animalia,t0072241,Aristeus mabahissae,accepted
bc4fe31c-ae33-4e9f-a990-c9a7dc865563,species,Animalia,t0072242,Aristeus pallidicauda,accepted
c54330df-0fbc-4d93-b40e-200fb6a2d6c6,species,Animalia,t0057760,Aristeus virilis,accepted
0531dac6-32ad-4ed7-aa5e-c5d81f74eaf9,species,Animalia,t0065428,Hepomadus glacialis,accepted
29538fd5-15a9-4967-bec7-5a7458ab9d0c,species,Animalia,t0083144,Parahepomadus vaubani,accepted
247c18af-1cc7-48b0-9352-f7b5dba8a31f,species,Animalia,t0030268,Cerataspis monstrosus,accepted
350f711d-6f17-44e1-bd23-19a6e22a0fe1,species,Animalia,t0072337,Ashtoret maculata,accepted
9dbd37e3-f7a8-4857-95f9-48ee689381e6,species,Animalia,t0072338,Ashtoret miersi,accepted
96e9ccb2-b610-4afd-be39-278df8756397,species,Animalia,t0066427,Izanami curtispina,accepted
b9fb5553-883b-4b63-8a45-2c494c06dac1,species,Animalia,t0027799,Matuta planipes,accepted
754bf44c-6429-4d25-b305-d252d65553db,species,Animalia,t0068573,Matuta victor,accepted
f79c28a8-bd80-495c-b904-0c7f058830e7,species,Animalia,t0081441,Neoxenophthalmus obscurus,accepted
58477214-6201-48e7-ad1a-f8e3c89b61ce,species,Animalia,t0084478,Pinnotheres boninensis,accepted
f3f6f3c4-98ac-460b-8969-be43cbaf2de1,species,Animalia,t0084480,Pinnotheres parvulus,accepted
7913616c-be3f-46ba-a8e8-a13418a8666c,species,Animalia,t0084481,Pinnotheres taichungae,accepted
762bbb64-91da-4770-b150-927f8c9989ad,species,Animalia,t0084482,Pinnotheres tsingtaoensis,accepted
992fe2a3-8439-4244-9bbd-404b241c33ac,species,Animalia,t0072608,Atyopsis spinipes,accepted
d9ef8371-0139-4c22-abdf-c240e6d86ea6,species,Animalia,t0072714,Australatya obscura,accepted
50ba3771-3fc1-4cfa-9a46-2c2d8ed3a3c9,species,Animalia,t0077482,Caridina brevicarpalis,accepted
aa35e83c-d4fd-4252-9260-41d9ec089eb0,species,Animalia,t0077483,Caridina faciata,accepted
92a9e60b-d074-4188-845f-de90db8bb56e,species,Animalia,t0077484,Caridina formosae,accepted
b5c4dc66-e040-448d-96f8-be68fb433239,species,Animalia,t0030178,Caridina multidentata,accepted
e63cbbb4-811d-4a3f-9d55-edd26b5c1933,species,Animalia,t0077486,Caridina longirostris,accepted
e52f4ee7-77d0-44db-aa03-448ce2dd9a04,species,Animalia,t0077489,Caridina pseudodenticulata,accepted
053a8e34-3f84-4ef2-bc80-76846825f46b,species,Animalia,t0077490,Caridina serrata,accepted
e0e2a13d-85ee-4e42-9417-9e29bf84be8a,species,Animalia,t0077491,Caridina serratirostris,accepted
3e322c0c-ed03-4653-bfa6-7b67c7737bf5,species,Animalia,t0077492,Caridina typus,accepted
a228faa6-1482-4af7-bbe0-92a2fe48a170,species,Animalia,t0077493,Caridina villadolidi,accepted
dc213681-8d9f-4c6f-bf53-f25590c960ca,species,Animalia,t0077494,Caridina weberi,accepted
2c0f4e38-7fd4-49d1-ba2a-e50ef9b7085b,species,Animalia,t0046197,Caridina cantonensis,accepted
7a1c489d-52cd-4d93-b065-0723188dc621,species,Animalia,t0081137,Neocaridina denticulata,accepted
ba08a9b6-349b-4fae-8523-7e5f0c0e51c3,species,Animalia,t0081139,Neocaridina saccam,accepted
