TT_taxonUUID,TT_taxonRank,TT_kingdom,TT_taiCOLNameCode,TT_simplifiedScientificName,taicol_taxon_id,taicol_status
cb98fe64-7a6d-44f8-af2f-5b4851efeb58,genus,Protozoa,"",Balladyna,"list(taxon_id = ""t0006537""","taicol_name_status = ""accepted"""
ed958277-69ff-430d-94c2-770b4c30ec77,genus,Protozoa,"",Euplotes,"list(taxon_id = ""t0006635""","taicol_name_status = ""accepted"""
a05559e1-8d73-4c26-8946-ae29f5c3bf01,genus,Protozoa,"",Oxytricha,"list(taxon_id = ""t0006750""","taicol_name_status = ""accepted"""
c98d8110-a673-4f42-b617-77cd8546acc1,genus,Protozoa,"",Stylonychia,"list(taxon_id = ""t0006865""","taicol_name_status = ""accepted"""
043754d8-0080-4108-9115-7934a1232d90,genus,Protozoa,"",Blepharisma,"list(taxon_id = ""t0006542""","taicol_name_status = ""accepted"""
8caa6ded-7a61-45f3-9584-f0693bfc4b1e,genus,Protozoa,"",Spirostomum,"list(taxon_id = ""t0006845""","taicol_name_status = ""accepted"""
862208fc-5159-4829-929e-8ea860e28002,genus,Protozoa,"",Metopus,"list(taxon_id = ""t0006722""","taicol_name_status = ""accepted"""
c92635ac-c315-4189-9cd5-6216f7e030fe,genus,Protozoa,"",Bursaria,"list(taxon_id = ""t0006552""","taicol_name_status = ""accepted"""
63b6aeb5-5e64-403e-b337-15d425d901b7,genus,Protozoa,"",Cononellopsis,[],
f61788f5-4d47-4a3a-b920-766434f22ac3,genus,Protozoa,"",Cyrtostrombidium,"list(taxon_id = ""t0006597""","taicol_name_status = ""accepted"""
7c31b743-1386-49ed-8843-c463dd22e587,genus,Protozoa,"",Favella,"list(taxon_id = ""t0006637""","taicol_name_status = ""accepted"""
3a948ca4-19b0-49f3-ae05-b0c9748fa9ac,genus,Protozoa,"",Halteria,"list(taxon_id = ""t0006669""","taicol_name_status = ""accepted"""
6c51dde1-26ca-4741-9f59-9e299e388109,genus,Protozoa,"",Leprotintinnus,"list(taxon_id = ""t0006701""","taicol_name_status = ""accepted"""
22fe4c1b-116f-4f8b-8743-ddbeb13e5e46,genus,Protozoa,"",Tintinnidium,"list(taxon_id = ""t0006878""","taicol_name_status = ""accepted"""
2cc43b61-49cd-42c8-b429-3081fd109f43,genus,Protozoa,"",Spirotontonia,"list(taxon_id = ""t0006846""","taicol_name_status = ""accepted"""
7514d584-916f-47cf-84e1-f88894e1ccc8,genus,Protozoa,"",Stentor,"list(taxon_id = ""t0006855""","taicol_name_status = ""accepted"""
fe62e4fe-ae4e-4b55-9dac-20f9a128cfaf,genus,Protozoa,"",Tintinnopsis,"list(taxon_id = ""t0006879""","taicol_name_status = ""accepted"""
224d6420-6311-43b7-aa4e-7d51e8343233,genus,Protozoa,"",Tintinopsis,[],
0f060d47-4ba0-4296-8a57-cb71ecffb614,genus,Protozoa,"",Carchesium,"list(taxon_id = ""t0006558""","taicol_name_status = ""accepted"""
aa30b69f-d436-40a6-9e95-e1a492063301,genus,Protozoa,"",Ophrydium,"list(taxon_id = ""t0006745""","taicol_name_status = ""accepted"""
d25c3331-1d91-4a25-a423-20d0f9b26336,genus,Protozoa,"",Vorticella,"list(taxon_id = ""t0006900""","taicol_name_status = ""accepted"""
ee031d37-c3c6-460b-b125-1f52557830e4,genus,Protozoa,"",Zoothamnium,"list(taxon_id = ""t0006904""","taicol_name_status = ""accepted"""
d5f40ce2-4225-4bcd-a46e-2e710cdfdd92,genus,Protozoa,"",Colpidium,"list(taxon_id = ""t0006578""","taicol_name_status = ""accepted"""
d29574f6-dca5-4fe6-8f8a-0e522475eb71,genus,Protozoa,"",Tetrahymena,"list(taxon_id = ""t0006868""","taicol_name_status = ""accepted"""
0ee9217e-e1ab-4676-8769-bef5426286a3,genus,Protozoa,"",Cryptocaryon,"list(taxon_id = ""t0006591""","taicol_name_status = ""accepted"""
354686fc-ded6-49b0-8cf6-eb0ac74079cf,genus,Protozoa,"",Frontonia,"list(taxon_id = ""t0006642""","taicol_name_status = ""accepted"""
27855b15-3887-4581-b547-5c7d675ca8f2,genus,Protozoa,"",Glaucoma,"list(taxon_id = ""t0006649""","taicol_name_status = ""accepted"""
a5e6ef30-a7da-40b0-a29d-85116ac3aa9f,genus,Protozoa,"",Paramecium,"list(taxon_id = ""t0006753""","taicol_name_status = ""accepted"""
b4697b37-e167-40de-9a4b-e287f87f1fee,genus,Protozoa,"",Pleuronema,"list(taxon_id = ""t0006776""","taicol_name_status = ""accepted"""
0e8befeb-1223-4ec1-8a2c-cd258a8d5c4d,genus,Protozoa,"",Urocentrum,"list(taxon_id = ""t0006893""","taicol_name_status = ""accepted"""
1cccfd3f-bfc6-4110-aa5a-5cfe26159855,genus,Protozoa,"",Parastrombidinopsis,"list(taxon_id = ""t0006755""","taicol_name_status = ""accepted"""
76ade686-04fc-4ce3-a459-424995c30587,genus,Protozoa,"",Thecacineta,"list(taxon_id = ""t0006871""","taicol_name_status = ""accepted"""
e8968168-6d6b-4d8a-b5a1-9c5bfee60e4c,genus,Protozoa,"",Alexandrium,"list(taxon_id = ""t0006501""","taicol_name_status = ""accepted"""
9a6217d1-53d2-462c-b7e6-70f66fb75de8,genus,Protozoa,"",Gonyaulax,"list(taxon_id = ""t0006660""","taicol_name_status = ""accepted"""
a3d9ae63-3e4b-4d6e-9a11-7f7244eb53dd,genus,Protozoa,"",Cachonina,"list(taxon_id = ""t0006553""","taicol_name_status = ""accepted"""
8aede343-811b-4be4-928d-09de3b5d5de7,genus,Protozoa,"",Parvodinium,"list(taxon_id = ""t0006757""","taicol_name_status = ""accepted"""
ac514e16-8889-466e-854f-69dcf4e29bef,genus,Protozoa,"",Peridinium,"list(taxon_id = ""t0006763""","taicol_name_status = ""accepted"""
5170ecb3-6543-484a-a0d0-c05cda46c5e0,genus,Protozoa,"",Protoperidinium,"list(taxon_id = ""t0006787""","taicol_name_status = ""accepted"""
6c24c42b-bba6-4c1a-9e3a-d9a3d8b766d4,genus,Protozoa,"",Ceratium,"list(taxon_id = ""t0006566""","taicol_name_status = ""accepted"""
1faccb0a-06f4-492c-9ad1-6d76cfef47dd,genus,Protozoa,"",Neoceratium,[],
ac752b24-3fe6-4f2a-b987-bff7b1091eef,genus,Protozoa,"",Ceratocorys,"list(taxon_id = ""t0006567""","taicol_name_status = ""accepted"""
171a3dbb-917b-4089-8d35-6e2a0ca0b670,genus,Protozoa,"",Glenodinium,"list(taxon_id = ""t0006650""","taicol_name_status = ""accepted"""
d29f4d65-f0a4-4468-b8fe-ef769e076bd2,genus,Protozoa,"",Heterodinium,"list(taxon_id = ""t0006677""","taicol_name_status = ""accepted"""
25360433-114b-431b-80fd-1ca2cea0c6bd,genus,Protozoa,"",Oxytoxum,"list(taxon_id = ""t0006749""","taicol_name_status = ""accepted"""
09574b41-bb5e-43e7-869a-85413f153a7a,genus,Protozoa,"",Podolampas,"list(taxon_id = ""t0006778""","taicol_name_status = ""accepted"""
fc176e27-90af-4b2d-9b5f-d95cdf3eb5c1,genus,Protozoa,"",Pyrophacus,"list(taxon_id = ""t0006802""","taicol_name_status = ""accepted"""
8b243467-9f50-4870-9a88-9679ea7ef599,genus,Protozoa,"",Amphidinium,"list(taxon_id = ""t0006506""","taicol_name_status = ""accepted"""
4cbb258c-aa44-46f4-ba57-9189a4654ae9,genus,Protozoa,"",Gymnodinium,"list(taxon_id = ""t0006663""","taicol_name_status = ""accepted"""
60873a51-c3e5-4a10-92cc-abc23fdf7f44,genus,Protozoa,"",Gyrodinium,"list(taxon_id = ""t0006664""","taicol_name_status = ""accepted"""
45ad5234-ac09-4da2-8352-3ee882107751,genus,Protozoa,"",Amphisolenia,"list(taxon_id = ""t0006510""","taicol_name_status = ""accepted"""
ea4871c6-6fa6-4355-abf6-d2fa0511d975,genus,Protozoa,"",Dinophysis,"list(taxon_id = ""t0006610""","taicol_name_status = ""accepted"""
a6299d46-ae18-4874-9af1-2cb846e45002,genus,Protozoa,"",Histioneis,"list(taxon_id = ""t0006684""","taicol_name_status = ""accepted"""
949ec759-df7d-4e23-bee3-81b99db2f01d,genus,Protozoa,"",Ornithocercus,"list(taxon_id = ""t0006748""","taicol_name_status = ""accepted"""
683d047f-73af-48fe-bf55-128203f82cc7,genus,Protozoa,"",Phalacroma,"list(taxon_id = ""t0006767""","taicol_name_status = ""accepted"""
1c96be88-1179-45e2-8037-88d666437f77,genus,Protozoa,"",Dissodinium,"list(taxon_id = ""t0006615""","taicol_name_status = ""accepted"""
b21d3ac5-f9d3-4d77-bdec-e609cd03659c,genus,Protozoa,"",Pyrocystis,"list(taxon_id = ""t0006801""","taicol_name_status = ""accepted"""
4bf6dfb2-0032-4add-a89e-a7bf08bc149b,genus,Protozoa,"",Katodinium,"list(taxon_id = ""t0006687""","taicol_name_status = ""accepted"""
2cdc89f8-1301-490f-a17d-c1d7e02660ec,genus,Protozoa,"",Noctiluca,"list(taxon_id = ""t0006734""","taicol_name_status = ""accepted"""
fac20881-87d2-4437-b5bb-1afc7be58541,genus,Protozoa,"",Prorocentrum,"list(taxon_id = ""t0006786""","taicol_name_status = ""accepted"""
0c37fd66-aff3-4017-a1ed-7656320782df,genus,Protozoa,"",Thoracosphaera,"list(taxon_id = ""t0006877""","taicol_name_status = ""accepted"""
36c91b0b-26d6-4f4a-80ce-491814bc1df7,genus,Protozoa,"",Dictydium,[],
5a16df0a-1107-4985-8693-47785ee98e03,genus,Protozoa,"",Enteridium,[],
89db1abd-fc86-4285-b111-2d0953373892,genus,Protozoa,"",Ascogregarina,"list(taxon_id = ""t0006523""","taicol_name_status = ""accepted"""
71a0c034-da99-4d5c-b6ed-57431b83ada8,genus,Protozoa,"",Kudoa,"list(taxon_id = ""t0006689""","taicol_name_status = ""accepted"""
39a3ed66-5127-4abb-b7de-521e7133dd75,genus,Protozoa,"",Myxobolus,"list(taxon_id = ""t0006727""","taicol_name_status = ""accepted"""
5f8f57b7-b8ab-4f79-b13f-97167134ef62,genus,Plantae,"",Hartmannia,[],
56b32ac5-ab08-4d8a-a64c-31bb576a17de,genus,Plantae,"",Xylopleurum,[],
37da55ef-7c74-4761-9c0f-471c6c940346,genus,Plantae,"",Matteuccia,[],
55ff384e-68b8-49f7-918b-c643ed7bf9ea,genus,Animalia,"",Oecanthus,[],
77492479-c45b-46d6-a0d3-796e32b00be7,genus,Fungi,"",Enteropogon,"list(taxon_id = ""t0023774""","taicol_name_status = ""accepted"""
77492479-c45b-46d6-a0d3-796e32b00be7,genus,Fungi,"",Enteropogon,"list(taxon_id = ""t0006625""","taicol_name_status = ""accepted"""
6ab90674-b1ef-45e8-a120-fd90298fbaa6,genus,Plantae,"",Hyaloraphidium,"list(taxon_id = ""t0024029""","taicol_name_status = ""accepted"""
43d98a29-e931-42a8-883a-d94a05e876d6,species,Animalia,"",Themiste (Lagenopsis) minor,"list(taxon_id = ""t0099122""","taicol_name_status = ""not-accepted"""
62cc5cb6-02d1-41f4-b609-0ba2a12590cf,species,Animalia,"",Carabus (Damaster) blaptoides,"list(taxon_id = ""t0030128""","taicol_name_status = ""not-accepted"""
42884ff7-e18d-4b25-bc59-81ae00b264ca,species,Animalia,"",Lema (Quasilema) trivittata,[],
e103832e-b031-4e3c-b55f-3239277a45e1,species,Animalia,"",Xylotrechus (Xylotrechus) latefasciatus,"list(taxon_id = ""t0096694""","taicol_name_status = ""not-accepted"""
80fe6e00-43be-468e-92e0-c258f9cae9ad,species,Animalia,"",Episcapha (Ephicaspa) asahinai,"list(taxon_id = ""t0096904""","taicol_name_status = ""not-accepted"""
aafd0b59-3008-4c54-8ecd-385114892250,species,Animalia,"",Shaka atrovittatus,[],
770df134-6b83-4164-89a1-08e834e4a414,species,Animalia,"",Pemia meifengensis,[],
435cb6d8-8d97-4d5e-9606-9ab71c8dabe6,species,Animalia,"",Evacanthus flavocapitata,[],
601570e5-53c5-4856-ba3a-4b645ded6e0b,species,Animalia,"",Polistes (Gyrostoma) tenebricosus,"list(taxon_id = ""t0098558""","taicol_name_status = ""not-accepted"""
0dfb72db-33e8-4881-80c2-97b5d85cd5f7,species,Animalia,"",Polistes (Polistella) stigma,"list(taxon_id = ""t0098556""","taicol_name_status = ""not-accepted"""
d0f57dd6-aa16-4311-8724-485bfa48e12e,species,Animalia,"",Polistes (Polistella) strigosus,"list(taxon_id = ""t0098557""","taicol_name_status = ""not-accepted"""
f962b984-10de-42d9-b2a3-3711ddbe356a,species,Animalia,"",Polistes (Polistes) chinensis,"list(taxon_id = ""t0098554""","taicol_name_status = ""not-accepted"""
7891c4c4-cf2c-42ed-b213-a52165e81e80,species,Animalia,"",Aedes (Aedimorphus) vexans,"list(taxon_id = ""t0099802""","taicol_name_status = ""not-accepted"""
91f39fc0-c539-40ce-a6f4-113fa48e7886,species,Animalia,"",Culex (Culex) pipiens,"list(taxon_id = ""t0087676""","taicol_name_status = ""not-accepted"""
f310ba75-79af-45b0-9a48-ad9be9fd4189,species,Animalia,"",Ochlerotatus (Finlaya) elsiae,"list(taxon_id = ""t0085993""","taicol_name_status = ""not-accepted"""
b01389c4-f16a-4478-942e-3377a390149c,species,Animalia,"",Ochlerotatus (Finlaya) pulchriventer,"list(taxon_id = ""t0085995""","taicol_name_status = ""not-accepted"""
bd88a054-b8ab-4200-ae1c-0b877b2b00ef,species,Animalia,"",Asarkina (Asarkina) porcina,"list(taxon_id = ""t0100120""","taicol_name_status = ""not-accepted"""
8b461c34-774b-4f26-a1bb-9068c5d13c33,species,Plantae,"",Phlegmariurus cryptomerianus,"list(taxon_id = ""t0026340""","taicol_name_status = ""not-accepted"""
f2abf239-7bc8-4dc6-89d0-93719da698d9,species,Plantae,"",Selaginella flabellata,"list(taxon_id = ""t0026318""","taicol_name_status = ""not-accepted"""
f307679e-e3d2-453a-b437-47ba05e9c85b,species,Plantae,"",Selaginella philippina,"list(taxon_id = ""t0102741""","taicol_name_status = ""accepted"""
e0fce883-ea56-4d4f-b4ab-510dbdae68c5,species,Plantae,"",Selaginella plana,"list(taxon_id = ""t0102742""","taicol_name_status = ""accepted"""
b125a54b-c3e2-491a-bf55-467625906461,species,Plantae,"",Selaginella springiana,"list(taxon_id = ""t0102743""","taicol_name_status = ""accepted"""
f31fd497-ee37-4533-abfa-8ed564afd255,species,Plantae,"",Selaginella atroviridis,"list(taxon_id = ""t0102744""","taicol_name_status = ""accepted"""
ea26d2c6-48e9-4e10-b4ce-978c2b7bb02b,species,Plantae,"",Selaginella plumosa,"list(taxon_id = ""t0102745""","taicol_name_status = ""accepted"""
3159d4de-3b9d-414e-864b-5731f46dd285,species,Plantae,"",Selaginella kraussiana,"list(taxon_id = ""t0026326""","taicol_name_status = ""misapplied"""
fb6db18b-12f7-413b-83d7-90c6ade120fc,species,Plantae,"",Selaginella mongholica,"list(taxon_id = ""t0102747""","taicol_name_status = ""accepted"""
e4ea5b20-a54d-4306-a708-d96fc432a99b,species,Plantae,"",Selaginella circinalis,"list(taxon_id = ""t0103619""","taicol_name_status = ""not-accepted"""
e4ea5b20-a54d-4306-a708-d96fc432a99b,species,Plantae,"",Selaginella circinalis,"list(taxon_id = ""t0103619""","taicol_name_status = ""not-accepted"""
ce8c5fa8-0847-4b8d-a927-69a1bb65c276,species,Plantae,"",Selaginella circinalis,"list(taxon_id = ""t0103619""","taicol_name_status = ""not-accepted"""
ce8c5fa8-0847-4b8d-a927-69a1bb65c276,species,Plantae,"",Selaginella circinalis,"list(taxon_id = ""t0103619""","taicol_name_status = ""not-accepted"""
2dad6de2-2373-4c1b-bd65-5156b928e310,species,Plantae,"",Botrychium lanuginosum,"list(taxon_id = ""t0026367""","taicol_name_status = ""not-accepted"""
f686984c-57e8-407f-86ca-f6a80d325c91,species,Plantae,"",Botrychium ternatum,"list(taxon_id = ""t0026369""","taicol_name_status = ""not-accepted"""
1ac73fde-feda-4cf2-a7cc-4b5f7b300b30,species,Plantae,"",Hymenophyllum polyanthos,"list(taxon_id = ""t0026394""","taicol_name_status = ""misapplied"""
c9fd0e2b-14b3-4103-a5a2-fb4d488452cc,species,Plantae,"",Cephalomanes thysanostomum,"list(taxon_id = ""t0026417""","taicol_name_status = ""not-accepted"""
09b80f8a-004d-486b-b3bc-21293fddd269,species,Plantae,"",Diplopterygium chinense,"list(taxon_id = ""t0026433""","taicol_name_status = ""not-accepted"""
846f9dab-0a71-4375-a8a8-6443a6bc8fe6,species,Plantae,"",Azolla filiculoides,"list(taxon_id = ""t0102659""","taicol_name_status = ""misapplied"""
02eac940-1cc4-43d2-9295-10f3a6d6cb0c,species,Plantae,"",Azolla caroliniana,"list(taxon_id = ""t0102659""","taicol_name_status = ""misapplied"""
119b932d-51ec-4d27-9d1c-98abac06fcc0,species,Plantae,"",Azolla japonica,"list(taxon_id = ""t0102659""","taicol_name_status = ""misapplied"""
02ceaa08-5efb-460d-8366-bfb960254b2a,species,Plantae,"",Cibotium cumingii,"list(taxon_id = ""t0026464""","taicol_name_status = ""not-accepted"""
4894c922-0b27-4034-886d-84a076dfddc6,species,Plantae,"",Alsophila lepifera,"list(taxon_id = ""t0026462""","taicol_name_status = ""not-accepted"""
00b9bc9c-c9ea-4b03-9d96-9feb0f7eee93,species,Plantae,"",Lindsaea merrillii,[],
1598bc81-05c0-41f0-8bb2-a88e25849d46,species,Plantae,"",Pteridium latiusculum,"list(taxon_id = ""t0103625""","taicol_name_status = ""accepted"""
c336638d-e30e-449f-9f62-4c515ccc96ed,species,Plantae,"",Paesia radula,"list(taxon_id = ""t0102152""","taicol_name_status = ""accepted"""
ff6aac32-ee7a-4bc6-9a24-dfe62fc99b9f,species,Plantae,"",Dennstaedtia hirsuta,"list(taxon_id = ""t0026579""","taicol_name_status = ""not-accepted"""
44fefb48-87a6-4bbc-88a5-33e88b1ab744,species,Plantae,"",Dennstaedtia smithii,"list(taxon_id = ""t0026582""","taicol_name_status = ""not-accepted"""
6908ffda-16cc-43b7-af89-f31a86c93a8b,species,Plantae,"",Microlepia trapeziformis,"list(taxon_id = ""t0101877""","taicol_name_status = ""accepted"""
c9f794f4-5b99-4b23-a027-04e893dee9fc,species,Plantae,"",Ceratopteris gaudichaudii,"list(taxon_id = ""t0026491""","taicol_name_status = ""not-accepted"""
7e94ffd7-71c9-4a46-87ce-23a8c74ff914,species,Plantae,"",Pteris aspericaulis,"list(taxon_id = ""t0026522""","taicol_name_status = ""misapplied"""
72f4a6f0-d997-402e-a4b1-233fff1a0061,species,Plantae,"",Cheilanthes formosana,"list(taxon_id = ""t0026534""","taicol_name_status = ""not-accepted"""
9199207b-52ac-4d20-aaba-de7258ff007d,species,Plantae,"",Cheilanthes subargentea,"list(taxon_id = ""t0026537""","taicol_name_status = ""not-accepted"""
f5b6b090-f989-4452-85ff-10e3b20a9d0a,species,Plantae,"",Notholaena hirsuta,"list(taxon_id = ""t0026539""","taicol_name_status = ""not-accepted"""
18890762-c755-4915-81f6-a85862c86366,species,Plantae,"",Antrophyum parvulum,"list(taxon_id = ""t0026566""","taicol_name_status = ""not-accepted"""
0beeba17-79c1-45d3-a068-ca854108b660,species,Plantae,"",Gymnocarpium remotipinnatum,[],
09db3227-20b7-456f-bbc6-04b20591c032,species,Plantae,"",Hymenasplenium obscurum,"list(taxon_id = ""t0026934""","taicol_name_status = ""accepted"""
e791f972-fe3d-4bd6-9f51-1616b5b80162,species,Plantae,"",Asplenium australasicum,"list(taxon_id = ""t0099384""","taicol_name_status = ""accepted"""
7e4421fa-1561-4675-8b6f-2932af774311,species,Plantae,"",Asplenium lobulatum,"list(taxon_id = ""t0026895""","taicol_name_status = ""misapplied"""
46d8a236-8dcc-4b4f-9b6d-a74c4ed07b34,species,Plantae,"",Asplenium polyodon,"list(taxon_id = ""t0026907""","taicol_name_status = ""accepted"""
a971b5ad-4a67-406b-ab19-a19ea51e2ca3,species,Plantae,"",Asplenium nitidum,"list(taxon_id = ""t0026909""","taicol_name_status = ""misapplied"""
0abdcb67-ef92-475f-b3d7-0c86b1c08d44,species,Plantae,"",Asplenium serricula,"list(taxon_id = ""t0026902""","taicol_name_status = ""misapplied"""
d05d69a8-545c-4f40-82a6-1d2ede28e07a,species,Plantae,"",Cyclosorus acuminatus,"list(taxon_id = ""t0026948""","taicol_name_status = ""not-accepted"""
f40174bf-63c0-49da-a4a3-9a0cf6060620,species,Plantae,"",Cyclosorus parasiticus,"list(taxon_id = ""t0026955""","taicol_name_status = ""not-accepted"""
05a1612c-751b-4200-bdbb-c3ec56d2e587,species,Plantae,"",Cyclosorus subpubescens,"list(taxon_id = ""t0102203""","taicol_name_status = ""accepted"""
a671b85d-0693-46a4-891b-5ccb4312499b,species,Plantae,"",Cyclosorus megacuspis,"list(taxon_id = ""t0026974""","taicol_name_status = ""not-accepted"""
e9503db2-2c1d-4c0f-9ec7-dfbe6dda6803,species,Plantae,"",Pseudophegopteris aurita,"list(taxon_id = ""t0026942""","taicol_name_status = ""not-accepted"""
da15f880-8cda-4a68-ba00-aca10feebff5,species,Plantae,"",Thelypteris esquirolii,"list(taxon_id = ""t0026980""","taicol_name_status = ""not-accepted"""
a8648cb5-2a63-4ee4-80c4-5e7cc59c13fa,species,Plantae,"",Thelypteris auriculata,"list(taxon_id = ""t0026960""","taicol_name_status = ""not-accepted"""
b4b63d43-4cb5-40b4-9b66-de27d3cd08c9,species,Plantae,"",Thelypteris erubescens,"list(taxon_id = ""t0026963""","taicol_name_status = ""not-accepted"""
adc83efd-c346-411d-96c2-1efd8d022850,species,Plantae,"",Thelypteris laxa,"list(taxon_id = ""t0026969""","taicol_name_status = ""not-accepted"""
5cde7318-111d-429a-917f-ef95106d7dfd,species,Plantae,"",Thelypteris ornata,"list(taxon_id = ""t0102816""","taicol_name_status = ""accepted"""
06f9a616-b633-4c31-9c43-5ca8b704dd29,species,Plantae,"",Thelypteris uraiensis,"list(taxon_id = ""t0026970""","taicol_name_status = ""not-accepted"""
030483d3-e766-45f4-bdfc-21a2d0af1be2,species,Plantae,"",Cyclogramma omeiensis,"list(taxon_id = ""t0026961""","taicol_name_status = ""misapplied"""
46cb9b4b-bd69-4e4e-97fa-493045090a0d,species,Plantae,"",Pronephrium asperum,"list(taxon_id = ""t0026972""","taicol_name_status = ""misapplied"""
ca2dea26-da38-4c53-b95d-058f8468e1da,species,Plantae,"",Pronephrium cuspidatum,"list(taxon_id = ""t0102209""","taicol_name_status = ""accepted"""
f4d4bfc1-37ca-4286-bef9-a682eb1a26c3,species,Plantae,"",Pronephrium insularis,"list(taxon_id = ""t0095924""","taicol_name_status = ""not-accepted"""
9291eb56-bb17-44e4-baef-95571436a39d,species,Plantae,"",Woodwardia radicans,[],
cfd5863b-ddc3-450c-9331-aa8bcd23faae,species,Plantae,"",Woodwardia orientalis,"list(taxon_id = ""t0027048""","taicol_name_status = ""not-accepted"""
f7314246-658c-4759-b548-537782d5b571,species,Plantae,"",Struthiopteris hancockii,"list(taxon_id = ""t0027055""","taicol_name_status = ""not-accepted"""
c9bcc282-a744-496f-97a2-2798e3a0612e,species,Plantae,"",Athyrium fragile,"list(taxon_id = ""t0102807""","taicol_name_status = ""accepted"""
c9bcc282-a744-496f-97a2-2798e3a0612e,species,Plantae,"",Athyrium fragile,"list(taxon_id = ""t0026884""","taicol_name_status = ""not-accepted"""
99055e04-8300-48f0-9f43-5439a2133899,species,Plantae,"",Athyrium pycnosorum,"list(taxon_id = ""t0102731""","taicol_name_status = ""accepted"""
f14e6f0f-4b1c-40f5-b136-b15254fc0fa5,species,Plantae,"",Athyrium foliolosum,"list(taxon_id = ""t0102844""","taicol_name_status = ""accepted"""
e9070153-85bc-4eb1-951e-a3d29b353b9a,species,Plantae,"",Athyrium kuratae,"list(taxon_id = ""t0102734""","taicol_name_status = ""accepted"""
b2164836-e56a-4837-913d-cd0d0034bc90,species,Plantae,"",Athyrium unifurcatum,"list(taxon_id = ""t0027021""","taicol_name_status = ""not-accepted"""
813d8f14-cb57-4284-a2b3-3a2cdf4c15a7,species,Plantae,"",Cornopteris decurrenti-alata,[],
bc785c8b-23f6-4700-931f-0b741911fe31,species,Plantae,"",Cornopteris opaca,"list(taxon_id = ""t0027004""","taicol_name_status = ""not-accepted"""
947de550-6c9d-4709-a752-88531ccdacd2,species,Plantae,"",Deparia allantodioides,"list(taxon_id = ""t0103640""","taicol_name_status = ""accepted"""
74e44a54-1f95-4832-9fed-2da85165cc2d,species,Plantae,"",Deparia longipes,"list(taxon_id = ""t0102149""","taicol_name_status = ""accepted"""
71cc17e7-573c-43ec-9456-66d8dfb70d5d,species,Plantae,"",Diplazium conterminum,"list(taxon_id = ""t0057261""","taicol_name_status = ""not-accepted"""
d27843aa-16eb-4050-98bd-da31b7d5f8ea,species,Plantae,"",Diplazium lobatum,"list(taxon_id = ""t0086577""","taicol_name_status = ""not-accepted"""
59a75bc9-9050-4d64-9879-352a316af6e8,species,Plantae,"",Diplazium proliferum,"list(taxon_id = ""t0053428""","taicol_name_status = ""accepted"""
f6ecb400-7f34-442d-9728-b0e3213ebcf8,species,Plantae,"",Diplazium taiwanense,"list(taxon_id = ""t0057262""","taicol_name_status = ""not-accepted"""
009043e3-d0dd-444e-8451-8d0063d29323,species,Plantae,"",Hypodematium crenatum,"list(taxon_id = ""t0026609""","taicol_name_status = ""accepted"""
b0d2cdf4-3aee-4431-a7f9-d3b049da3252,species,Plantae,"",Arachniodes rhomboidea,"list(taxon_id = ""t0086571""","taicol_name_status = ""not-accepted"""
d4a9633a-a6f1-42d7-ae2b-f9bde5c69e77,species,Plantae,"",Dryopteris barbigera,"list(taxon_id = ""t0103626""","taicol_name_status = ""accepted"""
beda5bc7-f34e-4178-a713-4c0abafe7459,species,Plantae,"",Dryopteris latibasis,"list(taxon_id = ""t0102159""","taicol_name_status = ""accepted"""
d34a1c4e-cfed-4d23-98c1-6f37592254c6,species,Plantae,"",Dryopteris sinofibrillosa,"list(taxon_id = ""t0102160""","taicol_name_status = ""accepted"""
8eee35a2-8f6a-4909-ac92-32c828bdfd34,species,Plantae,"",Polystichum biaristatum,"list(taxon_id = ""t0103460""","taicol_name_status = ""misapplied"""
e3b759f9-06b4-44a2-a894-dd3665749802,species,Plantae,"",Polystichum deltodon,"list(taxon_id = ""t0026715""","taicol_name_status = ""misapplied"""
a12f9467-8fd5-4d32-b438-133b91f81feb,species,Plantae,"",Polystichum obliquum,"list(taxon_id = ""t0103461""","taicol_name_status = ""misapplied"""
39b23807-d61e-4914-8293-41748b48fe7c,species,Plantae,"",Bolbitis virens,[],
7150f106-595e-4bb7-88c5-680f648e36d3,species,Plantae,"",Lomariopsis spectabilis,"list(taxon_id = ""t0026748""","taicol_name_status = ""misapplied"""
62d3d63d-7263-4ed0-b8ff-34aaa5ea1e89,species,Plantae,"",Nephrolepis exaltata,[],
3e625b6c-3a0c-46d1-ae4a-a8e7c9707b94,species,Plantae,"",Araiostegia parvipinnula,"list(taxon_id = ""t0026777""","taicol_name_status = ""not-accepted"""
f8df2078-0991-4743-a423-bd1cb63ed355,species,Plantae,"",Aglaomorpha coronans,"list(taxon_id = ""t0026791""","taicol_name_status = ""not-accepted"""
6fede434-0dc5-4620-9145-abd36f7b823b,species,Plantae,"",Aglaomorpha meyeniana,"list(taxon_id = ""t0026792""","taicol_name_status = ""not-accepted"""
c1b9f09c-454c-4d76-aa04-7acc6d837da9,species,Plantae,"",Selliguea rhynchophylla,"list(taxon_id = ""t0026797""","taicol_name_status = ""misapplied"""
98b57713-034a-46b4-ad19-dda1ccddd65f,species,Plantae,"",Pyrrosia polydactyla,"list(taxon_id = ""t0026808""","taicol_name_status = ""not-accepted"""
61efab5b-1527-4ffe-975f-4ba1e4bc5e57,species,Plantae,"",Lepisorus clathratus,"list(taxon_id = ""t0026830""","taicol_name_status = ""misapplied"""
