TT_taxonUUID,TT_taxonRank,TT_kingdom,TT_taiCOLNameCode,TT_simplifiedScientificName,TC_simple_name,TC_taxon_status,TC_is_in_taiwan
c77e54f0-0096-4df6-b512-71aa78f50116,species,Animalia,t0038189,Sarcophaga membranocorporis,Membranophalla membranocorporis,accepted,TRUE
85fcba59-9ab8-48f5-868d-bde02d219e47,species,Animalia,t0032591,Sarcophaga misera,Parasarcophaga misera,accepted,TRUE
976f2845-9e98-4b8f-a4ab-62f1b71d1735,species,Animalia,t0038190,Sarcophaga nigribasicosta,Dinemomyia nigribasicosta,accepted,TRUE
89c8c7b0-8d45-44fe-862b-920c875c2664,species,Animalia,t0038192,Sarcophaga ostindicae,Fengia ostindicae,accepted,TRUE
421622d4-b112-4fb0-ae8b-94340f22ba5e,species,Animalia,t0038193,Sarcophaga pattoni,Lioproctia pattoni,accepted,TRUE
000ecdb8-04b3-4722-96ca-a8b39c06145b,species,Animalia,t0032592,Sarcophaga peregrina,Boettcherisca peregrina,accepted,TRUE
2061701a-6969-4f14-91ad-8623c56ec05f,species,Animalia,t0038194,Sarcophaga prosballiina,Parathyrsocnema prosballiina,accepted,TRUE
11b6fa1b-3b81-47c4-8964-d727cfef32c7,species,Animalia,t0032593,Sarcophaga ruficornis,Liopygia ruficornis,accepted,TRUE
f188f9a8-7867-4ea5-a6f4-5695bf0a4bad,species,Animalia,t0038195,Sarcophaga schuetzei,Kramerea schuetzei,accepted,TRUE
02f198c8-3792-47de-bac3-163a291cad59,species,Animalia,t0038196,Sarcophaga scopariiformis,Liosarcophaga scopariiformis,accepted,TRUE
eccb53e6-1105-419e-8064-75f50c927f19,species,Animalia,t0032594,Sarcophaga taenionota,Parasarcophaga taenionota,accepted,TRUE
2905cb15-e4ca-40ac-9e72-5b41423c65c7,species,Animalia,t0032595,Sarcophaga serrata,Hosarcophaga serrata,accepted,TRUE
54d75cb7-0909-42b8-b0d9-833b02c981e2,species,Animalia,t0038197,Sarcophaga taiwanensis,Johnstonimyia taiwanensis,accepted,TRUE
7ec32710-dec9-48b7-beee-ae9841b6b705,species,Animalia,t0038198,Sarcophaga tristylata,Liosarcophaga tristylata,accepted,TRUE
79782ffc-7366-4c72-84b3-f1cdcec4f657,species,Animalia,t0038199,Sarcophaga tsengi,Sugiyamamyia tsengi,accepted,TRUE
ab2c9f79-e769-4ce4-90e8-0ed9999b2ac4,species,Animalia,t0038200,Sarcophaga tuberosa,Liosarcophaga tuberosa,accepted,TRUE
07e5d6ee-cf0d-4048-933e-16a986180662,species,Animalia,t0062461,Elephantomyia (Elephantomyia),Elephantomyia (Elephantomyia) luculenta,accepted,TRUE
8ce908ab-06eb-4702-b2d8-bfc6c1685c71,species,Animalia,t0062462,Elephantomyia (Elephantomyia),Elephantomyia (Elephantomyia) serotina,accepted,TRUE
86644044-f2b3-41f6-9c4b-2005408cdfe4,species,Animalia,t0083930,Phalacrotophora quardrimaculata,Phalacrotophora quadrimaculata,accepted,TRUE
45e2d73a-2c32-4a7f-b17a-c284615c4428,species,Animalia,t0083929,Phalacrotophora puncifrons,Phalacrotophora punctifrons,accepted,TRUE
bbca84f0-ff9c-4c50-afe0-adad9b17ce28,species,Animalia,t0071539,Anisogomphus koxingai,Euthygomphus koxingai,accepted,TRUE
f72c970e-717c-4598-9cda-0f5f60697d30,species,Animalia,t0077062,Calicnemis eximia,Calicnemia eximia,accepted,FALSE
09d65873-e37e-4e45-98bc-2f9a617ffc12,species,Animalia,t0079260,Copera ciliata,Pseudocopera ciliata,accepted,TRUE
01026e8a-5f3d-45c9-b4a9-a3fd5ccddb7d,species,Animalia,t0046932,Tenodera capitata,Epitenodera capitata,accepted,FALSE
042ddad2-58a1-42e6-a080-0cf42e9822ea,species,Animalia,t0061939,Dolophilodes minchiensis,Kisaura minchiensis,accepted,TRUE
a11c2482-f044-4bcd-8941-ab7749e8a616,species,Animalia,t0064475,Gibosia lucida,Flavoperla lucida,accepted,TRUE
c985a5bc-442d-4630-a6fb-a8f256b3f5ad,species,Animalia,t0062790,Eoxizicus taiwanensis,Xizicus taiwanensis,accepted,TRUE
3ea73087-38d8-4418-b5af-ec499e10cf05,species,Animalia,t0063570,Euscyrtus ogatai,Euscyrtodes ogatai,accepted,TRUE
bb72f03f-de08-441b-8756-a772bd23a3db,species,Animalia,t0048577,Velarifictorus koshunensis,Turanogryllus koshunensis,accepted,TRUE
d41f296c-4dd8-4112-bddd-378dec4d9ee4,species,Animalia,t0084233,Phryganogryllacris subrectis,Bicornisgryllacris subrectis,accepted,TRUE
34624f66-bf4d-44f8-9c3e-c62e035a1136,species,Animalia,t0031743,Periplaneta karnyi,Hobbitoblatta karnyi,accepted,TRUE
25a7a78f-e70b-4da8-9c9e-ef7cc325d8af,species,Animalia,t0103436,Periplaneta svenhedini,Arcicaulis svenhedini,accepted,TRUE
444c490d-0b37-4111-bb2e-0491a2f1edc1,species,Animalia,t0082914,Panorpa japonica,Mavropanorpa japonica,accepted,TRUE
894c15e8-5b35-4dad-84ea-dcb5d12fffb9,species,Animalia,t0082917,Panorpa longiramina,Wornorpa longiramina,accepted,TRUE
e3ed8bbe-d736-4b6f-875b-715acaaeb5d4,species,Animalia,t0082920,Panorpa nudiramus,Wornorpa nudiramus,accepted,TRUE
9d92c99a-81d5-436c-8afb-8cfb2026d694,species,Animalia,t0082921,Panorpa ochraceocauda,Wornorpa ochraceocauda,accepted,TRUE
81fc643c-9c1f-4dc5-b3f0-a5003e11abcf,species,Animalia,t0082924,Panorpa peterseana,Wornorpa peterseana,accepted,TRUE
39bff950-e5d7-4720-93e3-9af42e241688,species,Animalia,t0039227,Sipyloidea okunii,Otraleus okunii,accepted,TRUE
0ad67ca9-33e3-48e9-a059-eae5fc80f501,species,Animalia,t0076307,Bathyphantes tongluensis,Wuliphantes tongluensis,accepted,FALSE
7b675d44-5433-4df3-b30a-4567eb668853,species,Animalia,t0081240,Neolinyphia nigripectoris,Ketambea nigripectoris,accepted,FALSE
8aacd5f2-f294-4e27-ba0a-3b42ad7e80a6,species,Animalia,t0081956,Ocrisiona frenata,Kelawakaju frenata,accepted,FALSE
