TT_taxonUUID,TT_taxonRank,TT_kingdom,TT_taiCOLNameCode,TT_simplifiedScientificName,TC_taxon_id,TC_taxon_status
a4bf4963-5d24-4e02-9b11-b8a2ce74bfab,class,Animalia,"",Actinopterygii,t0002887,deleted
49e7c14b-438f-4952-ac66-363d498040e1,order,Animalia,"",Poecilostomatoida,t0003024,deleted
a72f3958-1906-42e7-a482-9422b64cc6ed,order,Animalia,"",Siphonophora,t0003087,deleted
f1074b32-b17c-4a10-b5c0-21717b28b7d4,family,Animalia,"",Archaeobalanidae,t0005335,deleted
2d9c8b72-3c4d-489d-8ad7-99a5f6ff85b2,family,Animalia,"",Oxynaspididae,t0004251,deleted
88a7facc-492e-457e-98c7-73ce5329017e,kingdom,Plantae,"",Plantae,t0000003,accepted
28731836-31a0-45ee-a2a3-c141f6c9698b,subkingdom,Plantae,"",Viridiplantae,t0000011,accepted
13ec219d-d34f-4654-9bd4-a1c151a12ba2,class,Plantae,"",Lycopodiopsida,t0000445,accepted
7506c430-f88b-40e2-b4ad-22f068eb4bac,class,Plantae,"",Polypodiopsida,t0000452,accepted
84909b46-ad27-4df3-8a4a-f8892cba0249,subclass,Plantae,"",Lycopodiidae,t0124082,accepted
115c994a-a773-4653-a20e-b064f20a0b7a,subclass,Plantae,"",Equisetidae,t0000561,accepted
c85b5302-26d6-4fdd-be70-b3e39fc1c417,subclass,Plantae,"",Ophioglossidae,t0000562,accepted
d50dbbf3-4cb7-4889-bdf9-90c60ae897e9,subclass,Plantae,"",Marattiidae,t0000563,accepted
c7d4eb88-734f-4150-a0c5-c7637846e13c,subclass,Plantae,"",Polypodiidae,t0000564,accepted
d2ad637f-e94e-492c-856e-0e2693e4271f,subclass,Plantae,"",Cycadidae,t0000565,accepted
450e1089-93fd-41ad-8627-8024da76405e,subclass,Plantae,"",Gnetidae,t0000567,accepted
a8448c61-a5ee-42d3-8706-88daa80cf53b,subclass,Plantae,"",Pinidae,t0000568,accepted
916ec491-de5c-4521-9eba-a1a0ae97e181,subclass,Plantae,"",Magnoliidae,t0002276,accepted
284a09f0-2d6d-450b-a269-e18b8815aa8c,order,Plantae,"",Lycopodiales,t0001582,accepted
a244ee2a-67fc-4dd7-9894-e13c1f7e1a53,order,Plantae,"",Isoetales,t0001577,accepted
70052e1f-067a-4f90-a973-ad99e6b91f1d,order,Plantae,"",Selaginellales,t0001638,accepted
896ce120-0349-431b-a4c9-53075d9241fb,order,Plantae,"",Equisetales,t0001557,accepted
7ffefccc-720a-4776-a25d-a97d52f168cf,order,Plantae,"",Psilotales,t0001621,accepted
438b081e-001b-474e-814f-74eff4106749,order,Plantae,"",Ophioglossales,t0001599,accepted
448b2eba-4c51-41dd-97d6-a4d109890624,order,Plantae,"",Marattiales,t0001584,accepted
3a767b09-9bbf-44e4-84c4-8e73a02ffb73,order,Plantae,"",Osmundales,t0001601,accepted
b64bc07e-4037-4a6d-a9bb-41f359b59050,order,Plantae,"",Hymenophyllales,t0001574,accepted
49985cdc-2b71-480f-84ab-c22bca7a008c,order,Plantae,"",Gleicheniales,t0001566,accepted
979fc9c0-9cdb-4f3d-b4a1-e4b5d0e93532,order,Plantae,"",Schizaeales,t0001633,accepted
ebc168eb-1458-4dc6-89d3-86483e920f30,order,Plantae,"",Salviniales,t0001632,accepted
ebc168eb-1458-4dc6-89d3-86483e920f30,order,Plantae,"",Salviniales,t0124086,accepted
832ddc55-1c67-4c46-86f3-e7b69ee555e6,order,Plantae,"",Cyatheales,t0001546,accepted
5d8d86db-1ebc-49db-95d6-545d674399c2,order,Plantae,"",Polypodiales,t0001613,accepted
a6fd1d66-44e8-465f-9b6e-b0ffdc744f30,order,Plantae,"",Cycadales,t0000783,accepted
1f4e67b4-f0f1-4f36-a46e-0a3af8ce2304,order,Plantae,"",Ginkgoales,t0000784,accepted
b65e5700-b03e-404b-a8ca-baddd53067d2,order,Plantae,"",Welwitschiales,t0002278,accepted
d4538179-8c94-463b-9738-58a22848edf1,order,Plantae,"",Gnetales,t0000785,accepted
310e40e5-c407-40b5-9a2b-8dbeeac7d393,order,Plantae,"",Ephedrales,t0002279,accepted
f768ca32-6f75-4ce7-8086-7d7ec32691cf,order,Plantae,"",Pinales,t0000786,accepted
0b40801f-19e7-4036-a3cf-b0f37796000b,order,Plantae,"",Araucariales,t0002280,accepted
677eaeac-e0e9-412c-8bf7-8cb62955221e,order,Plantae,"",Cupressales,t0002281,accepted
1b358ed1-e732-469e-a6bb-d0f7355e1a1a,order,Plantae,"",Amborellales,t0000787,accepted
905994a7-2015-4d2d-8d60-422cfdbbc262,order,Plantae,"",Nymphaeales,t0000788,accepted
ce0e3cba-17f3-44d1-8847-4747486bfa2b,order,Plantae,"",Austrobaileyales,t0000789,accepted
e27fd325-f7c5-480f-8c01-63107b0ac9e7,order,Plantae,"",Canellales,t0000790,accepted
dd55447a-5bc9-4a62-8002-823fe3d45f94,order,Plantae,"",Piperales,t0000791,accepted
48db819a-2bfd-4d33-9abf-6a8971f811dc,order,Plantae,"",Magnoliales,t0000792,accepted
e1dea8c1-b90e-4c04-b122-0679cab20357,order,Plantae,"",Laurales,t0000793,accepted
f575ead5-fddb-4963-a938-5f49c765037b,order,Plantae,"",Acorales,t0000795,accepted
870e1747-e887-4b0a-a854-6f846113ff1f,order,Plantae,"",Alismatales,t0000796,accepted
dadab904-8bbd-4241-8423-87e0e9b9129e,order,Plantae,"",Petrosaviales,t0000797,accepted
9e6e580c-0aed-4880-a817-80ccfb3ed798,order,Plantae,"",Dioscoreales,t0000798,accepted
de5a9b92-c36f-4f0d-ad95-228631f09ce2,order,Plantae,"",Pandanales,t0000799,accepted
fb79a6d5-78de-4a6d-8f94-c07ea52d120b,order,Plantae,"",Liliales,t0000800,accepted
eda6b5e2-24be-4132-9ecf-f4aa9199d4d6,order,Plantae,"",Asparagales,t0000801,accepted
89ddab84-9395-458d-bdd1-8b9d478632a5,order,Plantae,"",Arecales,t0000802,accepted
987b9788-f3ac-40d8-838f-a5fcaa633b1e,order,Plantae,"",Commelinales,t0000803,accepted
63d03bd6-3017-4969-908a-3cbbdc633fd0,order,Plantae,"",Zingiberales,t0000804,accepted
2e379a58-7ce5-4cc0-928c-a0ac763a89fb,order,Plantae,"",Ceratophyllales,t0000806,accepted
6a9c39a0-1a84-4057-a8bb-df67452c2ec1,order,Plantae,"",Ranunculales,t0000807,accepted
f68d9ac4-2cf2-4dff-8478-5788d36274bf,order,Plantae,"",Proteales,t0000808,accepted
b7ed6511-941c-45bd-a281-58ce9f952e28,order,Plantae,"",Trochodendrales,t0000809,accepted
418504a4-7492-4e14-bdbe-37216116a248,order,Plantae,"",Buxales,t0000810,accepted
e9f4a72d-5067-4ce0-a3bd-3e6055fa1fdf,order,Plantae,"",Gunnerales,t0000811,accepted
69c289eb-9a63-41da-b13c-d9c90090708a,order,Plantae,"",Dilleniales,t0000812,accepted
026abcfc-acef-48a0-86bf-e69feb2d2834,order,Plantae,"",Saxifragales,t0000813,accepted
911f73fc-ca32-4f41-8f18-35553663944e,order,Plantae,"",Vitales,t0000814,accepted
bf6b8c0f-fbb1-47ae-8cfb-dd1d6ca6b168,order,Plantae,"",Zygophyllales,t0000815,accepted
faf2740f-45eb-4208-a892-774d1320b4d2,order,Plantae,"",Fabales,t0000816,accepted
10c236ce-5961-4132-9064-49fb656ad5c8,order,Plantae,"",Rosales,t0000817,accepted
45f50a0f-125c-4ddd-a16d-b70f6829b865,order,Plantae,"",Fagales,t0000818,accepted
23acbfbc-fa3f-45c1-bf85-7dc141925c74,order,Plantae,"",Cucurbitales,t0000819,accepted
4ed541ce-9be6-4e64-b028-e62bb6d29064,order,Plantae,"",Celastrales,t0000820,accepted
a74c9853-ac27-4b4e-ad01-053a9d2a7794,order,Plantae,"",Oxalidales,t0000821,accepted
9225dddf-84ea-4e56-a7b4-a24ec4f5287b,order,Plantae,"",Malpighiales,t0000822,accepted
9456c517-3ef9-434f-ba64-398b2c769de3,order,Plantae,"",Geraniales,t0000823,accepted
26d2ae64-6204-4d67-acb8-981ff1d202da,order,Plantae,"",Myrtales,t0000824,accepted
759ad8fd-380d-43a4-b25f-cdb37c00adce,order,Plantae,"",Crossosomatales,t0000825,accepted
35d0e9bd-3770-45f6-af67-f91c9a7a88ff,order,Plantae,"",Picramniales,t0000826,accepted
2fa35d60-a198-42a7-98fd-8106acadbc26,order,Plantae,"",Huerteales,t0000827,accepted
fa1b4098-982a-4858-a9c8-c4095cbe14b5,order,Plantae,"",Sapindales,t0000828,accepted
e65d7035-50b7-4867-8655-355649abd179,order,Plantae,"",Malvales,t0000829,accepted
cb0d2b08-97fb-42ca-9ac8-d2d38ea1c83a,order,Plantae,"",Brassicales,t0000830,accepted
520cf167-010a-4996-b3c6-eea79bd2c347,order,Plantae,"",Berberidopsidales,t0000831,accepted
7aea1453-9f64-4ce3-868d-8ed09e1277bb,order,Plantae,"",Santalales,t0000832,accepted
2c37e9b7-1ee6-44de-b93a-fdf13f0a17e1,order,Plantae,"",Caryophyllales,t0000833,accepted
f50056fd-8c10-4230-b2c6-144d6e648746,order,Plantae,"",Cornales,t0000834,accepted
575d865b-7c7a-4991-84c7-9dabec98d028,order,Plantae,"",Ericales,t0000835,accepted
28cdf8a4-7658-408f-92b2-88706108c28c,order,Plantae,"",Icacinales,t0002282,accepted
ecec58f7-2493-406c-bd68-a55d7d85221f,order,Plantae,"",Metteniusales,t0002283,accepted
69627f28-232f-44d9-bdd8-3441ece27e3e,order,Plantae,"",Garryales,t0000836,accepted
6e58ba70-40ad-4e0a-b11e-47a00fe943a0,order,Plantae,"",Gentianales,t0000837,accepted
d3a8888d-5cf7-4f91-9cfc-c9a89ba86ae2,order,Plantae,"",Boraginales,t0000838,accepted
f72678b2-17dd-4f44-9c78-1f2cf848a4c7,order,Plantae,"",Vahliales,t0002284,accepted
90277498-29c5-4f66-9263-9edef036b20b,order,Plantae,"",Solanales,t0000839,accepted
1453b5fc-7694-4302-98e2-3a3538fd9444,order,Plantae,"",Lamiales,t0000840,accepted
35771dd3-9b49-40bf-b3be-bcc6317c29c3,order,Plantae,"",Aquifoliales,t0000841,accepted
24e08e2d-3fb9-4700-8158-6d6dea40908b,order,Plantae,"",Asterales,t0000842,accepted
7de95bc3-65d0-49f5-8952-383737ee2ccc,order,Plantae,"",Escalloniales,t0000843,accepted
6d6b27e9-bc51-43e4-8721-3126b3dbe50b,order,Plantae,"",Bruniales,t0000844,accepted
ac707472-fd0b-4cd3-b126-1c83df54e512,order,Plantae,"",Paracryphiales,t0000845,accepted
74748d32-6b47-4249-a3d4-26589f610df8,order,Plantae,"",Dipsacales,t0000846,accepted
6757b10d-70cb-4217-a8df-d0062b7e1ece,order,Plantae,"",Apiales,t0000847,accepted
e0670fd3-4df9-4f67-aa4e-14a695872c21,order,Plantae,"",Poales,t0000805,accepted
e21f05c9-562d-4626-86e1-5544c02700ef,order,Plantae,"",Chloranthales,t0000794,accepted
e4afc1a5-d754-4cf7-b1e9-b9aec926fb44,family,Plantae,"",Lycopodiaceae,t0004021,accepted
1e599708-3076-45ba-8fb2-c415bdf7a073,family,Plantae,"",Isoetaceae,t0004019,accepted
742c676b-138c-45f9-9286-b436dffdce09,family,Plantae,"",Selaginellaceae,t0004020,accepted
166a7741-0a63-411c-b326-a0b978c9d22d,family,Plantae,"",Equisetaceae,t0004022,accepted
7cf016bc-525a-4b58-a038-b1020e1aa31f,family,Plantae,"",Psilotaceae,t0003151,accepted
fc1a80fb-1822-476d-aef3-be36e0a11e46,family,Plantae,"",Ophioglossaceae,t0004023,accepted
88dccc1a-8797-4b3f-bb5b-75f5b7bbcb0f,family,Plantae,"",Marattiaceae,t0004024,accepted
46141301-7c0f-4305-8af1-8508c2035926,family,Plantae,"",Osmundaceae,t0004025,accepted
676ea379-9b1a-4079-842a-2b08f2f04b6b,family,Plantae,"",Hymenophyllaceae,t0004026,accepted
98dcd898-2be2-46a2-8280-e03c3c28b132,family,Plantae,"",Gleicheniaceae,t0004027,accepted
22d412e3-7929-439b-a140-671b1b66302a,family,Plantae,"",Dipteridaceae,t0004028,accepted
02a78660-f20f-4920-9dfb-f54b02f721d5,family,Plantae,"",Matoniaceae,t0124084,accepted
a11c3fd6-2389-4246-8a07-aeba52742880,family,Plantae,"",Lygodiaceae,t0004029,accepted
f7264ccf-e31d-4590-93fe-0a884becaa89,family,Plantae,"",Schizaeaceae,t0004030,accepted
d41085b4-8139-4c49-9e4d-44dd76ab0dc8,family,Plantae,"",Anemiaceae,t0124085,accepted
757ff1f1-a10e-483f-9d6d-b0f99206e520,family,Plantae,"",Marsileaceae,t0004031,accepted
3c769ebe-8b30-4e22-869a-0f3a819e44e2,family,Plantae,"",Salviniaceae,t0004032,accepted
e2fb81ab-1d50-4391-b385-f5d4e5f33000,family,Plantae,"",Thyrsopteridaceae,t0124087,accepted
efced2d2-2d46-4ad0-9b6e-c68e93f32690,family,Plantae,"",Loxsomataceae,t0124088,accepted
b4b98498-3c09-4220-82b0-9635fa02c111,family,Plantae,"",Culcitaceae,t0124089,accepted
7f7104a4-e404-4e47-bff5-e65173cc6ded,family,Plantae,"",Plagiogyriaceae,t0004033,accepted
b75a63e9-7bfd-4dd5-890f-8e7bcf69bd6f,family,Plantae,"",Cibotiaceae,t0004035,accepted
bf91926f-77b2-4daa-b0dc-174ebc72116f,family,Plantae,"",Cyatheaceae,t0004034,accepted
2f650ff5-45ce-4b30-8d74-3ed84192fa56,family,Plantae,"",Dicksoniaceae,t0091696,accepted
b8f55998-81db-48f0-9d2d-35cc175d80f0,family,Plantae,"",Lonchitidaceae,t0124091,accepted
0c8449f4-3a84-4471-8715-cc7478d5ad9f,family,Plantae,"",Saccolomataceae,t0124092,accepted
8f02a41a-bd3e-4410-a954-e6aae8a22cdd,family,Plantae,"",Cystodiaceae,t0124093,accepted
263c3f2c-695e-4515-9819-6480dd7b0e4a,family,Plantae,"",Lindsaeaceae,t0004036,accepted
d73838bb-f535-4eab-93ac-e0b532849469,family,Plantae,"",Dennstaedtiaceae,t0004038,accepted
4c61f6d2-53ea-467c-8a19-7203ff756177,family,Plantae,"",Pteridaceae,t0004037,accepted
20331920-74f1-419f-815f-fea513a39945,family,Plantae,"",Cystopteridaceae,t0004047,accepted
cf1ff7b1-d427-40a3-9c5c-b84b69f980e7,family,Plantae,"",Aspleniaceae,t0004050,accepted
91a4d138-4ce9-4a39-b07c-b045f02b6dd8,family,Plantae,"",Diplaziopsidaceae,t0004049,accepted
228841f5-e83f-4425-bce2-8ebe6bd5b0af,family,Plantae,"",Thelypteridaceae,t0004051,accepted
ce52e706-4cdb-46dd-ae05-eb3a24d4e858,family,Plantae,"",Woodsiaceae,t0004052,accepted
b1ed7be0-286f-4e18-aae9-b09f73cb545f,family,Plantae,"",Rhachidosoraceae,t0004048,accepted
c9561f7a-52ad-44e0-93f3-b53b84a7890d,family,Plantae,"",Onocleaceae,t0004054,accepted
9a56e770-3614-4c96-a1a1-7d0bdb65a97c,family,Plantae,"",Blechnaceae,t0004055,accepted
21e43fff-4527-4e6e-a922-0c6883d04973,family,Plantae,"",Athyriaceae,t0004053,accepted
349c2334-c934-4ae8-98f9-ea5b823dc97f,family,Plantae,"",Hypodematiaceae,t0004039,accepted
f64aca36-6427-4696-983d-2d1759729ae6,family,Plantae,"",Dryopteridaceae,t0004040,accepted
a1639c59-b12b-41fd-9c75-fae8e66ac5c7,family,Plantae,"",Lomariopsidaceae,t0004041,accepted
7612a6c6-1634-44d2-b2c8-49cb94a64662,family,Plantae,"",Nephrolepidaceae,t0004042,accepted
5933499b-525d-438a-a37e-5ad373dea773,family,Plantae,"",Tectariaceae,t0004043,accepted
9a11941c-2476-4087-a33a-9aabf5a98a3f,family,Plantae,"",Oleandraceae,t0004044,accepted
01d81900-e524-44b4-842b-1d9738a48f22,family,Plantae,"",Davalliaceae,t0004045,accepted
44c7d42f-44ae-4719-9d70-d24a6e129feb,family,Plantae,"",Polypodiaceae,t0004046,accepted
b58fc608-dfad-48d2-95c8-ecf084f8d980,family,Plantae,"",Cycadaceae,t0002292,accepted
e509b71b-a1de-4d4c-9d6f-5f44fed19f83,family,Plantae,"",Zamiaceae,t0002291,accepted
89d315f3-4750-441e-a4e0-95fc320f987f,family,Plantae,"",Ginkgoaceae,t0002293,accepted
f196256d-fa87-4caa-8d8d-fcb91a8c9361,family,Plantae,"",Pinaceae,t0002294,accepted
c5d86519-396f-43d2-9b46-936f3006b171,family,Plantae,"",Araucariaceae,t0002295,accepted
19cdb725-b94d-47c3-8fd4-2a5e776816bd,family,Plantae,"",Podocarpaceae,t0002296,accepted
f57a3c03-498f-4e52-8070-58c7993b8170,family,Plantae,"",Cupressaceae,t0002297,accepted
e4ea2ba5-d0a1-43e0-a2f8-15a22abaf889,family,Plantae,"",Taxaceae,t0002298,accepted
f0019245-35c6-4eab-8b92-36eefbbd3bdc,family,Plantae,"",Amborellaceae,t0003902,accepted
6400298a-6987-4227-a432-a154b1cdbc9b,family,Plantae,"",Cabombaceae,t0002299,accepted
26f82920-952f-4781-8de5-7b080341ea31,family,Plantae,"",Nymphaeaceae,t0002300,accepted
6b7865a4-39ce-4e4a-a2b2-ff47563c6cd7,family,Plantae,"",Schisandraceae,t0002301,accepted
0db6b795-4590-44bd-b769-5744c2d2cdc9,family,Plantae,"",Saururaceae,t0002302,accepted
aa47a26d-d101-45b9-943e-10de1859a194,family,Plantae,"",Piperaceae,t0002303,accepted
0174d1fa-1200-4ec8-8346-f2b6c889ff9a,family,Plantae,"",Aristolochiaceae,t0002304,accepted
6401b27b-7d25-4277-8cad-3c3789b79c04,family,Plantae,"",Myristicaceae,t0002305,accepted
276bb9c8-aecd-4b1a-a853-bc1e7f2092e1,family,Plantae,"",Magnoliaceae,t0002306,accepted
56e24bbe-b69e-40ed-8e6d-6b92090f05ca,family,Plantae,"",Annonaceae,t0002307,accepted
7dc5dfc8-790d-4cb7-96ac-f85e4cda9f7b,family,Plantae,"",Calycanthaceae,t0104552,accepted
cca7f96c-3a72-484d-9246-9b1eb0406000,family,Plantae,"",Hernandiaceae,t0002308,accepted
44ab47eb-ac95-44f4-adbd-ead30bd016af,family,Plantae,"",Lauraceae,t0002309,accepted
2a8681c3-7334-4ecd-837e-aefdfd5c68e6,family,Plantae,"",Chloranthaceae,t0002310,accepted
729008df-6cdf-4773-9066-f602ebfb2d4e,family,Plantae,"",Acoraceae,t0002311,accepted
46d8188f-bcc4-4fd6-b88f-46f0e367fe06,family,Plantae,"",Araceae,t0002312,accepted
5a3e3b2e-976a-4ab3-87ea-e4db8065cd48,family,Plantae,"",Alismataceae,t0002313,accepted
e4f291e0-2eae-41cd-93be-551e4a5c2fad,family,Plantae,"",Hydrocharitaceae,t0002314,accepted
788564fd-4b27-42f4-8c3a-7d2603560cfb,family,Plantae,"",Aponogetonaceae,t0002315,accepted
2df1cecd-1f5a-4227-9eb9-26745b7d33c3,family,Plantae,"",Juncaginaceae,t0003907,accepted
b8f7b9e9-3beb-4d1a-9d4a-6e09073bf58b,family,Plantae,"",Zosteraceae,t0002316,accepted
ce68b6dd-19a6-4d9c-b19d-d39db61ec50a,family,Plantae,"",Potamogetonaceae,t0002317,accepted
f673f34f-dc33-43dc-b1dc-048cb177ba18,family,Plantae,"",Ruppiaceae,t0002318,accepted
52d37b62-2d27-467c-b775-6924638ec7bb,family,Plantae,"",Cymodoceaceae,t0002319,accepted
c5ee8caa-b086-44ea-8961-3d46e9be9693,family,Plantae,"",Petrosaviaceae,t0002320,accepted
2eb7907b-4b87-4a65-bb17-ca139793d136,family,Plantae,"",Nartheciaceae,t0002321,accepted
63ce4b10-4553-4915-8a76-7d5f2747165d,family,Plantae,"",Burmanniaceae,t0002322,accepted
50e00070-143f-46d8-966f-0211c21f0ace,family,Plantae,"",Dioscoreaceae,t0002323,accepted
ac5afa04-970c-4685-8104-7a2a3d25f982,family,Plantae,"",Triuridaceae,t0002324,accepted
838b324e-cc39-4979-8a07-a8613c22afa5,family,Plantae,"",Stemonaceae,t0002325,accepted
f892597d-b2b5-438f-96f3-c2571a36c47d,family,Plantae,"",Cyclanthaceae,t0002326,accepted
9c8ad62c-cb89-42b6-b9a9-90b42e55f142,family,Plantae,"",Pandanaceae,t0002327,accepted
5e941b8d-312b-4c79-b2d0-e2a46982219a,family,Plantae,"",Melanthiaceae,t0002328,accepted
5b61a889-c074-458e-8a5c-8a8c1a40dfff,family,Plantae,"",Alstroemeriaceae,t0002329,accepted
9980ccf1-6223-4e33-a782-a6ea98bc188c,family,Plantae,"",Colchicaceae,t0002330,accepted
19c07a68-ad97-4e58-83b3-5488b6ae2f89,family,Plantae,"",Smilacaceae,t0002331,accepted
76e49a13-f9b0-4624-9173-ebf23c935fd1,family,Plantae,"",Liliaceae,t0002332,accepted
4fce3eb4-3455-4d1c-b7a6-00ebc1a261a5,family,Plantae,"",Orchidaceae,t0002333,accepted
99bf61aa-a694-4c4a-9c9b-9b446a6677bb,family,Plantae,"",Hypoxidaceae,t0002334,accepted
a302b957-cca0-4bfc-9a9c-ba27e532990c,family,Plantae,"",Iridaceae,t0002335,accepted
652b4851-599a-4b68-b969-9c39e506d83a,family,Plantae,"",Amaryllidaceae,t0002337,accepted
ef3e962d-c1f9-4efa-9c72-73259fed8ae6,family,Plantae,"",Asparagaceae,t0002286,accepted
195492b3-f475-4d0e-ae99-575ed67dc123,family,Plantae,"",Asphodelaceae,t0002336,accepted
22f0d4e0-9f68-43c3-a406-e56f604c246b,family,Plantae,"",Arecaceae,t0002338,accepted
766e629a-2dc2-4c4b-9d25-f20459111db7,family,Plantae,"",Commelinaceae,t0002339,accepted
c1bac62d-745a-407f-b3e5-360b9deded23,family,Plantae,"",Philydraceae,t0002340,accepted
cb99809c-5ffb-4cdb-b3d3-2aac004593e2,family,Plantae,"",Pontederiaceae,t0002341,accepted
3628f1a5-91f2-4f23-b590-988167ee5850,family,Plantae,"",Cannaceae,t0002345,accepted
c5a45d86-d076-4311-b618-ce1ce088ffec,family,Plantae,"",Costaceae,t0002347,accepted
a75bd36e-c1cb-4675-abaa-8ed78d1b984e,family,Plantae,"",Heliconiaceae,t0002343,accepted
5876d9bf-2d56-4ee9-a066-40b908bb99c0,family,Plantae,"",Musaceae,t0002344,accepted
31ea0c5d-0270-4a55-82e9-09bbf358b944,family,Plantae,"",Strelitziaceae,t0002342,accepted
91c4e2b1-56a2-4497-b2f8-106ff6728a6c,family,Plantae,"",Marantaceae,t0002346,accepted
cb90d59a-b1a8-450a-9c4c-edcb7487880c,family,Plantae,"",Zingiberaceae,t0002348,accepted
7723a390-1092-4372-8571-eede441d5a5e,family,Plantae,"",Bromeliaceae,t0002350,accepted
bfbdbbeb-cdc9-470f-85ba-a5721eaa698d,family,Plantae,"",Xyridaceae,t0002351,accepted
ffe6fe42-e08c-4b0c-8aca-de9b592875a7,family,Plantae,"",Eriocaulaceae,t0002352,accepted
706dd1f8-5185-4382-9712-13a16c2ceedf,family,Plantae,"",Juncaceae,t0002353,accepted
2064932e-dfa5-4456-ae9f-0217558ad833,family,Plantae,"",Cyperaceae,t0002354,accepted
d870ce0c-8eaf-44ae-8596-9bce543594e1,family,Plantae,"",Flagellariaceae,t0002355,accepted
cc752439-6ae5-4e73-84ad-f22be8ae3f60,family,Plantae,"",Poaceae,t0002356,accepted
ad9a060a-86ee-4968-ac65-e9bcb265d760,family,Plantae,"",Ceratophyllaceae,t0002357,accepted
e6101c3b-4e78-4396-bb23-46e25c49b34f,family,Plantae,"",Papaveraceae,t0002358,accepted
87c2c452-a2eb-4bd0-b7e1-62dccdf3ab2e,family,Plantae,"",Lardizabalaceae,t0002359,accepted
76fbe906-8db5-456a-8f2d-6d027714ddea,family,Plantae,"",Menispermaceae,t0002360,accepted
4fbe9759-765e-420d-b1ab-8c1ef001775a,family,Plantae,"",Berberidaceae,t0002361,accepted
e16bcf4b-29d4-407a-8cb1-3b6c833e7547,family,Plantae,"",Ranunculaceae,t0002362,accepted
7a27ff7c-f182-4b63-8d2f-0275cb3ebab6,family,Plantae,"",Sabiaceae,t0002363,accepted
a82131c7-4291-47d8-b263-77a95a28b4df,family,Plantae,"",Nelumbonaceae,t0002364,accepted
0263f1ea-0ee3-48e0-8399-881bcd9d3414,family,Plantae,"",Proteaceae,t0002365,accepted
b08ce8c9-b1ba-4560-9d62-6b5c7d83e806,family,Plantae,"",Trochodendraceae,t0002366,accepted
fa480844-39ce-439c-99a4-d8b8d242bacc,family,Plantae,"",Buxaceae,t0002367,accepted
9aca1653-ae3c-438a-be14-32d45d6a7d1e,family,Plantae,"",Dilleniaceae,t0002368,accepted
55ae1164-5595-4877-afdd-c72c3c38bd43,family,Plantae,"",Paeoniaceae,t0003911,accepted
e40f2810-78fe-4ffc-8f32-23e445b2061f,family,Plantae,"",Altingiaceae,t0002369,accepted
378e43c2-12da-494a-862f-50cc6c23d538,family,Plantae,"",Hamamelidaceae,t0002370,accepted
c008ee5e-0bcf-41c7-9d38-fb98422ba54a,family,Plantae,"",Daphniphyllaceae,t0002371,accepted
acd9df44-ef2e-45ed-a8aa-ba76f55191eb,family,Plantae,"",Iteaceae,t0002372,accepted
b6021724-5208-4be0-a780-fc520098286a,family,Plantae,"",Grossulariaceae,t0002373,accepted
99184f5c-485b-4f54-b826-8802327f10c3,family,Plantae,"",Saxifragaceae,t0002374,accepted
74463292-f4b5-4ec3-abd7-945bac64e6bd,family,Plantae,"",Crassulaceae,t0002375,accepted
e5bf1275-670b-4207-8cb2-cda49c0b1cf6,family,Plantae,"",Haloragaceae,t0002376,accepted
bc87a10d-fc2a-4701-abd6-b2ced8c08ded,family,Plantae,"",Vitaceae,t0002377,accepted
84579eb5-c29e-4cbd-9ff8-210ca41ae20d,family,Plantae,"",Zygophyllaceae,t0002378,accepted
929ea977-ad32-4f3a-8e86-e1935562ac34,family,Plantae,"",Fabaceae,t0002379,accepted
9e5bf466-455e-45dc-8f75-1371de601389,family,Plantae,"",Surianaceae,t0002380,accepted
07744472-340e-41ff-a789-6173b2e3f22c,family,Plantae,"",Polygalaceae,t0002381,accepted
8b1518f4-37a2-4cd0-be88-35cb299ce0e7,family,Plantae,"",Rosaceae,t0002382,accepted
e5e4cbb9-641c-4e71-8ee1-06b2bf4d1cdc,family,Plantae,"",Elaeagnaceae,t0002383,accepted
079b3789-086b-4bc0-a72d-21f1412334bb,family,Plantae,"",Rhamnaceae,t0002384,accepted
c9051007-0253-45fc-a4c8-8a3754597994,family,Plantae,"",Ulmaceae,t0002385,accepted
3f192e89-0fa6-4f27-a338-3c198e6fbb30,family,Plantae,"",Cannabaceae,t0002386,accepted
96092c7c-b42d-4a9b-b6c5-db1966cfa358,family,Plantae,"",Moraceae,t0002285,accepted
aae515c1-ef75-4ef1-96bc-d97c27d6a1bc,family,Plantae,"",Urticaceae,t0002387,accepted
b0bde2fa-07ec-4673-88ee-0d618cbff760,family,Plantae,"",Fagaceae,t0002388,accepted
d519f6d5-b157-4276-b552-200b3aca4415,family,Plantae,"",Myricaceae,t0002389,accepted
7b6e79ef-830e-4236-9eb8-384fce08c569,family,Plantae,"",Juglandaceae,t0002390,accepted
1ccbb921-c10d-4df5-abf7-932e93399b9d,family,Plantae,"",Casuarinaceae,t0002391,accepted
2b3f7c23-d032-45d7-b6f9-e8cdafcbaa6f,family,Plantae,"",Betulaceae,t0002392,accepted
2309a4af-dfda-4a32-b17b-0d9a7784011f,family,Plantae,"",Coriariaceae,t0002393,accepted
da467a60-0def-427c-b837-a7ff5f07ad16,family,Plantae,"",Cucurbitaceae,t0002394,accepted
d631bee4-1a86-45ba-bf71-975f879479d6,family,Plantae,"",Begoniaceae,t0002395,accepted
