TT_taxonUUID,TT_taxonRank,TT_kingdom,TT_taiCOLNameCode,TT_simplifiedScientificName,TC_rank,TC_kingdom,TC_taxon_status,TC_is_in_taiwan,TC_new_taxon_id,TT_URL
e75401c6-5dcb-4c70-8760-a39e276f74e0,infraspecies,Animalia,t0086187,Pteropurpura adunca expansa,subspecies,Animalia,deleted,TRUE,t0032348,https://taxatree.tbn.org.tw/taxa/e75401c6-5dcb-4c70-8760-a39e276f74e0
bacc42ad-e21e-4265-920f-9e6e3eb023af,infraspecies,Animalia,t0086225,Satsuma succincta amblytropis,subspecies,Animalia,deleted,TRUE,t0085374,https://taxatree.tbn.org.tw/taxa/bacc42ad-e21e-4265-920f-9e6e3eb023af
7e9e2582-3d53-4691-a01a-c6495a0a5fe0,infraspecies,Animalia,t0086091,Phalium bisulcatum pila,subspecies,Animalia,deleted,TRUE,t0032772,https://taxatree.tbn.org.tw/taxa/7e9e2582-3d53-4691-a01a-c6495a0a5fe0
a7029a47-05f0-4c4c-bbfb-13eed50ab7ec,infraspecies,Animalia,t0085269,Anuraea aculeata valga,subspecies,Animalia,deleted,TRUE,t0066566,https://taxatree.tbn.org.tw/taxa/a7029a47-05f0-4c4c-bbfb-13eed50ab7ec
e5171125-cb8a-4b14-83ab-301d9d35f266,infraspecies,Animalia,t0085874,Macrotoma fisheri formosae,subspecies,Animalia,deleted,TRUE,t0085323,https://taxatree.tbn.org.tw/taxa/e5171125-cb8a-4b14-83ab-301d9d35f266
e8f30a45-bf0c-4c2e-935f-0d5756f49234,infraspecies,Animalia,t0085630,Eobia curticornis diversithorax,subspecies,Animalia,deleted,TRUE,t0085629,https://taxatree.tbn.org.tw/taxa/e8f30a45-bf0c-4c2e-935f-0d5756f49234
8674c679-fdc1-4732-823a-ba197e71bb8a,infraspecies,Animalia,t0101038,Neope muirheadii nagasawae,subspecies,Animalia,deleted,TRUE,t0084881,https://taxatree.tbn.org.tw/taxa/8674c679-fdc1-4732-823a-ba197e71bb8a
15e8519f-fbc9-43ea-8ea1-deff640f3aa8,infraspecies,Animalia,t0085208,Allantus luctifer melanocoxus,subspecies,Animalia,deleted,TRUE,t0070860,https://taxatree.tbn.org.tw/taxa/15e8519f-fbc9-43ea-8ea1-deff640f3aa8
dea2c452-aa47-4bba-88e3-ca7edf080ae0,infraspecies,Animalia,t0086416,Velarifictorus ornatus ornatus,subspecies,Animalia,deleted,TRUE,t0086415,https://taxatree.tbn.org.tw/taxa/dea2c452-aa47-4bba-88e3-ca7edf080ae0
731fafc8-047b-4721-9d4c-a4dbc91856b3,species,Animalia,t0047996,Tripartita formosana,species,Animalia,deleted,TRUE,t0047728,https://taxatree.tbn.org.tw/taxa/731fafc8-047b-4721-9d4c-a4dbc91856b3
7ae2e664-34bf-4a09-a7e1-c763b3a01899,species,Animalia,t0103319,Omphalomia hirta,species,Animalia,deleted,TRUE,t0030651,https://taxatree.tbn.org.tw/taxa/7ae2e664-34bf-4a09-a7e1-c763b3a01899
73d95a5d-eb55-45b1-b371-8cc9a0abf823,species,Animalia,t0097238,Helopsaltes certhiola,species,Animalia,deleted,TRUE,t0096196,https://taxatree.tbn.org.tw/taxa/73d95a5d-eb55-45b1-b371-8cc9a0abf823
fd76ff8a-1248-42cc-883d-80fbc9fd671b,species,Animalia,t0098681,Pterorhinus sannio,species,Animalia,deleted,TRUE,t0029850,https://taxatree.tbn.org.tw/taxa/fd76ff8a-1248-42cc-883d-80fbc9fd671b
83135f4f-cd70-4064-ac94-0270c1401c80,species,Animalia,t0096527,Nematopogon taiwanella,species,Animalia,deleted,TRUE,t0051996,https://taxatree.tbn.org.tw/taxa/83135f4f-cd70-4064-ac94-0270c1401c80
11853926-696b-4a9e-98a5-e11155939d37,species,Animalia,t0096374,Metriogryllacris magna,species,Animalia,deleted,TRUE,t0081019,https://taxatree.tbn.org.tw/taxa/11853926-696b-4a9e-98a5-e11155939d37
8f6b21a6-23f8-478d-b894-08e59cb35429,species,Animalia,t0096781,Doriprismatica atromarginata,species,Animalia,deleted,TRUE,t0064569,https://taxatree.tbn.org.tw/taxa/8f6b21a6-23f8-478d-b894-08e59cb35429
511c9de3-8fac-4f34-ac7b-c6024cb44dbe,species,Animalia,t0097468,Caloria indica,species,Animalia,deleted,TRUE,t0084026,https://taxatree.tbn.org.tw/taxa/511c9de3-8fac-4f34-ac7b-c6024cb44dbe
bbdb904f-2e30-46b8-8dbd-56556c2cfd20,species,Animalia,t0097825,Crithagra mozambica,species,Animalia,deleted,TRUE,t0038822,https://taxatree.tbn.org.tw/taxa/bbdb904f-2e30-46b8-8dbd-56556c2cfd20
4172b6a1-fcf4-4c9c-80fb-204afd9b225b,species,Animalia,t0096619,Nodularia douglasiae,species,Animalia,deleted,TRUE,t0086410,https://taxatree.tbn.org.tw/taxa/4172b6a1-fcf4-4c9c-80fb-204afd9b225b
4b643577-aece-4003-bcbe-bd8e0adecc9d,infraspecies,Animalia,t0101020,Limenitis jina sauteri,subspecies,Animalia,deleted,TRUE,t0084684,https://taxatree.tbn.org.tw/taxa/4b643577-aece-4003-bcbe-bd8e0adecc9d
14a7cb6f-82a1-4a98-85a5-c78783721b51,species,Animalia,t0106232,Tuerkayana rotundum,species,Animalia,deleted,TRUE,t0061813,https://taxatree.tbn.org.tw/taxa/14a7cb6f-82a1-4a98-85a5-c78783721b51
