TT_simplifiedScientificName,hit_index,taicol_taxon_id,taicol_status
Youngia japonica formosana,2,t0084635,not-accepted
Youngia japonica longiflora,1,t0069833,accepted
Arctotis stoechadifolia grandis,,,
Chrysanthemum leucanthemum pinnatifidum,1,t0054222,not-accepted
Viburnum foetidum rectangulatum,1,t0057483,accepted
Viburnum plicatum formosanum,1,t0087346,accepted
Abelia chinensis ionandra,1,t0086584,accepted
Pittosporum illicioides angustifolium,1,t0086951,accepted
Pittosporum illicioides angustifolium,2,t0086951,not-accepted
Polyscias fruticosa deleauana,,,
Polyscias guilfoylei victoriae,1,t0059076,not-accepted
Hedera rhombea formosana,1,t0057987,accepted
Eleutherococcus trifoliatus trifoliatus,1,t0102097,accepted
Eleutherococcus trifoliatus setosus,1,t0086531,accepted
Angelica dahurica formosana,1,t0040168,accepted
Angelica morrisonicola morrisonicola,1,t0086617,accepted
Angelica morrisonicola nanhutashanensis,1,t0086618,accepted
Apium graveolens dulce,1,t0052605,not-accepted
Foeniculum vulgare dulce,,,
Cnidium monnieri formosanum,1,t0086719,accepted
Juniperus communis nana,,,
Lagerstroemia subcostata hirtella,,,
Osmanthus fragrans aurantiacus,,,
Ludwigia peploides stipulacea,1,t0074647,not-accepted
Sorghum vulgare technicum,1,t0058273,not-accepted
Mussaenda parviflora yaeyamensis,,,
Taxodium distichum imbricatum,,,
Vitis heyneana ficifolia,,,
Rosa indica,1,[],
Matteuccia struthiopteris,,,
Oplismenus undulatifolius microphyllus,1,t0058657,not-accepted
Strychnos pseudoquina,,,
Begonia ×albopicta,,,
Sladenia celastrifolia,,,
Salvia formosana formosana,1,t0106433,accepted
Echinochloa crus-pavonis,1,[],
Ozptila nongae,1,t0082677,not-accepted
Ozptila matsumotoi,1,t0082676,not-accepted
Microcystis aeruginosa aeruginosa,1,[],
Scenedesmus intermedius,1,t0075791,not-accepted
Scenedesmus intermedius valatonicus ophilus,1,t0075791,not-accepted
Scenedesmus pannonicus pannonicus,1,t0087021,accepted
Viruses,1,,
Viruses,2,t0104550,accepted
Viroids,,,
Limacidae,,,
Marchiantiophytina,,,
Bryophytina,,,
Anthocerotophytina,,,
Haplomitriophytes*,,,
Marchiantiophytes*,,,
Takakiophytes*,,,
Sphagnophytes*,,,
Andreaeophytes*,,,
Andreaeobryophytes*,,,
Bryophytes*,,,
Leiosporocerotophytes*,,,
Anthocerotophytes*,,,
Treubiopsida,,,
Andreaeobryopsida,1,t0000426,accepted
Oedipodiopsida,1,t0000450,accepted
Leiosporocerotopsida,1,t0000444,accepted
Treubiidae,,,
Haplomitriidae,,,
Blasiidae,,,
Marchantiidae,,,
Takakiidae,,,
Sphagnidae,,,
Andreaeidae,,,
Andreaeobryidae,,,
Oedipodiidae,,,
Polytrichidae,,,
Tetraphididae,,,
Diphysciidae,1,t0000638,accepted
Gigaspermidae,,,
Timmiidae,,,
Leiosporocerotidae,,,
Notothyladidae,,,
Sphaerocarpales,1,t0001639,accepted
Neohodgsoniales,1,t0001593,accepted
Ambuchananiales,1,t0001514,accepted
Andreaeobryales,1,t0001516,accepted
Oedipodiales,1,t0001596,accepted
Diphysciales,1,t0001552,accepted
Gigaspermales,1,t0001563,accepted
Disceliales,,,
Encalyptales,1,t0001555,accepted
Timmiales,1,t0001648,accepted
Catoscopiales,,,
Hedwigiales,1,t0001571,accepted
Bartramiales,1,t0001522,accepted
Splachnales,1,t0001642,accepted
Orthodontiales,,,
Rhizogoniales,1,t0001625,accepted
Aulacomniales,,,
Hypnodendrales,1,t0001576,accepted
Ptychomniales,1,t0001623,accepted
Hypopterygiales,,,
Leiosporocerotales,1,t0001580,accepted
Phymatocerotales,,,
Flatbergiaceae,,,
Ambuchananiaceae,,,
Buxbaumiaceaec,,,
Bryobartramiaceae,,,
Amphidiaceae,,,
Dicranellaceae,,,
Eustichiaceae,,,
Leucophanaceae,,,
Oncophoraceae,,,
Rhachitheciaceae,,,
Schistostegaceae,,,
Viridivelleraceae,,,
Sphaerocarpaceae,,,
Riellaceae,,,
Monocarpaceae,,,
Neohodgsoniaceae,,,
Cleveaceae,,,
Cyathodiaceae,,,
Corsiniaceae,,,
Monocleaceae,,,
Oxymitraceae,,,
Noterocladaceae,,,
Petalophyllaceae,,,
Allisoniaceae,,,
Sandeothallaceae,,,
Moerckiaceae,,,
Hymenophytaceae,,,
Phyllothalliaceae,,,
Lepidolaenaceae,,,
Goebeliellaceae,,,
Ptilidiaceae,,,
Herzogianthaceae,,,
Lophoziaceae,,,
Grolleaceae,,,
Brevianthaceae,,,
Trichotemnomataceae,,,
Blepharidophyllaceae,,,
Arnelliaceae,,,
Gyrothyraceae,,,
Antheliaceae,,,
Blepharostomataceae,,,
Notoscyphaceae,,,
Andreaeobryaceae,,,
Oedipodiaceae,,,
Tetraphidaceae,,,
Gigaspermaceae,,,
Disceliaceae,,,
Timmiaceae,,,
Bruchiaceae,,,
Rhabdoweisiaceae,,,
Ephemeraceae,,,
Splachnobryaceae,,,
Catoscopiaceae,,,
Helicophyllaceae,,,
Rhacocarpaceae,,,
Meesiaceae,,,
Orthodontiaceae,,,
Calomniaceae,,,
Mitteniaceae,,,
Aulacomniaceae,,,
Braithwaiteaceae,,,
Pterobryellaceae,,,
Garovagliaceae,,,
Daltoniaceae,,,
Pilotrichaceae,,,
Saulomataceae,,,
Schimperobryaceae,,,
Anomodontaceae,,,
Calliergonaceae,,,
Campyliaceae,,,
Trachylomataceae,,,
Myriniaceae,,,
Leptodontaceae,,,
Leiosporocerotaceae,,,
Phymatocerotaceae,,,
Flatbergium,,,
Ambuchanania,,,
Eosphagnum,,,
Acroschisma,,,
Bruchia,,,
Eustichia,,,
Rhachithecium,,,
Schistostega,,,
Viridivellus,,,
Canalohypopterygium,,,
Dendrohypopterygium,,,
Catharomnion,,,
Andreaeobryum,,,
Oedipodium,,,
Gigaspermum,,,
Chamaebryum,,,
Lorentziella,,,
Oedipodiella,,,
Costesia,,,
Timmia,,,
Treubia,,,
Sauteria,,,
Aphanolejeunea,1,[],
Rectolejeunea,,,
Rhaphidolejeunea,,,
Taxilejeunea,,,
Scaphophyllum,,,
Chandonanthus,1,[],
Tetrodontium,,,
Eccremidium,,,
Kiaeria,,,
Solmsiella,,,
Tortella,1,[],
Astomum,,,
Ephemerum,1,[],
Drepanocladus,1,[],
Oxyrrhynchium,1,[],
Campylophyllum,,,
Pylaisia,,,
Leskeella,1,[],
Circulifolium,,,
Pseudotrismegistia,,,
Haplomitrium blumei,,,
Asterella liukiuensis,,,
Asterella monospiris,1,t0061071,not-accepted
Asterella yoshinagana,1,t0061070,not-accepted
Plagiochasma crupestre,,,
Sauteria yatsuensis,,,
Riccia crozalsii,,,
Fossombronia australinipponica,,,
Fossombronia cristula,,,
Metzgeria conjugata,,,
Metzgeria fauriana,1,t0058534,not-accepted
Metzgeria fruticulosa,,,
Riccardia platyclada,,,
Riccardia tamariscina,,,
Radula apiculata,,,
Radula borneensis,,,
Radula complanata,,,
Radula portoricensis,,,
Radula protensa,,,
Frullania caduca,,,
Frullania fauriana,,,
Frullania galeata,,,
Frullania parihari,,,
Frullania parvistipiila,,,
Frullania trichode,,,
Frullania yuzawa,,,
Aphanolejeunea grossepapillosa,1,t0073391,not-accepted
Aphanolejeunea truncatifolia,1,t0058853,not-accepted
Cheilolejeunea longiloba,1,t0073175,not-accepted
Cololejeunea magnipapillosa,,,
Cololejeunea oshimensis,,,
Cololejeunea scabriflora,,,
Cololejeunea shibiensis,,,
Cololejeunea tixieriana,,,
Diplasiolejeunea pellucida,,,
Drepanolejeunea formosana,1,t0075483,not-accepted
Drepanolejeunea subacuta,,,
Lejeunea alata,,,
Lejeunea catanduana,,,
Lejeunea cucullata,,,
Lejeunea imbricata,,,
Lejeunea lunulatiloba,,,
Lejeunea magohukui,,,
Lejeunea pallidevirens,1,t0074525,accepted
Lejeunea planiloba,,,
Lejeunea planissima,,,
Lejeunea proliferans,,,
Lejeunea ramulosa,,,
Lejeunea subigiensis,,,
Lejeunea tuberculosa,,,
Leptolejeunea aberrantia,,,
Leptolejeunea apiculatum,,,
Leptolejeunea foliicola,,,
Leptolejeunea radiata,,,
Leucolejeunea turgida,,,
Lopholejeunea aberrantia,,,
Lopholejeunea applanata,,,
Lopholejeunea javanica,,,
Lopholejeunea muensis,,,
Lopholejeunea nicobarica,,,
Lopholejeunea nipponica,,,
Microlejeunea punctiformis,,,
Rectolejeunea barbata,,,
Rhaphidolejeunea foliicola,1,t0073753,not-accepted
Taxilejeunea luzonensis,,,
Taxilejeunea subcompressiuscula,,,
Bazzania mayebarae,,,
Lepidozia wallichiana,1,t0069558,not-accepted
Cephalozia otaruensis,1,t0058750,not-accepted
Scapania glaucoviridis,,,
Scapania robusta,1,t0075768,not-accepted
Acrobolbus cilatus,,,
Calypogeia japonica,,,
Calypogeia trichomanis,1,t0073001,not-accepted
Metacalypogeia quelpaertensis,,,
Jungermannia appressifolia,1,t0058267,not-accepted
Jungermannia comata,,,
Jungermannia haskarliana,,,
Jungermannia hyalina,,,
Jungermannia infusca,,,
Jungermannia pseudocyclops,1,t0058269,not-accepted
Jungermannia pyriftora,,,
Jungermannia schauliana,,,
Jungermannia subrubra,,,
Jungermannia subulata,,,
Jungermannia tetragona,,,
Jungermannia truncata,1,t0075941,not-accepted
Jungermannia virgata,,,
Scaphophyllum speciosum,,,
Marsupella revoluta,,,
Marsupella rubida,,,
Lophozia cornuta,,,
Lophozia incisa,,,
Lophozia morrisoncola,,,
Lophozia nakanishii,,,
Herbertus giraldianus,,,
Herbertus sakuraii,,,
Lepicolea yakusimensis,,,
Chiloscyphus aposinensis,,,
Chiloscyphus cuspidatus,1,t0074629,not-accepted
Chiloscyphus minor,1,t0074633,not-accepted
Chiloscyphus muricatus,1,t0074634,not-accepted
Chiloscyphus profundus,1,t0074631,not-accepted
Chiloscyphus semiteres,,,
Plagiochila blepharophora,,,
Plagiochila hattoriana,,,
Plagiochila integrilobula,,,
Plagiochila oblonga,,,
Plagiochila microdonta,,,
Mylia nuda,1,t0084609,not-accepted
Anastrophyllum acuminatum,1,t0086614,not-accepted
Chandonanthus birmensis,1,t0059045,not-accepted
Chandonanthus hirtellus,1,t0075417,not-accepted
Pogonatum alpinum,1,t0059079,not-accepted
Pogonatum shevockii,,,
Dicranum groenlandicum,,,
Dicranum himalayanum,,,
Dicranum viride,,,
Leucophanes octoblepharioides,,,
Ditrichum macrorhynchum,,,
Eccremidium brisbanicum,,,
Fissidens involutus,,,
Fissidens longisetus,,,
Fissidens zippelianus,1,t0057388,not-accepted
Leucobryum aduncum,,,
Kiaeria falcata,,,
Solmsiella biseriata,,,
Bryoerythrophyllum alpigenum,,,
Didymodon erosodenticulatus,,,
Oxystegus tenuirostris,1,t0058446,not-accepted
Tortella tortuosa,,,
Trichostomum hattorianum,,,
Weissia longifolia,,,
Grimmia apiculata,,,
Grimmia longirostris,,,
Racomitrium japonicum,,,
Schistidium rivulare,,,
Blindia acuta,1,[],
Philonotis laii,,,
Pohlia longicolla,,,
Rhodobryum ontariense,,,
Rhizomnium hattorii,,,
Macrocoma tenuis,,,
Ulota reptans,,,
Campyliadelphus chrysophyllus,,,
Drepanocladus fluitans,,,
Hygrohypnum luridum,,,
Hygrohypnum molle,,,
Brachythecium moriense,,,
Brachythecium velutinum,,,
Palamocladium leskeoides,,,
Rhynchostegium contractum,,,
Campylophyllum halleri,,,
Glossadelphus bilobatus,,,
Hypnum oldhamii,,,
Hypnum plumiforme,,,
Hypnum ctristoviride,,,
Isopterygium propaguliferum,,,
Pylaisia falcata,,,
Pylaisia levieri,,,
Taxiphyllum arcuatum,,,
Hondaella caperata,,,
Leskea scabrinervis,,,
Leskeella pusilla,,,
Barbella enervis,,,
Floribundaria pseudofloribunda,1,t0057426,accepted
Pseudobarbella laosiensis,,,
Entodon dolichocucullatus,,,
Entodon flavescens,,,
Circulifolium exiguum,,,
Circulifolium microdendron,,,
Homaliodendron papillosum,,,
Nowellia curvilfolia,,,
Calyptothecium philippinense,1,t0040576,not-accepted
Papillidiopsis complanata,,,
Pseudotrismegistia undulata,,,
Taxithelium oblongifolium,,,
Trichosteleum lutschianum,,,
Wijkia hornschuchii,,,
Wijkia surcularis,,,
Climacium japonicum,,,
Helicodontium kiusianum,,,
Taiwanobryum guangdongense,,,
Anthoceros formosae,1,t0040194,not-accepted
Folioceros fuciformis,,,
Folioceros vesiculosus,,,
Phaeoceros miyakeanus,,,
Haplohymenium pseudotriste,1,t0057983,accepted
Marchantia emarginata tosana,1,t0084602,accepted
Marchantia paleacea diptera,1,t0084603,accepted
Porella acutifolia tosana,1,t0084617,accepted
Porella caespitans cordifolia,1,t0086958,accepted
Porella caespitans nipponica,1,t0086959,accepted
Porella gracillima urogea,1,t0084619,accepted
Porella obtusata macroloba,1,t0086960,accepted
Radula retroflexa retroflexa,,,
Radula retroflexa fauciloba,,,
Frullania davurica davurica chichibuensis,,,
Frullania kagoshimensis minor,,,
Frullania monocera depauperata,1,t0086822,accepted
Frullania ternatensis nonappendiculata,1,t0086825,accepted
Jubula hutchinsiae javanica,1,t0074432,not-accepted
Cololejeunea peraffinis corticola,,,
Schiffneriolejeunea tumida haskarliana,1,t0087034,accepted
Tuyamaella molischii taiwanensis,1,t0087099,accepted
Bazzania tridens assamica,1,t0086641,accepted
Cephalozia catenulata nipponica,1,t0084586,accepted
Jungermannia exsertifolia cordifolia,,,
Marsupella emarginata tubulosa,,,
Chiloscyphus polyanthos fragilis,1,t0086680,accepted
Heteroscyphus argutus brevidens,1,t0086848,accepted
Heteroscyphus zollingeri pluridentatus,1,t0087648,accepted
Jackiella javanica cavifolia,1,t0086864,accepted
Sphagnum junghuhnianum pseudomolle,1,t0058280,not-accepted
Andreaea rupestris fauriei,1,t0040163,accepted
Andreaea rupestris fauriei,2,,
Atrichum undulatum gracilisetum,1,t0086635,accepted
Pogonatum cirratum fuscatum,1,t0084615,accepted
Syrrhopodon prolifer tosaensis,1,t0087066,accepted
Fissidens crispulus robinsonii,,,
Leucobryum aduncum scalare,,,
Anomobryum filiforme concinnatum,1,t0040188,accepted
Macrocoma tenuis sullivantii,,,
Hypnum subimponens ulophyllum,1,t0058061,accepted
Meteoriopsis reclinata subreclinata,1,t0086894,accepted
Plagiothecium cavifolium fallax,1,t0059027,accepted
Plagiothecium neckeroideum niitakayamae,1,t0086952,accepted
Thuidium pristocalyx orientale,,,
Thuidium recognitum delicatulum,1,t0058391,accepted
Phaeoceros laevis carolinianus,,,
Bryoxiphiales,1,t0001528,accepted
Cyrtopodaceae,,,
Orthostichellaceae,,,
Stereophyllaceae,,,
Gottschea,,,
Jamesoniella,,,
Gottschea aligera,,,
Gottschea nuda,,,
Gottschea philippinensis,,,
Jamesoniella autumnalis,,,
Jamesoniella nipponica,,,
Podocnemididae,1,[],
Podocnemis,1,[],
Podocnemis unifilis,1,[],
Habroloma (Parahabroloma),,,
Chrysodema (Chrysodema),,,
Phymatodes (Poecilium),,,
Chaetocnema (Udorpes),,,
Bactrocera (Zeugodacus),,,
Anthaxia (Haplanthaxia),,,
Coelostoma (Holocoelostoma),,,
Anthaxia (Merocratus),,,
Rhyzodiastes (Temoana),,,
Omoglymmius (Orthoglymmius),,,
Anthaxia (Anthaxia),,,
Coelostoma (Coelostoma),,,
Aedes (Stegomyia),,,
Elaeocarpus hainanensis,,,
Coccolithophyceae familia incertae sedis,,,
Lema (Microlema),,,
Omoglymmius (Omoglymmius),,,
Parascatonomus (Parascatonomus),,,
Dienerella (Dienerella),,,
Melobasis (Melobasis),,,
Menimus (Menimus),,,
Nipponobuprestis (Nipponoburprestisia),,,
Coelostoma (Lachnocoelostoma),,,
Centrochelys,,,
Centrochelys sulcata,,,
Dendriscosticta,,,
Dendriscosticta phyllidiata,,,
Opisthokonta,,,
Fungi,1,t0000008,accepted
Tussilago,1,[],
Tussilago farfara,,,
Rosa kwangtungensis,1,t0105406,misapplied
Brachypodium sylvaticum luzoniense,1,t0040433,not-accepted
Carex japonica subtransversa,1,[],
Aechmea ×hybrida,,,
Carex rhynchachaenium keelungensis,,,
Clinacanthus,,,
Clinacanthus nutans,,,
Citrus medica gaoganensis,,,
Aristolochia liukiuensis,1,t0105572,not-accepted
Citrus medica sarcodactylus,,,
Aechmea ×hybrida Array,,,
Cleisostoma ionosma,1,t0055454,misapplied
Smilax sebeana,1,t0055362,misapplied
Vanda hybrida,,,
Alocasia amazonica,,,
Anemone taraoi,1,[],
Asplenium cuneatum,1,t0026895,misapplied
Bothriochloa bladhii bladhii,,,
Tapeinidium gracile,1,t0026482,not-accepted
Pedicularis cheilanthifolia,,,
Pedicularis cheilanthifolia purpurea,,,
Symphoricarpos albus,,,
Begonia ×buimontana,,,
Begonia ×chungii,,,
Symplocos sonoharae formosana,1,[],
Scutellaria luzonica,1,t0058234,misapplied
Begonia ×semperflorens-cultorum,,,
Rumex dentatus,1,[],
Rubus subcrataegifolius,1,t0055160,misapplied
Symplocos formosana formosana,1,t0105539,accepted
Rhododendron amanoi,,,
Symplocos formosana taiheizanensis,1,t0105538,accepted
Hemipilia takasagomontana takasagomontana,,,
Begonia ×taipeiensis,,,
Breynia androgyna,,,
Sida rhombifolia alnifolia,1,[],
Calymmodon nuda,,,
Keteleeria davidiana calcarea,,,
Keteleeria davidiana davidiana,,,
Prunus spinosa,,,
Quercus aliena aliena,1,t0106431,accepted
Carex ascocentra,1,t0052830,not-accepted
Perilla frutescens crispa,,,
Castanea sativa,1,[],
Ludwigia glandulosa brachycarpa,,,
Perilla frutescens frutescens,,,
Polygonum virginianum,,,
Perilla frutescens hirtella,,,
Lycopodium clavatum nipponicum,1,t0026351,not-accepted
Oplismenus compositus intermedius,1,t0086528,accepted
Menziesia multiflora longicalyx,,,
Pistacia vera,,,
Castanopsis purpurella,1,[],
Philodendron hybridum,,,
Cyrtandra cumingii,,,
Persicaria tenella,1,[],
Hemiboea follicularis,1,t0053919,misapplied
Dicliptera induta,,,
Parthenocissus semicordata,,,
Dioscorea aculeata,1,t0057250,not-accepted
Murraya koenigii,1,t0054510,misapplied
Ludwigia polycarpa,,,
Metathelypteris dayi,,,
Ludwigia ravenii,,,
Lycopodium volubile,,,
Lycopodium alpinum,1,[],
Ichnanthus pallens major,1,t0058068,accepted
Ludwigia ×taiwanensis,,,
Lycopodium sitchense,1,[],
Lycopodium nikoense,,,
Lycopodium alticola,,,
Lycopodium sabinifolium,,,
Erinaceidae,,,
Atelerix,,,
Tropidoclonion,,,
Tropidoclonion lineatum,,,
Malayemys,1,[],
Malayemys subtrijuga,1,[],
Alle,,,
Alle alle,,,
Pyrrhura,1,[],
Pyrrhura molinae,,,
Serpentes,1,t0002146,accepted
Serpentes,2,,
Lacertilia,,,
Yangochiroptera,,,
Yinpterochiroptera,,,
Mustela putorius,,,
Mustela putorius furo,,,
Grapsoidea,1,[],
Calanthe kibanakirishima,,,
Dryopteris wallichiana pachyphylla,1,t0057292,accepted
Scrophularia kakudensis,,,
Osmolindsaea ×yakushimensis,,,
Platanus ×hispanica,,,
Camellia ×williamsii,,,
Ismene,1,[],
Davidia involucrata,,,
Plukenetia,,,
Plukenetia volubilis,,,
Grewia occidentalis,,,
Platanus orientalis,,,
Platanus occidentalis,,,
Stachys geobombycis,,,
Malvaviscus arboreus drummondii,,,
Hydnocarpus alcalae,,,
Hydnocarpus castaneus,,,
Hydnocarpus kurzii,,,
Hydnocarpus wightianus,,,
Chukrasia,,,
Chukrasia tabularis,,,
Alternanthera brasiliana,,,
Hydrocotyle delicata,1,t0053966,not-accepted
Cerastium calcicola,1,[],
Tetradenia,1,[],
Tabernaemontana amygdalifolia,,,
Tetradenia riparia,,,
Deutzia hayatae,1,t0027065,not-accepted
Primula vulgaris,,,
Limnophila chinensis,1,[],
Jatropha gossypiifolia gossypiifolia,,,
Sorghum ×almum,,,
Sarcophyton,1,t0024758,accepted
Sarcophyton,2,t0009130,accepted
Epipogium meridianum,1,[],
Kaempferia roscoeana,,,
Kaempferia rotunda,,,
Polygonatum arisanense,1,t0059074,not-accepted
Polygonatum arisanense arisanense,,,
Polygonatum arisanense formosanum,1,[],
Polygonatum sibiricum,,,
Geoglossomycetes,1,[],
Haptophyta classis incertae sedis,,,
Haptophyta ordo incertae sedis,,,
Bacillariophyta classis incertae sedis,,,
Bacillariophyta ordo incertae sedis,,,
Haptophyta familia incertae sedis,,,
Cybaeus,,,
Bacillariophyceae ordo incertae sedis,,,
Bacillariophyceae familia incertae sedis,,,
Australiascaceae,1,t0003328,accepted
Linocarpaceae,1,t0003520,accepted
Tripos,1,t0092035,accepted
Procyonidae,,,
Procyon,,,
Procyon lotor,1,[],
Debaryozyma,1,[],
Acrodictyaceae 	,1,t0003295,accepted
Hermatomycetacea,,,
Breonia,,,
Camonea,1,[],
Hypodematium crenatum loyalii,1,[],
Maianthemum japonicum,1,[],
Tetracera,,,
Tetracera sarmentosa,,,
Xanthostemon,,,
Xanthostemon chrysanthus,,,
Eriochrysis,1,[],
Cassine,1,[],
Tricholaena,1,[],
Heliozoa ordo incertae sedis,,,
Heliozoa familia incertae sedis,,,
Hypocreales familia incertae sedis,,,
Ascomycota classis incertae sedis,,,
Ascomycota ordo incertae sedis,,,
Ascomycota familia incertae sedis,,,
Dothideomycetes ordo incertae sedis,,,
Dothideomycetes familia incertae sedis,,,
Pleosporales familia incertae sedis,,,
Lagenina familia incertae sedis,,,
Saccharomycetales familia incertae sedis,,,
Pezizales familia incertae sedis,,,
Dothideales familia incertae sedis,,,
Phyllachorales familia incertae sedis,,,
Xylariales familia incertae sedis,,,
Hypotrichida familia incertae sedis,,,
Sordariomycetes ordo incertae sedis,,,
Sordariomycetes familia incertae sedis,,,
Cystobasidiomycetes ordo incertae sedis,,,
Leotiomycetes ordo incertae sedis,,,
Gastropoda ordo incertae sedis,,,
Heterotrichida familia incertae sedis,,,
Ustilaginales familia incertae sedis,,,
Ascomycetes ordo incertae sedis,,,
Ascomycetes familia incertae sedis,,,
Auriculariales familia incertae sedis,,,
Malasseziales familia incertae sedis,,,
Bacillariophyta familia incertae sedis,,,
Helotiales familia incertae sedis,,,
Uredinales familia incertae sedis,,,
Protomonadina familia incertae sedis,,,
Pucciniales familia incertae sedis,,,
Diaporthales familia incertae sedis,,,
Spizellomycetales familia incertae sedis,,,
Odontostomatida familia incertae sedis,,,
Eurotiomycetes ordo incertae sedis,,,
Eurotiomycetes familia incertae sedis,,,
Petauridae,,,
Petaurus,,,
Petaurus breviceps,,,
Caridina gracilirostris,,,
Chamaecrista nictitans patellaria glabrata,1,t0086675,not-accepted
Wrightia pubescens,,,
Aquarius,1,t0010247,accepted
Aquarius,2,t0102354,accepted
Euplectes,,,
Euplectes orix,,,
Machlolophus spilonotus,,,
Amandava subflava,,,
Netelia (Toxochiloides),,,
Agapornis personatus,,,
Ara chloropterus,,,
Ara macao,1,[],
Callonetta,,,
Callonetta leucophrys,,,
Chloropseidae,,,
Crithagra citrinipectus,,,
Dacelo,,,
Dacelo novaeguineae,,,
Chloropsis cochinchinensis,,,
Diopsittaca,,,
Diopsittaca nobilis,,,
Eclectus,,,
Eclectus roratus,,,
Geokichla dohertyi,,,
Geopelia cuneata,,,
Lamprotornis caudatus,,,
Icteridae,1,[],
Leistes,,,
Leistes superciliaris,,,
Meleagris,,,
Meleagris gallopavo,,,
Myiopsitta,,,
Myiopsitta monachus,,,
Numididae,,,
Numida,,,
Numida meleagris,,,
Parabuteo,,,
Parabuteo unicinctus,,,
Paroaria gularis,,,
Ploceus jacksoni,,,
Poicephalus,1,[],
Poicephalus senegalus,,,
Primolius,1,[],
Primolius auricollis,,,
Psittacara,,,
Psittacara erythrogenys,,,
Psittacula eupatria,,,
Pyrrhocorax,,,
Pyrrhocorax pyrrhocorax,,,
Sicalis,,,
Sicalis columbiana,,,
Trichoglossus moluccanus,,,
Trichoglossus rubritorquis,,,
Trochalopteron formosum,,,
Vidua chalybeata,,,
Vidua obtusa,,,
Rhodobiotina,,,
Glaucobiotina,,,
Mesostigmatophytes,,,
Mesostigmatophyta,,,
Chlorokybophyta,,,
Klebsormidiophyta,,,
Coleochaetophyta,,,
Zygnematophycota,,,
Rozellomycota,1,t0001045,accepted
Basidiomycota,1,t0000086,accepted
Ascomycota,1,t0000085,accepted
Microsporidia,1,t0000072,accepted
Euphyllophytes classis incertae sedis,,,
Euphyllophytes subclassis incertae sedis,,,
Euphyllophytes ordo incertae sedis,,,
Pezizomycotina,1,t0000160,accepted
Leotiomyceta,,,
Euphyllophytes familia incertae sedis,,,
Musella,,,
Anacampseros,,,
Rhinephyllum,,,
Mitragyna,,,
Megaskepasma,,,
Smallanthus,,,
Calea,1,[],
Pecopteris,,,
Polychaeta ordo incertae sedis,,,
Satyrium,1,t0016102,accepted
Satyrium,2,t0094638,accepted
Aira,1,[],
Tournefortia,1,t0002795,not-accepted
Meyenia,1,[],
Hexacentris,1,[],
Acrocephalus,1,t0009376,accepted
Acrocephalus,2,t0106666,accepted
Haumaniastrum,,,
Bolbitis sinensis,,,
Encephalartos munchii,,,
Calocedrus decurrens,,,
Spirodela oligorrhiza,1,t0055440,not-accepted
Pandanus amaryllifolius,,,
Crassula muscosa,,,
Acacia mearnsii,1,[],
Inga edulis,,,
Ormosia pinnata,,,
Ormosia semicastrata,,,
Mucuna macrocarpa oui,1,t0106111,accepted
Parkia speciosa,,,
Sindora siamensis,,,
Castanopsis tribuloides,1,[],
Catha edulis,,,
Turnera diffusa,,,
Euphorbia chamissonis,,,
Glochidion lanyuense,,,
Toona ciliata,,,
Cleome houtteana,,,
Pyrenaria spectabilis,,,
Ixora coccinea,1,[],
Wrightia antidysenterica,,,
Ipomoea muricata,,,
Osmanthus ×fortunei,,,
Salvia hispanica,,,
Salvia divinorum,,,
Salvia leucantha,,,
Salvia mexicana,,,
Mentha suaveolens,,,
Aquarius palifolius,,,
Euodia suaveolens,,,
Trimezia steyermarkii,,,
Trimezia gracilis,,,
Cleistogenes hancei,,,
Lilium longiflorum longiflorum,,,
Fimbristylis dichotoma tikushiensis,,,
Fimbristylis dichotoma dichotoma,,,
Youngia japonica monticola,1,t0085104,accepted
Rodgersia,,,
Erythroxylum,,,
Atractocarpus,,,
Calceolaria,,,
Dolichandra,,,
Anemopaegma,,,
Kalopanax,,,
Cussonia,,,
Encephalartos manikensis,,,
Encephalartos concinnus,,,
Encephalartos chimanimaniensis,,,
Encephalartos pterogonus,,,
Peperomia tetragona,,,
Smilax herbacea,1,[],
Smilax binchuanensis,,,
Liparis auriculata,1,t0054273,misapplied
Manihot carthagenensis,,,
Hopea odorata,,,
Coleus hadiensis,,,
Eleutherococcus henryi,,,
Mitragyna speciosa,,,
Megaskepasma erythrochlamys,,,
Musella lasiocarpa,,,
Smallanthus sonochifolius,,,
Pecopteris cyathea,,,
Peltigera mikado,,,
Calea ternifolia,,,
Aegilops tauschii,,,
Anacampseros rufescens,,,
Rhinephyllum broomii,,,
Calceolaria × herbeohybrida,,,
Rodgersia podophylla,,,
Erythroxylum coca,,,
Erythroxylum novogranatense,,,
Dolichandra unguis-cati,,,
Anemopaegma chamberlaynii,,,
Atractocarpus fitzalanii,,,
Kalopanax septemlobus,,,
Cussonia spicata,,,
Erythroxylum coca coca,,,
Erythroxylum coca ipadu,,,
Erythroxylum novogranatense novogranatense,,,
Erythroxylum novogranatense truxillense,,,
Erythroxylum novogranatense tobagense,,,
Manihot carthagenensis glaziovii,,,
Kalopanax septemlobus septemlobus,,,
Zignoëlla,1,t0008771,accepted
Pestalotiopsidaceae,1,t0003600,not-accepted
Ramariaceae,1,[],
Codonellopsis,1,t0094198,accepted
Discosphaera,1,t0025322,accepted
Pselliophora,1,t0093477,accepted
Acalypha pendula,,,
Angelica aliensis,1,[],
