TT_taxonUUID,TT_taxonRank,TT_kingdom,TT_taiCOLNameCode,TT_simplifiedScientificName
c81c2d9d-6ab5-461f-ba33-48c46fd7a98f,domain,"",t0000005,Bacteria
205b1246-d120-41f3-a07d-d26ca09f3a56,domain,"",t0000004,Archaea
329c5b3e-0af3-4e8b-917f-e62e6d4aea27,domain,"",t0000001,Eukaryota
3ecc15e1-356d-430c-8f26-83196453a7de,order,Animalia,t0001934,Lepadiformes
85381012-88ce-4d66-abaa-68c189d64877,order,Animalia,t0001655,Bdelloidea
181a0f3e-96eb-4f0e-8d0a-e3d83d74c5ff,order,Animalia,t0005620,Chordodidae
c88f6db5-38e5-4d71-8840-9560272e1dc4,family,Animalia,t0005832,Diplophidae
dea51676-679b-4744-a484-6eb566806f62,family,Animalia,t0004134,Nemobiidae
0375650e-5b02-4ed6-857a-6f62e155856c,kingdom,Crenarchaeota,t0000038,Crenarchaeota
8739248e-2a6c-4498-a6dc-ec129ddf4ddd,kingdom,Euryarchaeota,t0000044,Euryarchaeota
45a03696-6726-406a-9094-cd87fabe502d,kingdom,Euglenoida,t0000136,Euglenoida
810e6be0-e193-4619-b10a-8bd2ac034923,kingdom,Percolozoa,t0000073,Percolozoa
05768301-6b69-4454-a60e-c72aa942e181,kingdom,Jakobea,t0000299,Jakobea
e9576fc5-03ff-41f3-abb6-c2376c18dd51,kingdom,Harosa,t0000016,Harosa
b97f04e6-e040-43c4-a957-4c1d09c2094f,kingdom,Cryptista,t0000078,Cryptista
51fc97cb-6f6d-4720-b109-7ee56f83ffa8,kingdom,Neolouka,t0000138,Neolouka
23ef91db-886c-4602-8dad-42241abb41df,phylum,Protozoa,t0000077,Ciliophora
0bda4552-4801-497e-96b1-ea6f782a931d,class,Protozoa,t0000351,Labyrinthulea
6449055b-86e9-41a0-8c8e-2c2cf0ca4bc7,class,Protozoa,t0002909,Ciliatea
3b5e4f6f-5f7c-4cf1-9774-85c21e2c7798,class,Protozoa,t0002911,Oligotrichea
337f32d6-4876-404a-a3ac-3ae8dc1a3cf0,class,Protozoa,t0002912,Suctorea
702fb19b-68ac-4bce-b73c-36d91bb76a0b,class,Protozoa,t0000338,Dinophyceae
68c2ae6e-f392-4292-b39f-5962e18a728f,class,Protozoa,t0002908,Gregarinea
7960ba84-6a36-435d-becf-3cafe9078aa7,class,Protozoa,t0000523,Myxosporea
77e3c067-37f3-4af7-929a-25ef96e06ebb,order,Chromista,t0001389,Chaetosphaeriales
82f03d37-80d0-43cc-94dd-77c97317de6f,order,Fungi,t0003422,Dimargaritaceae
31da2419-1d4a-4386-a349-569c95aaf72d,order,Protozoa,t0001064,Actinophryida
e9e98e8a-19e2-4ce2-ae02-6789bcb36b4b,genus,Fungi,t0006520,Archnosphaera
f0f5489b-ab64-4c49-8229-a6c93fccad13,order,Protozoa,t0001259,Piroplasmida
e5272a10-a0f7-4b63-be0e-b9e23b27a1c1,order,Protozoa,t0003009,Hypotrichida
ac741e18-1183-4af1-b419-3fbcb402b7ef,order,Protozoa,t0001176,Heterotrichida
57deee33-fd2c-4041-a0eb-8c0e0a09f707,order,Protozoa,t0003013,Oligotrichida
ff609f7c-f9b9-45a4-a54a-445b10bf5992,order,Protozoa,t0003014,Peritrichida
fec8ab25-aed9-44c1-aba6-182d4ac062a5,order,Protozoa,t0003008,Hymenostomatida
2ca81f61-f743-478b-a599-3a794ebc4d4a,order,Protozoa,t0003000,Choreotrichida
5dc27667-a7b3-4b29-8138-0ab66926fb86,order,Protozoa,t0001224,Odontostomatida
118a9cbc-49d5-4306-b475-668ac857a185,order,Protozoa,t0003021,Spelaeophryida
024b081e-a27c-450e-8818-bab2fe14991b,order,Protozoa,t0001244,Peridiniales
9334fd64-c88c-493b-92a0-aed1f023c099,order,Protozoa,t0003002,Dinoflagellida
f81dde2c-924d-47a3-bef3-66b413f6a39a,order,Protozoa,t0003003,Dinophysiales
6877b4d4-cc8f-424b-be3b-caabe8391ea3,order,Protozoa,t0001281,Pyrocystales
5aa69974-f5fe-404d-8251-b936a891ebf9,order,Protozoa,t0001168,Gymnodiniales
4dc07426-6cac-4baf-85e5-f55810a23acc,order,Protozoa,t0003012,Noctilucales
8cbb412b-4ad1-41a7-acab-5b93c4697521,order,Protozoa,t0001267,Prorocentrales
2b7f6c0f-79b6-452c-abf9-d1dd79cbcfcd,order,Protozoa,t0001342,Thoracosphaerales
49008049-b809-4c2b-a113-47c6fd2a40e0,order,Protozoa,t0003006,Eugregarinida
9e2cb5b5-0599-4523-8e21-9cbb58a11b69,order,Protozoa,t0001992,Multivalvulida
e3a99869-a45a-45c5-9973-4ed0fb9ec9fa,order,Protozoa,t0001723,Bivalvulida
b0d94a20-5474-49bd-8d8e-4b2aca91830f,family,Chromista,t0003365,Chaetosphaeriaceae
f54d7cf7-51b5-45ca-8416-22d3f3cc1435,family,Fungi,t0003208,Eccriniidae
d32492fc-772e-4911-b097-b0c2e4d34224,family,Fungi,t0008573,Stomiopeltella
c947ac41-6b82-453f-a135-265130e9c068,genus,Chromista,t0007265,Chloridium
5881035b-1c47-4fa0-a542-650d0c7a4863,genus,Chromista,t0007362,Craspedodidymum
e867e7b7-42a7-47ec-b945-80ffd34947ce,family,Fungi,t0007476,Diplodia
d5f0a164-95df-40a8-9585-e59c1775fd74,genus,Chromista,t0007482,Dischloridium
57f1587b-219b-4e14-bfe6-49d45d0f25a2,genus,Chromista,t0007704,Hemicorynespora
8ff5f38b-691d-44cd-b5fa-81d92c210595,genus,Chromista,t0007954,Menisporopsis
d6c47d39-e43b-40b3-9323-8180e628a92a,genus,Chromista,t0007987,Monilochaetes
21267bf6-d38d-428f-acc2-7a9cc6bdfe32,genus,Chromista,t0008003,Morrisiella
02e7c6d4-613a-4d32-b0c8-43bcd7176eaf,genus,Chromista,t0008632,Thozetella
f3122a52-a890-4c8e-87ac-78b1f5fee97c,family,Fungi,t0008129,Ovulariopsis
fbf4b2b7-96a7-4ba3-826c-6f80d08a17f1,genus,Chromista,t0007470,Dinemasporium
0af5e84d-aca6-4de2-94ba-099cde5b2963,genus,Chromista,t0007891,Linocarpon
07d20714-a662-4375-b991-a7bed89b0719,family,Fungi,t0008576,Strigula
04d877f8-bca8-41cf-9bf4-5f9885de23d9,infraspecies,Fungi,t0087421,Cryptococcus neoformans sinensis
13d3357e-521a-48ca-a816-071319b77355,family,Protozoa,t0003159,Actinophyridae
4a5505af-89ab-456a-ad74-7500a0acbc73,family,Protozoa,t0003160,Actinosphaeridae
4a607d9e-701a-4f73-9ed0-003b946259dd,species,Fungi,t0045026,Archnosphaera myriacantha
a21bc99f-a03a-4015-bf3e-2fe3dc2556ad,family,Protozoa,t0003283,Raphidiophyidae
e25c35bd-d7ed-4e6e-a8e6-f5ff5c8c5e4d,family,Protozoa,t0003165,Amphileptidae
73bb5d7c-4c03-40df-b450-7b58b462d825,family,Protozoa,t0003173,Aspidiscidae
8c233e5a-1fcc-4239-98df-f5e296d55d14,family,Protozoa,t0003218,Euplotidae
c279c64f-b5cf-4751-8d9f-1f08842313ba,genus,Protozoa,t0006623,Enchelys
bc9b2fbf-f3fd-4b62-9819-b84645a11502,genus,Protozoa,t0006705,Lionotus
fad299ed-f216-4ced-b63b-cc458ba69cb8,family,Protozoa,t0003258,Oxytrichidae
37e01c84-6df2-4219-ae8d-0bc2a2f7e0bc,genus,Protozoa,t0006779,Podopyrya
ce83187d-3bd8-4914-8fe5-57aa42026f5d,genus,Protozoa,t0006861,Stichotricha
6f7779f9-f49b-48b6-8111-d5cf83f4f9a1,genus,Protozoa,t0006894,Uroleptus
c4ae8605-4f96-4a3b-99dc-021ca377eb5f,family,Protozoa,t0003120,Spirostomidae
75e7c463-d92f-432f-94b5-94fc8fe9e8af,genus,Protozoa,t0006636,Fabrea
a37f3284-11d6-49bd-b58b-7ab2ec235e6b,family,Protozoa,t0003247,Metopidae
8b53f562-a242-4cf1-a2f2-d49ae8eb48a1,genus,Protozoa,t0006856,Stentorella
17c5879e-ad1b-488f-aa29-768246170be7,family,Protozoa,t0003178,Bilidiidae
862e9b51-0b75-4ee2-8a9c-ef3fed160d7b,family,Protozoa,t0003194,Codonellopsidae
84908721-2448-4b9d-902e-1eef555e173f,family,Protozoa,t0003201,Cyrtostrombidiidae
81f5f48c-4746-4948-8a45-1be62ccac48f,family,Protozoa,t0003278,Ptychocylididae
d51eb44b-1606-416b-b8c0-01095b74c90c,family,Protozoa,t0003233,Halteriidae
d3876be1-401a-49c5-a6df-72d9df05b795,family,Protozoa,t0003131,Tintinnididae
8d48be22-3dd8-4075-b1bb-ebdcf6f1bbf6,family,Protozoa,t0003132,Tontoniidae
c920e95c-f602-4963-958f-bb3daeb5bb17,family,Protozoa,t0003123,Stentoridae
47ff2ccc-94d2-4d71-bfc1-08b60001e821,family,Protozoa,t0003193,Codoenllidae
2606e90f-3b38-45f5-8b2a-fa9830b0e801,family,Protozoa,t0003142,Vorticellidae
df0371bd-8597-47b8-96a6-7017adec8890,family,Protozoa,t0003126,Tetrahymenidae
4d7f1011-f48d-4973-a056-d3231a5403e0,family,Protozoa,t0003238,Ichthyophthiriidae
05d11a9d-1f0f-41e6-8a44-9afefc65253b,family,Protozoa,t0003219,Frontoniidae
e3892b00-941c-42c3-a2a2-993715706f86,family,Protozoa,t0003224,Glaucomidae
cd48f948-19a2-48ba-9024-195feee25ebd,family,Protozoa,t0003259,Parameciidae
6a5cc266-b408-48f1-ad24-94f82eaa91d7,family,Protozoa,t0003270,Pleuronematidae
2faf7de2-4b2e-4b7d-9f5c-85c79051cd78,family,Protozoa,t0003137,Urocentridae
f1e18e4e-4d6d-4ebc-97ea-7b9ae0a3f8f5,family,Protozoa,t0003125,Strombidinopsidae
091e16ad-7d8f-401a-857b-6a68f23340d5,genus,Protozoa,t0006817,Saprodinium
714f257c-4e2f-4939-9429-8a503a1448ee,family,Protozoa,t0003128,Thecacinetidae
9c0f3e66-fd55-41bc-a175-752b896e1767,family,Protozoa,t0003227,Gonyaulaceae
1bae2dbd-2570-4a83-b271-5fa4f620687b,family,Protozoa,t0003264,Peridiniaceae
7d0b97dc-f5f3-4f4f-bff2-5257364e6196,family,Protozoa,t0003187,Ceratiaceae
bc3868e9-7daa-4b30-a9cd-86e5da3789cc,family,Protozoa,t0003189,Ceratocoryaceae
819f5a44-fbfb-43c3-8da4-41968755dbea,family,Protozoa,t0003225,Glenodiniaceae
5bfa33f2-f368-4b5b-90dd-339d959068dd,family,Protozoa,t0003236,Heterodiniaceae
7d8d0234-bf5c-4da9-9d62-3e2b21c514de,family,Protozoa,t0003257,Oxytoxaceae
cd869d1e-7d14-407b-afce-a809763a4631,family,Protozoa,t0003271,Podolampadaceae
5ae0503c-df4f-4656-9261-decf21c06086,family,Protozoa,t0003281,Pyrophacaceae
4105cfff-3e6f-4b5c-ab1e-12b34396f28f,family,Protozoa,t0003232,Gymnodiniidae
70c2c7f7-5e7e-4e1e-9ecc-be01494b4f40,family,Protozoa,t0003167,Amphisoleniaceae
c0b83ec2-6ae3-4042-9dbb-30eb7612b220,family,Protozoa,t0003206,Dinophysiaceae
6364ddd6-f0cb-437e-b5cf-e48e495d98ff,family,Protozoa,t0003280,Pyrocystaceae
32d3abe3-62b5-4e18-9f94-62d80cb88e2e,family,Protozoa,t0003231,Gymnodiniaceae
5b5ff09c-3e08-44b5-a2e5-4562bdebadd2,family,Protozoa,t0003251,Noctilucaceae
9882b378-e684-4326-ad28-455066fa526c,family,Protozoa,t0003274,Prorocentraceae
5c98d16a-b7c2-4c03-a68a-8a147c302419,family,Protozoa,t0003255,Oodiniaceae
a37855a0-b1bd-4468-824f-6a5d2a11742c,family,Protozoa,t0003240,Lecudinidae
c2eefac8-1731-41ff-a157-994723a30a63,family,Protozoa,t0003239,Kudoidae
8c14da6d-e056-41b8-9a10-a25d83ed42ff,family,Protozoa,t0003248,Myxobolidae
5cc3c4f2-ed66-437c-89e4-1b3c84e70eb7,infraspecies,Animalia,t0084942,Papilio paris nakaharai
8369c7c1-8781-48e4-b994-db3110b97168,infraspecies,Chromista,t0087184,Florisphaera profunda elongata
711fef16-0999-46ca-a045-ecd23bc63ddd,infraspecies,Chromista,t0087185,Florisphaera profunda profunda
39458745-3727-4826-b1be-5bebac0ba13a,genus,Chromista,t0026148,Molpadia
d0f4f608-10a8-40a1-97cd-6bb06f5c1d5e,genus,Chromista,t0007253,Chaetosphaeria
2b257810-af41-4159-8c22-774059eda669,genus,Chromista,t0007319,Codinaea
70f5a3d7-8988-48c1-ab00-4ca282a07b3c,genus,Chromista,t0007451,Dictyochaeta
d147f38e-7b51-486f-aa00-e5d153237b9e,genus,Chromista,t0007641,Gonytrichum
470441e7-25d9-49b7-a26c-8f0b354d5519,genus,Chromista,t0008296,Porosphaerella
e1c643d4-f376-4f8d-896a-f1e617b3484a,genus,Chromista,t0008547,Sporoschisma
2e3cab49-f9d9-44a6-8708-e5177cc815e2,genus,Fungi,t0012447,Cryptoderma
abafdd4b-a8ad-4a4c-84a9-9766b66b4a91,species,Chromista,t0034801,Chloridium virescens
07906a79-9f85-447e-bf51-b80e7c2a4585,species,Chromista,t0034800,Chloridium laeense
6bdce5e2-fdce-49df-baed-f13f3cd5e2f4,species,Chromista,t0035193,Craspedodidymum proliferans
98b1c3fa-dfc8-4bb5-8680-9f7c84ea59ae,species,Chromista,t0035492,Dischloridium laeense
8a64ef5c-f12e-48b4-8d65-1abe3d02fab3,species,Chromista,t0040861,Hemicorynespora mitrata
01936616-bc99-4c8a-a5ca-3ade33cdbe6b,species,Chromista,t0040862,Hemicorynespora multiseptata
bf02d213-881d-4d79-86a6-4ba5814bdafe,species,Chromista,t0041759,Menisporopsis novae-zelandiae
447106f7-0da6-4132-9e79-5102c788b39a,species,Chromista,t0041760,Menisporopsis theobromae
b0a88b6e-49ef-46b2-9888-8c40d2ec4727,species,Chromista,t0041846,Monilochaetes infuscans
331981e3-66ab-473e-8258-8e9c1a61cf37,species,Chromista,t0041867,Morrisiella indica
4f92dddb-23cc-4586-9656-8ab885602ea7,species,Chromista,t0044382,Thozetella tocklaiensis
d793cdf3-aa95-406c-8742-ab548730cd07,species,Chromista,t0035469,Dinemasporium strigosum
2cdb1d63-7496-4870-8781-682c3b0ac92b,species,Chromista,t0041501,Linocarpon pandani
a8164af7-024e-42a4-9eb1-c208cce8b5cd,species,Chromista,t0041502,Linocarpon smilacis
2b8473bc-378b-444a-993e-170128161601,species,Chromista,t0041500,Linocarpon cajani
abb9eb25-2f01-41a2-923b-9a0b9a365619,genus,Protozoa,t0006497,Actinophrys
bf753e1f-afad-4859-afd1-a773c1b82c7b,genus,Protozoa,t0006498,Actinosphaerium
c87f4eea-79ba-42d9-995b-02918ba37370,genus,Protozoa,t0006806,Raphidiophrys
7d188772-696c-40e5-87a6-9b7a12b10998,genus,Protozoa,t0006507,Amphileptus
4bb44578-2290-4534-9da7-0f9a57ca67ef,genus,Protozoa,t0006524,Aspidisca
ed958277-69ff-430d-94c2-770b4c30ec77,genus,Protozoa,t0006635,Euplotes
5ff80288-c8fd-4fdf-bf47-e4fcf1da8c56,species,Protozoa,t0028880,Enchelys farcimen
d25d9726-5e9e-40e8-8129-44db67cac798,species,Protozoa,t0045529,Lionotus fasciola
a05559e1-8d73-4c26-8946-ae29f5c3bf01,genus,Protozoa,t0006750,Oxytricha
c98d8110-a673-4f42-b617-77cd8546acc1,genus,Protozoa,t0006865,Stylonychia
77c75296-860d-409a-ac36-167464d47a98,species,Protozoa,t0045730,Podopyrya fixa
2f102799-9ca1-4cae-a580-2a273c826955,species,Protozoa,t0045902,Stichotricha nankingensis
1d8b3c51-3075-418f-8e7c-0b6f93d751d2,species,Protozoa,t0046033,Uroleptus piseis
043754d8-0080-4108-9115-7934a1232d90,genus,Protozoa,t0006542,Blepharisma
8caa6ded-7a61-45f3-9584-f0693bfc4b1e,genus,Protozoa,t0006845,Spirostomum
29410ec1-a1b7-43a9-a7d2-ec9788f43680,species,Protozoa,t0045301,Fabrea salina
862208fc-5159-4829-929e-8ea860e28002,genus,Protozoa,t0006722,Metopus
2cb2339c-da02-4737-9e54-6467b2ad97b2,species,Protozoa,t0045889,Stentorella coeruleus
5d675431-80a7-4b6c-8aa1-df4c319a6e3c,species,Protozoa,t0045890,Stentorella igneus
edaf2ca5-fc71-46a7-9d1b-fdbc9d7cf126,species,Protozoa,t0045891,Stentorella polymorphus
bc7ed559-2d2f-40a0-8cf5-ef7c2d2fb2cb,species,Protozoa,t0045892,Stentorella viridis
c92635ac-c315-4189-9cd5-6216f7e030fe,genus,Protozoa,t0006552,Bursaria
f61788f5-4d47-4a3a-b920-766434f22ac3,genus,Protozoa,t0006597,Cyrtostrombidium
7c31b743-1386-49ed-8843-c463dd22e587,genus,Protozoa,t0006637,Favella
3a948ca4-19b0-49f3-ae05-b0c9748fa9ac,genus,Protozoa,t0006669,Halteria
6c51dde1-26ca-4741-9f59-9e299e388109,genus,Protozoa,t0006701,Leprotintinnus
22fe4c1b-116f-4f8b-8743-ddbeb13e5e46,genus,Protozoa,t0006878,Tintinnidium
2cc43b61-49cd-42c8-b429-3081fd109f43,genus,Protozoa,t0006846,Spirotontonia
7514d584-916f-47cf-84e1-f88894e1ccc8,genus,Protozoa,t0006855,Stentor
fe62e4fe-ae4e-4b55-9dac-20f9a128cfaf,genus,Protozoa,t0006879,Tintinnopsis
0f060d47-4ba0-4296-8a57-cb71ecffb614,genus,Protozoa,t0006558,Carchesium
aa30b69f-d436-40a6-9e95-e1a492063301,genus,Protozoa,t0006745,Ophrydium
d25c3331-1d91-4a25-a423-20d0f9b26336,genus,Protozoa,t0006900,Vorticella
ee031d37-c3c6-460b-b125-1f52557830e4,genus,Protozoa,t0006904,Zoothamnium
d5f40ce2-4225-4bcd-a46e-2e710cdfdd92,genus,Protozoa,t0006578,Colpidium
d29574f6-dca5-4fe6-8f8a-0e522475eb71,genus,Protozoa,t0006868,Tetrahymena
0ee9217e-e1ab-4676-8769-bef5426286a3,genus,Protozoa,t0006591,Cryptocaryon
354686fc-ded6-49b0-8cf6-eb0ac74079cf,genus,Protozoa,t0006642,Frontonia
27855b15-3887-4581-b547-5c7d675ca8f2,genus,Protozoa,t0006649,Glaucoma
a5e6ef30-a7da-40b0-a29d-85116ac3aa9f,genus,Protozoa,t0006753,Paramecium
b4697b37-e167-40de-9a4b-e287f87f1fee,genus,Protozoa,t0006776,Pleuronema
0e8befeb-1223-4ec1-8a2c-cd258a8d5c4d,genus,Protozoa,t0006893,Urocentrum
1cccfd3f-bfc6-4110-aa5a-5cfe26159855,genus,Protozoa,t0006755,Parastrombidinopsis
06964969-b46f-4fc7-a87c-b411794662bd,species,Protozoa,t0045813,Saprodinium dentatum
76ade686-04fc-4ce3-a459-424995c30587,genus,Protozoa,t0006871,Thecacineta
e8968168-6d6b-4d8a-b5a1-9c5bfee60e4c,genus,Protozoa,t0006501,Alexandrium
9a6217d1-53d2-462c-b7e6-70f66fb75de8,genus,Protozoa,t0006660,Gonyaulax
a3d9ae63-3e4b-4d6e-9a11-7f7244eb53dd,genus,Protozoa,t0006553,Cachonina
8aede343-811b-4be4-928d-09de3b5d5de7,genus,Protozoa,t0006757,Parvodinium
ac514e16-8889-466e-854f-69dcf4e29bef,genus,Protozoa,t0006763,Peridinium
5170ecb3-6543-484a-a0d0-c05cda46c5e0,genus,Protozoa,t0006787,Protoperidinium
6c24c42b-bba6-4c1a-9e3a-d9a3d8b766d4,genus,Protozoa,t0006566,Ceratium
ac752b24-3fe6-4f2a-b987-bff7b1091eef,genus,Protozoa,t0006567,Ceratocorys
171a3dbb-917b-4089-8d35-6e2a0ca0b670,genus,Protozoa,t0006650,Glenodinium
d29f4d65-f0a4-4468-b8fe-ef769e076bd2,genus,Protozoa,t0006677,Heterodinium
25360433-114b-431b-80fd-1ca2cea0c6bd,genus,Protozoa,t0006749,Oxytoxum
09574b41-bb5e-43e7-869a-85413f153a7a,genus,Protozoa,t0006778,Podolampas
fc176e27-90af-4b2d-9b5f-d95cdf3eb5c1,genus,Protozoa,t0006802,Pyrophacus
8b243467-9f50-4870-9a88-9679ea7ef599,genus,Protozoa,t0006506,Amphidinium
4cbb258c-aa44-46f4-ba57-9189a4654ae9,genus,Protozoa,t0006663,Gymnodinium
60873a51-c3e5-4a10-92cc-abc23fdf7f44,genus,Protozoa,t0006664,Gyrodinium
45ad5234-ac09-4da2-8352-3ee882107751,genus,Protozoa,t0006510,Amphisolenia
ea4871c6-6fa6-4355-abf6-d2fa0511d975,genus,Protozoa,t0006610,Dinophysis
a6299d46-ae18-4874-9af1-2cb846e45002,genus,Protozoa,t0006684,Histioneis
949ec759-df7d-4e23-bee3-81b99db2f01d,genus,Protozoa,t0006748,Ornithocercus
683d047f-73af-48fe-bf55-128203f82cc7,genus,Protozoa,t0006767,Phalacroma
1c96be88-1179-45e2-8037-88d666437f77,genus,Protozoa,t0006615,Dissodinium
b21d3ac5-f9d3-4d77-bdec-e609cd03659c,genus,Protozoa,t0006801,Pyrocystis
4bf6dfb2-0032-4add-a89e-a7bf08bc149b,genus,Protozoa,t0006687,Katodinium
2cdc89f8-1301-490f-a17d-c1d7e02660ec,genus,Protozoa,t0006734,Noctiluca
fac20881-87d2-4437-b5bb-1afc7be58541,genus,Protozoa,t0006786,Prorocentrum
0c37fd66-aff3-4017-a1ed-7656320782df,genus,Protozoa,t0006877,Thoracosphaera
89db1abd-fc86-4285-b111-2d0953373892,genus,Protozoa,t0006523,Ascogregarina
71a0c034-da99-4d5c-b6ed-57431b83ada8,genus,Protozoa,t0006689,Kudoa
39a3ed66-5127-4abb-b7de-521e7133dd75,genus,Protozoa,t0006727,Myxobolus
b33560e4-07c5-4ef3-bfb0-358e6edef699,infraspecies,Animalia,t0086331,Tectocepheus velatus sarekensis
f043873d-e80b-497f-b3af-02cf3e9583e2,species,Protozoa,t0047800,Trichia dromiaeformis
68092a2d-8770-418c-abea-5aed3fbeacd9,species,Protozoa,t0028312,Trichia sakaii
3f7a043a-1eab-488c-a709-2fbc9d6a751d,infraspecies,Animalia,t0086341,Tetraclita japonica formosana
b77b7b07-7229-4a10-a0e1-c63f3b68ec1c,species,Animalia,t0030060,Calliurichthys izuensis
86411be4-c1f1-43b5-8750-fcdd950eed87,infraspecies,Animalia,t0031284,Oncorhynchus masou formosanus
071e2b93-feb0-4d32-a311-1c74ef1d27e5,species,Animalia,t0081812,Notoacmea boninensis
c8a1a0cd-11d7-4a01-863d-a694797e72cf,infraspecies,Animalia,t0085231,Amynthas nanganensis nanganensis
5074a45d-da42-4fa2-9275-3cea6cfc6b1f,infraspecies,Animalia,t0085230,Amynthas nanganensis beiganensis
b9cd7aa3-02a3-4b6d-9cd1-aca151acd24e,infraspecies,Animalia,t0085901,Metaphire nanaoensis nanaoensis
92535ed9-27e6-4022-b3b1-3a98e7fc200c,infraspecies,Animalia,t0085907,Metaphire taiwanensis taiwanensis
c8e043e7-3696-468b-9fb8-d70e57546b71,infraspecies,Animalia,t0085902,Metaphire nanaoensis truku
d10e3f78-6cd3-41de-bc4f-4834cb0ab0cb,infraspecies,Animalia,t0085908,Metaphire taiwanensis tsaii
b26feeb6-ddf2-402c-95c9-0112fee44780,infraspecies,Animalia,t0086084,Perscheloribates clavatus torquatu
8d708b22-6aca-416a-bf08-ae1ba742a467,infraspecies,Animalia,t0085327,Belba verrucosa japonica
16c1850f-e30a-41ad-be9c-2e833c05ff34,infraspecies,Animalia,t0086054,Parachipteria distincta incurva
9e129a0f-5c10-48fd-8586-419659dfb593,infraspecies,Animalia,t0085587,Dolichermaeus infrequens taiwanus
dcf4a0e0-fc20-442b-aae6-4ea0cc2b4306,infraspecies,Animalia,t0086080,Pergalumna magnipora capillaris
c41aafa7-54ea-4ff2-8a04-6ee407e60e35,infraspecies,Animalia,t0085748,Heterobelba stellifera formosana
0395e14d-030d-4ea9-aa04-4c0a0a62be24,infraspecies,Animalia,t0085554,Defectamerus crassisetiger australis
5f2e8112-e9ce-4b56-a905-c8ea839adcc3,infraspecies,Animalia,t0085114,Withius australasiae formosanus
a2f9fe78-7be6-492a-b2fc-f757699dbdc7,infraspecies,Animalia,t0086367,Tokunosia tenuipes taiwana
64d839e2-2601-417c-978c-23e5d65d29dd,infraspecies,Animalia,t0085818,Leiobunum japonicum taiwanum
4a693596-7692-4f73-9b17-5ab799b19b3f,infraspecies,Animalia,t0085819,Leiobunum maximum formosum
be5562e8-d056-4c97-8515-a51f7a8d4fe8,infraspecies,Animalia,t0085820,Leiobunum maximum yushan
e90f6958-579d-40f0-96e9-3790b324ba08,infraspecies,Animalia,t0096359,Metadentobunus formosae formosae
2034d458-0dc0-4347-ab60-68ebe1cf9503,infraspecies,Animalia,t0027927,Metadentobunus formosae garampiensis
77f4f2f9-df58-420c-9989-729650ea035a,infraspecies,Animalia,t0085549,Cythere lutea omotenipponica
4cd5b696-2453-4ec7-ad2a-e3a71fd7d325,infraspecies,Animalia,t0085550,Cythere lutea uranipponica
4d977426-49e3-453c-b5f5-3770bc7b5925,infraspecies,Animalia,t0085636,Ephyrina figueirai spinicauda
563485bf-6e92-4f81-af9f-cd910f1d4083,infraspecies,Animalia,t0086062,Parapontophilus gracilis junceus
656b6235-4254-498a-890d-4b825967e93d,infraspecies,Animalia,t0085899,Metapenaeopsis mogiensis intermedia
6bae5433-d890-4705-93fb-597f4f53516b,infraspecies,Animalia,t0085125,Metapenaeopsis provocatoria longirostris
95823ffe-c430-4dc9-91d6-ec1e42306639,infraspecies,Animalia,t0086077,Penaeus latisulcatus hathor
d6dca9ff-465e-48c9-880d-153993842e3e,infraspecies,Animalia,t0086050,Panulirus longipes bispinosus
b18298cf-817f-4096-b802-2fd9fa3c24d5,infraspecies,Animalia,t0098285,Panulirus longipes longipes
c44c863f-1a0f-46d3-a732-370225532e1b,infraspecies,Animalia,t0085563,Diacyclops crassicaudis taipehensis
5dfedc44-da6e-44ac-9240-f0708d63bb99,infraspecies,Animalia,t0085871,Macrocyclops albidus oligolasius
15d77e6c-ed45-475a-88e3-9c54bcb9dba8,infraspecies,Animalia,t0085894,Mesocyclops leuckarti aequatorialis
a18f1189-079d-43d4-b42f-0ad75bab8fc5,infraspecies,Animalia,t0085529,Cyclops crassicaudis taipehensis
21d31483-ec22-4c80-b3ee-cfd735e199cd,infraspecies,Animalia,t0085644,Euchirella messinensis indica
e56784f1-07f5-40c5-b04e-11f9ff88f97f,infraspecies,Animalia,t0085595,Echinocamptus hiemalis elongatus
e7f2fb23-fc42-4408-aead-31c249a7387c,infraspecies,Animalia,t0086365,Tisbe furcata furcata
665abb63-b487-4c52-a485-c8c17b25d08e,infraspecies,Animalia,t0086342,Tetraclita japonica japonica
be993ac7-4676-4844-b3f5-d96898dc5428,infraspecies,Animalia,t0085244,Annandaleum japonicum biramosum
b67c285d-3ef6-4027-bdd8-f797e92e2691,infraspecies,Animalia,t0085364,Caligus pagrosomi pagrosomi
16715a4e-963b-46ce-906a-706eb3775028,infraspecies,Animalia,t0085365,Caligus pagrosomi schlegeli
78d85d12-6fff-470c-90c8-87f65cf41777,infraspecies,Animalia,t0086268,Spirobolus formosae formosae
e36fa10b-1740-4716-8190-5871cb277cd3,infraspecies,Animalia,t0086239,Scolopendra subspinipes dehanni
e4ae5935-b182-4859-a191-275913f0ce87,infraspecies,Animalia,t0086240,Scolopendra subspinipes japonica
a22e951b-1ad3-46f1-9e04-9126a3101384,infraspecies,Animalia,t0086241,Scolopendra subspinipes mutilans
ceee261b-8ce9-4b86-adac-e468800d1dd8,infraspecies,Animalia,t0031959,Platybelone argalus platyura
cb24d801-ac9f-42f4-9f94-ba8042400506,infraspecies,Animalia,t0028422,Tylosurus acus melanotus
