TT_taxonUUID,TT_taxonRank,TT_kingdom,TT_taiCOLNameCode,TT_simplifiedScientificName
f16f2686-740f-4124-a3e0-56ff585fb720,infraspecies,Animalia,t0085810,Larus hyperboreus hyperboreus
d76f1e59-aeb8-4607-9349-a2746e124fe3,infraspecies,Animalia,t0085839,Leucophaeus atricilla megalopterus
2b0852f5-0717-4b07-8eba-bfa790efd475,infraspecies,Animalia,t0031296,Onychoprion anaethetus anaethetus
fe65f6d5-ce75-44bf-938f-7125be403f1c,infraspecies,Animalia,t0031297,Onychoprion fuscatus nubilosus
aa380209-4a81-46dd-adc1-154982eb4aaa,infraspecies,Animalia,t0086345,Thalasseus bengalensis torresii
279a32f1-10a5-43d9-98dd-1dbaf2a4ef75,infraspecies,Animalia,t0085110,Thalasseus bergii cristatus
02ea2d6c-4718-4e59-97be-112208a18bab,infraspecies,Animalia,t0086346,Thalasseus sandvicensis sandvicensis
61b8e0ae-d7ff-43a2-a19f-695d10675f87,infraspecies,Animalia,t0085697,Gelochelidon nilotica affinis
1db755b9-2339-4744-a2c7-ef3019f77592,infraspecies,Animalia,t0086288,Sterna dougallii bangsi
598c1cc9-dd96-48c4-bb9d-eb13b0346b1d,infraspecies,Animalia,t0086289,Sterna hirundo longipennis
cbae67b4-4ddb-4724-b67e-5beea51555e6,infraspecies,Animalia,t0086290,Sterna hirundo minussensis
1db8ec83-1bef-462d-88cd-204ed3de3447,infraspecies,Animalia,t0086291,Sterna sumatrana sumatrana
cf6fced1-854c-40ff-9732-02864e309051,infraspecies,Animalia,t0086292,Sternula albifrons sinensis
ee0c66fd-cf31-469d-a940-b0c735f3b6c2,infraspecies,Animalia,t0085434,Charadrius alexandrinus alexandrinus
7d616cdd-8a55-4742-a160-590b49b55c27,infraspecies,Animalia,t0085436,Charadrius dubius curonicus
e605f49e-6e56-41c6-9520-8768c32328e0,infraspecies,Animalia,t0085437,Charadrius hiaticula tundrae
74eded14-8860-4fde-8b93-dff81f34bb7c,infraspecies,Animalia,t0085438,Charadrius leschenaultii leschenaultii
61994044-0057-476f-b522-3747c1195df7,infraspecies,Animalia,t0085440,Anarhynchus mongolus stegmanni
3bcb18cf-fbcc-4ba4-b471-27337ddbfadc,infraspecies,Animalia,t0086286,Stercorarius longicaudus pallescens
2cfa9e3b-fe26-4832-95dd-4fbfaff805fc,infraspecies,Animalia,t0086314,Synthliboramphus antiquus microrhynchos
abaf002b-9561-42b0-a3fb-e039ed2c3408,infraspecies,Animalia,t0086411,Uria aalge inornata
2a4fe9a8-bc2f-46bf-aff1-88dfdf658954,infraspecies,Animalia,t0029478,Haematopus ostralegus osculans
973c40f7-ac38-4640-b074-e7d63813a335,infraspecies,Animalia,t0028406,Turnix suscitator rostratus
1605186a-07b6-4653-85af-15abffb7c49a,infraspecies,Animalia,t0086401,Turnix sylvaticus davidi
7c587ae5-32b9-4c04-960f-8a7894b12d65,infraspecies,Animalia,t0028407,Turnix tanki blanfordii
a287c39c-b311-4920-a675-1a3df2d2d050,infraspecies,Animalia,t0085236,Anas crecca crecca
97a8e575-22b7-48ac-acc6-1580021c530a,infraspecies,Animalia,t0085237,Anas platyrhynchos platyrhynchos
02ac38b2-e6c9-4ea1-b0ee-55198bb9d2dc,infraspecies,Animalia,t0085253,Anser albifrons frontalis
be261c9e-b7c2-4449-a762-713b24b764d3,infraspecies,Animalia,t0085254,Anser anser rubrirostris
84313f4d-d913-4490-a1a0-03810670fc90,infraspecies,Animalia,t0057689,Anser fabalis middendorffii
3e3acad0-a217-48f7-b493-8e570bdd3207,infraspecies,Animalia,t0085255,Anser serrirostris serrirostris
6741dcfb-3b86-47bd-8980-401ebff01c31,infraspecies,Animalia,t0057867,Aythya marila marila
2491f32f-6f07-4572-80ea-b86ca7ceb1a0,infraspecies,Animalia,t0103441,Branta bernicla nigricans
d1217867-c57e-4f76-a9c6-0928e4429d22,infraspecies,Animalia,t0085533,Cygnus columbianus bewickii
fc2946f6-d415-4540-aab6-8fa1868be6bc,infraspecies,Animalia,t0085891,Mergus merganser merganser
f62540ca-eef0-4dde-8b5b-c08fa5546fde,infraspecies,Animalia,t0029969,Bucephala clangula clangula
515edd93-bcb8-4c30-b78e-ce8ce4ae890e,infraspecies,Animalia,t0105412,Nettapus coromandelianus coromandelianus
22208058-1bab-436b-b9f0-e05ae5a957c5,infraspecies,Animalia,t0101113,Amaurornis phoenicurus phoenicurus
b2260dc7-84ec-4245-aef9-fc12e175e03c,infraspecies,Animalia,t0086199,Rallina eurizonoides formosana
f6fe3e4c-44db-44be-b82d-5f56a03111c5,infraspecies,Animalia,t0086445,Zapornia akool coccineipes
b576dce2-4b14-4938-b334-8d3872aa1602,infraspecies,Animalia,t0086446,Zapornia fusca erythrothorax
9749961c-5077-4c7c-81e4-0973871b6336,infraspecies,Animalia,t0086447,Zapornia pusilla pusilla
d478211a-08bc-444d-9ef4-f783350427a8,infraspecies,Animalia,t0085683,Fulica atra atra
379c2e91-228b-48b9-b1a3-b50a90c0d0e9,infraspecies,Animalia,t0029265,Gallinula chloropus chloropus
93e0a410-8c67-4013-a039-c9f2d2c46ef6,infraspecies,Animalia,t0027446,Lewinia striata taiwana
43f2a2a4-b784-4974-a45c-0533a0811f53,infraspecies,Animalia,t0085840,Lewinia striata jouyi
58df3c1f-2a95-41ed-852b-30e435dee3fb,infraspecies,Animalia,t0086145,Porphyrio poliocephalus viridis
9daa4aa9-c9ed-4ed0-83df-4120e5966cf5,infraspecies,Animalia,t0086094,Phasianus colchicus formosanus
da946eff-550a-49ef-9c2d-6cafb480ccb9,infraspecies,Animalia,t0086095,Phasianus colchicus karpowi
d76eb214-7b17-426a-9f12-1c58b046336b,infraspecies,Animalia,t0085688,Gallus gallus domesticus
c30b1bfd-5e73-402e-8ff3-eb94e1c08ade,infraspecies,Animalia,t0086174,Pseudobulweria rostrata rostrata
8da960a7-8e82-43ea-a6af-6589b4184c47,infraspecies,Animalia,t0085142,Hydrobates leucorhous leucorhous
bb23c5b7-b2b6-4035-a552-9aa9e9f321ec,infraspecies,Animalia,t0085283,Ardeola speciosa continentalis
a90c00c1-7501-4e45-93bd-ecf0d53aae9a,infraspecies,Animalia,t0028816,Egretta garzetta garzetta
36763926-a839-4941-b980-bb259408c27a,infraspecies,Animalia,t0085605,Egretta novaehollandiae novaehollandiae
631788f9-a3a7-48d2-bf87-a7caf02026a9,infraspecies,Animalia,t0085606,Egretta sacra sacra
6a0bd750-3793-403c-abba-57fb49246e85,infraspecies,Animalia,t0085787,Ixobrychus flavicollis flavicollis
f0a64182-43d1-42d8-b25c-05b73079d615,infraspecies,Animalia,t0085280,Ardea alba modesta
1987e6a0-9ef1-4cd6-80a4-f4c8dcae4225,infraspecies,Animalia,t0085281,Ardea cinerea jouyi
df159770-6e41-445f-bb41-5d5291526689,infraspecies,Animalia,t0085282,Ardea purpurea manilensis
b666a32b-0a17-4f6c-b8ae-2e5a56becf5b,infraspecies,Animalia,t0029921,Botaurus stellaris stellaris
e95c51ba-0f2c-4239-9006-6aaf814d506f,infraspecies,Animalia,t0029968,Bubulcus ibis coromandus
57f41bd8-7220-4565-b0be-61287c345a9c,infraspecies,Animalia,t0029991,Butorides striata carcinophila
b3fe83b7-cefd-4c92-8cf2-453667144767,infraspecies,Animalia,t0085351,Butorides striata amurensis
ccd6d3cc-7649-4c3d-aee5-7d2832422025,infraspecies,Animalia,t0085350,Butorides striata actophila
d00430e4-f846-45c2-9b7d-e5b2e3ba8aa5,infraspecies,Animalia,t0031215,Nycticorax caledonicus manillensis
44211b49-e49a-49ab-a43c-37d307a83388,infraspecies,Animalia,t0085989,Nycticorax nycticorax nycticorax
cd7447cd-1443-4c1e-ada5-cca6049d2acf,infraspecies,Animalia,t0031952,Platalea leucorodia leucorodia
71a2a98f-257e-4c20-9248-3136dffbdcab,infraspecies,Animalia,t0086360,Threskiornis aethiopicus aethiopicus
3afd208a-40cc-48dc-9969-be241d2197d5,infraspecies,Animalia,t0085463,Clamator jacobinus pica
2911c3a1-269e-4316-8650-28c5dba9edc4,infraspecies,Animalia,t0085522,Cuculus canorus canorus
de9b2451-ed25-4021-8758-b1bcc5245998,infraspecies,Animalia,t0085523,Cuculus micropterus micropterus
873c401c-00dd-4b01-9be8-aa6aa8560b49,infraspecies,Animalia,t0085356,Cacomantis merulinus querulus
e1c7e044-12d7-4fd3-a059-73084d9f4465,infraspecies,Animalia,t0030221,Centropus bengalensis lignator
3b1cb7ed-6690-4a43-81df-f9d41321db86,infraspecies,Animalia,t0085407,Centropus sinensis sinensis
16fc70b2-f01c-4295-b326-de108dba06e2,infraspecies,Animalia,t0085646,Eudynamys scolopaceus chinensis
57ece490-8a91-4f97-9067-6b80759e9b28,infraspecies,Animalia,t0103450,Surniculus lugubris barussarum
0eaf6bee-f33e-4869-99a9-654edcb25956,infraspecies,Animalia,t0085476,Columba janthina janthina
480cdaf0-aa28-44f4-b906-780e9aa7a52d,infraspecies,Animalia,t0102334,Spilopelia chinensis chinensis
85d262ad-9949-488f-a94a-b2ac006c56d6,infraspecies,Animalia,t0086300,Streptopelia orientalis orii
0f71f76e-ee96-4078-b0bb-c3065892f433,infraspecies,Animalia,t0086299,Streptopelia orientalis orientalis
06fe9af4-3836-4403-9149-973364216db0,infraspecies,Animalia,t0086301,Streptopelia tranquebarica humilis
ce134993-d46b-4810-81a3-7cc4b5b315f3,infraspecies,Animalia,t0086373,Treron bicinctus domvilii
c9b146ef-9d2a-4a39-979e-43559a0d7c29,infraspecies,Animalia,t0086374,Treron formosae formosae
f88055f7-2ac2-4245-8b8a-7ecbb067be81,infraspecies,Animalia,t0086375,Treron formosae medioximus
a9dbfcae-25b2-4a2b-a342-3375a252e39a,infraspecies,Animalia,t0086376,Treron sieboldii sieboldii
10fcd8e8-84c0-496e-81b3-462fc4a0b23c,infraspecies,Animalia,t0030328,Chalcophaps indica indica
e4ddc7c1-d74d-4f89-9aa0-c5c6cde3f7ca,infraspecies,Animalia,t0085872,Macropygia tenuirostris septentrionalis
6a34fdbb-5508-4f33-b6ce-7e95d6f66706,infraspecies,Animalia,t0085873,Macropygia unchall minor
80f016bc-a3d2-4afd-865e-d5d8ce4c2968,infraspecies,Animalia,t0086189,Ptilinopus leclancheri longialis
6293bed8-0c93-4ee2-acab-67c6e6381bdd,infraspecies,Animalia,t0085664,Falco columbarius insignis
9d335ab8-d355-4477-abb7-7ba97b331f6b,infraspecies,Animalia,t0085665,Falco columbarius pacificus
4803633b-b356-4c03-b51c-ace12ce134a5,infraspecies,Animalia,t0085666,Falco peregrinus calidus
aec32b68-fdd9-4690-b46c-27ad42ac9740,infraspecies,Animalia,t0085669,Falco peregrinus peregrinator
c9905aae-419e-4df0-8439-524a879f0682,infraspecies,Animalia,t0085668,Falco peregrinus japonensis
523d5290-4e64-477b-bc07-d49f20739f87,infraspecies,Animalia,t0085667,Falco peregrinus ernesti
0c290888-4fce-4fb2-9328-a0d55f7f525b,infraspecies,Animalia,t0085671,Falco subbuteo subbuteo
b867bfb0-9983-490c-b220-1dba3103f65e,infraspecies,Animalia,t0085670,Falco subbuteo streichi
09cc20c4-5f37-4d4e-a770-472d2feab64f,infraspecies,Animalia,t0085673,Falco tinnunculus tinnunculus
7568befd-24c8-4d55-bd00-086775d70e9a,infraspecies,Animalia,t0085672,Falco tinnunculus interstinctus
4e7f6376-02ee-4b48-a014-f0d285d07fb1,infraspecies,Animalia,t0085696,Gavia arctica viridigularis
4cfba5a4-239e-4ee2-b571-6cfe34693916,infraspecies,Animalia,t0085727,Halcyon coromanda major
b511b104-4a0a-4d15-a398-1a80e43f13b7,infraspecies,Animalia,t0085726,Halcyon coromanda bangsi
5b5fd359-17bb-4ede-859d-e41ec36531ae,infraspecies,Animalia,t0029481,Halcyon smyrnensis fokiensis
cb5d0e0f-dc8f-4719-b5c8-942ce9fa5b13,infraspecies,Animalia,t0085207,Alcedo atthis bengalensis
123b8365-63c0-4a96-9fa1-824da39c346e,infraspecies,Animalia,t0085427,Ceryle rudis insignis
27ce77f5-e10e-489a-858d-a6b0a040d590,infraspecies,Animalia,t0085429,Ceyx rufidorsa motleyi
9ccc5d47-7804-48f6-8c36-0dfc69cb72b0,infraspecies,Animalia,t0085428,Ceyx erithaca erithaca
8a837914-c70b-4f6f-831c-2fcffb691bdc,infraspecies,Animalia,t0086366,Todiramphus chloris collaris
3dc9c69e-ff83-4a21-9f15-8d7719c101a5,infraspecies,Animalia,t0085657,Eurystomus orientalis cyanocollis
af4b8135-e2a0-479d-ac76-60ff0c3c764c,infraspecies,Animalia,t0085112,Upupa epops saturata
d042a013-365a-40df-8693-51cc484382a8,infraspecies,Animalia,t0085750,Hirundapus caudacutus caudacutus
56b7ddbf-a1fd-4682-8f34-27e47ad74c37,infraspecies,Animalia,t0085751,Hirundapus cochinchinensis formosanus
555d402c-4572-45db-954b-f59088a1a9af,infraspecies,Animalia,t0085186,Aerodramus brevirostris innominatus
024eab03-550f-4acd-bdf0-15914a80dac8,infraspecies,Animalia,t0085187,Aerodramus germani germani
3d76dac0-19e1-43ff-b0fd-dd95c88bfac6,infraspecies,Animalia,t0085274,Apus nipalensis kuntzi
6b8afb68-66ae-4ae9-9b10-93375cbeec58,infraspecies,Animalia,t0085276,Apus pacificus pacificus
25cc7f50-0fc6-40be-989c-fb02a234792d,infraspecies,Animalia,t0085275,Apus pacificus kurodae
2757ceb7-3b7a-47ce-b95e-6e1d0979e522,infraspecies,Animalia,t0085288,Asio flammeus flammeus
30a48ffc-7c8f-4fd5-908f-33dd3daf397b,infraspecies,Animalia,t0057779,Asio otus otus
de7fc1d9-4f28-4eb3-baec-b3b8f5f63e2c,infraspecies,Animalia,t0057812,Athene noctua plumipes
43524496-bca3-44bc-9de9-98b3d7f1ac1a,infraspecies,Animalia,t0085346,Bubo bubo swinhoei
863ed427-99f8-4381-b58c-d4e835c1df07,infraspecies,Animalia,t0085109,Taenioptynx brodiei pardalotus
cada44ce-c5d7-4a2c-a2d4-7a4372b61898,infraspecies,Animalia,t0085970,Ninox japonica japonica
4e378931-a9f8-44ce-bfee-d28e9450a62c,infraspecies,Animalia,t0086030,Otus elegans botelensis
81206f87-53f9-4aae-a450-abcd552c0f80,infraspecies,Animalia,t0086032,Otus lettia glabripes
77118313-0da7-404a-bf77-83f2e76ab487,infraspecies,Animalia,t0086031,Otus lettia erythrocampe
6871aaf7-684a-4879-8c35-8e3361f1b096,infraspecies,Animalia,t0086033,Otus spilocephalus hambroecki
95977a32-ea9f-4ef3-aeb8-89c248bce464,infraspecies,Animalia,t0085128,Otus sunia japonicus
291b013a-a0fa-4e88-9478-940173828f24,infraspecies,Animalia,t0086034,Otus sunia stictonotus
20765759-e60a-48b2-a35c-44b5a889fe9c,infraspecies,Animalia,t0033093,Strix leptogrammica caligata
a4b5ea95-9f25-4a03-9744-4e3c1140c2d7,infraspecies,Animalia,t0033094,Strix nivicolum yamadae
de75f994-cf77-4d95-97a7-2c4d93a0d811,infraspecies,Animalia,t0086407,Tyto longimembris pithecops
6daa77e3-6e67-44ce-902b-05e6fec79b82,infraspecies,Animalia,t0031783,Phalacrocorax carbo sinensis
2bc8c8fc-efc9-42b5-b5ce-a7cdab463423,infraspecies,Animalia,t0085113,Urile pelagicus pelagicus
ffd07b92-b250-48da-b09b-9d0f58a86a5d,infraspecies,Animalia,t0085680,Fregata ariel ariel
a6f01440-6d47-42be-bf49-2c6f75cd0233,infraspecies,Animalia,t0085681,Fregata minor minor
42a38bd3-74a6-4954-9eaa-6d20092850c7,infraspecies,Animalia,t0086309,Sula dactylatra personata
10387566-effa-4465-956f-eaefe50d3548,infraspecies,Animalia,t0033129,Sula leucogaster plotus
d0e1a674-b6a6-492e-a744-61ce33366ddf,infraspecies,Animalia,t0033130,Sula sula rubripes
e31b2810-30c0-4ac6-9232-b52705adea39,infraspecies,Animalia,t0103451,Yungipicus canicapillus kaleensis
6c6fe088-f285-4f0f-8f72-07d140ea6625,infraspecies,Animalia,t0030933,Dendrocopos leucotos insularis
16c9bead-2341-4312-a72d-802abfe67803,infraspecies,Animalia,t0101012,Jynx torquilla torquilla
6b8b34db-0a58-4e29-90a1-006d26eb216c,infraspecies,Animalia,t0086114,Picus canus tancolo
86b08ea1-398a-4145-be12-bb4c6e05982a,infraspecies,Animalia,t0086088,Phaethon aethereus mesonauta
7efc3111-5c5d-4c9a-b4d7-83e64de4a30b,infraspecies,Animalia,t0086089,Phaethon lepturus dorotheae
0d9502b7-ee67-4f6b-ad03-c462604ae773,infraspecies,Animalia,t0031780,Phaethon rubricauda melanorhynchos
2d70d761-6b25-49b0-8039-719a68adbc28,infraspecies,Animalia,t0032029,Podiceps auritus auritus
2b67e0b4-6bec-46c8-9d71-3ba5fe177e59,infraspecies,Animalia,t0032030,Podiceps cristatus cristatus
0ce89157-9543-4011-a1f9-52472baa56d5,infraspecies,Animalia,t0086133,Podiceps grisegena holbollii
98d20817-9a64-49f3-9e07-c702da74ae5c,infraspecies,Animalia,t0086134,Podiceps nigricollis nigricollis
6e1af9b7-5581-4f28-84b7-83f98fc4f3ba,infraspecies,Animalia,t0086319,Tachybaptus ruficollis poggei
a38e9d8f-b7e6-49fe-8a27-18b985e1baf5,infraspecies,Animalia,t0085386,Caprimulgus affinis stictomus
2641dfe8-426e-4ad5-83af-86b1fb9c8c6f,infraspecies,Animalia,t0085385,Caprimulgus affinis amoyensis
9f0fa325-00d8-4436-b59b-d8ce2c6c80c1,infraspecies,Animalia,t0085387,Caprimulgus jotaka jotaka
becab61b-4ad1-4e86-861d-8cc74d78a9f5,infraspecies,Animalia,t0086249,Trimerodytes percarinatus suriki
7d58718c-51e3-4a75-a4a4-cd1a77cfcc99,infraspecies,Animalia,t0086017,Oreocryptophis porphyraceus kawakamii
783f844c-d41c-4b40-a017-54ec9c5ca766,infraspecies,Animalia,t0031369,Elaphe taeniura friesi
54928bdc-7184-42c1-bc5a-b36532784799,infraspecies,Animalia,t0085581,Diploderma polygonatum xanthostomum
7ac39eaf-514a-4c28-9374-d8ee3184fe01,infraspecies,Animalia,t0033457,Trachemys scripta elegans
a441e589-9fd5-4151-8830-36e3ca61b62d,infraspecies,Animalia,t0086368,Trachemys scripta scripta
899b8f21-5c62-4ae8-99a1-d6bacb7ba74c,infraspecies,Animalia,t0085512,Crocidura shantungensis hosletti
c7fa2e1e-789f-4424-9978-8462dfaccf10,infraspecies,Animalia,t0085328,Belomys pearsonii kaleensis
ebffab32-e2f6-49a1-93eb-a35ea6dd5f39,infraspecies,Animalia,t0085369,Callosciurus erythraeus thaiwanensis
ecacc4d1-1d69-4c62-8129-e1b6c49dbc91,infraspecies,Animalia,t0085590,Dremomys pernyi owstoni
c02dc244-6ec4-40bf-bc35-5493d7390081,infraspecies,Animalia,t0099066,Tamiops maritimus formosanus
5ce13ac2-2325-4faf-9567-e01b43099352,infraspecies,Animalia,t0085958,Myotis formosus flavus
1ec16df2-ae13-4bdb-a0f5-0c235aa0476e,infraspecies,Animalia,t0085642,Eptesicus pachyomus horikawai
4de1d63b-1b78-4460-933b-941903374398,infraspecies,Animalia,t0085987,Nyctalus plancyi velutinus
280e0314-7d54-41ab-8c19-027dee079334,infraspecies,Animalia,t0086188,Pteropus dasymallus formosus
c2a0ef00-569b-479f-8cfd-bb467fb8f45f,infraspecies,Animalia,t0085472,Coelops frithii formosanus
67bce3f5-4317-47a1-a05d-eb4cb8e74acd,infraspecies,Animalia,t0085749,Hipposideros armiger terasensis
7289401e-7e8f-4cb7-9928-7433333b2e46,infraspecies,Animalia,t0085426,Cervus nippon taiouanus
78165751-c537-4b92-948b-27a9fde8d585,infraspecies,Animalia,t0085944,Muntiacus reevesi micrurus
103f39fd-deea-4def-be42-cda337d745ea,infraspecies,Animalia,t0086217,Rusa unicolor swinhoii
70068ad9-c107-42c4-bdb8-89ecbdc69385,infraspecies,Animalia,t0086310,Sus scrofa taivanus
a238ef99-b569-4984-b21b-9c9140406207,infraspecies,Animalia,t0085962,Neofelis nebulosa brachyura
1c2765a3-ec61-41df-97fb-3d84c54b4aa7,infraspecies,Animalia,t0085747,Urva urva formosana
76412706-8cf6-4ea9-8e48-7d74ad05eeeb,infraspecies,Animalia,t0085866,Lutra lutra chinensis
a70faadd-7ab3-47a8-a654-4860c7e32f52,infraspecies,Animalia,t0085880,Martes flavigula chrysospila
244cc3d6-0a1b-44ec-a4ca-7394b8e0f2f7,infraspecies,Animalia,t0085949,Mustela nivalis formosana
3bd283f8-121e-4580-b395-908af1373ef1,infraspecies,Animalia,t0085950,Mustela sibirica taivana
20fe92f8-16d1-465f-be47-4145d86bc660,infraspecies,Animalia,t0086045,Paguma larvata larvata
e76585d5-5643-49dc-876a-b95699e6fd54,infraspecies,Animalia,t0086418,Viverricula indica pallida
861b3e71-0272-4a96-b81f-fa7b8588ac3a,infraspecies,Animalia,t0086413,Ursus thibetanus formosanus
ff4608e3-4fc3-4db5-824f-ccfb3b6bbf0b,infraspecies,Animalia,t0085835,Lepus sinensis formosus
806fa9d6-73f9-4755-beb6-199f7b4fb990,infraspecies,Animalia,t0085879,Manis pentadactyla pentadactyla
801c0d69-67c9-420e-ab87-79ec7ee0f29c,infraspecies,Animalia,t0085150,Abra profundorum japonica
3dfec32c-c916-4985-8f44-256c84729738,infraspecies,Animalia,t0085461,Circe scripta tumefacta
095a0441-9e55-439d-beb6-e921e9145ec5,infraspecies,Animalia,t0085460,Circe scripta scripta
ca5c1526-27e5-4bc7-a41e-a7794cff2753,infraspecies,Animalia,t0086052,Paphia exilis takaokaensis
0ba84d48-54aa-4256-8a25-78e4f4a9c331,infraspecies,Animalia,t0085337,Bonartemis histrio histrio
641cb034-ed72-4476-96dc-98cd7c6b40dc,infraspecies,Animalia,t0085338,Bonartemis histrio iwakawai
a2352419-93a6-4639-94ec-792a68ffbc50,infraspecies,Animalia,t0086229,Scapharca globosa ursus
3dfd77da-2a8d-43f1-9002-014845bb30f2,infraspecies,Animalia,t0086230,Scapharca satowi nipponensis
2835d0d6-dabd-448e-960a-8180f818d6c3,infraspecies,Animalia,t0086231,Scapharca satowi satowi
43655dac-169f-465b-93df-ae9eca8ea825,infraspecies,Animalia,t0085226,Amusium japonicum formosum
07c96262-f170-47b0-a62e-4de7512897be,infraspecies,Animalia,t0085227,Amusium japonicum japonicum
b55eb89f-56f6-4b89-860e-9c34fd612c14,infraspecies,Animalia,t0057653,Amusium pleuronectes pleuronectes
7cd2e516-39a2-4db2-b7f3-7bb85477f4a0,infraspecies,Animalia,t0085228,Amusium pleuronectes okinawaensis
2847aaeb-4dc6-4d14-8f7c-31becbbbf7a9,infraspecies,Animalia,t0085447,Chlamys islandica hindsi
ef88d0a9-4710-4174-a0b6-57ec2ad9e8bf,infraspecies,Animalia,t0086419,Volachlamys hirasei ecostata
1db0398d-4dc0-483d-8b75-5b92d3bddad3,infraspecies,Animalia,t0086420,Volachlamys hirasei hirasei
c4f5ad1c-614e-4c32-9d08-57df2cd5c3de,infraspecies,Animalia,t0086118,Pinctada fucata martensii
f94592dd-bb2f-4039-86ee-983bbf094ca3,infraspecies,Animalia,t0086117,Pinctada fucata fucata
97004abd-9e65-4274-b392-c7d9f1d9fb9b,infraspecies,Animalia,t0086271,Spondylus barbatus cruentus
30a866d8-7239-4988-aa7d-39e1a291fc87,infraspecies,Animalia,t0033010,Spondylus barbatus barbatus
e540cb56-0603-4c9f-b2c4-e324ce4005c6,infraspecies,Animalia,t0086272,Spondylus nicobaricus ciliatus
c1a75cd4-743c-46da-8297-1fa06ab2f62a,infraspecies,Animalia,t0086273,Spondylus nicobaricus nicobaricus
959c65fe-40bc-4f22-8e96-84ac559a5054,infraspecies,Animalia,t0085165,Acila divaricata divaricata
0a0e5db3-87db-4a1c-92bc-62c5f97b9fe9,infraspecies,Animalia,t0085164,Acila divaricata archibenthalis
7484139c-764d-4925-bb8a-cb7c8bebc506,infraspecies,Animalia,t0031199,Nucula tenuis tenuis
17ed654d-4df9-462f-9272-f2335c51b2ef,infraspecies,Animalia,t0085983,Nucula tenuis aegeensis
8d0b1cb6-3553-4534-befd-6382102b5822,infraspecies,Animalia,t0085984,Nucula torresi gemmulata
bd2e111c-f4d6-4ea1-86c2-0e704d9932be,infraspecies,Animalia,t0085985,Nuculana gordonis takaoensis
16523f75-cf98-41eb-b3a9-3bf0f3666263,infraspecies,Animalia,t0086144,Poromya eximia eximia
46a46723-5650-4a38-b105-2ed57b538997,infraspecies,Animalia,t0085951,Mya arenaria oonogai
329f1de6-1e3f-49e2-a8bb-7b8cada93e11,infraspecies,Animalia,t0096619,Unio douglasiae taiwanicus
feb40115-b98a-47f1-a85a-8f886d42b069,infraspecies,Animalia,t0085961,Nebularia aurora floridula
47292f9d-865d-4872-8d03-09e63a84fdfc,infraspecies,Animalia,t0085479,Columbarium pagoda stellatum
a5824e04-bf14-4185-b111-2d0160d95346,infraspecies,Animalia,t0085478,Columbarium pagoda pagoda
0ed3e735-422b-4555-8f49-7bd248c77921,infraspecies,Animalia,t0085477,Columbarium pagoda costatum
1e2bfd98-ba41-4cd6-8d1f-e2e706c54a19,infraspecies,Animalia,t0087681,Oliva annulata amethystina
ab00a4e7-95a4-4683-8e2c-3781475b5e1e,infraspecies,Animalia,t0087682,Oliva annulata intricata
80af163d-9ee6-4e79-83a6-e79c39fc677e,infraspecies,Animalia,t0087684,Oliva mustelina lanberti
de39ef17-76b4-40f6-a368-c51c7f3da49d,infraspecies,Animalia,t0087685,Oliva reticulata zigzag
ddee9bbd-2456-462a-bbef-2415eb6762c7,infraspecies,Animalia,t0086003,Oliva tricolor philantha
9c8bcd43-3f39-4a67-91f2-88a2410351ee,infraspecies,Animalia,t0086005,Oliva vidua macleaya
88d7026f-765f-40ac-8378-1cb60456f60f,infraspecies,Animalia,t0086004,Oliva vidua aurata
115f82bc-6c11-4840-aa92-b7c9137d0ee2,infraspecies,Animalia,t0087683,Oliva carneola bizonalis
0849563c-d7ea-479b-ad91-f489f4286492,infraspecies,Animalia,t0085324,Baryspira rubiginosa albocallosa
4d7b08f1-3880-4c5e-bf47-2596a1013143,infraspecies,Animalia,t0085698,Gemmula congener congener
a32c2e9c-049f-4fc9-adeb-fb227d92c5fe,infraspecies,Animalia,t0085699,Gemmula congener cosmoi
a5a434dc-0504-4d12-a4a3-ea503fba3cf1,infraspecies,Animalia,t0085700,Gemmula congener diomedea
e6897af9-e152-46f4-9698-31f3f439a8b5,infraspecies,Animalia,t0085137,Gemmula timorensis teschi
0a420f4a-1ed0-4a88-9185-695b221a91ad,infraspecies,Animalia,t0086055,Paradrillia inconstans prunulum
1dfdfb6b-fa58-425c-9b9a-02ae45edb989,infraspecies,Animalia,t0086119,Pinguigemmula thielei philippinensis
3a34a6ca-45c2-46a1-b582-ef0ae95915a3,infraspecies,Animalia,t0086402,Turricula nelliae spuria
5e1dbd06-7bc2-4d67-afa6-d951d0fd3d1a,infraspecies,Animalia,t0087607,Turridrupa astricta consobrina
d6807d73-ceee-4941-a3ce-f2364acabdec,infraspecies,Animalia,t0087671,Babylonia areolata austraoceanensis
07e2c4c4-4457-4820-a959-425d5262dc0d,infraspecies,Animalia,t0085318,Babylonia formosae habei
29c92300-436e-421f-96f7-093b6de4c876,infraspecies,Animalia,t0085317,Babylonia formosae formosae
77e71b26-f3f6-4aff-921a-98a05836a741,infraspecies,Animalia,t0086255,Siphonalia callizona bicallizona
0fb99fce-cf38-4445-a8f9-44d4b1a73ce1,infraspecies,Animalia,t0086336,Teramachia johnsoni williamsorum
8e6080ee-23ae-41ee-b616-8d656338e241,infraspecies,Animalia,t0085591,Drupa ricina albolabris
237e7748-cb6a-4128-b49d-28e7e9132f56,infraspecies,Animalia,t0085875,Maculotriton serrialis digitalis
