TT_taxonUUID,TT_taxonRank,TT_kingdom,TT_taiCOLNameCode,TT_simplifiedScientificName,hit_index,taicol_taxon_id,taicol_status
4945b175-fc59-432e-b2fc-a6f0597e4b7e,family,Plantae,"",Sphaerosepalaceae,,,
6f5f4a69-3fdd-449c-864c-a6c157df457f,family,Plantae,"",Cistaceae,,,
d601cb3a-00fc-40ba-838b-8a2ba7a0bc23,family,Plantae,"",Sarcolaenaceae,,,
9f623852-b67e-4f0a-8b85-971217c23300,family,Plantae,"",Limnanthaceae,,,
114cd227-7e43-422f-b499-231762403695,family,Plantae,"",Setchellanthaceae,,,
656af9d8-e62f-4b33-aab9-b08c42912d1a,family,Plantae,"",Koeberliniaceae,,,
c0a05289-db8f-4bc7-9cda-45a42303927d,family,Plantae,"",Bataceae,,,
b9d70080-f50a-4e58-949e-47b2ec5dd4b5,family,Plantae,"",Salvadoraceae,,,
0e4eec14-bd31-40a8-8a75-dd4f4f4c78c5,family,Plantae,"",Emblingiaceae,,,
9e4cec44-1132-4c8d-8b28-23f92ded7661,family,Plantae,"",Tovariaceae,,,
4e6224f1-b6a3-48ba-ab10-c9de2c89b175,family,Plantae,"",Pentadiplandraceae,,,
d22b85f8-b096-45f9-be42-04a8f2b15533,family,Plantae,"",Gyrostemonaceae,,,
e8a512a2-df46-4ff7-86c7-8601a6cba718,family,Plantae,"",Aextoxicaceae,,,
01df1fc2-0f8f-4cb0-be15-2ccd95f17110,family,Plantae,"",Berberidopsidaceae,,,
c74b7ce4-f56f-4352-aee6-0f7f2f52b11e,family,Plantae,"",Misodendraceae,,,
d1b021bc-f16e-4e5b-a807-335230578789,family,Plantae,"",Frankeniaceae,,,
133a0acb-4dea-41ba-86a5-9df7745b4552,family,Plantae,"",Nepenthaceae,,,
b57b4a5b-1daa-4b74-b33d-e8715a0dd0c1,family,Plantae,"",Drosophyllaceae,,,
6f371a23-eef1-4962-9c54-85260fbfb16d,family,Plantae,"",Dioncophyllaceae,,,
6903d43e-cb48-49fe-83c0-86d18f0306be,family,Plantae,"",Ancistrocladaceae,,,
34fa66e5-9c05-4e4f-913f-d89ded49e0c8,family,Plantae,"",Rhabdodendraceae,,,
8cf7cfa7-842f-412c-9aaa-b5152276d12e,family,Plantae,"",Simmondsiaceae,,,
0180c356-0033-40bc-9b0b-239bbe9b554d,family,Plantae,"",Physenaceae,,,
f8c09cc3-b567-4cce-a3b1-96ba677a941e,family,Plantae,"",Asteropeiaceae,,,
97821b50-1d54-4491-a12d-f01d378a459d,family,Plantae,"",Macarthuriaceae,,,
9e22497a-b4a1-49d4-98de-fbe8bc6312a5,family,Plantae,"",Microteaceae,,,
85b15dc8-4edb-4d6a-8b42-00aafa2c8e0b,family,Plantae,"",Achatocarpaceae,,,
ef4c87c7-b504-4657-89a6-cc10ab7306d7,family,Plantae,"",Stegnospermataceae,,,
be8946d8-c8f8-4eb3-ad60-1b1d83ca5cd1,family,Plantae,"",Limeaceae,,,
c677a184-2c24-4130-931c-7d376016bff4,family,Plantae,"",Lophiocarpaceae,,,
8d850ff8-21aa-41fa-b87c-a8d0a4114d4d,family,Plantae,"",Kewaceae,,,
cb3397a9-7821-4f41-9b30-739849ef434b,family,Plantae,"",Barbeuiaceae,,,
b0a17463-329a-4eb2-9a5e-ebee662cd6d1,family,Plantae,"",Gisekiaceae,,,
2cb85054-51e1-4df8-ae0c-e384fb726888,family,Plantae,"",Sarcobataceae,,,
34ea55f0-1a08-4e38-8a91-887e55c794ab,family,Plantae,"",Montiaceae,,,
6196e754-516b-4e1e-b648-fd7d2b732e4c,family,Plantae,"",Halophytaceae,,,
3fd0bd49-e4c1-40dd-98c3-fabdc85235f9,family,Plantae,"",Anacampserotaceae,,,
7b202d4c-13e7-4a43-be8e-0481a11be554,family,Plantae,"",Hydrostachyaceae,,,
e71b7c29-644f-4d86-9e8b-6224cca6625b,family,Plantae,"",Loasaceae,,,
ddc37140-67cc-4df6-84c9-99413e5fb6ee,family,Plantae,"",Curtisiaceae,,,
242de23a-b0e9-4541-969d-fad8346fc8bb,family,Plantae,"",Grubbiaceae,,,
