TT_taxonUUID,TT_taxonRank,TT_kingdom,TT_taiCOLNameCode,TT_simplifiedScientificName,TC_simple_name,TC_taxon_status,TC_is_in_taiwan
6b727440-4a10-4366-9a70-35d31b16af34,species,Animalia,t0096131,Limonia atayal,Limonia (Nealexandriaria) atayal,accepted,FALSE
97fa7341-963c-4418-a52c-38163a2c1548,species,Animalia,t0096132,Limonia remissa,Limonia (Neolimonia) remissa,accepted,FALSE
4d68c29c-3f0f-4bc7-8e77-6f93587b11a1,species,Animalia,t0096133,Limonia dimelania,Limonia (Pseudoglochina) dimelania,accepted,FALSE
726dc360-7b58-44c6-80ad-45f7c3418189,species,Animalia,t0096134,Limonia monocycla,Limonia (Pseudoglochina) monocycla,accepted,FALSE
66520830-9fc3-4a54-9515-759f1d479862,species,Animalia,t0096135,Limonia unisetosa,Limonia (Thrypticomyia) unisetosa,accepted,FALSE
dbfb93d5-6b5c-4438-aa3b-ed204a459486,species,Animalia,t0096152,Lissodema uenoi,Lissodema (Episcapha) uenoi,accepted,FALSE
bd38d65c-6d07-498b-864d-c65e043728b3,species,Animalia,t0096246,Lyponia kleinei,Lyponia (Poniella) kleinei,accepted,FALSE
36d8f558-8c5b-4f59-af96-97b05868844c,species,Animalia,t0096247,Lyponia palpalis,Lyponia (Poniella) palpalis,accepted,FALSE
2b6204d2-4cee-46c9-8c85-4fb7609ce4f7,species,Animalia,t0096272,Malthinus fenchihuensis,Malthinus (Malthinus) fenchihuensis,accepted,FALSE
38e9764a-a411-44c5-8e3e-b1f6c3768cdf,species,Animalia,t0096273,Malthinus notsui,Malthinus (Malthinus) notsui,accepted,FALSE
8acd27ba-8edf-4a36-8ce5-ffe3b6b60846,species,Animalia,t0096274,Malthinus ohbai,Malthinus (Malthinus) ohbai,accepted,FALSE
f5137333-6312-48d0-be20-f740721c41fc,species,Animalia,t0096275,Malthinus palingensis,Malthinus (Malthinus) palingensis,accepted,FALSE
570bdad1-7986-4a78-bbf4-8dde11e4dc74,species,Animalia,t0096276,Malthinus shimomurai,Malthinus (Malthinus) shimomurai,accepted,FALSE
289e7037-2628-48f9-be16-6d13ad6f3fe0,species,Animalia,t0096277,Malthinus ssulingensis,Malthinus (Malthinus) ssulingensis,accepted,FALSE
1e2d6fc4-3ced-4d50-bc5e-4bbab256f005,species,Animalia,t0096278,Malthinus taiwanoniger,Malthinus (Malthinus) taiwanoniger,accepted,FALSE
181a8d6f-f658-430f-b944-7e76c3caddd9,species,Animalia,t0096279,Malthinus taiwanus,Malthinus (Malthinus) taiwanus,accepted,FALSE
3c3e7aba-5c02-43b1-b5cf-cf8b8de7db0a,species,Animalia,t0096280,Malthinus vixlimbatus,Malthinus (Malthinus) vixlimbatus,accepted,FALSE
296b2148-c924-4147-bff3-f2b497a8109c,species,Animalia,t0096281,Malthinus yangmingensis,Malthinus (Malthinus) yangmingensis,accepted,FALSE
857513dd-6691-4868-a610-c6f7d5c70179,species,Animalia,t0096282,Malthodes brancuccii,Malthodes (Malthodes) brancuccii,accepted,FALSE
cda738d0-5296-44c3-bb7a-bed4b55c42b7,species,Animalia,t0096283,Malthodes fenchihuensis,Malthodes (Malthodes) fenchihuensis,accepted,FALSE
3bc8b88a-1df2-4b81-b697-6ac24d244ee1,species,Animalia,t0096284,Malthodes makiharai,Malthodes (Malthodes) makiharai,accepted,FALSE
265e326f-94a1-4728-aec2-9528e2f10352,species,Animalia,t0096285,Malthodes niitakaensis,Malthodes (Malthodes) niitakaensis,accepted,FALSE
be2d146b-834e-420c-b068-9edec116f711,species,Animalia,t0096286,Malthodes taiwanus,Malthodes (Malthodes) taiwanus,accepted,FALSE
114b9087-36ef-4369-b3c7-526e3f07f443,species,Animalia,t0096350,Menimus formosanus,Menimus (Menimus) formosanus,accepted,FALSE
96ad7c46-2c8d-4e73-9165-9ed4503ac184,species,Animalia,t0096370,Metopius baibarensis,Metopius (Ceratopius) baibarensis,accepted,FALSE
c25180bc-e69c-43e3-8831-74bf4e02fb66,species,Animalia,t0096380,Micrencaustes taiwana,Micrencaustes (Mimencaustes) taiwana,accepted,FALSE
2dae1912-e575-4ea6-beb3-499be48749af,species,Animalia,t0096385,Microdon stilboides,Microdon (Microdon) stilboides,accepted,FALSE
44d129f2-0c34-452e-ab8e-711acb0e8572,species,Animalia,t0096428,Molophilus alcocostalis,Molophilus (Molophilus) alcocostalis,accepted,FALSE
93d14279-6dd7-4a07-abe0-fed2fb3e96a0,species,Animalia,t0096429,Molophilus aricola,Molophilus (Molophilus) aricola,accepted,FALSE
2b965056-1533-4ca0-8c3b-39e14a09b2c7,species,Animalia,t0096430,Molophilus arisanus,Molophilus (Molophilus) arisanus,accepted,FALSE
1b348f34-4eb1-4d5a-806b-19fe686ee636,species,Animalia,t0096431,Molophilus editus,Molophilus (Molophilus) editus,accepted,FALSE
e53192d4-484e-42d5-8326-14603a36c1fd,species,Animalia,t0096432,Molophilus ephippiger,Molophilus (Molophilus) ephippiger,accepted,FALSE
cf9d7b66-b5bf-4aef-8020-7e1d3ac3c561,species,Animalia,t0096433,Molophilus hoplostylus,Molophilus (Molophilus) hoplostylus,accepted,FALSE
b3679253-5e63-44b1-8062-277b4fe8c822,species,Animalia,t0096434,Molophilus issikii,Molophilus (Molophilus) issikii,accepted,FALSE
b08a085a-801f-487c-a1a5-e188ec0abf32,species,Animalia,t0096435,Molophilus nifritus,Molophilus (Molophilus) nifritus,accepted,FALSE
6d80f98b-3e65-48c0-9dbb-f7112e0dcf94,species,Animalia,t0096436,Molophilus nigripes,Molophilus (Molophilus) nigripes,accepted,FALSE
9bba6f3b-f3ec-448f-a0c9-671612af1c0b,species,Animalia,t0096437,Molophilus nigritarsis,Molophilus (Molophilus) nigritarsis,accepted,FALSE
7d4f6889-872e-4f81-b0ec-f1b57be48f87,species,Animalia,t0096438,Molophilus nokonis,Molophilus (Molophilus) nokonis,accepted,FALSE
a6418b65-0139-48be-9412-7126832c1bd9,species,Animalia,t0096439,Molophilus pallidibasis,Molophilus (Molophilus) pallidibasis,accepted,FALSE
7d42e4d7-d058-4a1c-90bb-e303deef7b81,species,Animalia,t0096440,Molophilus spinosissimus,Molophilus (Molophilus) spinosissimus,accepted,FALSE
bd6d88af-0ca0-4e1c-a2a7-c04e9415425c,species,Animalia,t0096441,Molophilus alticola,Molophilus (Neolimnophila) alticola,accepted,FALSE
3a9b7af0-b752-40d8-a925-e027148d4f87,species,Animalia,t0096445,Mongoloraphidia caelebs,Mongoloraphidia (Formosoraphidia) caelebs,accepted,FALSE
bb75d11c-6ecf-4edc-a90d-faab67e9138c,species,Animalia,t0096446,Mongoloraphidia taiwanica,Mongoloraphidia (Formosoraphidia) taiwanica,accepted,FALSE
6c88f6c9-88dd-42b4-a36d-353602d857ec,species,Animalia,t0096462,Musca conducens,Musca (Byomya) conducens,accepted,FALSE
779b421b-c0fd-4634-ac00-af8ded4b0906,species,Animalia,t0096463,Musca sorbens,Musca (Byomya) sorbens,accepted,FALSE
803a9ab9-0af1-4a8e-b891-da08dce47231,species,Animalia,t0096464,Musca ventrosa,Musca (Byomya) ventrosa,accepted,FALSE
31f24f61-cdd7-4874-9710-051f784d6662,species,Animalia,t0096465,Musca domestica,Musca (Musca) domestica,accepted,FALSE
623022f8-8200-4304-a5fe-294a073793ff,species,Animalia,t0096466,Musca crassirostris,Musca (Philaematomyia) crassirostris,accepted,FALSE
1f79f87a-045b-413b-bfb0-e5dcee3a4d79,species,Animalia,t0096467,Musca inferior,Musca (Ptilolpis) inferior,accepted,FALSE
2876a67c-50d1-4836-8bff-c2cdc7be4ead,species,Animalia,t0096494,Mythimna hirashimai,Mythimna (Hyphilare) hirashimai,accepted,FALSE
dc1d72f1-71a8-4311-b8b7-9d3436e85f89,species,Animalia,t0096495,Mythimna lucida,Mythimna (Mythimna) lucida,accepted,FALSE
659d0d7b-98a0-4c4d-b4aa-1c2cfd0afc42,species,Animalia,t0096496,Mythimna rushanensis,Mythimna (Mythimna) rushanensis,accepted,FALSE
6e8b6262-5aac-4f05-95bc-720582540dfc,species,Animalia,t0096497,Mythimna wulinensis,Mythimna (Mythimna) wulinensis,accepted,FALSE
305b3f36-eeb6-4f38-a32c-e4846552878b,species,Animalia,t0096538,Triaspis imitatus,Triaspis (Schizoprymnus) imitatus,accepted,FALSE
3e1add96-13db-4181-957b-24c71702d60a,species,Animalia,t0096562,Trioza neolitsae,Trioza (Megatrioza) neolitsae,accepted,FALSE
8e289fd7-d3da-4b0c-97e1-d8c5c436f7a3,species,Animalia,t0096571,Trochocyathus rhombocolumna,Trochocyathus (Trochocyathus) rhombocolumna,accepted,FALSE
7213654a-5eda-40fc-91c9-f5151e350a5d,species,Animalia,t0096613,Ula flavidibasis,Ula (Ula) flavidibasis,accepted,FALSE
3e148e87-20df-4d04-bf12-3cb08212b53a,species,Animalia,t0096614,Ula fuscistigma,Ula (Ula) fuscistigma,accepted,FALSE
03970013-1866-49d2-9c9e-4d3d4e76f29f,species,Animalia,t0096615,Ula superelegans,Ula (Ula) superelegans,accepted,FALSE
e697a88f-b28a-49ec-aed4-04be9ea756d5,species,Animalia,t0096621,Uranotaenia novobscura,Uranotaenia (Pseudoficalbia) novobscura,accepted,FALSE
aaad8fdc-1a2b-4007-af22-7a6178d2e07f,species,Animalia,t0096622,Uranotaenia annandalei,Uranotaenia (Uranotaensis) annandalei,accepted,FALSE
cb3b2d4e-35bc-4b4d-9845-61c4015e509b,species,Animalia,t0096623,Uranotaenia hebes,Uranotaenia (Uranotaensis) hebes,accepted,FALSE
0e1703fb-d7de-4c3f-abc5-6690c29b88c3,species,Animalia,t0096679,Xenokeroplatus gozmanyi,Xenokeroplatus (Tipulokeroplatus) gozmanyi,accepted,FALSE
64a1d72f-df57-40ff-a5e7-6fd8db94ea09,species,Animalia,t0096734,Zoraida nitobii,Zoraida (Zoraida) nitobii,accepted,FALSE
23eb5d71-27af-41ba-95e2-c738577f9014,species,Animalia,t0096765,Dolichopeza issikiella,Dolichopeza (Dolichopeza) issikiella,accepted,FALSE
28a4f60e-3df5-410d-b227-92dcbb2a879c,species,Animalia,t0096766,Dolichopeza taiwanicola,Dolichopeza (Mitopeza) taiwanicola,accepted,FALSE
28b51ef1-b349-41d0-b1eb-e89aba18c0fe,species,Animalia,t0096767,Dolichopeza lugubrivestis,Dolichopeza (Nesopeza) lugubrivestis,accepted,FALSE
9bb99ea8-3973-46ce-b33c-9d5640f2fa68,species,Animalia,t0096768,Dolichopeza profundemarginata,Dolichopeza (Nesopeza) profundemarginata,accepted,FALSE
dc7549e9-32c8-453c-ab69-52b032477c03,species,Animalia,t0096769,Dolichopeza subalbitibia,Dolichopeza (Nesopeza) subalbitibia,accepted,FALSE
9c4929ef-589c-4c38-82bd-5bfbc7da3f8e,species,Animalia,t0096770,Dolichopeza tuberculifera,Dolichopeza (Nesopeza) tuberculifera,accepted,FALSE
cf3d089f-61bd-47a1-833c-ee82f087a7bc,species,Animalia,t0096791,Drosophila repleta,Drosophila (Drosophila) repleta,accepted,FALSE
911aeed1-2b46-4294-a224-4b9c9639eece,species,Animalia,t0096792,Drosophila ananassae,Drosophila (Sophophora) ananassae,accepted,FALSE
b919680e-5f24-4b04-a73d-8f62c708f4e5,species,Animalia,t0096793,Drosophila elegans,Drosophila (Sophophora) elegans,accepted,FALSE
c714a33e-2656-43a8-b621-4d3f98376ac5,species,Animalia,t0096794,Drosophila eugracilis,Drosophila (Sophophora) eugracilis,accepted,FALSE
c5f0f77f-a36d-4e43-bde7-7e4746ec1645,species,Animalia,t0096795,Drosophila lini,Drosophila (Sophophora) lini,accepted,FALSE
227cb897-3120-4f0d-9ec6-f0026d42c4de,species,Animalia,t0096796,Drosophila parabipectinata,Drosophila (Sophophora) parabipectinata,accepted,FALSE
f52b9380-df15-409a-a661-19569764335d,species,Animalia,t0096797,Drosophila quadraria,Drosophila (Sophophora) quadraria,accepted,FALSE
49d2628e-a222-47e2-9ca5-1c94e97c0bde,species,Animalia,t0096798,Drosophila trilutea,Drosophila (Sophophora) trilutea,accepted,FALSE
ab7fc4dc-2e05-43f9-ab7b-ed5b95236389,species,Animalia,t0096805,Dysdercus fuscomaculatus,Dysdercus (Leptophthalmus) fuscomaculatus,accepted,FALSE
9224999f-9814-4057-8242-3e8b957ae1e4,species,Animalia,t0096819,Ectemnius alishanus,Ectemnius (Menyllus) alishanus,accepted,FALSE
2a3430d4-80c8-4d76-9345-f00812a47317,species,Animalia,t0096834,Elachiptera umbrosa,Elachiptera (Melanochaeta) umbrosa,accepted,FALSE
61d71cad-ac4c-4021-a446-7dd0b127cdf1,species,Animalia,t0096899,Epiphragma divisum,Epiphragma (Epiphragma) divisum,accepted,FALSE
dfb7ad56-f81b-4bbc-a533-9785bd335427,species,Animalia,t0096900,Epiphragma nymphicum,Epiphragma (Epiphragma) nymphicum,accepted,FALSE
515b02b8-efcf-408d-8693-6e7f7f44ff0a,species,Animalia,t0096917,Epuraea concolor,Epuraea (Haptoncus) concolor,accepted,FALSE
0edb9f90-9bd2-4b30-ab61-36b3a1e51a6a,species,Animalia,t0096927,Erioptera ensifera,Erioptera (Meterioptera) ensifera,accepted,FALSE
03d970ca-4a14-465e-a5a1-8da6a833438f,species,Animalia,t0096928,Erioptera luliana,Erioptera (Psiloconopa) luliana,accepted,FALSE
19e09d20-e6d8-4d65-814f-9c22940c0fc3,species,Animalia,t0096929,Erioptera tenuisentis,Erioptera (Psiloconopa) tenuisentis,accepted,FALSE
90f36d6b-bb1a-413b-aa5c-e4505c6d6181,species,Animalia,t0096930,Erioptera subsessillis,Erioptera (Tasiocerodes) subsessillis,accepted,FALSE
51a87883-410d-409e-bcb9-7ac92c27bbfc,species,Animalia,t0097044,Farrania orbus,Farrania (Drepanopsis) orbus,accepted,FALSE
cffe2a57-c58a-4f43-9331-f83209a2d0d0,species,Animalia,t0097052,Flabellum lamellulosum,Flabellum (Flabellum) lamellulosum,accepted,FALSE
182bc260-2818-4749-a44e-747c9a8a3cef,species,Animalia,t0097053,Flabellum japonicum,Flabellum (Ulocyathus) japonicum,accepted,FALSE
321b49a2-459e-4590-a612-144535ebb099,species,Animalia,t0097056,Forcipomyia tokunagai,Forcipomyia (Synthyridomyia) tokunagai,accepted,FALSE
05b067e2-685a-4ea1-90f9-fb0ff298b88d,species,Animalia,t0097092,Gastrophysa atrocyanea,Gastrophysa (Gastrophysa) atrocyanea,accepted,FALSE
4aa8fad0-d783-454c-b69f-1032b92111d8,species,Animalia,t0097134,Gnophomyia curticellula,Gnophomyia (Idiocera) curticellula,accepted,FALSE
fbbd97d1-f20e-4395-ac1b-1bc8d0bce209,species,Animalia,t0097135,Gnophomyia pruinosa,Gnophomyia (Idiocera) pruinosa,accepted,FALSE
8bebe6c2-e2a6-4816-af53-a02ce5c47c26,species,Animalia,t0097136,Gnophomyia gressitti,Gnophomyia (Lipophleps) gressitti,accepted,FALSE
4f49544e-3711-4051-9b01-879178c0a276,species,Animalia,t0097137,Gnophomyia neonebulosa,Gnophomyia (Lipophleps) neonebulosa,accepted,FALSE
0838afd3-84b8-48b6-88f2-80b976fa7641,species,Animalia,t0097138,Gnophomyia praedita,Gnophomyia (Lipophleps) praedita,accepted,FALSE
5b0362d2-7756-4804-a5da-8d9c039e58d1,species,Animalia,t0097139,Gnophomyia sauteri,Gnophomyia (Lipophleps) sauteri,accepted,FALSE
ae757274-9590-40df-9ebb-b52706511c5f,species,Animalia,t0097140,Gnophomyia sinuosa,Gnophomyia (Lipophleps) sinuosa,accepted,FALSE
6e8838e9-aa79-4255-a177-1aa1d7325e2d,species,Animalia,t0097141,Gnophomyia clitelata,Gnophomyia (Protogonomyia) clitelata,accepted,FALSE
4681cfdb-cf4d-46f0-aa80-24621bd1f8ef,species,Animalia,t0097142,Gnophomyia scutellumalbum,Gnophomyia (Protogonomyia) scutellumalbum,accepted,FALSE
1b057476-172e-4cad-b69c-2ea35e43a14e,species,Animalia,t0097143,Gnophomyia ptilostenoides,Gnophomyia (Ptilostenoides) ptilostenoides,accepted,FALSE
2af44ab5-058d-4922-8f5f-328af4709e6e,species,Animalia,t0097162,Gonioctena scutellaris,Gonioctena (Brachyphytodecta) scutellaris,accepted,FALSE
5d4694bd-3ad0-42eb-969b-81d53257720f,species,Animalia,t0097163,Gonioctena nigroplagiata,Gonioctena (Sinomela) nigroplagiata,accepted,FALSE
3bde6e24-8b59-4d57-bed6-71f232904991,species,Animalia,t0097182,Greenidea viticola,Greenidea (Paragreenidea) viticola,accepted,FALSE
719bb01c-78e1-4687-b48c-e2f0b7833465,species,Animalia,t0097183,Greenidea mushana,Greenidea (Trichosiphum) mushana,accepted,FALSE
61805d3f-c678-48ba-b94c-1749d684372e,species,Animalia,t0097184,Greenidea myricae,Greenidea (Trichosiphum) myricae,accepted,FALSE
1d30904c-763d-4d8f-a248-8e6edabdef3e,species,Animalia,t0097212,Harpalus capito,Harpalus (Pseudoophonus) capito,accepted,FALSE
d628033e-8b91-4e5c-b3d9-21b56ce814f1,species,Animalia,t0097213,Harpalus roninus,Harpalus (Pseudoophonus) roninus,accepted,FALSE
c4b29d1f-7805-409b-9eaa-857d1e912e23,species,Animalia,t0097228,Helius perelegans,Helius (Eurhamphidia) perelegans,accepted,FALSE
c1350cf5-16e3-4403-91ba-84bda99a181c,species,Animalia,t0097229,Helius attenuatus,Helius (Helius) attenuatus,accepted,FALSE
1cdc2cf1-d09c-492b-bbc7-76339acdbf82,species,Animalia,t0097230,Helius chikuriensis,Helius (Helius) chikuriensis,accepted,FALSE
307e816c-5ae3-46a2-b1e8-6459df9d940c,species,Animalia,t0097231,Helius liliputanus,Helius (Helius) liliputanus,accepted,FALSE
a0ce9da8-f681-417f-bc03-32a34f71abfa,species,Animalia,t0097232,Helius minusculus,Helius (Helius) minusculus,accepted,FALSE
bdb9d2b5-f576-46e5-bf3d-3ed652ae819f,species,Animalia,t0097233,Helius rufithorax,Helius (Helius) rufithorax,accepted,FALSE
8ee1cd82-9718-4712-8ecb-5c44caf921b6,species,Animalia,t0097234,Helius subfasciatus,Helius (Helius) subfasciatus,accepted,FALSE
bcbe610e-88cd-4bb6-8237-ccd41e4cebd4,species,Animalia,t0097235,Helius tenuistylus,Helius (Helius) tenuistylus,accepted,FALSE
1139c681-a454-45ff-bd2f-35f4773cc8eb,species,Animalia,t0097287,Homoeocerus striicornis,Homoeocerus (Anacanthocoris) striicornis,accepted,FALSE
afe42093-4969-4673-ac69-67f82303fe3a,species,Animalia,t0097288,Homolobus undulatus,Homolobus (Chartolobus) undulatus,accepted,FALSE
c08599aa-4501-4775-ad4d-c5e91fff5f95,species,Animalia,t0097324,Hygia pedestris,Hygia (Hygia) pedestris,accepted,FALSE
fcdd3f1d-30ea-4c90-8eef-20619b009bd2,species,Animalia,t0097350,Hypselothyrea formosana,Hypselothyrea (Deplanothyrea) formosana,accepted,FALSE
ef56ce89-c9a7-4947-8855-c21a7e1649ce,species,Animalia,t0097397,Brachypeplus latus,Brachypeplus (Brachypeplus) latus,accepted,FALSE
75eabfbc-0170-4afb-b982-12befff9d37e,species,Animalia,t0097398,Brachypeplus apicalis,Brachypeplus (Selis) apicalis,accepted,FALSE
2f1fb575-b9d3-4f74-bfcf-58d2b221f579,species,Animalia,t0097406,Bryocoris gracilis,Bryocoris (Bryocoris) gracilis,accepted,FALSE
9257e969-6036-4d2d-8396-20ff0e89445b,species,Animalia,t0097407,Bryocoris flaviceps,Bryocoris (Cobalorrhynchus) flaviceps,accepted,FALSE
6809dd5b-abcd-4e03-b35d-acaa71fb762e,species,Animalia,t0097430,Caccobius scrofa,Caccobius (Caccophilus) scrofa,accepted,FALSE
d0ad9ae4-533c-4300-a230-808bc317699c,species,Animalia,t0097479,Campsomeris ilanensis,Campsomeris (Campsomeriella) ilanensis,accepted,FALSE
f2357e9a-6be0-4b17-af14-707c4de30a22,species,Animalia,t0097480,Campsomeris binghami,Campsomeris (Megacampsomeris) binghami,accepted,FALSE
f16454f1-f3c2-406a-9ddd-d4081f7da48c,species,Animalia,t0097481,Campsomeris formosensis,Campsomeris (Megacampsomeris) formosensis,accepted,FALSE
69489f77-8475-44b3-8e72-75311dca1dab,species,Animalia,t0097482,Campsomeris taiwana,Campsomeris (Megacampsomeris) taiwana,accepted,FALSE
af26da7a-cdac-4c6b-b918-1dd87327533f,species,Animalia,t0097483,Campsomeris uchidai,Campsomeris (Megacampsomeris) uchidai,accepted,FALSE
7d4d63df-d2e8-4f27-bca5-39e75f2de2b8,species,Animalia,t0097503,Carcelia caudata,Carcelia (Carcelia) caudata,accepted,FALSE
3e73f2de-8d42-4907-aefc-90a76b959b61,species,Animalia,t0097504,Carcelia frontalis,Carcelia (Carcelia) frontalis,accepted,FALSE
6bc76bd1-0983-4775-9f34-d0470e224af0,species,Animalia,t0097505,Carcelia rasoides,Carcelia (Carcelia) rasoides,accepted,FALSE
c490e4a9-8290-4a76-afce-adf581047275,species,Animalia,t0097506,Carcelia rutilloides,Carcelia (Carcelia) rutilloides,accepted,FALSE
5d2d5b91-2a46-4b72-9afe-1f9c081a245f,species,Animalia,t0097507,Carcelia setosella,Carcelia (Carcelia) setosella,accepted,FALSE
eea1862d-07d2-4cee-89e4-f90ea5e7c580,species,Animalia,t0097508,Carcelia sexta,Carcelia (Carcelia) sexta,accepted,FALSE
30f0b74d-96d0-46df-9fcf-81f4af08b4af,species,Animalia,t0097509,Carcelia aberrans,Carcelia (Carceliella) aberrans,accepted,FALSE
57388604-75ad-4ddc-a549-975c48d6db9a,species,Animalia,t0097510,Carcelia hirsuta,Carcelia (Carceliella) hirsuta,accepted,FALSE
07b34f4b-59ee-4be8-86b7-5e24a7bb9107,species,Animalia,t0097511,Carcelia pilosella,Carcelia (Carceliella) pilosella,accepted,FALSE
e88e73b3-1bf7-4006-9ea0-12df87c43daf,species,Animalia,t0097512,Carcelia septima,Carcelia (Carceliella) septima,accepted,FALSE
caa37f7e-fbe7-4872-8a55-dd9e6b9f47c2,species,Animalia,t0097523,Carpophilus chalybaeus,Carpophilus (Capophilus) chalybaeus,accepted,FALSE
3de3735f-39ff-48e0-a0a3-93a5c8965aa6,species,Animalia,t0097524,Carpophilus marginellus,Carpophilus (Capophilus) marginellus,accepted,FALSE
b5d5405d-8018-4778-81c1-51422f5ddbff,species,Animalia,t0097525,Carpophilus funereus,Carpophilus (Megacarpolus) funereus,accepted,FALSE
532a0b66-58e8-4c13-9607-9988a225a508,species,Animalia,t0097526,Carpophilus triton,Carpophilus (Megacarpolus) triton,accepted,FALSE
6a25bf37-fd96-406e-acb5-6a80f55eb975,species,Animalia,t0097527,Carpophilus shioedtei,Carpophilus (Myothorax) shioedtei,accepted,FALSE
3438a73f-4805-4440-86fe-32ae641f44f7,species,Animalia,t0097528,Carpophilus truncatus,Carpophilus (Myothorax) truncatus,accepted,FALSE
c6b7bdd1-5fd0-4300-9a47-1ff98ad37a7a,species,Animalia,t0097530,Caryophyllia ambrosia,Caryophyllia (Caryophyllia) ambrosia,accepted,FALSE
fcbf026a-1636-41e6-b821-53ab94effd7c,species,Animalia,t0097531,Caryophyllia hawaiiensis,Caryophyllia (Caryophyllia) hawaiiensis,accepted,FALSE
27911e36-a995-4206-ae62-186ad9a08c7f,species,Animalia,t0097532,Caryophyllia quadragenaria,Caryophyllia (Caryophyllia) quadragenaria,accepted,FALSE
be735e66-be83-4291-b74d-ddc4207a6f9b,species,Animalia,t0097533,Caryophyllia rugosa,Caryophyllia (Caryophyllia) rugosa,accepted,FALSE
6e9aa511-f881-40a9-9a2c-ef3f2ce2ecb9,species,Animalia,t0097534,Caryophyllia scobinosa,Caryophyllia (Caryophyllia) scobinosa,accepted,FALSE
3977825b-1930-4f41-8cd8-6b623107adad,species,Animalia,t0097576,Centistes choui,Centistes (Chaetocentistes) choui,accepted,FALSE
991972b2-a080-45d7-a424-dcd44cbc8271,species,Animalia,t0097616,Chaetocnema granulosa,Chaetocnema (Chaetocnema) granulosa,accepted,FALSE
62406d7c-b45c-4ea7-b11c-93fc14b86816,species,Animalia,t0097617,Chaetocnema nigrica,Chaetocnema (Chaetocnema) nigrica,accepted,FALSE
64c60275-1169-4121-803d-ed4fb32914eb,species,Animalia,t0097618,Chaetocnema wallacei,Chaetocnema (Chaetocnema) wallacei,accepted,FALSE
3c146b24-1a87-49f9-8b92-8c9373843dc4,species,Animalia,t0097619,Chaetocnema malayana,Chaetocnema (Udorpes) malayana,accepted,FALSE
61266680-ede1-4da7-8ee5-f400b7af9021,species,Animalia,t0097749,Coelostoma sulcatum,Coelostoma (Holocoelostoma) sulcatum,accepted,FALSE
bc554a05-438b-4ae0-bfe4-36d4f1e77eb8,species,Animalia,t0097753,Colastes pilosiventris,Colastes (Colastes) pilosiventris,accepted,FALSE
b8efffe8-098a-49f7-a369-9a64d6002a34,species,Animalia,t0097754,Colastes alboapicalis,Colastes (Shawiana) alboapicalis,accepted,FALSE
c0ccefde-7899-43cd-820d-40db1cc9df43,species,Animalia,t0097755,Colastes longitergum,Colastes (Shawiana) longitergum,accepted,FALSE
f13e1e96-5fb7-426f-9931-1c66d2d1a46a,species,Animalia,t0097773,Conops nubeculosus,Conops (Conops) nubeculosus,accepted,FALSE
c368c1b4-04ef-4118-a932-46ff343f2830,species,Animalia,t0097783,Copris fukiensis,Copris (Copris) fukiensis,accepted,FALSE
3a203f60-ceb1-4253-9511-584811aa9427,species,Animalia,t0097799,Corycaeus dahli,Corycaeus (Ditrichocorycaeus) dahli,accepted,FALSE
e7aba423-45dc-44ef-bb93-78b1323f245d,species,Animalia,t0097800,Corycaeus japonica,Corycaeus (Ditrichocorycaeus) japonica,accepted,FALSE
1d8ffe2c-3fbb-49d7-9d56-1557ce507fe0,species,Animalia,t0097843,Culex alis,Culex (Culex) alis,accepted,FALSE
198c18e0-b966-4d60-a594-f7b86926ff66,species,Animalia,t0097844,Culex annulus,Culex (Culex) annulus,accepted,FALSE
301a602a-920b-41e2-bea6-630f80fc02b3,species,Animalia,t0097845,Culex fuscocephala,Culex (Culex) fuscocephala,accepted,FALSE
137c8986-bac0-44a7-9cee-41d5b7ddd568,species,Animalia,t0097846,Culex gelidus,Culex (Culex) gelidus,accepted,FALSE
37e8e47f-2e31-430e-9c1b-b80125893112,species,Animalia,t0097847,Culex infula,Culex (Culex) infula,accepted,FALSE
f41350a2-e0e9-418a-9814-0891bd320b30,species,Animalia,t0097848,Culex sinensis,Culex (Culex) sinensis,accepted,FALSE
abd81c4c-b5a3-40ed-94b3-f0b4805a6064,species,Animalia,t0097849,Culex sitiens,Culex (Culex) sitiens,accepted,FALSE
8ceb4625-273a-474e-a0b3-e5e1b78249d3,species,Animalia,t0097850,Culex vagans,Culex (Culex) vagans,accepted,FALSE
69b9864e-4041-446d-a5ee-6193b75efc7b,species,Animalia,t0097851,Culex vishnui,Culex (Culex) vishnui,accepted,FALSE
2a5b2837-8ce1-4244-9bb1-09719e218397,species,Animalia,t0097852,Culex whitei,Culex (Culex) whitei,accepted,FALSE
bf0037d9-4cea-4db0-9d39-4b05992d4b9c,species,Animalia,t0097853,Culex pallidothorax,Culex (Culiciomyia) pallidothorax,accepted,FALSE
dd24ccb0-a6f7-4d96-8495-2b2d6ac00638,species,Animalia,t0097859,Culicoides dubius,Culicoides (Culicoides) dubius,accepted,FALSE
547fb28b-4479-4e2f-a27e-0662d6771bb9,species,Animalia,t0097860,Culicoides liui,Culicoides (Culicoides) liui,accepted,FALSE
9c92324f-1bf2-498c-b244-ab7e6d407963,species,Animalia,t0097861,Culicoides charadraeus,Culicoides (Oecacta) charadraeus,accepted,FALSE
0be75f24-d71d-464e-8dcf-9728171be444,species,Animalia,t0097862,Culicoides clavipalpis,Culicoides (Oecacta) clavipalpis,accepted,FALSE
