TT_taxonUUID,TT_taxonRank,TT_kingdom,TT_taiCOLNameCode,TT_simplifiedScientificName,TC_simple_name,TC_taxon_status,TC_is_in_taiwan
edfe390c-b1ed-4e31-a3cb-24980df0f920,species,Animalia,t0096107,Limonia koxinga,Limonia (Dicranomyia) koxinga,accepted,FALSE
7bfeb2a8-caef-4aba-8080-9d6f6e50df6a,species,Animalia,t0096108,Limonia montium,Limonia (Dicranomyia) montium,accepted,FALSE
5ce92d52-b357-41da-bbd1-d290c76ca2de,species,Animalia,t0096109,Limonia subpunctulata,Limonia (Dicranomyia) subpunctulata,accepted,FALSE
c2c4e805-3a25-45bf-8f93-6b6555bef6d7,species,Animalia,t0096110,Limonia tattakae,Limonia (Dicranomyia) tattakae,accepted,FALSE
5d51bb2e-c9ef-4a35-be6d-833b1c61ebdf,species,Animalia,t0096111,Limonia tenuicula,Limonia (Dicranomyia) tenuicula,accepted,FALSE
fb66711f-c1f9-4459-af85-285c86e14c89,species,Animalia,t0096112,Limonia taivanella,Limonia (Discobola) taivanella,accepted,FALSE
9b94217b-43ee-45d7-92fc-2846b891ec8a,species,Animalia,t0096113,Limonia alpestris,Limonia (Geranomyia) alpestris,accepted,FALSE
e716497e-a253-4e6c-be2a-0e548af13834,species,Animalia,t0096114,Limonia apicifasciata,Limonia (Geranomyia) apicifasciata,accepted,FALSE
a64d3849-5d8e-4f7e-b54e-6d78fca8be29,species,Animalia,t0096115,Limonia pictorum,Limonia (Geranomyia) pictorum,accepted,FALSE
220e0e24-3c99-4a4f-8ae8-40f34b6767a3,species,Animalia,t0096116,Limonia unifilosa,Limonia (Geranomyia) unifilosa,accepted,FALSE
4dd3ee50-4eef-4dc5-bf02-3a5b4f2ede74,species,Animalia,t0096117,Limonia clitelligera,Limonia (Goniodineura) clitelligera,accepted,FALSE
071dd78a-40c1-4635-978d-194aeef363c5,species,Animalia,t0096118,Limonia hassenana,Limonia (Goniodineura) hassenana,accepted,FALSE
cc2b18e0-384a-4053-9fb9-248d62d7a010,species,Animalia,t0096119,Limonia imbellis,Limonia (Goniodineura) imbellis,accepted,FALSE
1f69e8b7-0657-47ff-83bf-f87cc9a7d435,species,Animalia,t0096120,Limonia immetata,Limonia (Goniodineura) immetata,accepted,FALSE
170cc1d5-ca8e-4957-bf01-471fd1c9550a,species,Animalia,t0096121,Limonia perparvuloides,Limonia (Goniodineura) perparvuloides,accepted,FALSE
06c6f35a-f875-402f-9871-3b2c7f20b61d,species,Animalia,t0096122,Limonia comissabunda,Limonia (Libnotes) comissabunda,accepted,FALSE
d1467643-4c8f-46b6-8430-f12fba148ae5,species,Animalia,t0096123,Limonia griseola,Limonia (Libnotes) griseola,accepted,FALSE
263f5e93-9dd7-4bcc-b420-2329af8c330f,species,Animalia,t0096124,Limonia fraudulenta,Limonia (Limonia) fraudulenta,accepted,FALSE
28cfe165-3d51-47fb-9355-348da873a784,species,Animalia,t0096125,Limonia inelegans,Limonia (Limonia) inelegans,accepted,FALSE
1bef0efb-c78e-4239-b636-5ff7680ab636,species,Animalia,t0096126,Limonia melas,Limonia (Limonia) melas,accepted,FALSE
102768f2-bb4d-467f-9dbe-0d8474e84ba4,species,Animalia,t0096127,Limonia rantaiensis,Limonia (Limonia) rantaiensis,accepted,FALSE
839b664e-9c6f-4278-9500-16dfd0838f3a,species,Animalia,t0096128,Limonia subhostillis,Limonia (Limonia) subhostillis,accepted,FALSE
6ddc79f2-7805-489e-9fb9-869a000c8312,species,Animalia,t0096129,Limonia aurita,Limonia (Melanolimonia) aurita,accepted,FALSE
a0586efb-1c98-4882-aebd-4120f272a6d4,species,Animalia,t0096130,Limonia argyrata,Limonia (Nealexandriaria) argyrata,accepted,FALSE
