taxonUUID,taxonRank,parentUUID,simplifiedScientificName,kingdom,class,TT_URL
04a0a687-f1fa-4d36-bbeb-54f29a5fdae3,genus,5f91a112-50cd-4ab9-aa73-f3fbeb28a909,Carolina,Animalia,Insecta,https://vvtaxatree.tbn.org.tw/taxa/04a0a687-f1fa-4d36-bbeb-54f29a5fdae3
5fdadd89-2805-4244-a592-27870830269a,genus,1f823286-3e82-49de-b9f8-8f921e0cd26d,Carpilodes,Animalia,Malacostraca,https://vvtaxatree.tbn.org.tw/taxa/5fdadd89-2805-4244-a592-27870830269a
06a334d1-87bb-45bf-956d-de6866a9701a,genus,1f823286-3e82-49de-b9f8-8f921e0cd26d,Carpiloxanthus,Animalia,Malacostraca,https://vvtaxatree.tbn.org.tw/taxa/06a334d1-87bb-45bf-956d-de6866a9701a
31d97336-507c-47c6-9ccd-7e01dd55dcf6,genus,50583e36-4bb6-46ee-a6a6-ab5b65fbcf10,Carpocapsa,Animalia,Insecta,https://vvtaxatree.tbn.org.tw/taxa/31d97336-507c-47c6-9ccd-7e01dd55dcf6
20884dbf-a9b4-4fe2-82f8-2046c20a8124,genus,24b91207-b311-4ad0-b72a-6cedfeabcfce,Carponinus,Animalia,Insecta,https://vvtaxatree.tbn.org.tw/taxa/20884dbf-a9b4-4fe2-82f8-2046c20a8124
23db22d2-8b89-4b2a-a5bd-201c03afc5ff,genus,f15cfa76-ed14-4df6-a798-97775ee44e05,Carulaspis,Animalia,Insecta,https://vvtaxatree.tbn.org.tw/taxa/23db22d2-8b89-4b2a-a5bd-201c03afc5ff
342a689e-3b2f-4289-9126-f39432a3242b,genus,fe1cb811-0ac3-46d5-857b-5748026bd123,Casella,Animalia,Gastropoda,https://vvtaxatree.tbn.org.tw/taxa/342a689e-3b2f-4289-9126-f39432a3242b
80615833-2e84-4365-ab76-8e7a782f28ec,genus,9dc21538-68da-4c7d-93a3-be127ff02b73,Catacarcelia,Animalia,Insecta,https://vvtaxatree.tbn.org.tw/taxa/80615833-2e84-4365-ab76-8e7a782f28ec
ba73fed8-b81c-4643-8334-87241a3c88f5,genus,f09de0dd-94b4-4a6e-979a-eeea5de3a4aa,Catana,Animalia,Insecta,https://vvtaxatree.tbn.org.tw/taxa/ba73fed8-b81c-4643-8334-87241a3c88f5
4e9992e4-d639-475b-8ea8-96f2ec3c1af6,genus,f09de0dd-94b4-4a6e-979a-eeea5de3a4aa,Catanella,Animalia,Insecta,https://vvtaxatree.tbn.org.tw/taxa/4e9992e4-d639-475b-8ea8-96f2ec3c1af6
fc46982c-5d26-4c7e-a1a3-d0fbcaaff44b,genus,30bad4b6-1506-4d5a-a91a-48e63ff37143,Catantops,Animalia,Insecta,https://vvtaxatree.tbn.org.tw/taxa/fc46982c-5d26-4c7e-a1a3-d0fbcaaff44b
7742fd91-6f9d-40b6-89f8-2f17f3108e9c,genus,92504495-67e8-42e8-bb76-26cd5b0826f2,Catephia,Animalia,Insecta,https://vvtaxatree.tbn.org.tw/taxa/7742fd91-6f9d-40b6-89f8-2f17f3108e9c
5236188c-a975-4409-b127-5c23d1a09f14,genus,d8e25335-c63f-470c-a940-27c5626d85e9,Catophaga,Animalia,Insecta,https://vvtaxatree.tbn.org.tw/taxa/5236188c-a975-4409-b127-5c23d1a09f14
4d146768-7422-463e-b466-477ab3cfef9a,genus,e9ac9ca1-ef9a-4104-a587-533c8d32e72f,Caviceps,Animalia,Insecta,https://vvtaxatree.tbn.org.tw/taxa/4d146768-7422-463e-b466-477ab3cfef9a
47e5abdc-15a0-4167-96bc-1edb71c0fd85,genus,834af5c5-b52b-4dfd-b66d-7239245062b1,Cechenena,Animalia,Insecta,https://vvtaxatree.tbn.org.tw/taxa/47e5abdc-15a0-4167-96bc-1edb71c0fd85
01a934d3-3945-446c-90f3-aeaed99ab42c,genus,5e34f425-c28f-429d-84a3-281853c65127,Celama,Animalia,Insecta,https://vvtaxatree.tbn.org.tw/taxa/01a934d3-3945-446c-90f3-aeaed99ab42c
d140652b-6d2d-42f1-b86c-52a716db09d9,genus,8869f7eb-5e7e-4aba-87c0-df7af433de80,Cenodocus,Animalia,Insecta,https://vvtaxatree.tbn.org.tw/taxa/d140652b-6d2d-42f1-b86c-52a716db09d9
