taxonUUID,taxonRank,parentUUID,kingdom,simplifiedScientificName,nativeness,protectedStatusTW,categoryRedlistTW,categoryIUCN,groupID,reason,check_column,filtered_values,TT_URL
d5c9ed28-5ae3-43fc-b6d8-77bc3b3c75b2,infraspecies,3b303890-148e-4cec-b22e-1fff7312a11d,Animalia,Equus hemionus hemionus hemionus,"",瀕臨絕種保育類野生動物,"","",3b303890-148e-4cec-b22e-1fff7312a11d,IUCN紅皮書不同,categoryIUCN,"接近受脅（NT, Near Threatened）;",https://vvtaxatree.tbn.org.tw/taxa/d5c9ed28-5ae3-43fc-b6d8-77bc3b3c75b2
9608cfb9-6eda-4af7-8a11-897d6dd8e40f,infraspecies,3b303890-148e-4cec-b22e-1fff7312a11d,Animalia,Equus hemionus hemionus khur,"",瀕臨絕種保育類野生動物,"","",3b303890-148e-4cec-b22e-1fff7312a11d,IUCN紅皮書不同,categoryIUCN,"接近受脅（NT, Near Threatened）;",https://vvtaxatree.tbn.org.tw/taxa/9608cfb9-6eda-4af7-8a11-897d6dd8e40f
3b6cd76e-f658-4cc7-9625-ba0aeaa8d576,species,59a8e175-9433-45c7-ac2e-4e06d6668f06,Plantae,Bulbophyllum electrinum,原生 Native,"","","",3b6cd76e-f658-4cc7-9625-ba0aeaa8d576,國內紅皮書不同,categoryRedlistTW,";資料缺乏（DD, Data Deficient）;易危（VU, Vulnerable）",https://vvtaxatree.tbn.org.tw/taxa/3b6cd76e-f658-4cc7-9625-ba0aeaa8d576
f0920008-acd9-4790-8e44-e7873a3d839e,infraspecies,3b6cd76e-f658-4cc7-9625-ba0aeaa8d576,Plantae,Bulbophyllum electrinum calvum,原生 Native,"","資料缺乏（DD, Data Deficient）","",3b6cd76e-f658-4cc7-9625-ba0aeaa8d576,國內紅皮書不同,categoryRedlistTW,";資料缺乏（DD, Data Deficient）;易危（VU, Vulnerable）",https://vvtaxatree.tbn.org.tw/taxa/f0920008-acd9-4790-8e44-e7873a3d839e
00a1ecf8-7c15-4f80-959a-2e92a4c27127,infraspecies,3b6cd76e-f658-4cc7-9625-ba0aeaa8d576,Plantae,Bulbophyllum electrinum sui,原生 Native,"","易危（VU, Vulnerable）","",3b6cd76e-f658-4cc7-9625-ba0aeaa8d576,國內紅皮書不同,categoryRedlistTW,";資料缺乏（DD, Data Deficient）;易危（VU, Vulnerable）",https://vvtaxatree.tbn.org.tw/taxa/00a1ecf8-7c15-4f80-959a-2e92a4c27127
3d088f56-0d6f-4d18-a4ef-2116849712a7,species,8618561d-7f31-4795-8abf-f9cb3ab60d04,Animalia,Hirundo javanica,原生 Native,"","","暫無危機（LC, Least Concern）",3d088f56-0d6f-4d18-a4ef-2116849712a7,國內紅皮書不同,categoryRedlistTW,";接近受脅（NT, Near Threatened）",https://vvtaxatree.tbn.org.tw/taxa/3d088f56-0d6f-4d18-a4ef-2116849712a7
67f4b13c-b4da-4b62-9f05-bcd433c5cdd5,infraspecies,3d088f56-0d6f-4d18-a4ef-2116849712a7,Animalia,Hirundo javanica javanica namiyei,原生 Native,"","接近受脅（NT, Near Threatened）","",3d088f56-0d6f-4d18-a4ef-2116849712a7,國內紅皮書不同,categoryRedlistTW,";接近受脅（NT, Near Threatened）",https://vvtaxatree.tbn.org.tw/taxa/67f4b13c-b4da-4b62-9f05-bcd433c5cdd5
0ec707fe-c1d1-479d-9f3a-dbb657fbfb21,infraspecies,3d088f56-0d6f-4d18-a4ef-2116849712a7,Animalia,Hirundo javanica javanica javanica,原生 Native,"","接近受脅（NT, Near Threatened）","",3d088f56-0d6f-4d18-a4ef-2116849712a7,國內紅皮書不同,categoryRedlistTW,";接近受脅（NT, Near Threatened）",https://vvtaxatree.tbn.org.tw/taxa/0ec707fe-c1d1-479d-9f3a-dbb657fbfb21
3eb425b9-85a9-42b4-b7c4-a4bfde6c14da,species,562d4ae5-0080-4b64-8b96-9db10c3017d8,Animalia,Pseudobulweria rostrata,原生 Native,"","","接近受脅（NT, Near Threatened）",3eb425b9-85a9-42b4-b7c4-a4bfde6c14da,IUCN紅皮書不同,categoryIUCN,"接近受脅（NT, Near Threatened）;",https://vvtaxatree.tbn.org.tw/taxa/3eb425b9-85a9-42b4-b7c4-a4bfde6c14da
c30b1bfd-5e73-402e-8ff3-eb94e1c08ade,infraspecies,3eb425b9-85a9-42b4-b7c4-a4bfde6c14da,Animalia,Pseudobulweria rostrata rostrata rostrata,原生 Native,"","","",3eb425b9-85a9-42b4-b7c4-a4bfde6c14da,IUCN紅皮書不同,categoryIUCN,"接近受脅（NT, Near Threatened）;",https://vvtaxatree.tbn.org.tw/taxa/c30b1bfd-5e73-402e-8ff3-eb94e1c08ade
42815eea-f398-4c52-a399-b7675052113e,species,203b0093-6f11-42dd-ae99-769c10328f85,Animalia,Plecoglossus altivelis,原生 Native,"","區域滅絕（RE, Regionally Extinct）","資料缺乏（DD, Data Deficient）",42815eea-f398-4c52-a399-b7675052113e,IUCN紅皮書不同,categoryIUCN,"資料缺乏（DD, Data Deficient）;",https://vvtaxatree.tbn.org.tw/taxa/42815eea-f398-4c52-a399-b7675052113e
ca2b07d8-03bc-42b2-b824-6f8bcae73e8c,infraspecies,42815eea-f398-4c52-a399-b7675052113e,Animalia,Plecoglossus altivelis altivelis altivelis,原生 Native,"","區域滅絕（RE, Regionally Extinct）","",42815eea-f398-4c52-a399-b7675052113e,IUCN紅皮書不同,categoryIUCN,"資料缺乏（DD, Data Deficient）;",https://vvtaxatree.tbn.org.tw/taxa/ca2b07d8-03bc-42b2-b824-6f8bcae73e8c
42b8521a-6f99-428c-9738-e078aa3661fb,species,9ed28688-74c0-46f1-a0c3-beeb1338366b,Plantae,Schizachyrium fragile,原生 Native,"","","",42b8521a-6f99-428c-9738-e078aa3661fb,國內紅皮書不同,categoryRedlistTW,";資料缺乏（DD, Data Deficient）",https://vvtaxatree.tbn.org.tw/taxa/42b8521a-6f99-428c-9738-e078aa3661fb
4a4cb787-826b-45ff-b854-be621b31f484,infraspecies,42b8521a-6f99-428c-9738-e078aa3661fb,Plantae,Schizachyrium fragile shimadae,原生 Native,"","資料缺乏（DD, Data Deficient）","",42b8521a-6f99-428c-9738-e078aa3661fb,國內紅皮書不同,categoryRedlistTW,";資料缺乏（DD, Data Deficient）",https://vvtaxatree.tbn.org.tw/taxa/4a4cb787-826b-45ff-b854-be621b31f484
42d369c9-46a9-435a-b860-e69f87faf0a1,species,c3bde7f1-1bfe-4d35-bd3f-18df3594ea8f,Animalia,Ateles geoffroyi,"",珍貴稀有保育類野生動物,"","瀕危（EN, Endangered）",42d369c9-46a9-435a-b860-e69f87faf0a1,保育等級不同,protectedStatusTW,珍貴稀有保育類野生動物;瀕臨絕種保育類野生動物,https://vvtaxatree.tbn.org.tw/taxa/42d369c9-46a9-435a-b860-e69f87faf0a1
