taxonUUID,TT_tfNameCode,taxonRank,TT_scientificName,TT_speciesKey
dda23863-c926-4aee-9f19-e999052e6324,,order,Pyramimonadales,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Pyramimonadophyceae-Pyramimonadales-Pyramimonadales
63d4dce0-cc39-4f7d-b451-936c1d439b0f,,genus,Tetraselmis,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorodendrophyceae-Chlorodendrales-Chlorodendraceae-Tetraselmis-Tetraselmis
d3482b07-e2d4-4f23-a2c3-fc493e52de96,,family,Botryococcaceae,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Trebouxiophyceae-Trebouxiales-Botryococcaceae-Botryococcaceae
db1592e6-96a3-4004-96a2-187575473655,,genus,Halosphaera,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Pyramimonadophyceae-Pyramimonadales-Pyramimonadaceae-Halosphaera-Halosphaera
914b45f6-870c-4066-883c-0a83d4da6b8b,,phylum,Chlorophyta,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyta
6b7b23fb-0fbd-464e-a83d-b1b1b8aceb43,,class,Trebouxiophyceae,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Trebouxiophyceae-Trebouxiophyceae
83e18e56-c269-4560-bd38-fc4d5791c775,,order,Chlorellales,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Trebouxiophyceae-Chlorellales-Chlorellales
35c2f033-7a05-4cf9-adbf-0c9690e9bdd3,,family,Chlorellaceae,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Trebouxiophyceae-Chlorellales-Chlorellaceae-Chlorellaceae
35098854-7b53-4742-aeef-00ffefad6a4c,,class,Chlorophyceae,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chlorophyceae
283849f4-b2af-4bf4-9f3c-56f652358855,,order,Tetrasporales,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Tetrasporales-Tetrasporales
393c1148-f3c6-43c9-911c-a83b19f73761,,family,Gloeocystaceae,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Tetrasporales-Gloeocystaceae-Gloeocystaceae
23bfdb90-a8a5-44f9-af78-cacd4bd0681b,,family,Palmellaceae,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Tetrasporales-Palmellaceae-Palmellaceae
6501640e-66ea-4632-a835-f6490684e2e3,,class,Ulvophyceae,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Ulvophyceae-Ulvophyceae
b9aa8575-b5b2-4b94-aaae-975548205a6e,,order,Ulvales,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Ulvophyceae-Ulvales-Ulvales
cc55f162-08cd-448a-8588-1843fd021487,,family,Ulvaceae,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Ulvophyceae-Ulvales-Ulvaceae-Ulvaceae
f0a6d155-fdc0-43d1-a604-09f466555ee8,,order,Volvocales,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Volvocales-Volvocales
d9d19103-642d-4a49-be74-302f14f70b1c,,family,Chlamydomonadaceae,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Volvocales-Chlamydomonadaceae-Chlamydomonadaceae
b5c53bc4-0e24-44a0-9c02-9f34a050960a,,family,Volvocaceae,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Volvocales-Volvocaceae-Volvocaceae
9dd6b26f-32e8-4819-ac92-6f03a537bbef,,order,Chlorococcales,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chlorococcales-Chlorococcales
55942c25-1627-4c9b-8464-ffac1acf7c59,,family,Hydrodictyaceae,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chlorococcales-Hydrodictyaceae-Hydrodictyaceae
10f5203a-4ba9-49f3-a703-c318f670715c,,family,Oocystaceae,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chlorococcales-Oocystaceae-Oocystaceae
13cdd4ba-f0b9-4d6e-9542-f90c26e041d5,,family,Coelastraceae,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chlorococcales-Coelastraceae-Coelastraceae
69e4f27b-69b1-4394-8de0-be0cf9c23061,,family,Scenedesmaceae,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chlorococcales-Scenedesmaceae-Scenedesmaceae
a92f903f-458e-48ae-b2bd-8955fa675877,,family,Radiococcaceae,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chlorococcales-Radiococcaceae-Radiococcaceae
d9765d5f-a491-4b8d-9c82-8bee784d611c,,family,Chlorococcaceae,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chlorococcales-Chlorococcaceae-Chlorococcaceae
98d86732-4745-40d8-963d-d67af778ea43,,family,Dictyosphaeriaceae,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chlorococcales-Dictyosphaeriaceae-Dictyosphaeriaceae
b657487b-ee2c-4674-8b40-2997a54fa551,,order,Oedogoniales,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Oedogoniales-Oedogoniales
41b34ef4-c5eb-4d04-a309-86fbc2ce0875,,family,Oedogoniaceae,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Oedogoniales-Oedogoniaceae-Oedogoniaceae
aab656bf-60d5-4db4-9a09-a533026836c9,,class,Zygnematophyceae,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Zygnematophyceae-Zygnematophyceae
0be36994-8b02-4bd1-b545-fe7e6107d910,,order,Zygnematales,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Zygnematophyceae-Zygnematales-Zygnematales
3783aa3a-fb32-4665-8ce6-fe30faa580bf,,family,Desmidiaceae,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Zygnematophyceae-Zygnematales-Desmidiaceae-Desmidiaceae
e2c3e7cd-c6b1-4f35-aa5a-0e3c2511e94b,,family,Zygnemataceae,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Zygnematophyceae-Zygnematales-Zygnemataceae-Zygnemataceae
c465fde5-a88f-40fe-ab32-7b6e8c5d5e36,,family,Mesotaeniaceae,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Zygnematophyceae-Zygnematales-Mesotaeniaceae-Mesotaeniaceae
287e924b-3f31-4cc0-a935-b042b0c264d7,,order,Chaetophorales,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chaetophorales-Chaetophorales
8315ece0-df0c-4802-be0b-f5d93a76baa3,,family,Chaetophoraceae,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chaetophorales-Chaetophoraceae-Chaetophoraceae
5ee1f5d0-f953-4ee9-ba0f-34e707ecf113,,order,Ulotrichales,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Ulvophyceae-Ulotrichales-Ulotrichales
d69051d7-3627-4f71-8305-c9b537b5f4a1,,family,Ulotrichaceae,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Ulvophyceae-Ulotrichales-Ulotrichaceae-Ulotrichaceae
01a4e2d9-7fee-4153-abf4-2cfdea62f5a5,,order,Cladophorales,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Ulvophyceae-Cladophorales-Cladophorales
7022349b-51ce-4c50-8eca-322622d0e364,,family,Cladophoraceae,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Ulvophyceae-Cladophorales-Cladophoraceae-Cladophoraceae
556f2df5-47ef-4242-9775-3b77f067837c,C303120303050402040107017000600000000,genus,Acrophorus,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Polypodiopsida-Polypodiidae-Polypodiales-Dryopteridaceae-Acrophorus-Acrophorus
6e933f9e-171f-4876-869d-a2e2380238b5,C303120303050402050527010001200000000,genus,Bryophyllum,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Saxifragales-Crassulaceae-Bryophyllum-Bryophyllum
5f38f3ad-eef3-40db-9593-09b5d352ae41,C303120303050402050559011003300000000,genus,Conyza,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Asterales-Asteraceae-Conyza-Conyza
e807f2a8-17fd-45bc-a81a-89792e94ddaa,C303120303050402040107023007000000000,genus,Crypsinus,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Polypodiopsida-Polypodiidae-Polypodiales-Polypodiaceae-Crypsinus-Crypsinus
df4b19b9-9922-4bba-a288-677a0b7f1c1d,,species,"Tetraselmis elliptica (G.M.Smith) R.E.Norris, Hori & Chihara","Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorodendrophyceae-Chlorodendrales-Chlorodendraceae-Tetraselmis-elliptica-Tetraselmis elliptica (G.M.Smith) R.E.Norris, Hori & Chihara"
5475ab3a-7e30-42c8-8108-cbd9c9d3251c,,species,Tetraselmis subcordiformis (Wille) Butcher,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorodendrophyceae-Chlorodendrales-Chlorodendraceae-Tetraselmis-subcordiformis-Tetraselmis subcordiformis (Wille) Butcher
7bd9e0ed-8749-4803-b987-e4f0edc17272,,genus,Dichotomococcus,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Trebouxiophyceae-Trebouxiales-Botryococcaceae-Dichotomococcus-Dichotomococcus
0325f519-67dd-493b-ae1c-3d40095d1c26,,species,Halosphaera viridis F.Schmitz,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Pyramimonadophyceae-Pyramimonadales-Pyramimonadaceae-Halosphaera-viridis-Halosphaera viridis F.Schmitz
7c4f7f44-6de2-4dd5-b6bf-7100f249ea3b,,genus,Ankistrodesmus,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Trebouxiophyceae-Chlorellales-Chlorellaceae-Ankistrodesmus-Ankistrodesmus
932b2d5b-ee0d-40ca-a6e2-2833a85beaa3,,genus,Chlorella,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Trebouxiophyceae-Chlorellales-Chlorellaceae-Chlorella-Chlorella
b77abcad-ab1b-4c17-a686-a5be27b4d4ac,,genus,Closteriopsis,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Trebouxiophyceae-Chlorellales-Chlorellaceae-Closteriopsis-Closteriopsis
9c51a25b-d13b-409f-8356-27f2db803ed6,,genus,Gloeocystis,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Tetrasporales-Gloeocystaceae-Gloeocystis-Gloeocystis
da790fc2-cae4-4317-91ee-8184d9905fbd,,genus,Sphaerocystis,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Tetrasporales-Palmellaceae-Sphaerocystis-Sphaerocystis
50942b51-7aaf-452d-ae61-6649f4c37820,,genus,Ulva,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Ulvophyceae-Ulvales-Ulvaceae-Ulva-Ulva
174b5639-22ed-4149-8ec7-333a48fbbf06,,genus,Chlamydomonas,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Volvocales-Chlamydomonadaceae-Chlamydomonas-Chlamydomonas
4ae52eee-f76d-4b5d-8c85-87280ea77ad4,,genus,Pandorina,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Volvocales-Volvocaceae-Pandorina-Pandorina
d5449d29-44d0-4958-8db9-121aace5d19a,,genus,Hydrodictyon,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chlorococcales-Hydrodictyaceae-Hydrodictyon-Hydrodictyon
c9b80191-202f-439b-a5af-06cbae4abde9,,genus,Pediastrum,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chlorococcales-Hydrodictyaceae-Pediastrum-Pediastrum
f1ef6170-ae7b-4097-a629-d932ece28f4d,,genus,Stauridium,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chlorococcales-Hydrodictyaceae-Stauridium-Stauridium
5e6afff0-01bd-4f61-a9dc-cc87856341c4,,genus,Chodatella,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chlorococcales-Oocystaceae-Chodatella-Chodatella
6d021418-6a63-422c-861d-ceceeb56a32e,,genus,Kirchneriella,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chlorococcales-Oocystaceae-Kirchneriella-Kirchneriella
24962ef6-4328-4596-b708-74eb8c8b9d86,,genus,Monoraphidium,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chlorococcales-Oocystaceae-Monoraphidium-Monoraphidium
cc5ef576-aa0c-4ec9-8d10-e94a3d976c0f,,genus,Oocystis,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chlorococcales-Oocystaceae-Oocystis-Oocystis
697d3082-ca88-4972-aae7-573c670c2c6c,,genus,Tetradesmus,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chlorococcales-Coelastraceae-Tetradesmus-Tetradesmus
db6a4107-f474-4aac-ab05-759ede653462,,genus,Coelastrum,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chlorococcales-Scenedesmaceae-Coelastrum-Coelastrum
644cbb9a-13a0-4fed-bc9c-c3b86d50566f,,genus,Crucigenia,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chlorococcales-Scenedesmaceae-Crucigenia-Crucigenia
20165825-6bef-4846-af93-1768cb818603,,genus,Scenedesmus,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chlorococcales-Scenedesmaceae-Scenedesmus-Scenedesmus
4cacfb1d-d6a4-4eea-875b-c256d5d2a9db,,genus,Tetrastrum,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chlorococcales-Scenedesmaceae-Tetrastrum-Tetrastrum
7b433a5b-2c9d-4125-877e-520b6fdfeaf5,,genus,Coenocystis,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chlorococcales-Radiococcaceae-Coenocystis-Coenocystis
b2fb1840-3dac-4d16-9e65-aa2cc3621649,,genus,Schroederia,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chlorococcales-Chlorococcaceae-Schroederia-Schroederia
d6517b1e-fa3b-4c84-89a0-f6e42c8e0763,,genus,Tetraedron,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chlorococcales-Chlorococcaceae-Tetraedron-Tetraedron
e7636b1a-96a2-4939-89b3-bd701911d049,,genus,Dictyosphaerium,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chlorococcales-Dictyosphaeriaceae-Dictyosphaerium-Dictyosphaerium
5ff2f852-1e7a-40fb-ba48-a557eb17a054,,genus,Oedogonium,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Oedogoniales-Oedogoniaceae-Oedogonium-Oedogonium
bca0fa73-3511-4b66-a25e-f422ca865829,,genus,Closterium,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Zygnematophyceae-Zygnematales-Desmidiaceae-Closterium-Closterium
00f96ce7-ac10-45f6-adb6-1bddbbefa2ba,,genus,Cosmarium,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Zygnematophyceae-Zygnematales-Desmidiaceae-Cosmarium-Cosmarium
c6535667-84c4-4f9d-b1fe-cb9d33dccc7d,,genus,Penium,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Zygnematophyceae-Zygnematales-Desmidiaceae-Penium-Penium
23272f90-c0f3-4792-841c-de250949a9dc,,genus,Spirogyra,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Zygnematophyceae-Zygnematales-Zygnemataceae-Spirogyra-Spirogyra
6ab90674-b1ef-45e8-a120-fd90298fbaa6,,genus,Hyaloraphidium,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chlorococcales-Oocystaceae-Hyaloraphidium-Hyaloraphidium
a56cb6ac-f9e2-4049-921f-756c786eba94,,genus,Cylindrocystis,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Zygnematophyceae-Zygnematales-Mesotaeniaceae-Cylindrocystis-Cylindrocystis
d6df1f7b-1495-4f43-88a3-17b884ea3db4,,genus,Stigeoclonium,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Chaetophorales-Chaetophoraceae-Stigeoclonium-Stigeoclonium
27017bcf-5ad7-44bd-9846-78ea8d6811a2,,genus,Planctonema,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Ulvophyceae-Ulotrichales-Ulotrichaceae-Planctonema-Planctonema
9815ddbf-17ff-4ec7-8583-8b1ebecd4e7a,,genus,Eudorina,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Chlorophyceae-Volvocales-Volvocaceae-Eudorina-Eudorina
0301b894-4769-4ebe-950a-7eedd9642b50,,genus,Mougeotia,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Zygnematophyceae-Zygnematales-Zygnemataceae-Mougeotia-Mougeotia
7ac3ddeb-114b-484f-85a1-84e5579ebf9b,,genus,Rhizoclonium,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Ulvophyceae-Cladophorales-Cladophoraceae-Rhizoclonium-Rhizoclonium
bca6c397-2e6c-4476-8c67-c58ae0b3035e,,genus,Staurastrum,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Zygnematophyceae-Zygnematales-Desmidiaceae-Staurastrum-Staurastrum
85f9e4ab-6ac8-492a-8955-5dd86e65e313,,genus,Ulothrix,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Ulvophyceae-Ulotrichales-Ulotrichaceae-Ulothrix-Ulothrix
0eb797c1-83bc-4234-9a14-66e57a76e58c,,species,Tydemania expeditionis Weber-van Bosse,Plantae-Viridiplantae-Chlorophytes-Chlorophyta-Ulvophyceae-Bryopsidales-Udoteaceae-Tydemania-expeditionis-Tydemania expeditionis Weber-van Bosse
8d21737d-aa4d-47ee-9ef3-14f9277b60f3,,species,Chondria armata Kützing Okamura 1907,Plantae-Rhodophyta-Florideophyceae-Ceramiales-Rhodomelaceae-Chondria-armata-Chondria armata Kützing Okamura 1907
8a3d52a8-f64c-4a10-a5ba-6bbe9f16dd03,,species,Chondria ryukyuensis Yamada,Plantae-Rhodophyta-Florideophyceae-Ceramiales-Rhodomelaceae-Chondria-ryukyuensis-Chondria ryukyuensis Yamada
780d72a4-853f-40ba-929d-e3e2866f3f03,,species,Ganonema farinosum J.V.Lamouroux K.C.Fan & Yung C.Wang 1974,Plantae-Rhodophyta-Florideophyceae-Nemaliales-Liagoraceae-Ganonema-farinosum-Ganonema farinosum J.V.Lamouroux K.C.Fan & Yung C.Wang 1974
3734ec27-14df-455a-b82a-69587f7d91fe,C303120303050402040107006001600025000,species,Pteris pellucida C.Presl,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Polypodiopsida-Polypodiidae-Polypodiales-Pteridaceae-Pteris-pellucida-Pteris pellucida C.Presl
0beeba17-79c1-45d3-a068-ca854108b660,C303120303050402040107007000100002000,species,Gymnocarpium remote-pinnatum (Hayata) Ching,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Polypodiopsida-Polypodiidae-Polypodiales-Cystopteridaceae-Gymnocarpium-remote-pinnatum-Gymnocarpium remote-pinnatum (Hayata) Ching
d4aa94f9-9ac3-4493-97f3-6a2d37ef7f94,C303120303050402040107008000100002000,species,Hymenasplenium cataractarum (Rosenst.) N.Murak.,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Polypodiopsida-Polypodiidae-Polypodiales-Aspleniaceae-Hymenasplenium-cataractarum-Hymenasplenium cataractarum (Rosenst.) N.Murak.
f28c3e57-731a-4672-b4ef-007e3bbe1313,C303120303050402040107008000100008000,species,Hymenasplenium unilaterale (Lam.) Hayata,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Polypodiopsida-Polypodiidae-Polypodiales-Aspleniaceae-Hymenasplenium-unilaterale-Hymenasplenium unilaterale (Lam.) Hayata
85956fd1-6ccd-492d-b12d-2f9aa80c3884,C303120303050402040107014000300004000,species,Woodwardia prolifera Hook. & Arn.,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Polypodiopsida-Polypodiidae-Polypodiales-Blechnaceae-Woodwardia-prolifera-Woodwardia prolifera Hook. & Arn.
9291eb56-bb17-44e4-baef-95571436a39d,C303120303050402040107014000300005000,species,Woodwardia unigemmata (Makino) Nakai,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Polypodiopsida-Polypodiidae-Polypodiales-Blechnaceae-Woodwardia-unigemmata-Woodwardia unigemmata (Makino) Nakai
69cb9933-c587-422b-9076-9f599f024b0b,C303120303050402040107023005600002000,species,Oreogrammitis caespitosa (Blume) Parris,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Polypodiopsida-Polypodiidae-Polypodiales-Polypodiaceae-Oreogrammitis-caespitosa-Oreogrammitis caespitosa (Blume) Parris
2dea6f58-6697-4220-ab29-254e5bfb2177,C303120303050402040107023006000006000,species,Radiogrammitis taiwanensis Parris & Ralf Knapp,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Polypodiopsida-Polypodiidae-Polypodiales-Polypodiaceae-Radiogrammitis-taiwanensis-Radiogrammitis taiwanensis Parris & Ralf Knapp
b73f5cf7-9328-455d-b82d-b59f6309d925,C303120303050402050502003000100010000,species,Nymphaea zanzibariensis Casp.,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Nymphaeales-Nymphaeaceae-Nymphaea-zanzibariensis-Nymphaea zanzibariensis Casp.
75ab21bb-eb46-4adb-a87d-6415da49f474,C303120303050402050502003000100011000,species,Nymphaea capensis Thunb.,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Nymphaeales-Nymphaeaceae-Nymphaea-capensis-Nymphaea capensis Thunb.
6199ddf2-6391-451b-9e7c-02aeec0d2f30,C303120303050402050506006000100001000,species,Artabotrys odoratissimus R.Br.,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Magnoliales-Annonaceae-Artabotrys-odoratissimus-Artabotrys odoratissimus R.Br.
5126dea0-6de5-437d-b4a3-948c2e2ff0b3,C303120303050402050512001000100001000,species,Aletris formosana (Hayata) Makino & Nemoto,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Dioscoreales-Nartheciaceae-Aletris-formosana-Aletris formosana (Hayata) Makino & Nemoto
3fce0ebe-eea3-443a-bd90-f3594fa9930d,C303120303050402050512001000200001000,species,Metanarthecium foliatum Maxim.,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Dioscoreales-Nartheciaceae-Metanarthecium-foliatum-Metanarthecium foliatum Maxim.
9d19d4b6-ef5f-48c3-905e-67c9fabdccb7,C303120303050402050513005000200001000,species,Pandanus odoratissimus L.f.,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Pandanales-Pandanaceae-Pandanus-odoratissimus-Pandanus odoratissimus L.f.
e022ec04-a21f-4754-ada6-79ea404e0f64,C303120303050402050515001000800003000,species,Anoectochilus semiresupinata T.C.Hsu & S.W.Chung,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Asparagales-Orchidaceae-Anoectochilus-semiresupinata-Anoectochilus semiresupinata T.C.Hsu & S.W.Chung
78f3e5e2-89c2-403f-9565-209912eabc19,C303120303050402050515001005700011000,species,Goodyera matsumurana Schltr.,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Asparagales-Orchidaceae-Goodyera-matsumurana-Goodyera matsumurana Schltr.
187d3f66-b4ca-4620-b478-72705922e617,C303120303050402050515001005300018000,species,Gastrochilus japonicus (Makino) Schltr. ,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Asparagales-Orchidaceae-Gastrochilus-japonicus-Gastrochilus japonicus (Makino) Schltr. 
e80f0369-b2ef-4a9c-8814-48e7f5e95256,C303120303050402050518007000700001000,species,Goeppertia picturata (K.Koch & Linden) Borchs. & S.Suárez ,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Zingiberales-Marantaceae-Goeppertia-picturata-Goeppertia picturata (K.Koch & Linden) Borchs. & S.Suárez 
4713df2d-a731-4baa-bfd2-7560ec1b2118,C303120303050402050519009002500002000,species,Schoenoplectiella lineolata (Franch. & Sav.) J.Jung & H.K.Choi ,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Poales-Cyperaceae-Schoenoplectiella-lineolata-Schoenoplectiella lineolata (Franch. & Sav.) J.Jung & H.K.Choi 
71d1fcde-7067-49b1-a65b-f72ace0d335c,C303120303050402050519014000300001000,species,Agrostis avenacea J.F.Gmel.,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Poales-Poaceae-Agrostis-avenacea-Agrostis avenacea J.F.Gmel.
f9680eae-029c-4003-9a6f-757d3cb812ee,C303120303050402050519014000300003000,species,Agrostis dimorpholemma Ohwi,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Poales-Poaceae-Agrostis-dimorpholemma-Agrostis dimorpholemma Ohwi
f79cb601-fdb5-49b5-9cb9-0a6b3b5b7014,C303120303050402050519014003100003000,species,Chloris formosana (Honda) Keng,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Poales-Poaceae-Chloris-formosana-Chloris formosana (Honda) Keng
92788705-9a2d-422e-8896-1ffb41bb163d,C303120303050402050519014005000001000,species,Enteropogon dolichostachyus (Lag.) Keng,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Poales-Poaceae-Enteropogon-dolichostachyus-Enteropogon dolichostachyus (Lag.) Keng
c255d13b-0777-4360-835e-ca9883575c69,C303120303050402050519014005000002000,species,Enteropogon gracilior Rendle,Plantae-Viridiplantae-Streptophyta-Embryophyta-Tracheophytina-Euphyllophytes-Spermatopsida-Magnoliidae-Poales-Poaceae-Enteropogon-gracilior-Enteropogon gracilior Rendle
